yf_symbol,symbol,name,market_cap,listing_department,products,krx_market,security_group,krx_source,price,ma20,ma60,ma120,ma200,diff,peak,peak_diff,rsi,return_20d,return_60d,price_source,price_basis,price_time,after_market_price,after_market_change_pct,eps_growth,hist_per_avg,foreign_supply,per,pbr,roe,debt_ratio,revenue_growth,operating_growth,eps_cagr,eps3y,revenue,operating_income,net_income,operating_margin,net_margin,operating_cashflow,free_cashflow,cash,total_debt,net_cash,dividend_yield,payout_ratio,dividend_per_share,dividend_total,dividend_source,dividend_growth_3y,dividend_consecutive_years,dividend_cut_flag,dividend_history_years,dividend_history_source,analyst_buy_ratio,analyst_opinion_score,analyst_opinion_count,consensus_revision,target_mean,target_high,target_low,target_upside,earnings_surprise_pct,finnhub_source,consensus_source,cashflow_status,financial_currency,fundamental_refreshed_at,dart_year,dart_fs_div,dart_report_code,dart_source,dividend_year,dividend_report_code,peer_group_count,peer_per_count,peer_pbr_count,peer_roe_count,peg,peer_per_avg,peer_pbr_avg,peer_roe_avg,peer_per_gap,peer_pbr_gap,cagr,sector,industry,data_date,us_10y_bond,score_per,score_pbr,score_roe,score_peg,score_cagr,score_eps3y,score_rsi,score_peak_diff,score,grade,rank
080220.KQ,080220,제주반도체,24729,우량기업부,"모바일용 LP DDR SDRAM, CRAM, SRAM",KOSDAQ,주권,KRX,71800.0,77935.0,84465.0,73257.91666666667,56125.15,27.928388610097254,134000.0,-46.417910447761194,36.490250696364605,-3.36,-23.21,daily_close,NXT 미확인,2026-09-05 00:11 KST,,,102.29,22.3,0.48,10.84,5.47,19.21,47.94,86.2,273.96,53.63,486 -> 567 -> 1147,3022.0,359.0,395.0,11.88,13.07,255.55,228.3,772.3,1088.84,-316.54,,,,,,,,,,,,,,,,,,,,,,,KRW,2026-09-03,2025.0,CFS,11011.0,OpenDART,,,5,2,4,4,0.11,,3.06,2.73,,78.76,53.63,반도체 제조업,반도체 제조업,2026-09-04,4.25,12,0,16,20,15,10,5,3,81,A,30
319400.KQ,319400,현대무벡스,24558,우량기업부,"물류자동화, IT서비스",KOSDAQ,주권,KRX,22050.0,23782.5,24748.666666666668,28560.583333333332,26138.3,-15.64103250785246,46350.0,-52.42718446601942,22.065727699501508,-8.88,-37.71,daily_close,NXT 미확인,2026-09-05 00:11 KST,,,-56.77,99.75,1.84,145.54,15.26,6.79,76.81,15.38,-26.02,65.83,36 -> 229 -> 99,3939.0,182.0,113.0,4.62,2.87,-14.32,-43.28,361.19,1231.33,-870.14,0.23,48.8,50.0,55.07,OpenDART,18.56,5.0,False,5.0,OpenDART,,,,,,,,,,,,,KRW,2026-09-02,2025.0,CFS,11011.0,OpenDART,2025.0,11011.0,2,1,1,1,,,,,,,65.83,일반 목적용 기계 제조업,일반 목적용 기계 제조업,2026-09-04,4.25,0,0,6,0,15,0,1,3,25,D,31
214370.KQ,214370,케어젠,23903,벤처기업부,"성장인자, 바이오미메틱펩타이드 기반 안면, 두피, 바디 코스메슈티컬 제품",KOSDAQ,주권,KRX,44500.0,55647.5,62017.5,79046.25,83880.25,-46.948179100563,150100.0,-70.35309793471019,13.291139240498481,-33.38,-38.71,daily_close,NXT 미확인,2026-09-05 00:11 KST,,,-37.87,92.25,4.59,104.46,9.95,9.23,8.85,-11.86,-40.35,-29.05,743 -> 602 -> 374,728.0,204.0,201.0,28.02,27.61,185.89,136.68,88.59,187.99,-99.4,0.98,106.3,437.0,213.57,OpenDART,-45.5,4.0,True,4.0,OpenDART,,,,,,,,,,,,,KRW,2026-09-05,2025.0,CFS,11011,OpenDART,2025.0,11011,7,2,6,6,,,15.32,-16.44,,-35.05,-29.05,기초 의약물질 제조업,기초 의약물질 제조업,2026-09-04,4.25,0,0,6,0,0,0,1,1,8,D,32
067310.KQ,067310,하나마이크론,23172,중견기업부,"반도체패키징,IOT",KOSDAQ,주권,KRX,34850.0,35685.0,38907.5,38638.333333333336,34732.25,0.3390220904202866,56800.0,-38.6443661971831,45.40682414694826,12.78,-17.71,daily_close,NXT 미확인,2026-09-05 00:11 KST,,,,44.79,19.71,10.0,4.18,9.89,209.16,22.68,19.57,,-,15344.0,1277.0,656.0,8.32,4.28,1749.19,118.91,955.88,13651.63,-12695.75,0.2,12.19,70.0,46.46,OpenDART,11.87,4.0,False,4.0,OpenDART,,4.0,,,64333.0,,,84.6,,,Naver/FnGuide,,KRW,2026-09-04,2025.0,CFS,11011.0,OpenDART,2025.0,11011.0,5,2,4,4,,,3.71,2.73,,12.67,,반도체 제조업,반도체 제조업,2026-09-04,4.25,12,0,6,0,0,0,5,5,28,D,33
347850.KQ,347850,디앤디파마텍,22552,기술성장기업부,대사성질환 치료제 등,KOSDAQ,주권,KRX,49200.0,56422.5,70270.0,73645.0,80176.5,-38.63538568034274,111200.0,-55.75539568345324,22.7678571428429,-11.67,-43.38,daily_close,NXT 미확인,2026-09-05 00:11 KST,,,,,8.91,,31.43,-31.49,23.5,-62.28,,,-,43.0,-340.0,-240.0,-790.7,-558.14,-211.39,-212.03,328.84,185.6,143.24,,,,,,,,,,,,,,,,,,,,,,,KRW,2026-09-01,2025.0,CFS,11011.0,OpenDART,,,9,2,8,8,,,24.5,-26.98,,28.29,,자연과학 및 공학 연구개발업,자연과학 및 공학 연구개발업,2026-09-04,4.25,0,0,0,0,0,0,1,3,4,D,34
263750.KQ,263750,펄어비스,21681,우량기업부,게임 개발 서비스(검은사막 및 붉은사막),KOSDAQ,주권,KRX,34500.0,32467.5,34822.5,43945.0,44154.0,-21.86438374779182,72000.0,-52.083333333333336,64.0692640691864,-1.99,-13.97,daily_close,NXT 미확인,2026-09-05 00:11 KST,,,296.2,96.6,4.69,6.0,2.02,-1.05,43.8,6.78,,,237 -> 939,3656.0,-148.0,-84.0,-4.05,-2.3,239.34,194.65,1338.75,3499.96,-2161.21,,,,,,,,,,,,3.17,,,52800.0,,,53.04,,,Naver/FnGuide,,KRW,2026-09-01,2025.0,CFS,11011.0,OpenDART,,,3,1,2,2,0.02,,,,,,,소프트웨어 개발 및 공급업,소프트웨어 개발 및 공급업,2026-09-04,4.25,15,3,0,20,0,10,3,3,54,C,35
178320.KQ,178320,서진시스템,21418,중견기업부,"통신장비부품,휴대폰부품(메탈케이스 등)",KOSDAQ,주권,KRX,33650.0,37072.5,44572.5,50994.583333333336,42893.0,-21.548970694518918,80800.0,-58.353960396039604,41.99029126210739,-5.21,-51.72,daily_close,NXT 미확인,2026-09-05 00:11 KST,,,,15.93,13.77,-572.0,2.14,-12.63,212.62,-12.15,-98.99,,-,10663.0,11.0,-1024.0,0.1,-9.6,-397.57,-3355.74,320.69,15686.76,-15366.07,,,,,,,,,,,,4.0,,,63500.0,,,88.71,,,Naver/FnGuide,,KRW,2026-09-04,2025.0,CFS,11011.0,OpenDART,,,1,0,0,0,,,,,,,,기타 전기장비 제조업,기타 전기장비 제조업,2026-09-04,4.25,0,3,0,0,0,0,5,3,11,D,36
237690.KQ,237690,에스티팜,21127,우량기업부,원료의약품,KOSDAQ,주권,KRX,101200.0,105245.0,113108.33333333333,127922.5,129276.5,-21.718177704377826,168700.0,-40.01185536455246,45.81993569130802,-0.1,-14.09,daily_close,NXT 미확인,2026-09-05 00:11 KST,,,52.02,53.05,12.3,31.0,3.36,10.03,31.97,21.15,98.19,61.23,1041 -> 1780 -> 2706,3317.0,549.0,546.0,16.55,16.46,139.89,-332.97,305.46,1895.63,-1590.17,0.49,18.3,500.0,100.76,OpenDART,0.0,5.0,False,5.0,OpenDART,,4.0,,,184385.0,,,82.2,,,Naver/FnGuide,,KRW,2026-09-03,2025.0,CFS,11011.0,OpenDART,2025.0,11011.0,7,5,6,6,0.6,14.88,3.99,7.59,108.33,-15.79,61.23,의약품 제조업,의약품 제조업,2026-09-04,4.25,0,0,12,20,15,10,5,5,67,B,37
058610.KQ,058610,에스피지,20891,우량기업부,소형 Geared Motor,KOSDAQ,주권,KRX,94200.0,99645.0,87783.33333333333,102643.33333333333,100213.5,-6.000688529988475,158100.0,-40.41745730550284,27.978339350173442,-13.1,6.44,daily_close,NXT 미확인,2026-09-05 00:11 KST,,,-30.29,103.2,4.14,130.0,7.62,3.57,66.09,-12.05,45.53,-8.86,496 -> 591 -> 412,3417.0,179.0,91.0,5.24,2.66,283.71,232.87,420.24,1704.88,-1284.64,0.4,60.7,,55.44,OpenDART,-15.66,0.0,True,4.0,OpenDART,,4.0,,,129667.0,,,37.65,,,Naver/FnGuide,,KRW,2026-09-05,2025.0,CFS,11011,OpenDART,2025.0,11011,2,1,1,1,,,,,,,-8.86,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업","전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업",2026-09-04,4.25,0,0,0,0,0,0,3,5,8,D,38
214150.KQ,214150,클래시스,20744,우량기업부,미용의료기기,KOSDAQ,주권,KRX,31800.0,35960.0,42172.5,47175.0,52058.25,-38.91458126233594,75600.0,-57.936507936507944,27.734374999969674,-30.19,-26.56,daily_close,NXT 미확인,2026-09-05 00:11 KST,,,32.76,30.47,68.44,14.0,3.83,26.21,27.73,38.66,39.38,32.57,1146 -> 1517 -> 2014,3368.0,1706.0,1320.0,50.65,39.19,1639.36,1446.82,375.21,1529.75,-1154.54,3.14,49.4,1000.0,651.53,OpenDART,105.04,5.0,False,5.0,OpenDART,,4.0,,,61313.0,,,92.81,,,Naver/FnGuide,,KRW,2026-09-03,2025.0,CFS,11011.0,OpenDART,2025.0,11011.0,5,2,4,4,0.43,,8.41,-5.19,,-54.46,32.57,의료용 기기 제조업,의료용 기기 제조업,2026-09-04,4.25,8,0,20,20,15,10,3,3,79,A,39
005290.KQ,005290,동진쎄미켐,20515,우량기업부,"반도체,LCD용재료(감광제,봉지제),발포제",KOSDAQ,주권,KRX,40250.0,42117.5,46561.666666666664,50171.25,47258.0,-14.829235261754622,66000.0,-39.015151515151516,37.49999999995898,1.51,-22.89,daily_close,NXT 미확인,2026-09-05 00:11 KST,,,-35.98,13.86,12.7,10.46,1.77,9.52,82.11,7.31,-1.71,-11.78,2476 -> 3010 -> 1927,11941.0,1724.0,941.0,14.44,7.88,1912.57,1098.48,3719.12,9045.5,-5326.38,1.61,33.71,650.0,334.0,OpenDART,71.0,5.0,True,5.0,OpenDART,,,,,,,,,,,,,KRW,2026-09-01,2025.0,CFS,11011.0,OpenDART,2025.0,11011.0,2,1,1,1,,,,,,,-11.78,기초 화학물질 제조업,기초 화학물질 제조업,2026-09-04,4.25,12,6,6,0,0,0,5,5,34,D,40
010170.KQ,010170,대한광통신,20228,중견기업부,"광섬유, 광케이블",KOSDAQ,주권,KRX,13010.0,13272.5,12713.833333333334,14596.416666666666,9968.98,30.504825970159438,29100.0,-55.292096219931274,47.30538922145775,17.52,-20.18,daily_close,NXT 미확인,2026-09-05 00:11 KST,,,,,2.98,,18.71,-52.05,228.6,-8.71,,,-,1394.0,-214.0,-280.0,-15.35,-20.09,-122.2,-130.89,97.78,1523.64,-1425.86,,,,,,,,,,,,,,,,,,,,,,,KRW,2026-09-01,2025.0,CFS,11011.0,OpenDART,,,1,0,0,0,,,,,,,,절연선 및 케이블 제조업,절연선 및 케이블 제조업,2026-09-04,4.25,0,0,0,0,0,0,5,3,8,D,41
226950.KQ,226950,올릭스,20199,기술성장기업부,siRNA 신약 개발,KOSDAQ,주권,KRX,95900.0,107835.0,119866.66666666667,144956.66666666666,143679.0,-33.253989796699585,207000.0,-53.67149758454106,36.56093489147726,-22.35,-22.16,daily_close,NXT 미확인,2026-09-05 00:11 KST,,,,,9.76,,9.73,-18.83,30.18,157.89,,,-,147.0,-300.0,-157.0,-204.08,-106.8,-159.0,-160.1,63.59,452.87,-389.28,,,,,,,,,,,,,,,,,,,,,,,KRW,2026-09-03,2025.0,CFS,11011.0,OpenDART,,,9,2,8,8,,,34.58,-33.31,,-71.86,,자연과학 및 공학 연구개발업,자연과학 및 공학 연구개발업,2026-09-04,4.25,0,0,0,0,0,0,5,3,8,D,42
140410.KQ,140410,메지온,19904,투자주의환기종목(소속부없음),"발기부전증치료제, 전립선비대증치료제",KOSDAQ,주권,KRX,65000.0,64950.0,60238.333333333336,71689.16666666667,85387.5,-23.87644561557605,172700.0,-62.36247828604517,40.97560975606958,17.12,5.86,daily_close,NXT 미확인,2026-09-05 00:11 KST,,,,,24.31,,55.8,-110.43,470.09,-8.14,,,-,79.0,-168.0,-349.0,-212.66,-441.77,-165.88,-298.6,255.74,808.3,-552.56,,,,,,,,,,,,,,,,,,,,,,,KRW,2026-09-01,2025.0,CFS,11011.0,OpenDART,,,9,2,8,8,,,21.36,-25.16,,161.24,,자연과학 및 공학 연구개발업,자연과학 및 공학 연구개발업,2026-09-04,4.25,0,0,0,0,0,0,5,1,6,D,43
098460.KQ,098460,고영,19028,우량기업부,전자제품및반도체생산용 3차원 납도포검사장비,KOSDAQ,주권,KRX,27900.0,29555.0,29468.333333333332,31239.583333333332,29687.35,-6.0205777881825036,43500.0,-35.86206896551724,31.22362869194623,-10.14,-9.85,daily_close,NXT 미확인,2026-09-05 00:11 KST,,,-29.74,61.63,26.44,32.0,5.12,4.48,22.43,14.86,424.24,-17.9,319 -> 306 -> 215,2326.0,173.0,148.0,7.44,6.36,180.9,46.06,383.51,751.7,-368.19,0.5,62.8,140.0,92.63,OpenDART,0.0,5.0,False,5.0,OpenDART,,4.0,,,43786.0,,,56.94,,,Naver/FnGuide,,KRW,2026-09-03,2025.0,CFS,11011.0,OpenDART,2025.0,11011.0,19,17,18,18,,30.0,5.69,8.98,6.67,-10.02,-17.9,특수 목적용 기계 제조업,특수 목적용 기계 제조업,2026-09-04,4.25,0,0,0,0,0,0,3,5,8,D,44
083650.KQ,083650,비에이치아이,18566,우량기업부,"보일러,열교환기등",KOSDAQ,주권,KRX,60000.0,59360.0,54016.666666666664,71929.16666666667,68612.0,-12.551740220369615,109500.0,-45.20547945205479,47.583643122651814,12.99,-0.99,daily_close,NXT 미확인,2026-09-05 00:11 KST,,,232.86,26.53,10.55,35.67,9.2,44.36,367.65,91.28,244.75,180.92,267 -> 633 -> 2107,7741.0,755.0,652.0,9.75,8.42,1122.98,938.15,599.51,6531.11,-5931.6,,,,,,,,,,,,4.0,,,110000.0,,,83.33,,,Naver/FnGuide,,KRW,2026-09-05,2025.0,CFS,11011,OpenDART,,,2,1,1,1,0.15,,,,,,180.92,일반 목적용 기계 제조업,일반 목적용 기계 제조업,2026-09-04,4.25,0,0,20,20,15,10,5,3,73,A,45
140860.KQ,140860,파크시스템스,18381,우량기업부,연구용 및 산업용 원자현미경,KOSDAQ,주권,KRX,262500.0,267975.0,260316.66666666666,264991.6666666667,256650.0,2.2793687901811808,339500.0,-22.68041237113402,37.121212121204245,3.75,7.58,daily_close,NXT 미확인,2026-09-05 00:11 KST,,,-19.61,42.01,39.49,39.0,5.19,16.69,55.44,17.42,9.61,18.19,3530 -> 6134 -> 4931,2056.0,422.0,345.0,20.53,16.78,244.79,-298.32,750.6,1248.03,-497.43,0.19,10.1,500.0,34.76,OpenDART,7.72,5.0,False,5.0,OpenDART,,4.0,,,358625.0,,,36.62,,,Naver/FnGuide,,KRW,2026-09-04,2025.0,CFS,11011.0,OpenDART,2025.0,11011.0,2,1,1,1,,,,,,,18.19,"측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외","측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외",2026-09-04,4.25,0,0,16,0,12,0,5,5,38,D,46
032820.KQ,032820,우리기술,18367,벤처기업부,"시스템사업, 정보통신사업",KOSDAQ,주권,KRX,10630.0,11627.0,11571.666666666666,16077.583333333334,12746.55,-16.60488524345803,29300.0,-63.720136518771334,35.58951965054624,-5.43,-19.47,daily_close,NXT 미확인,2026-09-05 00:11 KST,,,-84.85,398.75,5.4,60.89,9.65,0.67,172.08,22.16,-1016.67,,33 -> 5,871.0,-55.0,-41.0,-6.31,-4.71,-188.48,-655.92,94.76,2140.61,-2045.85,,,,,,,,,,,,,,,,,,,,,,,KRW,2026-09-05,2025.0,CFS,11011,OpenDART,,,2,1,1,1,,,,,,,,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업","전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업",2026-09-04,4.25,0,0,0,0,0,0,5,1,6,D,47
068760.KQ,068760,셀트리온제약,18138,우량기업부,고덱스 캡슐 외,KOSDAQ,주권,KRX,40850.0,42697.5,41551.666666666664,47812.5,54486.025,-25.02664674106801,75700.0,-46.03698811096433,36.521739130390316,-5.98,-1.92,daily_close,NXT 미확인,2026-09-05 00:11 KST,,,76.47,119.93,4.96,42.42,4.03,9.3,74.2,12.26,50.81,34.91,478 -> 493 -> 870,5364.0,561.0,388.0,10.46,7.23,864.3,685.07,498.72,3234.77,-2736.05,0.49,,200.0,86.85,OpenDART,,1.0,False,1.0,OpenDART,,4.0,,,61000.0,,,49.33,,,Naver/FnGuide,,KRW,2026-09-05,2025.0,OFS,11011,OpenDART,2025.0,11011,7,5,6,6,0.55,14.88,3.65,7.95,185.08,10.41,34.91,의약품 제조업,의약품 제조업,2026-09-04,4.25,0,0,6,20,15,10,5,3,59,B,48
041510.KQ,041510,에스엠,18086,우량기업부,"음반(CD,MC),연예 대리",KOSDAQ,주권,KRX,79000.0,74375.0,74121.66666666667,81530.83333333333,93228.5,-15.261963884434483,153000.0,-48.36601307189542,60.852713178261546,7.19,7.78,daily_close,NXT 미확인,2026-09-05 00:11 KST,,,1844.22,43.74,32.0,14.0,1.67,41.65,47.76,18.71,109.62,103.18,3664 -> 778 -> 15126,11749.0,1830.0,3594.0,15.58,30.59,1948.61,1529.18,3646.12,6489.65,-2843.53,2.05,10.7,1620.0,370.89,OpenDART,10.52,5.0,True,5.0,OpenDART,,4.0,,,113412.0,,,43.56,,,Naver/FnGuide,,KRW,2026-09-04,2025.0,CFS,11011.0,OpenDART,2025.0,11011.0,2,1,1,1,0.01,,,,,,103.18,오디오물 출판 및 원판 녹음업,오디오물 출판 및 원판 녹음업,2026-09-04,4.25,8,6,20,20,15,10,3,3,85,S,49
089030.KQ,089030,테크윙,17452,중견기업부,"반도체테스트핸들러,C.O.K(Change Over Kit)",KOSDAQ,주권,KRX,47100.0,48335.0,49151.666666666664,51887.5,50341.75,-6.439486112421598,71100.0,-33.755274261603375,44.011142061247014,-0.42,-18.23,daily_close,NXT 미확인,2026-09-05 00:11 KST,,,,181.67,17.41,379.27,7.85,4.63,198.75,-14.23,-32.48,,-,1591.0,158.0,90.0,9.93,5.66,-160.89,-486.2,421.68,4215.8,-3794.12,0.28,49.4,130.0,46.46,OpenDART,0.0,5.0,True,5.0,OpenDART,,,,,,,,,,,,,KRW,2026-09-04,2025.0,CFS,11011.0,OpenDART,2025.0,11011.0,19,17,18,18,,30.0,5.54,8.98,1164.23,41.7,,특수 목적용 기계 제조업,특수 목적용 기계 제조업,2026-09-04,4.25,0,0,0,0,0,0,5,5,10,D,50
030530.KQ,030530,원익홀딩스,17378,중견기업부,가스캐비닛,KOSDAQ,주권,KRX,22500.0,19612.0,19905.5,24853.166666666668,28801.9,-21.880153739857445,48700.0,-53.798767967145785,55.859374999938915,14.1,-5.66,daily_close,NXT 미확인,2026-09-05 00:11 KST,,,,137.36,5.09,24.83,1.32,2.78,51.37,-3.49,-101.31,,-,6230.0,-4.0,504.0,-0.06,8.09,1180.86,-266.1,1009.31,6684.79,-5675.48,,,,,,,,,,,,,,,,,,,,,,,KRW,2026-09-02,2025.0,CFS,11011.0,OpenDART,,,2,1,1,1,,,,,,,,기초 화학물질 제조업,기초 화학물질 제조업,2026-09-04,4.25,4,6,0,0,0,0,3,3,16,D,51
096530.KQ,096530,씨젠,16660,우량기업부,"호흡기성 병원체 검사제품, 성감염증원인균 검사제품",KOSDAQ,주권,KRX,31900.0,31787.5,29272.5,27554.583333333332,26615.0,19.857223370279918,35650.0,-10.518934081346423,49.20634920630547,11.15,14.95,daily_close,NXT 미확인,2026-09-05 00:11 KST,,,7007.69,906.71,18.65,17.96,1.38,4.81,21.66,14.46,,,13 -> 924,4742.0,346.0,484.0,7.3,10.21,1493.34,1088.69,2255.72,2199.82,55.9,3.13,95.5,1000.0,461.18,OpenDART,7.72,5.0,True,5.0,OpenDART,,4.0,,,45500.0,,,42.63,,,Naver/FnGuide,,KRW,2026-09-04,2025.0,CFS,11011.0,OpenDART,2025.0,11011.0,3,1,2,2,0.0,,,,,,,의료용품 및 기타 의약 관련제품 제조업,의료용품 및 기타 의약 관련제품 제조업,2026-09-04,4.25,8,6,0,0,0,10,5,5,34,D,52
060370.KQ,060370,LS마린솔루션,16141,우량기업부,해저케이블등의 건설 및 유지보수 업무,KOSDAQ,주권,KRX,30900.0,31975.0,29193.333333333332,31515.0,30632.75,0.8724322824428103,50100.0,-38.32335329341318,44.2446043165022,-0.64,5.64,daily_close,NXT 미확인,2026-09-05 00:11 KST,,,-51.36,69.69,2.46,86.3,2.46,2.0,17.67,87.41,-43.55,-28.93,390 -> 405 -> 197,2442.0,70.0,84.0,2.87,3.44,199.34,-565.57,735.64,1109.64,-374.0,,97.5,,81.43,OpenDART,,0.0,False,0.0,OpenDART,,4.0,,,43000.0,,,39.16,,,Naver/FnGuide,,KRW,2026-09-03,2025.0,CFS,11011.0,OpenDART,2025.0,11011.0,1,0,0,0,,,,,,,-28.93,전기 및 통신 공사업,전기 및 통신 공사업,2026-09-04,4.25,0,3,0,0,0,0,5,5,13,D,53
007390.KQ,007390,네이처셀,15432,중견기업부,닥터쥬크르,KOSDAQ,주권,KRX,23950.0,23925.0,24662.5,22893.416666666668,22689.05,5.557526648317143,37800.0,-36.64021164021164,52.79187817251379,9.61,-22.24,daily_close,NXT 미확인,2026-09-05 00:11 KST,,,,1126.55,7.18,,24.21,-4.45,18.57,-35.91,-700.0,,-,207.0,-36.0,-28.0,-17.39,-13.53,1.57,-164.33,167.67,117.02,50.65,,,,,,,,,,,,,,,,,,,,,,,KRW,2026-09-03,2025.0,CFS,11011.0,OpenDART,,,7,3,6,6,,70.39,8.71,-16.44,,177.96,,기초 의약물질 제조업,기초 의약물질 제조업,2026-09-04,4.25,0,0,0,0,0,0,5,5,10,D,54
0009K0.KQ,0009K0,에임드바이오,15165,기술성장기업부,ADC 기반 항암제,KOSDAQ,주권,KRX,23450.0,25415.0,24192.333333333332,34552.833333333336,,,72500.0,-67.65517241379311,32.4074074073654,-5.06,-5.82,daily_close,NXT 미확인,2026-09-05 00:11 KST,,,,626.65,2.47,37.52,7.42,5.13,3.32,300.85,,,-,473.0,208.0,50.0,43.97,10.57,178.6,174.97,1064.08,63.97,1000.11,,,,,,,,,,,,,,,,,,,,,,,KRW,2026-09-05,2025.0,CFS,11011,OpenDART,,,9,1,8,8,,,34.58,-33.31,,-78.54,,자연과학 및 공학 연구개발업,자연과학 및 공학 연구개발업,2026-09-04,4.25,0,0,6,0,0,0,3,1,10,D,55
950160.KQ,950160,코오롱티슈진,14529,외국기업(소속부없음),골관절염 치료제,KOSDAQ,주식예탁증권,KRX,17100.0,20594.5,52422.833333333336,78978.08333333333,80371.35,-78.72376163894224,138800.0,-87.68011527377521,4.089815557333026,-2.68,-82.87,daily_close,NXT 미확인,2026-09-05 00:11 KST,,,,,3.81,,7.47,-183.43,561.65,1.96,,,-,52.0,-223.0,-1926.0,-428.85,-3703.85,-0.17,-1.0,0.47,2.51,-2.04,,,,,,,,,,,,3.0,,,280000.0,,,1537.43,,,Naver/FnGuide,외화 공시 환산 필요,USD,2026-09-02,2025.0,OFS,11011.0,OpenDART,,,7,3,6,6,,70.39,16.56,-6.93,,-54.89,,기초 의약물질 제조업,기초 의약물질 제조업,2026-09-04,4.25,0,0,0,0,0,0,1,1,2,D,56
241710.KQ,241710,코스메카코리아,14364,우량기업부,"화장품 OEM, ODM",KOSDAQ,주권,KRX,134500.0,130330.0,95251.66666666667,86778.33333333333,82805.0,62.42980496346839,153900.0,-12.605588044184534,56.303972366134914,40.25,92.14,daily_close,NXT 미확인,2026-09-05 00:11 KST,,,6.16,15.61,23.46,20.0,5.51,19.29,87.91,22.24,38.25,42.68,2090 -> 4008 -> 4255,6409.0,835.0,578.0,13.03,9.02,550.35,-64.17,688.52,2955.89,-2267.37,0.5,6.83,,39.52,OpenDART,,0.0,False,0.0,OpenDART,,4.0,,,134667.0,,,0.12,,,Naver/FnGuide,,KRW,2026-09-02,2025.0,CFS,11011.0,OpenDART,2025.0,11011.0,2,1,1,1,3.25,,,,,,42.68,기타 화학제품 제조업,기타 화학제품 제조업,2026-09-04,4.25,4,0,16,0,15,5,3,5,48,C,57
131970.KQ,131970,두산테스나,14360,우량기업부,반도체 테스트,KOSDAQ,주권,KRX,74300.0,77950.0,94095.0,109102.5,86875.0,-14.474820143884893,190100.0,-60.91530773277223,36.99731903483866,11.73,-45.17,daily_close,NXT 미확인,2026-09-05 00:11 KST,,,-95.9,238.23,11.87,41.0,3.2,0.34,61.02,-18.55,-102.37,-83.42,2839 -> 1903 -> 78,3039.0,-9.0,15.0,-0.3,0.49,1472.18,1224.2,1095.47,2666.99,-1571.52,0.22,194.3,160.0,30.78,OpenDART,0.0,5.0,False,5.0,OpenDART,,4.0,,,151500.0,,,103.9,,,Naver/FnGuide,,KRW,2026-09-04,2025.0,OFS,11011.0,OpenDART,2025.0,11011.0,1,0,0,0,,,,,,,-83.42,"그외 기타 전문, 과학 및 기술 서비스업","그외 기타 전문, 과학 및 기술 서비스업",2026-09-04,4.25,0,0,0,0,0,0,5,1,6,D,58
039200.KQ,039200,오스코텍,14002,벤처기업부,신약연구개발,KOSDAQ,주권,KRX,36600.0,36927.5,34899.166666666664,42112.5,45732.5,-19.96938719728858,62000.0,-40.96774193548387,47.368421052587955,3.54,-6.03,daily_close,NXT 미확인,2026-09-05 00:11 KST,,,5847.83,547.23,12.25,14.88,6.48,33.87,23.02,193.53,,,23 -> 1368,998.0,521.0,544.0,52.2,54.51,83.02,,151.92,430.06,-278.14,,,,,,,,,,,,4.0,,,67000.0,,,83.06,,,Naver/FnGuide,,KRW,2026-09-03,2025.0,CFS,11011.0,OpenDART,,,7,5,6,6,0.0,31.0,3.65,7.59,-52.0,77.53,,의약품 제조업,의약품 제조업,2026-09-04,4.25,8,0,20,0,0,10,5,5,48,C,59
035900.KQ,035900,JYP Ent.,13964,우량기업부,오디오물 출판 및 원판 녹음 관련 제품,KOSDAQ,주권,KRX,39300.0,41075.0,46864.166666666664,53857.083333333336,59947.75,-34.442910701402475,85100.0,-53.81903642773208,39.39393939387254,-16.65,-24.13,daily_close,NXT 미확인,2026-09-05 00:11 KST,,,64.27,25.19,14.01,12.0,2.01,29.21,36.19,36.57,20.97,23.33,2971 -> 2751 -> 4519,8219.0,1552.0,1606.0,18.88,19.54,1243.33,1018.25,2944.72,2261.42,683.3,2.23,18.1,877.0,290.58,OpenDART,64.23,2.0,False,2.0,OpenDART,,4.0,,,67389.0,,,71.47,,,Naver/FnGuide,,KRW,2026-09-05,2025.0,CFS,11011,OpenDART,2025.0,11011,2,1,1,1,0.19,,,,,,23.33,오디오물 출판 및 원판 녹음업,오디오물 출판 및 원판 녹음업,2026-09-04,4.25,12,3,20,20,12,10,5,3,85,S,60
