yf_symbol,symbol,name,market_cap,listing_department,products,krx_market,security_group,krx_source,price,ma20,ma60,ma120,ma200,diff,peak,peak_diff,rsi,return_20d,return_60d,price_source,price_basis,price_time,after_market_price,after_market_change_pct,eps_growth,hist_per_avg,foreign_supply,per,pbr,roe,debt_ratio,revenue_growth,operating_growth,eps_cagr,eps3y,revenue,operating_income,net_income,operating_margin,net_margin,operating_cashflow,free_cashflow,cash,total_debt,net_cash,dividend_yield,payout_ratio,dividend_per_share,dividend_total,dividend_source,dividend_growth_3y,dividend_consecutive_years,dividend_cut_flag,dividend_history_years,dividend_history_source,analyst_buy_ratio,analyst_opinion_score,analyst_opinion_count,consensus_revision,target_mean,target_high,target_low,target_upside,earnings_surprise_pct,finnhub_source,consensus_source,cashflow_status,financial_currency,fundamental_refreshed_at,dart_year,dart_fs_div,dart_report_code,dart_source,dividend_year,dividend_report_code,peer_group_count,peer_per_count,peer_pbr_count,peer_roe_count,peg,cagr,peer_per_avg,peer_pbr_avg,peer_roe_avg,peer_per_gap,peer_pbr_gap,sector,industry,data_date,us_10y_bond,score_per,score_pbr,score_roe,score_peg,score_cagr,score_eps3y,score_rsi,score_peak_diff,score,grade,rank
214370.KQ,214370,케어젠,25407,벤처기업부,"성장인자, 바이오미메틱펩타이드 기반 안면, 두피, 바디 코스메슈티컬 제품",KOSDAQ,주권,KRX,47300.0,57750.0,62996.666666666664,80374.16666666667,84085.5,-43.747732962282434,150100.0,-68.48767488341106,11.312217194562962,-26.44,-30.65,daily_close,NXT 미확인,2026-09-03 00:26 KST,,,-37.87,92.25,4.43,124.6,12.35,9.23,8.85,-11.86,-40.35,-29.05,743 -> 602 -> 374,728.0,204.0,201.0,28.02,27.61,185.89,136.68,88.59,187.99,-99.4,0.92,106.3,437.0,213.57,OpenDART,-45.5,4.0,True,4.0,OpenDART,,,,,,,,,,,,,KRW,2026-08-25,2025.0,CFS,11011.0,OpenDART,2025.0,11011.0,7,2,6,6,,-29.05,,15.32,-16.44,,-19.39,기초 의약물질 제조업,기초 의약물질 제조업,2026-09-02,4.25,0,0,6,0,0,0,1,1,8,D,30
080220.KQ,080220,제주반도체,25005,우량기업부,"모바일용 LP DDR SDRAM, CRAM, SRAM",KOSDAQ,주권,KRX,72600.0,78395.0,85353.33333333333,72799.16666666667,55624.9,30.517088570046862,134000.0,-45.820895522388064,30.64516129031105,3.71,-23.98,daily_close,NXT 미확인,2026-09-03 00:26 KST,,,102.29,22.3,0.48,10.84,5.47,19.21,47.94,86.2,273.96,53.63,486 -> 567 -> 1147,3022.0,359.0,395.0,11.88,13.07,255.55,228.3,772.3,1088.84,-316.54,,,,,,,,,,,,,,,,,,,,,,,KRW,2026-09-03,2025.0,CFS,11011,OpenDART,,,5,2,4,4,0.11,53.63,,3.41,2.73,,60.41,반도체 제조업,반도체 제조업,2026-09-02,4.25,12,0,16,20,15,10,3,3,79,A,31
319400.KQ,319400,현대무벡스,24168,우량기업부,"물류자동화, IT서비스",KOSDAQ,주권,KRX,21700.0,24052.5,25197.833333333332,28739.75,26014.25,-16.584179824519254,46350.0,-53.182308522114354,36.06557377045043,-8.44,-34.34,daily_close,NXT 미확인,2026-09-03 00:26 KST,,,-56.77,99.75,1.84,145.54,15.26,6.79,76.81,15.38,-26.02,65.83,36 -> 229 -> 99,3939.0,182.0,113.0,4.62,2.87,-14.32,-43.28,361.19,1231.33,-870.14,0.23,48.8,50.0,55.07,OpenDART,18.56,5.0,False,5.0,OpenDART,,,,,,,,,,,,,KRW,2026-09-02,2025.0,CFS,11011.0,OpenDART,2025.0,11011.0,2,1,1,1,,65.83,,,,,,일반 목적용 기계 제조업,일반 목적용 기계 제조업,2026-09-02,4.25,0,0,6,0,15,0,5,3,29,D,32
067310.KQ,067310,하나마이크론,23504,중견기업부,"반도체패키징,IOT",KOSDAQ,주권,KRX,35350.0,35347.5,39175.0,38588.75,34629.75,2.07985908070373,56800.0,-37.764084507042256,49.74358974355403,14.03,-6.23,daily_close,NXT 미확인,2026-09-03 00:26 KST,,,,44.79,19.79,10.0,4.87,9.89,209.16,22.68,19.57,,-,15344.0,1277.0,656.0,8.32,4.28,1749.19,118.91,955.88,13651.63,-12695.75,0.2,12.19,70.0,46.46,OpenDART,11.87,4.0,False,4.0,OpenDART,,4.0,,,64333.0,,,81.99,,,Naver/FnGuide,,KRW,2026-08-24,2025.0,CFS,11011.0,OpenDART,2025.0,11011.0,5,2,4,4,,,,3.71,2.73,,31.27,반도체 제조업,반도체 제조업,2026-09-02,4.25,12,0,6,0,0,0,5,5,28,D,33
347850.KQ,347850,디앤디파마텍,22483,기술성장기업부,대사성질환 치료제 등,KOSDAQ,주권,KRX,49050.0,56977.5,71583.33333333333,74165.83333333333,80373.06,-38.972088408728,111200.0,-55.89028776978417,24.724061810139247,-24.31,-37.6,daily_close,NXT 미확인,2026-09-03 00:26 KST,,,,,8.91,,31.43,-31.49,23.5,-62.28,,,-,43.0,-340.0,-240.0,-790.7,-558.14,-211.39,-212.03,328.84,185.6,143.24,,,,,,,,,,,,,,,,,,,,,,,KRW,2026-09-01,2025.0,CFS,11011.0,OpenDART,,,10,2,9,9,,,,18.84,-18.83,,66.83,자연과학 및 공학 연구개발업,자연과학 및 공학 연구개발업,2026-09-02,4.25,0,0,0,0,0,0,1,3,4,D,34
178320.KQ,178320,서진시스템,21259,중견기업부,"통신장비부품,휴대폰부품(메탈케이스 등)",KOSDAQ,주권,KRX,33400.0,37380.0,45846.666666666664,51189.583333333336,42809.0,-21.97902310261861,80800.0,-58.66336633663366,40.49382716046583,-9.24,-48.62,daily_close,NXT 미확인,2026-09-03 00:26 KST,,,,15.93,14.05,,2.74,-12.63,212.62,-12.15,-98.99,,-,10663.0,11.0,-1024.0,0.1,-9.6,-397.57,-3355.74,320.69,15686.76,-15366.07,,,,,,,,,,,,4.0,,,67750.0,,,102.84,,,Naver/FnGuide,,KRW,2026-08-24,2025.0,CFS,11011.0,OpenDART,,,1,0,0,0,,,,,,,,기타 전기장비 제조업,기타 전기장비 제조업,2026-09-02,4.25,0,3,0,0,0,0,5,3,11,D,35
237690.KQ,237690,에스티팜,21127,우량기업부,원료의약품,KOSDAQ,주권,KRX,101200.0,105340.0,113703.33333333333,128890.0,129243.0,-21.69788692617782,168700.0,-40.01185536455246,45.13422818790886,0.5,-7.58,daily_close,NXT 미확인,2026-09-03 00:26 KST,,,52.02,53.05,12.3,31.0,3.36,10.03,31.97,21.15,98.19,61.23,1041 -> 1780 -> 2706,3317.0,549.0,546.0,16.55,16.46,139.89,-332.97,305.46,1895.63,-1590.17,0.49,18.3,500.0,100.76,OpenDART,0.0,5.0,False,5.0,OpenDART,,4.0,,,184385.0,,,82.2,,,Naver/FnGuide,,KRW,2026-09-03,2025.0,CFS,11011,OpenDART,2025.0,11011,7,5,6,6,0.6,61.23,14.88,5.32,7.59,108.33,-36.84,의약품 제조업,의약품 제조업,2026-09-02,4.25,0,0,12,20,15,10,5,5,67,B,36
226950.KQ,226950,올릭스,21104,기술성장기업부,siRNA 신약 개발,KOSDAQ,주권,KRX,100200.0,110700.0,120986.66666666667,146398.33333333334,143989.0,-30.411350867080124,207000.0,-51.59420289855072,36.400817995899594,-16.36,-18.14,daily_close,NXT 미확인,2026-09-03 00:26 KST,,,,,9.76,,9.73,-18.83,30.18,157.89,,,-,147.0,-300.0,-157.0,-204.08,-106.8,-159.0,-160.1,63.59,452.87,-389.28,,,,,,,,,,,,,,,,,,,,,,,KRW,2026-09-03,2025.0,CFS,11011,OpenDART,,,10,2,9,9,,,,31.43,-31.49,,-69.04,자연과학 및 공학 연구개발업,자연과학 및 공학 연구개발업,2026-09-02,4.25,0,0,0,0,0,0,5,3,8,D,37
010170.KQ,010170,대한광통신,21099,중견기업부,"광섬유, 광케이블",KOSDAQ,주권,KRX,13570.0,13136.5,12860.166666666666,14504.5,9863.705,37.57507954668149,29100.0,-53.36769759450172,50.483870967627944,33.3,-18.15,daily_close,NXT 미확인,2026-09-03 00:26 KST,,,,,2.98,,18.71,-52.05,228.6,-8.71,,,-,1394.0,-214.0,-280.0,-15.35,-20.09,-122.2,-130.89,97.78,1523.64,-1425.86,,,,,,,,,,,,,,,,,,,,,,,KRW,2026-09-01,2025.0,CFS,11011.0,OpenDART,,,1,0,0,0,,,,,,,,절연선 및 케이블 제조업,절연선 및 케이블 제조업,2026-09-02,4.25,0,0,0,0,0,0,5,3,8,D,38
214150.KQ,214150,클래시스,21071,우량기업부,미용의료기기,KOSDAQ,주권,KRX,32300.0,37307.5,42577.5,47555.833333333336,52261.25,-38.19512545145782,75600.0,-57.27513227513228,18.749999999985732,-28.85,-23.1,daily_close,NXT 미확인,2026-09-03 00:26 KST,,,32.76,30.47,68.44,14.0,3.83,26.21,27.73,38.66,39.38,32.57,1146 -> 1517 -> 2014,3368.0,1706.0,1320.0,50.65,39.19,1639.36,1446.82,375.21,1529.75,-1154.54,3.1,49.4,1000.0,651.53,OpenDART,105.04,5.0,False,5.0,OpenDART,,4.0,,,61313.0,,,89.82,,,Naver/FnGuide,,KRW,2026-09-03,2025.0,CFS,11011,OpenDART,2025.0,11011,5,2,4,4,0.43,32.57,,8.26,-5.19,,-53.63,의료용 기기 제조업,의료용 기기 제조업,2026-09-02,4.25,8,0,20,20,15,10,1,3,77,A,39
005290.KQ,005290,동진쎄미켐,20591,우량기업부,"반도체,LCD용재료(감광제,봉지제),발포제",KOSDAQ,주권,KRX,40400.0,42190.0,46991.666666666664,50347.083333333336,47221.0,-14.444844454797654,66000.0,-38.78787878787879,37.60330578508046,-0.37,-17.13,daily_close,NXT 미확인,2026-09-03 00:26 KST,,,-35.98,13.86,12.7,10.46,1.77,9.52,82.11,7.31,-1.71,-11.78,2476 -> 3010 -> 1927,11941.0,1724.0,941.0,14.44,7.88,1912.57,1098.48,3719.12,9045.5,-5326.38,1.61,33.71,650.0,334.0,OpenDART,71.0,5.0,True,5.0,OpenDART,,,,,,,,,,,,,KRW,2026-09-01,2025.0,CFS,11011.0,OpenDART,2025.0,11011.0,2,1,1,1,,-11.78,,,,,,기초 화학물질 제조업,기초 화학물질 제조업,2026-09-02,4.25,12,6,6,0,0,0,5,5,34,D,40
140410.KQ,140410,메지온,20240,투자주의환기종목(소속부없음),"발기부전증치료제, 전립선비대증치료제",KOSDAQ,주권,KRX,66100.0,64070.0,60128.333333333336,72620.83333333333,85444.0,-22.639389541688125,172700.0,-61.72553561088593,55.823293172659376,21.51,11.09,daily_close,NXT 미확인,2026-09-03 00:26 KST,,,,,24.31,,55.8,-110.43,470.09,-8.14,,,-,79.0,-168.0,-349.0,-212.66,-441.77,-165.88,-298.6,255.74,808.3,-552.56,,,,,,,,,,,,,,,,,,,,,,,KRW,2026-09-01,2025.0,CFS,11011.0,OpenDART,,,10,2,9,9,,,,18.84,-18.83,,196.18,자연과학 및 공학 연구개발업,자연과학 및 공학 연구개발업,2026-09-02,4.25,0,0,0,0,0,0,3,1,4,D,41
263750.KQ,263750,펄어비스,19261,우량기업부,게임 개발 서비스(검은사막 및 붉은사막),KOSDAQ,주권,KRX,30650.0,32687.5,35043.333333333336,44412.083333333336,44190.0,-30.640416383797238,72000.0,-57.43055555555555,44.37499999992235,-13.9,-20.39,daily_close,NXT 미확인,2026-09-03 00:26 KST,,,296.2,96.6,4.69,6.0,2.02,-1.05,43.8,6.78,,,237 -> 939,3656.0,-148.0,-84.0,-4.05,-2.3,239.34,194.65,1338.75,3499.96,-2161.21,,,,,,,,,,,,3.17,,,52800.0,,,72.27,,,Naver/FnGuide,,KRW,2026-09-01,2025.0,CFS,11011.0,OpenDART,,,3,1,2,2,0.02,,,,,,,소프트웨어 개발 및 공급업,소프트웨어 개발 및 공급업,2026-09-02,4.25,15,3,0,20,0,10,5,3,56,B,42
098460.KQ,098460,고영,19131,우량기업부,전자제품및반도체생산용 3차원 납도포검사장비,KOSDAQ,주권,KRX,28050.0,29885.0,29617.5,31277.083333333332,29610.0,-5.268490374873354,43500.0,-35.51724137931034,33.76623376619284,-6.19,0.9,daily_close,NXT 미확인,2026-09-03 00:26 KST,,,-29.74,61.63,26.44,32.0,5.12,4.48,22.43,14.86,424.24,-17.9,319 -> 306 -> 215,2326.0,173.0,148.0,7.44,6.36,180.9,46.06,383.51,751.7,-368.19,0.5,62.8,140.0,92.63,OpenDART,0.0,5.0,False,5.0,OpenDART,,4.0,,,43786.0,,,56.1,,,Naver/FnGuide,,KRW,2026-09-03,2025.0,CFS,11011,OpenDART,2025.0,11011,19,17,18,18,,-17.9,30.0,5.69,8.98,6.67,-10.02,특수 목적용 기계 제조업,특수 목적용 기계 제조업,2026-09-02,4.25,0,0,0,0,0,0,3,5,8,D,43
058610.KQ,058610,에스피지,18917,우량기업부,소형 Geared Motor,KOSDAQ,주권,KRX,85300.0,101610.0,87886.66666666667,103346.66666666667,99639.5,-14.391380928246328,158100.0,-46.046805819101834,23.046092184362266,-21.6,-10.96,daily_close,NXT 미확인,2026-09-03 00:26 KST,,,-30.29,103.2,4.37,133.0,8.02,3.57,66.09,-12.05,45.53,-8.86,496 -> 591 -> 412,3417.0,179.0,91.0,5.24,2.66,283.71,232.87,420.24,1704.88,-1284.64,0.4,60.7,,55.44,OpenDART,-15.66,0.0,True,4.0,OpenDART,,4.0,,,129667.0,,,52.01,,,Naver/FnGuide,,KRW,2026-08-25,2025.0,CFS,11011.0,OpenDART,2025.0,11011.0,2,1,1,1,,-8.86,,,,,,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업","전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업",2026-09-02,4.25,0,0,0,0,0,0,1,3,4,D,44
083650.KQ,083650,비에이치아이,18442,우량기업부,"보일러,열교환기등",KOSDAQ,주권,KRX,59600.0,58575.0,54083.333333333336,72602.5,68435.75,-12.911015076184595,109500.0,-45.57077625570776,55.048859934828315,19.56,-0.33,daily_close,NXT 미확인,2026-09-03 00:26 KST,,,232.86,26.53,10.63,30.14,10.74,44.36,367.65,91.28,244.75,180.92,267 -> 633 -> 2107,7741.0,755.0,652.0,9.75,8.42,1122.98,938.15,599.51,6531.11,-5931.6,,,,,,,,,,,,4.0,,,110000.0,,,84.56,,,Naver/FnGuide,,KRW,2026-08-25,2025.0,CFS,11011.0,OpenDART,,,2,1,1,1,0.13,180.92,,,,,,일반 목적용 기계 제조업,일반 목적용 기계 제조업,2026-09-02,4.25,0,0,20,20,15,10,3,3,71,A,45
032820.KQ,032820,우리기술,18349,벤처기업부,"시스템사업, 정보통신사업",KOSDAQ,주권,KRX,10620.0,11719.0,11668.166666666666,16273.166666666666,12682.825,-16.26471231764217,29300.0,-63.75426621160409,40.79497907937842,-2.03,-18.31,daily_close,NXT 미확인,2026-09-03 00:26 KST,,,-84.85,398.75,7.07,60.89,12.75,0.67,172.08,22.16,-1016.67,,33 -> 5,871.0,-55.0,-41.0,-6.31,-4.71,-188.48,-655.92,94.76,2140.61,-2045.85,,,,,,,,,,,,,,,,,,,,,,,KRW,2026-08-25,2025.0,CFS,11011.0,OpenDART,,,2,1,1,1,,,,,,,,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업","전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업",2026-09-02,4.25,0,0,0,0,0,0,5,1,6,D,46
068760.KQ,068760,셀트리온제약,18271,우량기업부,고덱스 캡슐 외,KOSDAQ,주권,KRX,41150.0,42885.0,41595.0,48155.833333333336,54685.01,-24.750859513420593,75700.0,-45.640686922060766,36.36363636359429,-1.32,1.6,daily_close,NXT 미확인,2026-09-03 00:26 KST,,,76.47,119.93,4.96,48.28,4.28,9.3,74.2,12.26,50.81,34.91,478 -> 493 -> 870,5364.0,561.0,388.0,10.46,7.23,864.3,685.07,498.72,3234.77,-2736.05,0.49,,200.0,86.85,OpenDART,,1.0,False,1.0,OpenDART,,,,,,,,,,,,,KRW,2026-08-25,2025.0,OFS,11011.0,OpenDART,2025.0,11011.0,7,5,6,6,0.63,34.91,14.88,4.85,7.95,224.46,-11.75,의약품 제조업,의약품 제조업,2026-09-02,4.25,0,0,6,20,15,10,5,3,59,B,47
089030.KQ,089030,테크윙,17544,중견기업부,"반도체테스트핸들러,C.O.K(Change Over Kit)",KOSDAQ,주권,KRX,47350.0,48432.5,49552.5,52173.75,50479.0,-6.198617246775887,71100.0,-33.40365682137834,47.041420118304224,-1.56,-4.05,daily_close,NXT 미확인,2026-09-03 00:26 KST,,,,181.67,16.82,379.27,8.16,4.63,198.75,-14.23,-32.48,,-,1591.0,158.0,90.0,9.93,5.66,-160.89,-486.2,421.68,4215.8,-3794.12,0.27,49.4,130.0,46.46,OpenDART,0.0,5.0,True,5.0,OpenDART,,,,,,,,,,,,,KRW,2026-08-24,2025.0,CFS,11011.0,OpenDART,2025.0,11011.0,19,17,18,18,,,30.0,5.54,8.98,1164.23,47.29,특수 목적용 기계 제조업,특수 목적용 기계 제조업,2026-09-02,4.25,0,0,0,0,0,0,5,5,10,D,48
140860.KQ,140860,파크시스템스,17541,우량기업부,연구용 및 산업용 원자현미경,KOSDAQ,주권,KRX,250500.0,267450.0,259983.33333333334,265225.0,256345.0,-2.2801302931596092,339500.0,-26.215022091310754,19.08396946564477,-0.6,1.21,daily_close,NXT 미확인,2026-09-03 00:26 KST,,,-19.61,42.01,38.91,40.0,8.03,16.69,55.44,17.42,9.61,18.19,3530 -> 6134 -> 4931,2056.0,422.0,345.0,20.53,16.78,244.79,-298.32,750.6,1248.03,-497.43,0.2,10.1,500.0,34.76,OpenDART,7.72,5.0,False,5.0,OpenDART,,4.0,,,358625.0,,,43.16,,,Naver/FnGuide,,KRW,2026-08-24,2025.0,CFS,11011.0,OpenDART,2025.0,11011.0,2,1,1,1,,18.19,,,,,,"측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외","측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외",2026-09-02,4.25,0,0,16,0,12,0,1,5,34,D,49
041510.KQ,041510,에스엠,17010,우량기업부,"음반(CD,MC),연예 대리",KOSDAQ,주권,KRX,74300.0,74030.0,73993.33333333333,81892.5,93467.5,-20.507128146147057,153000.0,-51.43790849673202,47.70992366409664,-3.13,4.5,daily_close,NXT 미확인,2026-09-03 00:26 KST,,,1844.22,43.74,32.47,14.0,1.65,41.65,47.76,18.71,109.62,103.18,3664 -> 778 -> 15126,11749.0,1830.0,3594.0,15.58,30.59,1948.61,1529.18,3646.12,6489.65,-2843.53,2.18,10.7,1620.0,370.89,OpenDART,10.52,5.0,True,5.0,OpenDART,,4.0,,,113412.0,,,52.64,,,Naver/FnGuide,,KRW,2026-08-24,2025.0,CFS,11011.0,OpenDART,2025.0,11011.0,2,1,1,1,0.01,103.18,,,,,,오디오물 출판 및 원판 녹음업,오디오물 출판 및 원판 녹음업,2026-09-02,4.25,8,6,20,20,15,10,5,3,87,S,50
096530.KQ,096530,씨젠,16764,우량기업부,"호흡기성 병원체 검사제품, 성감염증원인균 검사제품",KOSDAQ,주권,KRX,32100.0,31452.5,29164.166666666668,27396.666666666668,26553.0,20.890294881934246,35650.0,-9.957924263674615,50.49504950490384,14.85,17.37,daily_close,NXT 미확인,2026-09-03 00:26 KST,,,7007.69,906.71,19.14,25.58,1.43,4.81,21.66,14.46,,,13 -> 924,4742.0,346.0,484.0,7.3,10.21,1493.34,1088.69,2255.72,2199.82,55.9,3.12,95.5,1000.0,461.18,OpenDART,7.72,5.0,True,5.0,OpenDART,,4.0,,,45500.0,,,41.74,,,Naver/FnGuide,,KRW,2026-08-24,2025.0,CFS,11011.0,OpenDART,2025.0,11011.0,3,1,2,2,0.0,,,,,,,의료용품 및 기타 의약 관련제품 제조업,의료용품 및 기타 의약 관련제품 제조업,2026-09-02,4.25,0,6,0,0,0,10,5,0,21,D,51
060370.KQ,060370,LS마린솔루션,15958,우량기업부,해저케이블등의 건설 및 유지보수 업무,KOSDAQ,주권,KRX,30550.0,32070.0,29154.166666666668,31487.916666666668,30607.5,-0.1878624520133954,50100.0,-39.02195608782435,44.26229508192658,3.74,9.69,daily_close,NXT 미확인,2026-09-03 00:26 KST,,,-51.36,69.69,2.46,86.3,2.46,2.0,17.67,87.41,-43.55,-28.93,390 -> 405 -> 197,2442.0,70.0,84.0,2.87,3.44,199.34,-565.57,735.64,1109.64,-374.0,,97.5,,81.43,OpenDART,,0.0,False,0.0,OpenDART,,4.0,,,43000.0,,,40.75,,,Naver/FnGuide,,KRW,2026-09-03,2025.0,CFS,11011,OpenDART,2025.0,11011,1,0,0,0,,-28.93,,,,,,전기 및 통신 공사업,전기 및 통신 공사업,2026-09-02,4.25,0,3,0,0,0,0,5,5,13,D,52
007390.KQ,007390,네이처셀,15238,중견기업부,닥터쥬크르,KOSDAQ,주권,KRX,23650.0,23732.5,24873.333333333332,22804.583333333332,22708.55,4.1457953061732296,37800.0,-37.43386243386244,52.91262135915137,7.74,-19.69,daily_close,NXT 미확인,2026-09-03 00:26 KST,,,,1126.55,7.18,,24.21,-4.45,18.57,-35.91,-700.0,,-,207.0,-36.0,-28.0,-17.39,-13.53,1.57,-164.33,167.67,117.02,50.65,,,,,,,,,,,,,,,,,,,,,,,KRW,2026-09-03,2025.0,CFS,11011,OpenDART,,,7,3,6,6,,,70.39,9.91,-16.44,,144.3,기초 의약물질 제조업,기초 의약물질 제조업,2026-09-02,4.25,0,0,0,0,0,0,5,5,10,D,53
950160.KQ,950160,코오롱티슈진,15209,외국기업(소속부없음),골관절염 치료제,KOSDAQ,주식예탁증권,KRX,17900.0,20705.5,55234.333333333336,80359.66666666667,80677.05,-77.81277327319232,138800.0,-87.10374639769452,40.67063277444189,12.44,-79.96,daily_close,NXT 미확인,2026-09-03 00:26 KST,,,,,3.81,,7.47,-183.43,561.65,1.96,,,-,52.0,-223.0,-1926.0,-428.85,-3703.85,-0.17,-1.0,0.47,2.51,-2.04,,,,,,,,,,,,3.0,,,280000.0,,,1464.25,,,Naver/FnGuide,외화 공시 환산 필요,USD,2026-09-02,2025.0,OFS,11011.0,OpenDART,,,7,3,6,6,,,70.39,17.76,-6.93,,-57.94,기초 의약물질 제조업,기초 의약물질 제조업,2026-09-02,4.25,0,0,0,0,0,0,5,1,6,D,54
131970.KQ,131970,두산테스나,15113,우량기업부,반도체 테스트,KOSDAQ,주권,KRX,78200.0,77270.0,95955.0,108933.33333333333,86598.25,-9.697944242522222,190100.0,-58.86375591793793,40.82840236684699,15.68,-34.89,daily_close,NXT 미확인,2026-09-03 00:26 KST,,,-95.9,238.23,11.4,39.0,3.26,0.34,61.02,-18.55,-102.37,-83.42,2839 -> 1903 -> 78,3039.0,-9.0,15.0,-0.3,0.49,1472.18,1224.2,1095.47,2666.99,-1571.52,0.2,194.3,160.0,30.78,OpenDART,0.0,5.0,False,5.0,OpenDART,,3.8,,,170000.0,,,117.39,,,Naver/FnGuide,,KRW,2026-08-24,2025.0,OFS,11011.0,OpenDART,2025.0,11011.0,1,0,0,0,,-83.42,,,,,,"그외 기타 전문, 과학 및 기술 서비스업","그외 기타 전문, 과학 및 기술 서비스업",2026-09-02,4.25,0,0,0,0,0,0,5,3,8,D,55
0009K0.KQ,0009K0,에임드바이오,15003,기술성장기업부,ADC 기반 항암제,KOSDAQ,주권,KRX,23200.0,25572.5,24273.166666666668,35299.083333333336,,,72500.0,-68.0,27.74869109943576,-4.13,-0.64,daily_close,NXT 미확인,2026-09-03 00:26 KST,,,,626.65,2.42,41.6,8.23,5.13,3.32,300.85,,,-,473.0,208.0,50.0,43.97,10.57,178.6,174.97,1064.08,63.97,1000.11,,,,,,,,,,,,,,,,,,,,,,,KRW,2026-08-25,2025.0,CFS,11011.0,OpenDART,,,10,1,9,9,,,,31.43,-31.49,,-73.81,자연과학 및 공학 연구개발업,자연과학 및 공학 연구개발업,2026-09-02,4.25,0,0,6,0,0,0,3,1,10,D,56
241710.KQ,241710,코스메카코리아,14887,우량기업부,"화장품 OEM, ODM",KOSDAQ,주권,KRX,139400.0,126020.0,93093.33333333333,85720.83333333333,82201.5,69.58328011046027,153900.0,-9.421702404158545,64.23487544482386,62.09,107.75,daily_close,NXT 미확인,2026-09-03 00:26 KST,,,6.16,15.61,23.46,20.0,5.51,19.29,87.91,22.24,38.25,42.68,2090 -> 4008 -> 4255,6409.0,835.0,578.0,13.03,9.02,550.35,-64.17,688.52,2955.89,-2267.37,0.5,6.83,,39.52,OpenDART,,0.0,False,0.0,OpenDART,,4.0,,,134667.0,,,-3.4,,,Naver/FnGuide,,KRW,2026-09-02,2025.0,CFS,11011.0,OpenDART,2025.0,11011.0,2,1,1,1,3.25,42.68,,,,,,기타 화학제품 제조업,기타 화학제품 제조업,2026-09-02,4.25,4,0,16,0,15,5,3,0,43,C,57
089970.KQ,089970,브이엠,14690,우량기업부,300mm Poly Etch System,KOSDAQ,주권,KRX,55800.0,62545.0,80531.66666666667,66058.33333333333,51436.25,8.48380276555931,119700.0,-53.383458646616546,23.40425531913499,-16.59,-7.46,daily_close,NXT 미확인,2026-09-03 00:26 KST,,,,29.68,14.61,18.0,5.54,17.34,40.37,105.41,,,-,1444.0,247.0,261.0,17.11,18.07,183.11,93.34,1305.19,715.3,589.89,,,,,,,0.0,False,1.0,OpenDART,,4.0,,,121667.0,,,118.04,,,Naver/FnGuide,,KRW,2026-09-02,2025.0,CFS,11011.0,OpenDART,,,19,17,18,18,,,32.0,5.68,8.16,-43.75,-2.46,특수 목적용 기계 제조업,특수 목적용 기계 제조업,2026-09-02,4.25,8,0,16,0,0,0,1,3,28,D,58
290650.KQ,290650,엘앤씨바이오,14563,우량기업부,"인체조직(피부, 뼈, 연골)",KOSDAQ,주권,KRX,54000.0,55225.0,67790.83333333333,69180.41666666667,69528.75,-22.33428617658163,118300.0,-54.353338968723584,41.463414634110954,-8.01,-35.1,daily_close,NXT 미확인,2026-09-03 00:26 KST,,,192.78,8.73,22.75,,6.35,-57.68,118.98,18.75,12.82,,2132 -> 6242,855.0,44.0,-1382.0,5.15,-161.64,125.65,-44.7,308.88,2481.04,-2172.16,0.09,,50.0,11.34,OpenDART,0.0,5.0,True,5.0,OpenDART,,,,,,,,,,,,,KRW,2026-08-25,2025.0,CFS,11011.0,OpenDART,2025.0,11011.0,7,6,6,6,,,22.94,3.82,9.66,,66.23,의약품 제조업,의약품 제조업,2026-09-02,4.25,0,0,0,0,0,10,5,3,18,D,59
039200.KQ,039200,오스코텍,14002,벤처기업부,신약연구개발,KOSDAQ,주권,KRX,36600.0,36750.0,34996.666666666664,42307.916666666664,45818.25,-20.119166489335583,62000.0,-40.96774193548387,42.76315789469746,5.78,-9.85,daily_close,NXT 미확인,2026-09-03 00:26 KST,,,5847.83,547.23,12.25,14.88,6.48,33.87,23.02,193.53,,,23 -> 1368,998.0,521.0,544.0,52.2,54.51,83.02,,151.92,430.06,-278.14,,,,,,,,,,,,4.0,,,67000.0,,,83.06,,,Naver/FnGuide,,KRW,2026-09-03,2025.0,CFS,11011,OpenDART,,,7,5,6,6,0.0,,31.0,3.82,7.59,-52.0,69.63,의약품 제조업,의약품 제조업,2026-09-02,4.25,8,0,20,0,0,10,5,5,48,C,60
