yf_symbol,symbol,name,market_cap,listing_department,products,krx_market,security_group,krx_source,price,ma20,ma60,ma120,ma200,diff,peak,peak_diff,rsi,return_20d,return_60d,price_source,price_basis,price_time,after_market_price,after_market_change_pct,eps_growth,hist_per_avg,foreign_supply,per,pbr,roe,debt_ratio,revenue_growth,operating_growth,eps_cagr,eps3y,revenue,operating_income,net_income,operating_margin,net_margin,operating_cashflow,free_cashflow,cash,total_debt,net_cash,dividend_yield,payout_ratio,dividend_per_share,dividend_total,dividend_source,dividend_growth_3y,dividend_consecutive_years,dividend_cut_flag,dividend_history_years,dividend_history_source,analyst_buy_ratio,analyst_opinion_score,analyst_opinion_count,consensus_revision,target_mean,target_high,target_low,target_upside,earnings_surprise_pct,finnhub_source,consensus_source,cashflow_status,financial_currency,fundamental_refreshed_at,dart_year,dart_fs_div,dart_report_code,dart_source,peg,dividend_year,dividend_report_code,peer_per_avg,peer_pbr_avg,peer_roe_avg,peer_group_count,peer_per_count,peer_pbr_count,peer_roe_count,peer_per_gap,peer_pbr_gap,cagr,sector,industry,data_date,us_10y_bond,score_per,score_pbr,score_roe,score_peg,score_cagr,score_eps3y,score_rsi,score_peak_diff,score,grade,rank
095340.KQ,095340,ISC,33300,우량기업부,반도체테스트소켓,KOSDAQ,주권,KRX,157100.0,156145.0,160726.66666666666,195298.33333333334,166601.0,-5.702846921687145,271000.0,-42.02952029520296,54.813137032833886,26.69,-22.23,daily_close,NXT 미확인,2026-09-02 00:45 KST,,,2.68,60.46,30.1,40.0,6.31,10.6,15.85,26.19,34.15,91.78,720 -> 2579 -> 2648,2202.0,601.0,563.0,27.29,25.57,417.12,353.78,798.71,851.6,-52.89,0.54,31.0,850.0,173.95,OpenDART,12.31,5.0,True,5.0,OpenDART,,4.0,,,217167.0,,,38.23,,,Naver/FnGuide,,KRW,2026-08-18,2025.0,CFS,11011.0,OpenDART,14.93,2025.0,11011.0,,,,2,1,1,1,,,91.78,기계장비 및 관련 물품 도매업,기계장비 및 관련 물품 도매업,2026-09-01,4.77,0,0,12,0,15,2,5,5,39,D,20
440110.KQ,440110,파두,31620,기술성장기업부,SSD 컨트롤러,KOSDAQ,주권,KRX,63100.0,63290.0,75293.33333333333,75898.33333333333,57800.0,9.16955017301038,128300.0,-50.81839438815277,51.67173252277437,-0.32,-42.53,daily_close,NXT 미확인,2026-09-02 00:45 KST,,,,,26.77,,102.25,-131.08,518.5,112.41,,,-,924.0,-655.0,-762.0,-70.89,-82.47,-37.04,-78.42,408.04,1026.33,-618.29,,,,,,,,,,,,4.0,,,130000.0,,,106.02,,,Naver/FnGuide,,KRW,2026-08-18,2025.0,CFS,11011.0,OpenDART,,,,14.0,3.56,9.64,5,3,4,4,,2772.19,,반도체 제조업,반도체 제조업,2026-09-01,4.77,0,0,0,0,0,0,5,3,8,D,21
310210.KQ,310210,보로노이,30749,기술성장기업부,표적치료제,KOSDAQ,주권,KRX,166000.0,166300.0,165548.33333333334,228770.0,228766.5,-27.436928046720126,363500.0,-54.33287482806052,42.85714285713469,43.47,-20.76,daily_close,NXT 미확인,2026-09-02 00:45 KST,,,,,6.68,,34.83,-50.18,64.97,-23.47,,,-,75.0,-544.0,-427.0,-725.33,-569.33,-720.95,-737.78,357.37,674.39,-317.02,,,,,,,,,,,,4.0,,,450000.0,,,171.08,,,Naver/FnGuide,,KRW,2026-08-18,2025.0,CFS,11011.0,OpenDART,,,,41.6,18.84,-18.83,12,3,11,11,,84.87,,자연과학 및 공학 연구개발업,자연과학 및 공학 연구개발업,2026-09-01,4.77,0,0,0,0,0,0,5,3,8,D,22
145020.KQ,145020,휴젤,30662,우량기업부,"보툴리눔톡신, 필러",KOSDAQ,주권,KRX,245000.0,257975.0,248550.0,253412.5,248720.0,-1.4956577677709875,388000.0,-36.855670103092784,27.54491017963609,2.51,-0.41,daily_close,NXT 미확인,2026-09-02 00:45 KST,,,3.3,21.91,56.69,18.0,2.7,16.06,9.86,13.97,20.88,22.87,7517 -> 10985 -> 11348,4251.0,2009.0,1470.0,47.26,34.58,1500.59,1205.36,2096.98,966.76,1130.22,,,,,,,,,,,,4.0,,,391429.0,,,59.77,,,Naver/FnGuide,,KRW,2026-08-24,2025.0,CFS,11011.0,OpenDART,5.45,,,,17.72,-16.44,7,2,6,6,,-84.76,22.87,기초 의약물질 제조업,기초 의약물질 제조업,2026-09-01,4.77,8,3,16,0,12,2,3,5,49,C,23
084370.KQ,084370,유진테크,30272,우량기업부,실리콘질화막증착용LP-CVD,KOSDAQ,주권,KRX,132100.0,129415.0,143626.66666666666,136716.66666666666,119197.5,10.824471989764886,206500.0,-36.02905569007264,53.767820773915425,15.98,-15.81,daily_close,NXT 미확인,2026-09-02 00:45 KST,,,-32.89,30.03,37.62,27.46,5.53,9.81,18.16,3.61,-15.52,31.84,1066 -> 2761 -> 1853,3503.0,517.0,445.0,14.76,12.7,664.77,452.3,549.25,892.21,-342.96,0.17,12.3,230.0,52.02,OpenDART,-5.2,5.0,True,5.0,OpenDART,,4.0,,,180000.0,,,36.26,,,Naver/FnGuide,,KRW,2026-09-01,2025.0,CFS,11011.0,OpenDART,,2025.0,11011.0,33.0,6.2,8.16,19,17,18,18,-16.79,-10.81,31.84,특수 목적용 기계 제조업,특수 목적용 기계 제조업,2026-09-01,4.77,0,0,6,0,15,0,5,5,31,D,24
214370.KQ,214370,케어젠,27179,벤처기업부,"성장인자, 바이오미메틱펩타이드 기반 안면, 두피, 바디 코스메슈티컬 제품",KOSDAQ,주권,KRX,50600.0,58600.0,63345.0,81075.0,84173.0,-39.88571157021848,150100.0,-66.28914057295137,12.254901960775896,-14.09,-34.96,daily_close,NXT 미확인,2026-09-02 00:45 KST,,,-37.87,92.25,4.43,124.6,12.35,9.23,8.85,-11.86,-40.35,-29.05,743 -> 602 -> 374,728.0,204.0,201.0,28.02,27.61,185.89,136.68,88.59,187.99,-99.4,0.86,106.3,437.0,213.57,OpenDART,-45.5,4.0,True,4.0,OpenDART,,,,,,,,,,,,,KRW,2026-08-25,2025.0,CFS,11011.0,OpenDART,,2025.0,11011.0,,15.27,-16.44,7,2,6,6,,-19.12,-29.05,기초 의약물질 제조업,기초 의약물질 제조업,2026-09-01,4.77,0,0,6,0,0,0,1,1,8,D,25
064760.KQ,064760,티씨케이,26942,우량기업부,반도체 제조공정용 고순도 흑연제품,KOSDAQ,주권,KRX,241000.0,220205.0,228923.33333333334,248395.0,219194.0,9.948265007253848,348500.0,-30.84648493543759,68.49315068492275,41.51,-8.71,daily_close,NXT 미확인,2026-09-02 00:45 KST,,,-2.77,18.81,66.58,25.0,4.89,13.5,9.3,9.29,3.97,6.91,5246 -> 6167 -> 5996,3013.0,839.0,699.0,27.85,23.2,541.11,495.32,362.27,483.14,-45.27,0.59,22.9,1430.0,159.87,OpenDART,-5.6,5.0,True,5.0,OpenDART,,4.0,,,321667.0,,,33.47,,,Naver/FnGuide,,KRW,2026-09-02,2025.0,OFS,11011,OpenDART,,2025.0,11011,,,,2,1,1,1,,,6.91,기타 비금속 광물제품 제조업,기타 비금속 광물제품 제조업,2026-09-01,4.77,4,0,12,0,4,0,1,5,26,D,26
080220.KQ,080220,제주반도체,26658,우량기업부,"모바일용 LP DDR SDRAM, CRAM, SRAM",KOSDAQ,주권,KRX,77400.0,78265.0,85735.0,72556.66666666667,55357.7,39.81794763872055,134000.0,-42.23880597014925,31.843575418981956,18.89,-17.22,daily_close,NXT 미확인,2026-09-02 00:45 KST,,,102.29,22.3,2.79,23.05,8.37,19.21,47.94,86.2,273.96,53.63,486 -> 567 -> 1147,3022.0,359.0,395.0,11.88,13.07,255.55,228.3,772.3,1088.84,-316.54,,,,,,,,,,,,,,,,,,,,,,,KRW,2026-08-18,2025.0,CFS,11011.0,OpenDART,0.23,,,,3.56,2.73,5,2,4,4,,135.11,53.63,반도체 제조업,반도체 제조업,2026-09-01,4.77,4,0,16,20,15,10,3,5,73,A,27
031980.KQ,031980,피에스케이홀딩스,26564,우량기업부,"Descum, Reflow",KOSDAQ,주권,KRX,123200.0,111690.0,120900.0,117234.16666666667,94201.25,30.783827178514084,166500.0,-26.006006006006004,62.21837088386705,26.88,-2.53,daily_close,NXT 미확인,2026-09-02 00:45 KST,,,-4.32,11.02,5.52,17.0,4.66,19.55,15.5,-3.57,-17.06,46.54,1980 -> 4444 -> 4252,2078.0,734.0,917.0,35.32,44.13,814.17,792.28,1827.79,785.01,1042.78,0.88,25.4,1080.0,232.87,OpenDART,39.25,1.0,False,4.0,OpenDART,,4.0,,,195000.0,,,58.28,,,Naver/FnGuide,,KRW,2026-08-24,2025.0,CFS,11011.0,OpenDART,,2025.0,11011.0,33.0,6.2,8.16,19,17,18,18,-48.48,-24.84,46.54,특수 목적용 기계 제조업,특수 목적용 기계 제조업,2026-09-01,4.77,8,0,16,0,15,0,3,5,47,C,28
357780.KQ,357780,솔브레인,26447,우량기업부,반도체 및 디스플레이 관련 화학재료 제조ㆍ판매 등,KOSDAQ,주권,KRX,340000.0,321650.0,320725.0,372637.5,352607.5,-3.575505342342406,501000.0,-32.13572854291417,68.05555555554233,33.86,-6.34,daily_close,NXT 미확인,2026-09-02 00:45 KST,,,-33.25,18.26,29.68,16.0,2.35,7.66,30.15,6.95,-20.43,-22.12,16759 -> 15226 -> 10164,9234.0,1336.0,840.0,14.47,9.1,1469.22,268.78,2476.57,3351.74,-875.17,0.69,22.77,2350.0,179.98,OpenDART,6.42,2.0,False,4.0,OpenDART,,4.0,,,510500.0,,,50.15,,,Naver/FnGuide,,KRW,2026-08-25,2025.0,CFS,11011.0,OpenDART,,2025.0,11011.0,,,,2,1,1,1,,,-22.12,기타 화학제품 제조업,기타 화학제품 제조업,2026-09-01,4.77,8,3,6,0,0,0,1,5,23,D,29
