yf_symbol,symbol,name,market_cap,price,ma200,diff,peak,peak_diff,rsi,price_source,eps_growth,hist_per_avg,foreign_supply,per,pbr,roe,debt_ratio,revenue_growth,operating_growth,eps_cagr,eps3y,revenue,operating_income,net_income,operating_margin,net_margin,operating_cashflow,free_cashflow,cash,total_debt,net_cash,peg,cagr,data_date,us_10y_bond,score_per,score_pbr,score_roe,score_peg,score_cagr,score_eps3y,score_rsi,score_peak_diff,score,grade,rank
357780.KQ,357780,솔브레인,29947,385000.0,341277.5,12.811421790185406,501000.0,-23.15369261477046,49.99999999999817,regularMarketPrice,-33.25,18.26,24.39,19.0,2.58,7.66,30.15,6.95,-20.43,-22.12,16759 -> 15226 -> 10164,,,,,,,,,,,,-22.12,2026-06-22,4.45,4,3,6,0,0,0,5,5,23,D,34
064760.KQ,064760,티씨케이,29904,267500.0,202297.5,32.23099642852729,348500.0,-23.242467718794835,53.51351351350946,regularMarketPrice,-2.77,18.81,66.85,26.0,5.47,13.5,9.3,9.29,3.97,6.91,5246 -> 6167 -> 5996,,,,,,,,,,,,6.91,2026-06-22,4.45,0,0,12,0,4,0,5,5,26,D,35
131290.KQ,131290,티에스이,28704,259500.0,98753.0,162.7768270331028,270500.0,-4.066543438077634,65.18298714143961,daily_close,-10.0,1517.12,11.18,37.46,6.34,10.42,30.88,23.21,23.31,1672.52,11 -> 3840 -> 3456,,,,,,,,,,,,1672.52,2026-06-22,4.45,0,0,12,0,15,0,1,0,28,D,36
031980.KQ,031980,피에스케이홀딩스,27599,128000.0,75911.5,68.61740316025899,152300.0,-15.955351280367697,57.02075702075215,regularMarketPrice,-4.32,11.02,6.45,19.0,4.76,19.55,15.5,-3.57,-17.06,46.54,1980 -> 4444 -> 4252,,,,,,,,,,,,46.54,2026-06-22,4.45,4,0,16,0,15,0,3,5,43,C,37
131970.KQ,131970,두산테스나,27579,142700.0,75888.25,88.03965040701294,190100.0,-24.934245134139925,44.950213371261526,daily_close,-95.9,238.23,6.27,60.0,5.84,0.34,61.02,-18.55,-102.37,-83.42,2839 -> 1903 -> 78,,,,,,,,,,,,-83.42,2026-06-22,4.45,0,0,0,0,0,0,5,5,10,D,38
226950.KQ,226950,올릭스,26561,130700.0,136976.5,-4.582172854467737,207000.0,-36.85990338164251,33.6695112490266,daily_close,,,9.15,,20.13,-18.83,30.18,157.89,,,-,147.0,-300.0,-157.0,-204.08,-106.8,,,,,,,,2026-06-22,4.45,0,0,0,0,0,0,3,5,8,D,39
043260.KQ,043260,성호전자,26170,36900.0,20982.065,75.86448235671752,53200.0,-30.639097744360903,47.63670064873648,daily_close,871.74,6.42,1.24,6.53,4.65,46.27,128.77,11.72,20.63,101.28,331 -> 138 -> 1341,,,,,,,,,,,0.01,101.28,2026-06-22,4.45,15,0,20,20,15,10,5,5,90,S,40
089970.KQ,089970,브이엠,25465,102800.0,36378.9,182.58138646303215,102800.0,0.0,74.07786885244839,regularMarketPrice,,29.68,16.65,27.0,11.25,17.34,40.37,105.41,,,-,,,,,,,,,,,,,2026-06-22,4.45,0,0,16,0,0,0,1,0,17,D,41
237690.KQ,237690,에스티팜,24727,118500.0,124949.5,-5.161685320869632,168700.0,-29.75696502667457,41.01307189541546,daily_close,52.02,53.05,13.12,37.0,4.15,10.03,31.97,21.15,98.19,61.23,1041 -> 1780 -> 2706,,,,,,,,,,,0.71,61.23,2026-06-22,4.45,0,0,12,16,15,10,5,5,63,B,42
010170.KQ,010170,대한광통신,24722,15900.0,7287.13,118.19289624310254,29100.0,-45.36082474226804,35.82629674303368,regularMarketPrice,,,0.87,,21.31,-52.05,228.6,-8.71,,,-,1394.0,-214.0,-280.0,-15.35,-20.09,,,,,,,,2026-06-22,4.45,0,0,0,0,0,0,5,3,8,D,43
263750.KQ,263750,펄어비스,24478,38100.0,44283.75,-13.96392581929037,72000.0,-47.083333333333336,27.459016393411105,regularMarketPrice,296.2,96.6,6.97,7.0,2.52,-1.05,43.8,6.78,,,237 -> 939,,,,,,,,,,,0.02,,2026-06-22,4.45,15,3,0,20,0,10,3,3,54,C,44
032820.KQ,032820,우리기술,24316,14170.0,10973.925,29.12426501912489,29300.0,-51.63822525597269,45.368492224433055,daily_close,-84.85,398.75,4.58,71.78,15.03,0.67,172.08,22.16,-1016.67,,33 -> 5,,,,,,,,,,,,,2026-06-22,4.45,0,0,0,0,0,0,5,3,8,D,45
290650.KQ,290650,엘앤씨바이오,23733,88000.0,65537.0,34.27529487159925,118300.0,-25.612848689771766,60.57838660577096,daily_close,192.78,8.73,22.68,,10.25,-57.68,118.98,18.75,12.82,,2132 -> 6242,,,,,,,,,,,,,2026-06-22,4.45,0,0,0,0,0,10,3,5,18,D,46
098460.KQ,098460,고영,22827,33250.0,26414.1,25.879738473012527,43500.0,-23.563218390804597,49.059561128505116,daily_close,-29.74,61.63,22.33,48.0,6.36,4.48,22.43,14.86,424.24,-17.9,319 -> 306 -> 215,,,,,,,,,,,,-17.9,2026-06-22,4.45,0,0,0,0,0,0,5,5,10,D,47
257720.KQ,257720,실리콘투,22754,34700.0,42319.5,-18.004702323987757,61800.0,-43.85113268608414,45.81673306767797,daily_close,31.11,14.49,6.82,10.0,4.42,46.89,55.09,61.43,49.27,103.34,631 -> 1990 -> 2609,,,,,,,,,,,0.32,103.34,2026-06-22,4.45,12,0,20,20,15,10,5,5,87,S,48
089030.KQ,089030,테크윙,22639,61100.0,52027.25,17.438457731285048,71100.0,-14.064697609001406,62.60593220337127,regularMarketPrice,,181.67,14.92,489.43,10.54,4.63,198.75,-14.23,-32.48,,-,,,,,,,,,,,,,2026-06-22,4.45,0,0,0,0,0,0,3,5,8,D,49
183300.KQ,183300,코미코,22456,109300.0,60209.325,81.53334221900013,139200.0,-21.479885057471265,55.80016934800354,daily_close,-10.74,15.48,21.39,44.65,7.59,18.52,178.59,19.13,-1.33,24.61,1563 -> 2719 -> 2427,,,,,,,,,,,,24.61,2026-06-22,4.45,0,0,16,0,12,0,3,5,36,D,50
420770.KQ,420770,기가비스,20179,159200.0,62913.5,153.04584866523084,159200.0,0.0,61.996161228398584,daily_close,353.16,47.97,2.56,107.59,8.74,7.42,13.4,100.77,,-33.36,2745 -> 269 -> 1219,,,,,,,,,,,0.3,-33.36,2026-06-22,4.45,0,0,6,20,0,10,3,0,39,D,51
218410.KQ,218410,RFHIC,19516,73500.0,54526.25,34.7974599390202,112500.0,-34.66666666666667,37.34290843805166,daily_close,11.66,23.8,25.87,44.0,5.13,8.84,37.77,61.71,1960.0,28.82,652 -> 969 -> 1082,,,,,,,,,,,3.77,28.82,2026-06-22,4.45,0,0,6,0,15,5,5,5,36,D,52
082920.KQ,082920,비츠로셀,19495,43000.0,27318.7,57.40134047374143,64100.0,-32.91731669266771,26.06382978721463,daily_close,10.56,11.12,31.54,25.0,5.77,18.56,12.21,15.32,33.53,23.31,826 -> 1136 -> 1256,,,,,,,,,,,2.37,23.31,2026-06-22,4.45,4,0,16,0,12,5,3,5,45,C,53
035900.KQ,035900,JYP Ent.,19471,54800.0,67816.5,-19.193706546341968,85100.0,-35.60517038777908,45.72864321604823,daily_close,64.27,25.19,18.49,14.0,2.89,29.21,36.19,36.57,20.97,23.33,2971 -> 2751 -> 4519,,,,,,,,,,,0.22,23.33,2026-06-22,4.45,8,3,20,20,12,10,5,5,83,A,54
058610.KQ,058610,에스피지,19161,86400.0,85236.0,1.3656201604955653,158100.0,-45.35104364326376,16.260162601622326,daily_close,-30.29,103.2,6.96,205.15,7.28,3.57,66.09,-12.05,45.53,-8.86,496 -> 591 -> 412,,,,,,,,,,,,-8.86,2026-06-22,4.45,0,0,0,0,0,0,1,3,4,D,55
030530.KQ,030530,원익홀딩스,19077,24700.0,28626.35,-13.715859688713367,48700.0,-49.28131416837782,44.299065420537566,regularMarketPrice,,137.36,5.29,99.6,1.9,2.78,51.37,-3.49,-101.31,,-,,,,,,,,,,,,,2026-06-22,4.45,0,3,0,0,0,0,5,3,11,D,56
