yf_symbol,symbol,name,market_cap,listing_department,products,krx_market,security_group,krx_source,price,ma20,ma60,ma120,ma200,diff,peak,peak_diff,rsi,return_20d,return_60d,price_source,price_basis,price_time,after_market_price,after_market_change_pct,eps_growth,hist_per_avg,foreign_supply,per,pbr,roe,debt_ratio,revenue_growth,operating_growth,eps_cagr,eps3y,revenue,operating_income,net_income,operating_margin,net_margin,operating_cashflow,free_cashflow,cash,total_debt,net_cash,dividend_yield,payout_ratio,dividend_per_share,dividend_total,dividend_source,dividend_growth_3y,dividend_consecutive_years,dividend_cut_flag,dividend_history_years,dividend_history_source,analyst_buy_ratio,analyst_opinion_score,analyst_opinion_count,consensus_revision,target_mean,target_high,target_low,target_upside,earnings_surprise_pct,finnhub_source,consensus_source,cashflow_status,financial_currency,fundamental_refreshed_at,dart_year,dart_fs_div,dart_report_code,dart_source,dividend_year,dividend_report_code,peer_group_count,peer_per_count,peer_pbr_count,peer_roe_count,peg,peer_pbr_avg,peer_roe_avg,peer_pbr_gap,peer_per_avg,peer_per_gap,cagr,sector,industry,data_date,us_10y_bond,score_per,score_pbr,score_roe,score_peg,score_cagr,score_eps3y,score_rsi,score_peak_diff,score,grade,rank
078600.KQ,078600,대주전자재료,15013,우량기업부,"전도성페이스트,태양전지 페이스트,고분자재료,PIG,이차전지용음극재료",KOSDAQ,주권,KRX,95600.0,80555.0,100450.0,114071.66666666667,97629.0,-2.0782759221133063,182800.0,-47.70240700218819,67.92792792791079,25.29,-34.83,nxt_web_latest,NXT 체결가,2026-08-14 21:13 KST,,,-43.95,667.76,14.18,144.79,5.62,8.6,155.9,16.1,-29.59,444.67,45 -> 2382 -> 1335,2546.0,207.0,209.0,8.13,8.21,109.49,-128.37,870.95,4023.25,-3152.3,0.1,6.7,100.0,15.14,OpenDART,0.0,2.0,False,4.0,OpenDART,,4.0,,,191500.0,,,100.31,,,Naver/FnGuide,,KRW,2026-08-11,2025.0,CFS,11011.0,OpenDART,2025.0,11011.0,7,5,6,6,,4.68,15.47,20.09,22.0,558.14,444.67,전자부품 제조업,전자부품 제조업,2026-08-14,4.25,0,0,6,0,15,0,1,3,25,D,61
475830.KQ,475830,오름테라퓨틱,14791,기술성장기업부,항체약물접합체(ADC) 단백질 분해제(TPD) 연구 개발,KOSDAQ,주권,KRX,68100.0,53012.5,57268.333333333336,78069.16666666667,82131.5,-17.08418816166757,143700.0,-52.609603340292274,70.18572825022517,50.0,8.27,nxt_web_latest,NXT 체결가,2026-08-14 21:13 KST,,,,,5.53,,12.59,-33.22,29.37,,,,-,0.24,-518.0,-420.0,-215662.5,-174870.83,-359.89,,40.65,384.37,-343.72,,,,,,,,,,,,,,,,,,,,,,,KRW,2026-08-12,2025.0,CFS,11011.0,OpenDART,,,8,2,7,7,,15.95,-9.41,-21.07,,,,기초 의약물질 제조업,기초 의약물질 제조업,2026-08-14,4.25,0,0,0,0,0,0,1,3,4,D,62
290650.KQ,290650,엘앤씨바이오,14752,우량기업부,"인체조직(피부, 뼈, 연골)",KOSDAQ,주권,KRX,54900.0,58142.5,72407.5,73137.08333333333,69587.5,-21.10652056763068,118300.0,-53.59256128486898,45.92326139087187,-22.68,-15.28,nxt_web_latest,NXT 체결가,2026-08-14 21:13 KST,,,192.78,8.73,23.03,,7.84,-57.68,118.98,18.75,12.82,,2132 -> 6242,855.0,44.0,-1382.0,5.15,-161.64,125.65,-44.7,308.88,2481.04,-2172.16,0.09,,50.0,11.34,OpenDART,0.0,5.0,True,5.0,OpenDART,,,,,,,,,,,,,KRW,2026-08-10,2025.0,CFS,11011.0,OpenDART,2025.0,11011.0,7,6,6,6,,4.12,9.66,90.29,29.69,,,의약품 제조업,의약품 제조업,2026-08-14,4.25,0,0,0,0,0,10,5,3,18,D,63
043260.KQ,043260,성호전자,14635,우량기업부,"전원공급장치,필름콘덴서",KOSDAQ,주권,KRX,20400.0,17435.5,28343.5,35202.166666666664,24651.145,-17.245223294901717,53200.0,-61.65413533834586,56.91718525606526,14.41,-42.21,daily_close,NXT 미확인,2026-08-14 21:23 KST,,,871.74,6.42,3.42,3.6,2.56,46.27,128.77,11.72,20.63,101.28,331 -> 138 -> 1341,2316.0,76.0,910.0,3.28,39.29,200.87,152.61,295.71,3270.79,-2975.08,,,,,,,,,,,,4.5,,,85000.0,,,316.67,,,Naver/FnGuide,,KRW,2026-08-13,2025.0,CFS,11011.0,OpenDART,,,7,5,6,6,0.0,5.25,9.15,-51.24,29.0,-87.59,101.28,전자부품 제조업,전자부품 제조업,2026-08-14,4.25,15,3,20,0,15,10,3,1,67,B,64
035900.KQ,035900,JYP Ent.,14586,우량기업부,오디오물 출판 및 원판 녹음 관련 제품,KOSDAQ,주권,KRX,41050.0,44792.5,50847.5,56974.583333333336,62624.25,-34.450312778196945,85100.0,-51.7626321974148,33.51800554014021,-12.0,-33.9,nxt_web_latest,NXT 체결가,2026-08-14 21:13 KST,,,64.27,25.19,18.33,13.0,2.51,29.21,36.19,36.57,20.97,23.33,2971 -> 2751 -> 4519,8219.0,1552.0,1606.0,18.88,19.54,1243.33,1018.25,2944.72,2261.42,683.3,2.14,18.1,877.0,290.58,OpenDART,64.23,2.0,False,2.0,OpenDART,,4.0,,,78722.0,,,91.77,,,Naver/FnGuide,,KRW,2026-08-10,2025.0,CFS,11011.0,OpenDART,2025.0,11011.0,2,1,1,1,0.2,,,,,,23.33,오디오물 출판 및 원판 녹음업,오디오물 출판 및 원판 녹음업,2026-08-14,4.25,8,3,20,20,12,10,3,3,79,A,65
082920.KQ,082920,비츠로셀,14309,우량기업부,리튬1차전지,KOSDAQ,주권,KRX,31750.0,30375.0,38721.666666666664,39514.166666666664,30760.495,3.2168045410192554,64100.0,-50.46801872074883,52.51141552508059,9.86,-40.32,nxt_web_latest,NXT 체결가,2026-08-14 21:13 KST,,,10.56,11.12,30.08,20.0,4.62,18.56,12.21,15.32,33.53,23.31,826 -> 1136 -> 1256,2431.0,693.0,569.0,28.51,23.41,635.86,521.59,243.75,403.47,-159.72,0.82,20.5,260.0,116.83,OpenDART,9.14,5.0,True,5.0,OpenDART,,4.0,,,50333.0,,,58.53,,,Naver/FnGuide,,KRW,2026-08-11,2025.0,CFS,11011.0,OpenDART,2025.0,11011.0,2,1,1,1,1.89,,,,,,23.31,일차전지 및 이차전지 제조업,일차전지 및 이차전지 제조업,2026-08-14,4.25,4,0,16,5,12,5,5,3,50,C,66
039200.KQ,039200,오스코텍,14308,벤처기업부,신약연구개발,KOSDAQ,주권,KRX,37700.0,33050.0,35921.666666666664,43834.166666666664,46164.5,-18.33551755136523,62000.0,-39.19354838709677,65.26315789468876,25.04,-8.05,nxt_web_latest,NXT 체결가,2026-08-14 21:13 KST,,,5847.83,547.23,12.05,26.38,8.19,33.87,23.02,193.53,,,23 -> 1368,998.0,521.0,544.0,52.2,54.51,83.02,,151.92,430.06,-278.14,,,,,,,,,,,,4.0,,,67000.0,,,77.72,,,Naver/FnGuide,,KRW,2026-08-13,2025.0,CFS,11011.0,OpenDART,,,7,5,6,6,0.0,4.12,7.59,98.79,33.0,-20.06,,의약품 제조업,의약품 제조업,2026-08-14,4.25,0,0,20,0,0,10,1,5,36,D,67
218410.KQ,218410,RFHIC,14138,우량기업부,GaN 트랜지스터,KOSDAQ,주권,KRX,53200.0,46725.0,63602.5,74436.25,58825.75,-9.563413981122212,112500.0,-52.71111111111111,59.10693301995705,15.03,-43.34,nxt_web_latest,NXT 체결가,2026-08-14 21:13 KST,,,11.66,23.8,22.95,27.0,3.87,8.84,37.77,61.71,1960.0,28.82,652 -> 969 -> 1082,1858.0,309.0,355.0,16.63,19.11,294.99,242.9,1099.24,1497.25,-398.01,0.75,29.9,400.0,101.41,OpenDART,58.74,4.0,False,4.0,OpenDART,,4.0,,,101000.0,,,89.85,,,Naver/FnGuide,,KRW,2026-08-14,2025.0,CFS,11011,OpenDART,2025.0,11011,1,0,0,0,2.32,,,,,,28.82,통신 및 방송 장비 제조업,통신 및 방송 장비 제조업,2026-08-14,4.25,0,0,6,0,15,5,3,3,32,D,68
127120.KQ,127120,제이에스링크,14074,벤처기업부,"유전체분석(EGIS), 개인유전체분석(DNAGPS)",KOSDAQ,주권,KRX,40400.0,34937.5,36001.666666666664,37974.166666666664,31022.7,30.227220712574983,48900.0,-17.38241308793456,64.81481481477746,16.26,12.53,nxt_web_latest,NXT 체결가,2026-08-14 21:13 KST,,,,,3.31,,15.8,-35.13,79.37,21.38,,,-,193.0,-125.0,-164.0,-64.77,-84.97,-93.87,-534.7,404.31,544.44,-140.13,,,,,,,,,,,,,,,,,,,,,,,KRW,2026-08-10,2025.0,CFS,11011.0,OpenDART,,,10,2,9,9,,32.54,-18.83,-51.44,,,,자연과학 및 공학 연구개발업,자연과학 및 공학 연구개발업,2026-08-14,4.25,0,0,0,0,0,0,3,5,8,D,69
347700.KQ,347700,스피어,13635,기술성장기업부,우주항공산업 관련 부품 등 판매 / 디지털헬스 소프트웨어 개발 및 공급,KOSDAQ,주권,KRX,26450.0,19494.0,25575.5,35225.666666666664,27482.8,-3.757986813570667,53100.0,-50.18832391713748,74.09852717110019,40.02,-43.6,daily_close,NXT 미확인,2026-08-14 21:23 KST,,,-98.98,1590.82,8.76,29.52,12.04,0.43,49.85,11.94,-40.13,,491 -> 5,956.0,91.0,2.0,9.52,0.21,-146.67,-147.13,41.67,317.23,-275.56,,,,,,,,,,,,4.0,,,50000.0,,,89.04,,,Naver/FnGuide,,KRW,2026-08-13,2025.0,CFS,11011.0,OpenDART,,,3,1,2,2,,,,,,,,소프트웨어 개발 및 공급업,소프트웨어 개발 및 공급업,2026-08-14,4.25,0,0,0,0,0,0,1,3,4,D,70
241710.KQ,241710,코스메카코리아,13584,우량기업부,"화장품 OEM, ODM",KOSDAQ,주권,KRX,126000.0,91660.0,79671.66666666667,79935.83333333333,77987.5,61.56435326174067,127200.0,-0.9433962264150944,85.14680483590342,48.58,67.78,nxt_web_latest,NXT 체결가,2026-08-14 21:13 KST,,,6.16,15.61,22.27,18.0,5.19,19.29,87.91,22.24,38.25,42.68,2090 -> 4008 -> 4255,6409.0,835.0,578.0,13.03,9.02,550.35,-64.17,688.52,2955.89,-2267.37,0.5,6.83,,39.52,OpenDART,,0.0,False,0.0,OpenDART,,4.0,,,131875.0,,,4.66,,,Naver/FnGuide,,KRW,2026-08-12,2025.0,CFS,11011.0,OpenDART,2025.0,11011.0,3,2,2,2,2.92,,,,,,42.68,기타 화학제품 제조업,기타 화학제품 제조업,2026-08-14,4.25,8,0,16,0,15,5,1,0,45,C,71
437730.KQ,437730,삼현,12714,기술성장기업부,"스마트 액추에이터, 스마트 파워유닛",KOSDAQ,주권,KRX,40100.0,35490.0,40640.0,46350.833333333336,47072.0,-14.811352821210061,73200.0,-45.21857923497268,62.45353159848051,38.28,-28.77,daily_close,NXT 미확인,2026-08-14 21:23 KST,,,19.27,100.86,1.78,217.65,9.23,8.46,53.4,-5.38,-85.45,-5.72,369 -> 275 -> 328,950.0,8.0,97.0,0.84,10.21,0.95,-529.71,208.0,703.51,-495.51,,16.24,,15.73,OpenDART,,0.0,False,1.0,OpenDART,,,,,,,,,,,,,KRW,2026-08-10,2025.0,CFS,11011.0,OpenDART,2025.0,11011.0,1,0,0,0,11.29,,,,,,-5.72,자동차 신품 부품 제조업,자동차 신품 부품 제조업,2026-08-14,4.25,0,0,6,0,0,8,3,3,20,D,72
003380.KQ,003380,하림지주,12578,우량기업부,지주사업,KOSDAQ,주권,KRX,11230.0,10237.5,10370.833333333334,12326.0,11595.65,-3.1533376740415555,19610.0,-42.73329933707292,67.50572082358235,15.06,-6.96,daily_close,NXT 미확인,2026-08-14 21:23 KST,,,772.77,17.26,9.07,4.95,0.33,7.29,170.94,7.67,15.92,148.93,331 -> 235 -> 2051,132149.0,8874.0,5138.0,6.72,3.89,11410.68,6803.36,14593.4,107306.95,-92713.55,1.07,,120.0,,OpenDART,0.0,3.0,False,3.0,OpenDART,,4.0,,,16500.0,,,46.93,,,Naver/FnGuide,,KRW,2026-08-10,2025.0,CFS,11011.0,OpenDART,2025.0,11011.0,3,2,2,2,0.01,,,,,,148.93,기타 금융업,기타 금융업,2026-08-14,4.25,15,10,6,20,15,10,1,5,82,A,73
195940.KQ,195940,HK이노엔,11799,우량기업부,"전문의약품, 숙취해소음료",KOSDAQ,주권,KRX,41900.0,39107.5,40708.333333333336,45861.25,47997.5,-12.703786655554977,57600.0,-27.256944444444443,59.124087591180455,7.99,-8.21,nxt_web_latest,NXT 체결가,2026-08-14 21:13 KST,,,22.91,20.56,13.79,13.0,0.9,5.87,57.85,18.52,25.74,26.83,1661 -> 2174 -> 2672,10632.0,1109.0,757.0,10.43,7.12,1620.1,756.77,914.06,7685.33,-6771.27,0.98,15.3,410.0,116.15,OpenDART,8.61,5.0,False,5.0,OpenDART,,4.0,,,62857.0,,,50.02,,,Naver/FnGuide,,KRW,2026-08-10,2025.0,OFS,11011.0,OpenDART,2025.0,11011.0,7,5,6,6,0.57,6.2,9.66,-85.48,33.0,-60.61,26.83,의약품 제조업,의약품 제조업,2026-08-14,4.25,8,8,6,20,15,8,3,5,73,A,74
491000.KQ,491000,리브스메드,11592,기술성장기업부,"다관절 다자유도 복강경 수술기구인 ArtiSential, ArtiSeal, ArtiStapler, LivsCam, Stark",KOSDAQ,주권,KRX,45900.0,40805.0,42814.166666666664,57408.75,,,91300.0,-49.726177437020816,60.56338028166842,21.27,-18.9,daily_close,NXT 미확인,2026-08-14 21:23 KST,,,,,4.55,,7.12,-20.75,11.65,88.93,,,-,512.0,-226.0,-229.0,-44.14,-44.73,-347.4,-424.63,114.02,210.64,-96.62,,,,,,,,,,,,4.0,,,120000.0,,,161.44,,,Naver/FnGuide,,KRW,2026-08-10,2025.0,CFS,11011.0,OpenDART,,,4,2,3,3,,16.75,26.21,-57.49,,,,의료용 기기 제조업,의료용 기기 제조업,2026-08-14,4.25,0,0,0,0,0,0,3,3,6,D,75
166090.KQ,166090,하나머티리얼즈,11530,우량기업부,"실리콘부품, 세라믹부품, 특수가스",KOSDAQ,주권,KRX,58600.0,54677.5,60290.833333333336,63322.083333333336,57143.75,2.54839768128623,81100.0,-27.743526510480887,52.56410256408541,7.33,-17.81,nxt_web_latest,NXT 체결가,2026-08-14 21:13 KST,,,20.8,21.83,20.23,16.0,2.38,9.39,47.86,8.7,15.44,5.86,1731 -> 1606 -> 1940,2735.0,501.0,384.0,18.32,14.04,685.43,482.22,394.97,2219.26,-1824.29,0.51,15.1,300.0,57.87,OpenDART,-20.63,5.0,True,5.0,OpenDART,,4.0,,,87000.0,,,48.46,,,Naver/FnGuide,,KRW,2026-08-13,2025.0,CFS,11011.0,OpenDART,2025.0,11011.0,5,2,4,4,0.77,7.46,2.98,-68.1,,,5.86,반도체 제조업,반도체 제조업,2026-08-14,4.25,8,3,6,16,4,8,5,5,55,B,76
183300.KQ,183300,코미코,11176,우량기업부,반도체 부품 세정 및 코팅,KOSDAQ,주권,KRX,54400.0,57825.0,81206.98333333334,73110.78333333334,64056.61,-15.075118711402306,139200.0,-60.91954022988506,0.0,-24.34,-26.34,daily_close,NXT 미확인,2026-08-14 21:23 KST,,,-10.74,15.48,25.62,23.09,3.92,18.52,178.59,19.13,-1.33,24.61,1563 -> 2719 -> 2427,6041.0,1110.0,772.0,18.37,12.78,382.21,-1815.01,991.19,6604.31,-5613.12,2.57,28.3,1400.0,141.14,OpenDART,11.87,5.0,True,5.0,OpenDART,,4.0,,,240000.0,,,341.18,,,Naver/FnGuide,,KRW,2026-08-11,2025.0,CFS,11011.0,OpenDART,2025.0,11011.0,21,16,20,20,,7.03,6.8,-44.24,27.0,-14.48,24.61,특수 목적용 기계 제조업,특수 목적용 기계 제조업,2026-08-14,4.25,4,0,16,0,12,0,1,1,34,D,77
204270.KQ,204270,제이앤티씨,10777,중견기업부,"강화유리, 커넥터",KOSDAQ,주권,KRX,18630.0,14765.5,17061.666666666668,17969.0,19526.9,-4.59315098658774,29450.0,-36.740237691001695,67.2592592591895,20.19,-12.54,daily_close,NXT 미확인,2026-08-14 21:23 KST,,,,39.18,2.76,,4.47,-31.32,121.3,-32.03,,,-,1857.0,-780.0,-916.0,-42.0,-49.33,-23.26,-375.38,363.68,3004.65,-2640.97,,,,,,,,,,,,4.0,,,26000.0,,,39.56,,,Naver/FnGuide,,KRW,2026-08-12,2025.0,CFS,11011.0,OpenDART,,,7,6,6,6,,5.25,15.47,-14.86,25.5,,,전자부품 제조업,전자부품 제조업,2026-08-14,4.25,0,0,0,0,0,0,1,5,6,D,78
036540.KQ,036540,SFA반도체,9933,중견기업부,"반도체패키지(SOP,DIP,QFP)",KOSDAQ,주권,KRX,6040.0,5258.75,6303.0,6862.75,6130.425,-1.4750200842519106,11010.0,-45.14078110808356,58.31509846809269,7.47,-22.96,daily_close,NXT 미확인,2026-08-14 21:23 KST,,,,23.78,6.09,,2.1,-3.93,16.21,-8.26,,,-,3674.0,-196.0,-191.0,-5.33,-5.2,54.56,-166.04,226.3,766.27,-539.97,,,,,,,,,,,,4.0,,,10000.0,,,65.56,,,Naver/FnGuide,,KRW,2026-08-11,2025.0,CFS,11011.0,OpenDART,,,5,3,4,4,,7.46,9.64,-71.85,16.0,,,반도체 제조업,반도체 제조업,2026-08-14,4.25,0,3,0,0,0,0,3,3,9,D,79
031330.KQ,031330,에스에이엠티,9899,우량기업부,"반도체(메모리,비메모리), CPU, TFT-LCD, 네트웍 장비, PC 및 주변기기, 이동통신수탁사업",KOSDAQ,주권,KRX,9900.0,9856.0,12580.5,9600.0,7362.95,34.45697716268615,18860.0,-47.50795334040297,48.83011190227023,-6.34,-36.7,daily_close,NXT 미확인,2026-08-14 21:23 KST,,,39.34,6.2,8.61,3.63,1.5,16.55,183.14,30.01,68.99,51.79,329 -> 544 -> 758,37566.0,1139.0,758.0,3.03,2.02,-1202.55,-1206.28,983.32,8901.87,-7918.55,2.32,29.6,230.0,224.35,OpenDART,0.0,5.0,True,5.0,OpenDART,,,,,,,,,,,,,KRW,2026-08-10,2025.0,CFS,11011.0,OpenDART,2025.0,11011.0,2,1,1,1,0.09,,,,,,51.79,기계장비 및 관련 물품 도매업,기계장비 및 관련 물품 도매업,2026-08-14,4.25,15,6,16,20,15,10,5,3,90,S,80
476830.KQ,476830,알지노믹스,9889,기술성장기업부,"인체질환치료제 및 진단제, 진단용 유전자재조합 의약품",KOSDAQ,주권,KRX,35350.0,29200.0,41132.5,65548.33333333333,,,118000.0,-70.04237288135593,65.44789762336686,12.04,-47.43,nxt_web_latest,NXT 체결가,2026-08-14 21:13 KST,,,,,10.53,,18.98,604.61,6.72,7800.0,,,-,79.0,-146.0,-1038.0,-184.81,-1313.92,-108.52,-109.73,176.19,39.56,136.63,,,,,,,,,,,,,,,,,,,,,,,KRW,2026-08-14,2025.0,OFS,11011,OpenDART,,,10,2,9,9,,32.54,-31.49,-41.67,,,,자연과학 및 공학 연구개발업,자연과학 및 공학 연구개발업,2026-08-14,4.25,0,0,20,0,0,0,1,1,22,D,81
252990.KQ,252990,샘씨엔에스,9604,우량기업부,세라믹 STF(다층 세라믹 기판),KOSDAQ,주권,KRX,15950.0,13411.5,13285.833333333334,12262.0,10451.75,52.60602291482288,16320.0,-2.267156862745098,62.89409862563617,9.47,34.94,daily_close,NXT 미확인,2026-08-14 21:23 KST,,,337.29,46.34,7.43,40.62,4.88,9.7,52.36,46.34,182.69,,59 -> 258,780.0,147.0,151.0,18.85,19.36,192.43,99.32,87.94,871.98,-784.04,,,,,,,,,,,,,,,,,,,,,,,KRW,2026-08-12,2025.0,OFS,11011.0,OpenDART,,,7,5,6,6,0.12,5.04,14.92,-3.17,22.0,84.64,,전자부품 제조업,전자부품 제조업,2026-08-14,4.25,0,0,6,20,0,10,3,0,39,D,82
115180.KQ,115180,큐리언트,9603,벤처기업부,저분자 혁신신약,KOSDAQ,주권,KRX,26000.0,20074.5,22561.166666666668,29906.0,29257.75,-11.134656629440062,50900.0,-48.919449901768175,67.68660176166215,45.66,-2.62,nxt_web_latest,NXT 체결가,2026-08-14 21:13 KST,,,,,5.87,,32.54,-71.44,58.18,-23.91,,,-,70.0,-298.0,-313.0,-425.71,-447.14,-286.73,-323.69,210.36,228.03,-17.67,,,,,,,,,,,,,,,,,,,,,,,KRW,2026-08-12,2025.0,CFS,11011.0,OpenDART,,,10,2,9,9,,18.98,-18.83,71.44,,,,자연과학 및 공학 연구개발업,자연과학 및 공학 연구개발업,2026-08-14,4.25,0,0,0,0,0,0,1,3,4,D,83
293490.KQ,293490,카카오게임즈,9596,중견기업부,"모바일, PC게임 퍼블리싱",KOSDAQ,주권,KRX,8990.0,8035.0,8497.333333333334,10592.5,12646.4,-28.91257591093117,23500.0,-61.744680851063826,65.42857142830971,14.52,-12.8,daily_close,NXT 미확인,2026-08-14 21:23 KST,,,,,4.83,-8.0,0.69,-7.93,123.44,-25.86,-307.33,,-,4650.0,-396.0,-1431.0,-8.52,-30.77,-442.67,-554.17,4921.59,14788.0,-9866.41,,,,,,,,,,,,3.17,,,8733.0,,,-2.86,,,Naver/FnGuide,,KRW,2026-08-11,2025.0,CFS,11011.0,OpenDART,,,3,2,2,2,,,,,,,,소프트웨어 개발 및 공급업,소프트웨어 개발 및 공급업,2026-08-14,4.25,0,10,0,0,0,0,1,1,12,D,84
101490.KQ,101490,에스앤에스텍,9494,우량기업부,블랭크마스크,KOSDAQ,주권,KRX,44650.0,41120.0,52818.333333333336,71669.16666666667,66988.5,-33.34676847518604,105100.0,-57.51665080875357,57.171717171684826,1.94,-40.47,nxt_web_latest,NXT 체결가,2026-08-14 21:13 KST,,,91.27,24.46,12.67,15.93,2.93,21.24,29.18,38.47,70.85,50.19,1205 -> 1421 -> 2718,2437.0,504.0,581.0,20.68,23.84,468.82,-175.92,800.1,887.84,-87.74,0.45,7.2,200.0,41.66,OpenDART,10.06,5.0,False,5.0,OpenDART,,,,,,,,,,,,,KRW,2026-08-11,2025.0,CFS,11011.0,OpenDART,2025.0,11011.0,7,5,6,6,0.17,5.25,9.15,-44.19,29.0,-45.07,50.19,전자부품 제조업,전자부품 제조업,2026-08-14,4.25,8,3,20,20,15,10,3,3,82,A,85
100790.KQ,100790,미래에셋벤처투자,9296,우량기업부,중소기업 창업투자 관련 고유계정/투자조합 관련 수익,KOSDAQ,주권,KRX,17500.0,14132.5,25179.5,30817.25,23617.15,-25.901304772167688,67400.0,-74.03560830860533,66.33986928096988,24.03,-71.22,daily_close,NXT 미확인,2026-08-14 21:23 KST,,,263.75,20.88,6.89,21.4,2.4,8.47,190.79,2.52,123.57,12.85,457 -> 160 -> 582,2398.0,351.0,309.0,14.64,12.89,488.15,486.97,724.58,7218.06,-6493.48,,,,,,,0.0,,2.0,OpenDART,,,,,,,,,,,,,KRW,2026-08-13,2025.0,CFS,11011.0,OpenDART,,,3,2,2,2,0.08,,,,,,12.85,기타 금융업,기타 금융업,2026-08-14,4.25,4,3,6,20,8,10,1,1,53,C,86
056190.KQ,056190,SFA,9174,우량기업부,"디스플레이, 2차전지, 반도체 제조설비 및 공장자동화기기",KOSDAQ,주권,KRX,25500.0,21098.5,23720.333333333332,26783.916666666668,26223.6,-2.7593465428087622,35650.0,-28.471248246844322,72.43293246984143,23.19,-5.73,nxt_web_latest,NXT 체결가,2026-08-14 21:13 KST,,,37.83,21.28,12.47,14.94,0.78,6.11,49.77,-20.26,,,1113 -> 1534,16310.0,859.0,521.0,5.27,3.19,1516.38,568.22,2959.24,7516.75,-4557.51,3.73,48.5,950.0,267.07,OpenDART,2.98,5.0,True,5.0,OpenDART,,4.0,,,37500.0,,,47.06,,,Naver/FnGuide,,KRW,2026-08-14,2025.0,CFS,11011,OpenDART,2025.0,11011,21,16,20,20,0.39,7.03,8.16,-88.9,27.0,-44.67,,특수 목적용 기계 제조업,특수 목적용 기계 제조업,2026-08-14,4.25,8,10,6,20,0,10,1,5,60,B,87
458870.KQ,458870,씨어스,9115,기술성장기업부,심전도검사솔루션 입원환자모니터링솔루션,KOSDAQ,주권,KRX,24050.0,25592.5,30405.833333333332,39035.433333333334,39959.445,-39.813978897855065,63034.0,-61.845987879557065,42.27272727270038,-19.97,-29.58,nxt_web_latest,NXT 체결가,2026-08-14 21:13 KST,,,,102.08,5.07,15.0,17.02,52.78,36.81,495.06,,,-,482.0,163.0,160.0,33.82,33.2,20.86,4.54,110.96,145.84,-34.88,,,,,,,,,,,,4.0,,,64250.0,,,167.15,,,Naver/FnGuide,,KRW,2026-08-13,2025.0,CFS,11011.0,OpenDART,,,4,1,3,3,,7.12,-20.75,139.04,,,,의료용 기기 제조업,의료용 기기 제조업,2026-08-14,4.25,8,0,20,0,0,0,5,1,34,D,88
232140.KQ,232140,와이씨,9107,우량기업부,메모리 웨이퍼 테스터,KOSDAQ,주권,KRX,11100.0,9376.0,12468.333333333334,16339.5,15896.6,-30.17374784545123,23700.0,-53.16455696202531,61.181434599035654,11.22,-35.73,daily_close,NXT 미확인,2026-08-14 21:23 KST,,,75.37,55.92,7.51,25.0,2.32,5.56,27.51,29.07,60.38,19.34,165 -> 134 -> 235,2726.0,170.0,290.0,6.24,10.64,411.93,245.48,982.3,1309.93,-327.63,,,,,,,,,,,,4.0,,,22750.0,,,104.95,,,Naver/FnGuide,,KRW,2026-08-12,2025.0,CFS,11011.0,OpenDART,,,21,16,20,20,0.33,7.03,8.16,-67.0,27.0,-7.41,19.34,특수 목적용 기계 제조업,특수 목적용 기계 제조업,2026-08-14,4.25,4,3,6,20,12,10,3,3,61,B,89
065350.KQ,065350,신성델타테크,9097,우량기업부,"세탁기, 자동차, 에어컨 및 LCD 부품",KOSDAQ,주권,KRX,32950.0,29427.5,34665.0,47088.333333333336,52533.0,-37.27752079645175,121700.0,-72.9252259654889,64.60176991145107,20.48,-28.91,nxt_web_latest,NXT 체결가,2026-08-14 21:13 KST,,,73.25,81.02,3.7,40.14,3.6,9.51,161.32,7.19,4.53,,456 -> 790,9454.0,277.0,242.0,2.93,2.56,143.76,-801.57,706.02,5756.98,-5050.96,0.36,13.6,120.0,32.98,OpenDART,0.0,5.0,False,5.0,OpenDART,,,,,,,,,,,,,KRW,2026-08-11,2025.0,CFS,11011.0,OpenDART,2025.0,11011.0,1,0,0,0,0.55,,,,,,,가정용 기기 제조업,가정용 기기 제조업,2026-08-14,4.25,0,0,6,20,0,10,3,1,40,C,90
083450.KQ,083450,GST,9085,우량기업부,"GasScrubber,Chiller",KOSDAQ,주권,KRX,49350.0,44615.0,49997.5,44065.833333333336,37288.5,32.346433887123375,66500.0,-25.789473684210527,59.532374100689445,10.03,-10.11,nxt_web_latest,NXT 체결가,2026-08-14 21:13 KST,,,0.82,8.6,22.31,17.04,2.94,16.15,26.8,4.14,1.02,13.24,1916 -> 2437 -> 2457,3472.0,592.0,456.0,17.05,13.13,415.92,286.86,718.89,816.55,-97.66,1.32,25.68,650.0,116.27,OpenDART,29.4,5.0,True,5.0,OpenDART,,4.0,,,65000.0,,,31.71,,,Naver/FnGuide,,KRW,2026-08-11,2025.0,CFS,11011.0,OpenDART,2025.0,11011.0,21,16,20,20,20.78,7.03,6.8,-58.18,27.0,-36.89,13.24,특수 목적용 기계 제조업,특수 목적용 기계 제조업,2026-08-14,4.25,8,3,16,0,8,2,3,5,45,C,91
