yf_symbol,symbol,name,market_cap,listing_department,products,krx_market,security_group,krx_source,price,ma200,diff,peak,peak_diff,rsi,return_20d,return_60d,price_source,price_basis,price_time,after_market_price,after_market_change_pct,eps_growth,hist_per_avg,foreign_supply,per,pbr,roe,debt_ratio,revenue_growth,operating_growth,eps_cagr,eps3y,revenue,operating_income,net_income,operating_margin,net_margin,operating_cashflow,free_cashflow,cash,total_debt,net_cash,dividend_yield,payout_ratio,dividend_per_share,dividend_total,dividend_source,dividend_growth_3y,dividend_consecutive_years,dividend_cut_flag,analyst_buy_ratio,consensus_revision,target_mean,target_high,target_low,target_upside,earnings_surprise_pct,finnhub_source,cashflow_status,financial_currency,fundamental_refreshed_at,dart_year,dart_fs_div,dart_report_code,dart_source,peg,cagr,dividend_year,dividend_report_code,dividend_history_years,dividend_history_source,peer_per_avg,peer_pbr_avg,peer_roe_avg,peer_group_count,peer_pbr_gap,peer_per_gap,sector,industry,peer_per_count,peer_pbr_count,peer_roe_count,data_date,us_10y_bond,score_per,score_pbr,score_roe,score_peg,score_cagr,score_eps3y,score_rsi,score_peak_diff,score,grade,rank
259960.KS,259960,크래프톤,109808,,<배틀그라운드> 등 게임 소프트웨어,KOSPI,주권,KRX,238000.0,256210.0,-7.10745091916787,386000.0,-38.34196891191709,59.53757225432562,0.63,-0.42,nxt_web_latest,NXT 체결가,2026-07-13 22:38 KST,,,-43.16,14.43,43.61,10.0,1.47,10.6,31.31,22.76,-10.83,12.39,12221 -> 27162 -> 15438,33266.0,10544.0,7337.0,31.7,22.06,10451.03,9041.3,5967.26,22495.04,-16527.78,0.94,13.6,2240.0,995.75,OpenDART,,1.0,False,,,,,,,,,,,,,,,,,12.39,2025.0,11011.0,1.0,OpenDART,,,,2,,,소프트웨어 개발 및 공급업,소프트웨어 개발 및 공급업,1,1,1,2026-07-13,4.59,12,6,12,0,8,0,3,5,46,C,64
005830.KS,005830,DB손해보험,104211,,"자동차보험,화재보험,해상보험,특종보험,장기보험",KOSPI,주권,KRX,161800.0,148307.5,9.097651838241491,205500.0,-21.265206812652067,69.98011928427476,6.17,-5.66,nxt_web_latest,NXT 체결가,2026-07-13 22:38 KST,,,-3.4,4.18,46.28,6.0,0.71,17.75,576.91,5.55,-1.69,1.43,24556 -> 26152 -> 25263,230479.0,23840.0,17906.0,10.34,7.77,-2824.18,-3921.7,17134.19,630870.18,-613735.99,4.7,25.7,7600.0,4608.9,OpenDART,21.39,5.0,False,,,,,,,,,,,,,,,,,1.43,2025.0,11011.0,5.0,OpenDART,,,,3,,,보험업,보험업,2,2,2,2026-07-13,4.59,15,10,16,0,0,0,1,5,47,C,65
016360.KS,016360,삼성증권,97158,,"유가증권의 매매,위탁매매,인수주선",KOSPI,주권,KRX,110400.0,95049.0,16.15061705015308,149500.0,-26.153846153846157,50.62893081759891,-9.88,-0.9,nxt_web_latest,NXT 체결가,2026-07-13 22:38 KST,,,12.03,5.76,26.1,6.0,1.23,13.09,887.64,10.45,14.09,35.65,6130 -> 10068 -> 11279,148739.0,13757.0,10072.0,9.25,6.77,-53238.21,-53680.42,33798.3,716151.57,-682353.27,3.62,35.46,4000.0,3572.0,OpenDART,1.29,5.0,True,,,,,,,,,,,,,,,,0.5,35.65,2025.0,11011.0,5.0,OpenDART,8.5,1.56,12.06,5,-21.15,-29.41,금융 지원 서비스업,금융 지원 서비스업,4,4,4,2026-07-13,4.59,15,6,12,20,15,5,5,5,83,A,66
003490.KS,003490,대한항공,95185,,"여객운송,화물운송,항공기 제조,판매,정비수리/기내식 제조판매,면세품 판매",KOSPI,주권,KRX,25850.0,24217.5,6.740993083513988,30000.0,-13.833333333333334,49.763033175289415,-13.83,4.66,daily_close,NXT 미확인,2026-07-13 22:42 KST,,,-40.82,8.45,44.57,44.0,0.88,7.28,339.88,41.16,-47.23,-14.28,2873 -> 3567 -> 2111,252255.0,11136.0,6473.0,4.41,2.57,40751.91,-2209.29,18699.88,389469.74,-370769.86,2.9,35.5,750.0,2770.54,OpenDART,0.0,4.0,False,,,,,,,,,,KRW,2026-07-13,2025.0,CFS,11011,OpenDART,,-14.28,2025.0,11011,4.0,OpenDART,,,,1,,,항공 여객 운송업,항공 여객 운송업,0,0,0,2026-07-13,4.59,0,8,6,0,0,0,5,5,24,D,67
006260.KS,006260,LS,94692,,"전력용전선,일반전선,통신케이블,동선,알루미늄선,공조기,프라스틱사출성형기 제조,도매",KOSPI,주권,KRX,304500.0,278822.5,9.20926395825301,553000.0,-44.936708860759495,37.9668049792509,-27.41,1.0,nxt_web_latest,NXT 체결가,2026-07-13 22:38 KST,,,14.75,14.43,19.33,22.0,2.16,5.64,225.47,15.7,-1.89,-20.96,13539 -> 7371 -> 8458,318700.0,10526.0,4851.0,3.3,1.52,2063.3,-9841.35,20866.11,173152.04,-152285.93,,25.25,,683.69,OpenDART,,0.0,False,,,,,,,,,,KRW,,2025.0,CFS,11011.0,OpenDART,1.49,-20.96,2025.0,11011.0,0.0,OpenDART,7.0,0.95,9.04,18,127.37,214.29,기타 금융업,기타 금융업,17,17,16,2026-07-13,4.59,4,3,6,10,0,5,5,5,38,D,68
0126Z0.KS,0126Z0,삼성에피스홀딩스,94057,,지주회사,KOSPI,주권,KRX,402000.0,,,743000.0,-45.8950201884253,49.04942965779207,-10.96,-25.56,nxt_web_latest,NXT 체결가,2026-07-13 22:38 KST,,,,35.03,6.46,36.0,1.56,,30.64,,,,-,2516.9,-636.41,853.0,-25.29,33.9,-1037.45,-1437.32,1313.0,18098.15,-16785.15,,,,,,,,,,,,,,,,,,KRW,2026-07-13,2025.0,CFS,11011,OpenDART,,,,,,,7.0,0.95,8.91,18,64.21,414.29,기타 금융업,기타 금융업,17,17,17,2026-07-13,4.59,0,6,0,0,0,0,5,3,14,D,69
352820.KS,352820,하이브,91807,,"음악 기획/제작, 퍼블리싱, 아티스트 매니지먼트",KOSPI,주권,KRX,214000.0,291099.0,-26.485491190282346,404500.0,-47.09517923362176,57.28234336858583,-2.06,-12.83,nxt_web_latest,NXT 체결가,2026-07-13 22:38 KST,,,-95.0,455.33,19.11,44.0,2.61,-7.33,54.46,17.48,-73.21,,4504 -> 225,26499.0,493.0,-2544.0,1.86,-9.6,1074.84,463.79,5349.15,19340.18,-13991.03,0.23,-9.05,500.0,214.73,OpenDART,-15.48,3.0,True,,,,,,,,,,,,,,,,,,2025.0,11011.0,3.0,OpenDART,,,,1,,,오디오물 출판 및 원판 녹음업,오디오물 출판 및 원판 녹음업,0,0,0,2026-07-13,4.59,0,3,0,0,0,0,3,3,9,D,70
047050.KS,047050,포스코인터내셔널,89016,,"영업활동의 주요 품목으로 에너지 사업내 천연가스 발전, 태양력, 풍력, 수소 등이 있으며, 트레이딩 사업은 철강 및 철강원료, 이차전지소재, 곡물, 유지, 면방, 바이오플라스틱, 친환경차부품, 인프라 및 산업 플랜트 등이 있음.",KOSPI,주권,KRX,50900.0,61405.0,-17.10772738376354,87300.0,-41.695303550973655,50.6787330316421,-15.03,-29.7,nxt_web_latest,NXT 체결가,2026-07-13 22:38 KST,,,19.35,14.68,8.01,10.0,1.3,9.27,140.03,0.35,0.65,-4.58,3834 -> 2925 -> 3491,323736.0,11653.0,6368.0,3.6,1.97,19415.39,8824.95,11714.66,109403.55,-97688.89,3.63,51.3,1850.0,3153.22,OpenDART,23.32,5.0,False,,,,,,,,,,,,,,,,0.52,-4.58,2025.0,11011.0,5.0,OpenDART,,,,1,,,상품 중개업,상품 중개업,0,0,0,2026-07-13,4.59,12,6,6,20,0,8,5,5,62,B,71
180640.KS,180640,한진칼,87859,,"지주사업, 경영자문 및 컨설팅",KOSPI,주권,KRX,131500.0,115610.5,13.74399384138984,173000.0,-23.98843930635838,66.76829268291257,2.65,17.73,nxt_web_latest,NXT 체결가,2026-07-13 22:38 KST,,,-68.82,25.59,19.62,50.32,2.46,4.75,20.93,2.12,-115.24,-36.56,5723 -> 7385 -> 2303,2984.0,-75.0,1592.0,-2.51,53.35,1222.26,-458.92,1109.3,7165.31,-6056.01,0.27,15.6,360.0,242.39,OpenDART,28.42,4.0,False,,,,,,,,,,,,,,,,,-36.56,2025.0,11011.0,4.0,OpenDART,7.0,0.95,9.04,18,158.95,618.86,기타 금융업,기타 금융업,17,17,16,2026-07-13,4.59,0,3,0,0,0,0,1,5,9,D,72
443060.KS,443060,HD현대마린솔루션,86797,,"AM(After Market) 솔루션, 친환경 Retrofit, 디지털 제어",KOSPI,주권,KRX,194000.0,206324.0,-5.973129640759194,280500.0,-30.83778966131907,43.92419175027185,-23.92,4.53,nxt_web_latest,NXT 체결가,2026-07-13 22:38 KST,,,13.41,31.31,29.07,28.0,11.96,33.73,54.27,13.59,28.86,26.16,3778 -> 5302 -> 6013,19827.0,3501.0,2696.0,17.66,13.6,3241.28,3061.12,3779.24,4475.95,-696.71,2.04,65.7,3950.0,1770.79,OpenDART,25.4,2.0,False,,,,,,,,,,,,,,,,2.09,26.16,2025.0,11011.0,2.0,OpenDART,,,,2,,,"건축기술, 엔지니어링 및 관련 기술 서비스업","건축기술, 엔지니어링 및 관련 기술 서비스업",1,1,1,2026-07-13,4.59,0,0,20,0,15,5,5,5,50,C,73
161390.KS,161390,한국타이어앤테크놀로지,86340,,타이어 제조,KOSPI,주권,KRX,70600.0,58978.5,19.70463813084429,75900.0,-6.982872200263504,64.31095406357242,-3.95,15.55,nxt_web_latest,NXT 체결가,2026-07-13 22:38 KST,,,-2.26,6.24,39.48,6.0,0.67,9.39,87.63,125.27,4.47,22.99,5814 -> 8998 -> 8795,212023.0,18411.0,9716.0,8.68,4.58,16080.24,-7000.92,26030.8,124452.09,-98421.29,3.26,25.8,2300.0,2805.74,OpenDART,42.19,5.0,False,,,,,,,,,,KRW,2026-07-13,2025.0,CFS,11011,OpenDART,,22.99,2025.0,11011,5.0,OpenDART,,,,1,,,고무제품 제조업,고무제품 제조업,0,0,0,2026-07-13,4.59,15,10,6,0,12,0,3,0,46,C,74
039490.KS,039490,키움증권,84848,,"유가증권의 매매, 위탁, 인수, 주선",KOSPI,주권,KRX,326500.0,355102.5,-8.054716595912447,495500.0,-34.10696266397578,50.42194092826706,-11.16,-31.98,nxt_web_latest,NXT 체결가,2026-07-13 22:38 KST,,,38.22,5.91,27.59,6.0,1.32,18.12,1107.51,51.78,35.51,64.21,15021 -> 29304 -> 40504,171217.0,14882.0,11150.0,8.69,6.51,-63999.34,-68600.17,23004.64,744513.63,-721508.99,3.52,27.05,11500.0,3011.1,OpenDART,34.63,5.0,True,,,,,,,,,,,,,,,,0.16,64.21,2025.0,11011.0,5.0,OpenDART,8.5,1.52,12.06,5,-13.16,-29.41,금융 지원 서비스업,금융 지원 서비스업,4,4,4,2026-07-13,4.59,15,6,16,20,15,10,5,5,92,S,75
003230.KS,003230,삼양식품,83616,,"라면,스낵,유제품,장유,식용유,사료,향신료,건강음료(루이보스 티) 제조,도매",KOSPI,주권,KRX,1113000.0,1257105.0,-11.463242927201785,1630000.0,-31.717791411042946,53.12499999999878,-2.28,-11.24,nxt_web_latest,NXT 체결가,2026-07-13 22:38 KST,,,43.18,19.3,15.61,15.0,6.02,37.59,72.74,36.1,52.12,75.62,16761 -> 36106 -> 51697,23518.0,5242.0,3887.0,22.29,16.53,3092.87,-1520.85,3328.41,9249.56,-5921.15,0.43,9.2,4800.0,359.94,OpenDART,50.79,5.0,False,,,,,,,,,,KRW,2026-07-13,2025.0,CFS,11011,OpenDART,0.35,75.62,2025.0,11011,5.0,OpenDART,,,,2,,,기타 식품 제조업,기타 식품 제조업,1,1,1,2026-07-13,4.59,8,0,20,20,15,10,5,5,83,A,76
028050.KS,028050,삼성E&A,80556,,"산업설비,건물,구축물,토목시설의 설계,시공,공사감리",KOSPI,주권,KRX,41100.0,35925.0,14.40501043841336,64400.0,-36.18012422360248,43.50086655110541,-21.11,-20.66,daily_close,NXT 미확인,2026-07-13 22:42 KST,,,-18.44,6.49,37.83,14.0,2.11,13.76,125.8,-9.41,-18.47,-9.5,3846 -> 3862 -> 3150,90288.0,7921.0,6483.0,8.77,7.18,2544.33,1579.4,8617.97,55933.7,-47315.73,1.92,25.1,790.0,1548.4,OpenDART,19.7,2.0,False,,,,,,,,,,,,,,,,,-9.5,2025.0,11011.0,2.0,OpenDART,,,,2,,,"건축기술, 엔지니어링 및 관련 기술 서비스업","건축기술, 엔지니어링 및 관련 기술 서비스업",1,1,1,2026-07-13,4.59,8,3,12,0,0,0,5,5,33,D,77
078930.KS,078930,GS,73851,,지주회사/부동산 임대,KOSPI,주권,KRX,80200.0,63446.25,26.406209980889333,82100.0,-2.3142509135200973,67.30310262527584,6.08,9.56,nxt_web_latest,NXT 체결가,2026-07-13 22:38 KST,,,40.85,5.41,21.1,5.0,0.45,5.55,86.04,-0.26,-4.59,-21.64,13734 -> 5988 -> 8434,251841.0,29361.0,10381.0,11.66,4.12,21933.38,2812.65,16109.17,165137.94,-149028.77,3.74,35.6,3000.0,2841.14,OpenDART,10.67,5.0,False,,,,,,,,,,,,,,,,0.12,-21.64,2025.0,11011.0,5.0,OpenDART,7.0,1.04,9.04,18,-56.73,-28.57,기타 금융업,기타 금융업,17,17,16,2026-07-13,4.59,15,10,6,20,0,10,1,0,62,B,78
007660.KS,007660,이수페타시스,73115,,"P.C.B(인쇄회로기판),M.L.B 제조",KOSPI,주권,KRX,99900.0,115416.5,-13.443918330567985,161400.0,-38.10408921933085,45.54039874081178,-15.98,-19.76,nxt_web_latest,NXT 체결가,2026-07-13 22:38 KST,,,102.24,38.82,19.01,28.0,9.18,29.64,70.53,30.0,100.88,77.17,719 -> 1116 -> 2257,10880.0,2047.0,1605.0,18.81,14.75,1687.53,-128.51,1627.8,5333.13,-3705.33,,11.0,,168.84,OpenDART,,0.0,False,,,,,,,,,,KRW,2026-07-13,2025.0,CFS,11011,OpenDART,0.27,77.17,2025.0,11011,1.0,OpenDART,61.0,8.66,6.14,6,6.0,-54.1,전자부품 제조업,전자부품 제조업,5,5,5,2026-07-13,4.59,0,0,20,20,15,10,5,5,75,A,79
090430.KS,090430,아모레퍼시픽,71127,,"화장품,생활용품 제조, 판매",KOSPI,주권,KRX,122200.0,126366.5,-3.297155496116455,182300.0,-32.967635765222155,70.35256410254831,8.62,-5.42,nxt_web_latest,NXT 체결가,2026-07-13 22:38 KST,,,-60.27,34.27,24.23,22.0,1.43,4.41,26.49,9.46,52.29,14.4,2608 -> 8591 -> 3413,42528.0,3358.0,2473.0,7.9,5.81,5838.4,4925.73,5245.58,14577.56,-9331.98,1.01,36.3,1240.0,856.01,OpenDART,6.06,5.0,True,,,,,,,,,,,,,,,,,14.4,2025.0,11011.0,5.0,OpenDART,,,,3,,,기타 화학제품 제조업,기타 화학제품 제조업,2,2,2,2026-07-13,4.59,4,6,0,0,8,0,1,5,24,D,80
005387.KS,005387,현대차2우B,69927,,,KOSPI,주권,KRX,200000.0,232522.0,-13.98663352284945,323500.0,-38.17619783616693,40.76433121018381,-22.18,-16.49,daily_close,NXT 미확인,2026-07-13 22:42 KST,,,-23.26,5.89,24.81,6.0,0.48,8.41,188.95,6.29,-19.46,-9.97,43589 -> 46042 -> 35331,1862545.0,114679.0,103648.0,6.16,5.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9.97,,,,,,,,2,,,,,1,1,1,2026-07-13,4.59,15,10,6,0,0,0,5,5,41,C,81
064400.KS,064400,LG씨엔에스,66076,,"컨설팅, 시스템 구축/운영, 토탈 아웃소싱 및 AI, 클라우드·스마트팩토리 등 IT신기술 기반의 DX사업",KOSPI,주권,KRX,68200.0,69600.5,-2.012198188231406,143700.0,-52.54001391788448,29.078014184382724,-29.4,10.0,daily_close,NXT 미확인,2026-07-13 22:42 KST,,,8.8,13.5,5.23,15.0,2.53,17.35,79.68,2.46,7.58,9.24,3811 -> 4180 -> 4548,61295.0,5518.0,4392.0,9.0,7.17,4181.68,3649.95,11409.88,23438.36,-12028.48,2.71,40.9,1850.0,1792.39,OpenDART,14.14,5.0,False,,,,,,,,,,,,,,,,1.7,9.24,2025.0,11011.0,5.0,OpenDART,,,,2,,,"컴퓨터 프로그래밍, 시스템 통합 및 관리업","컴퓨터 프로그래밍, 시스템 통합 및 관리업",1,1,1,2026-07-13,4.59,8,3,16,5,8,5,3,3,51,C,82
047040.KS,047040,대우건설,65786,,"아파트건설,토목공사,건축공사,포장공사,전기공사,무역/중장비 대여",KOSPI,주권,KRX,16010.0,12396.75,29.146752172948553,37150.0,-56.904441453566626,35.993349958395356,-30.09,-31.87,daily_close,NXT 미확인,2026-07-13 22:42 KST,,,-54.26,4.44,11.01,19.0,2.22,-23.89,284.46,-23.32,-302.28,,1231 -> 563,80546.0,-8154.0,-9161.0,-10.12,-11.37,4629.05,3518.74,18288.8,98838.97,-80550.17,,,,,,,,,,,,,,,,,,KRW,,2025.0,CFS,11011.0,OpenDART,,,,,,,,,,1,,,건물 건설업,건물 건설업,0,0,0,2026-07-13,4.59,4,3,0,0,0,0,5,3,15,D,83
000880.KS,000880,한화,65078,,"화약,화공품,자동선반류,공작기계 제조,전자교환기,건설,정보통신,종합무역/임직원 및 개인대상 교육,세미나 및 워크샵 중계,동영상광고",KOSPI,주권,KRX,92000.0,108059.5,-14.861719700720435,150900.0,-39.03247183565275,36.8217054263466,-23.46,-25.75,nxt_web_latest,NXT 체결가,2026-07-13 22:38 KST,,,-50.24,10.25,21.33,10.0,0.73,3.3,497.35,34.39,71.64,0.68,3886 -> 7916 -> 3939,747854.0,41469.0,19916.0,5.55,2.66,83201.96,21278.89,146845.82,2408940.93,-2262095.11,1.2,26.49,1100.0,986.77,OpenDART,10.05,5.0,False,,,,,,,,,,,,,,,,,0.68,2025.0,11011.0,5.0,OpenDART,,,,3,,,기타 화학제품 제조업,기타 화학제품 제조업,2,2,2,2026-07-13,4.59,12,10,0,0,0,0,5,5,32,D,84
021240.KS,021240,코웨이,64893,,"렌탈 서비스(정수기,비데, 필터교환 등), 가정용기기 도매,판매,제조,폐기물처리설비,수출(정수기,청정기)",KOSPI,주권,KRX,94000.0,86568.0,8.585158488124943,113200.0,-16.96113074204947,57.89473684208281,2.96,15.48,nxt_web_latest,NXT 체결가,2026-07-13 22:38 KST,,,11.66,9.28,54.54,10.0,1.81,18.14,93.71,15.16,10.47,15.76,6386 -> 7664 -> 8558,49636.0,8787.0,6175.0,17.7,12.44,355.44,-2016.74,1821.91,33863.95,-32042.04,,22.2,,1372.89,OpenDART,4.0,2.0,False,,,,,,,,,,KRW,,2025.0,CFS,11011.0,OpenDART,0.86,15.76,2025.0,11011.0,2.0,OpenDART,,,,1,,,그외 기타 개인 서비스업,그외 기타 개인 서비스업,0,0,0,2026-07-13,4.59,12,3,16,16,12,5,3,5,72,A,85
326030.KS,326030,SK바이오팜,62102,,신경질환 및 정신질환을 포함한 중추신경 관련 신약 개발,KOSPI,주권,KRX,80400.0,108011.0,-25.5631370878892,140700.0,-42.857142857142854,46.23376623374942,-10.86,-19.76,nxt_web_latest,NXT 체결가,2026-07-13 22:38 KST,,,10.9,36.34,12.39,20.0,7.28,39.28,45.03,29.05,111.73,,3074 -> 3409,7067.0,2039.0,2533.0,28.85,35.84,1763.34,1468.23,3077.71,3720.39,-642.68,,,,,,,,,,,,,,,,,,KRW,,2025.0,CFS,11011.0,OpenDART,1.83,,,,,,,,,1,,,자연과학 및 공학 연구개발업,자연과학 및 공학 연구개발업,0,0,0,2026-07-13,4.59,4,0,20,5,0,5,5,5,44,C,86
032640.KS,032640,LG유플러스,61669,,"개인휴대통신서비스,음성서비스,데이터서비스,부가통신/단말기 도소매/프로그램 개발,자료제공",KOSPI,주권,KRX,14670.0,15476.65,-5.212045242348956,17810.0,-17.630544637843908,54.28571428551689,-7.15,-16.03,nxt_web_latest,NXT 체결가,2026-07-13 22:38 KST,,,40.79,10.47,85.2,9.0,0.7,6.01,117.06,5.65,3.36,-7.96,1426 -> 858 -> 1208,154517.0,8921.0,5092.0,5.77,3.3,29637.57,9799.29,7943.18,106142.65,-98199.47,,53.73,,2814.72,OpenDART,,0.0,False,,,,,,,,,,KRW,2026-07-13,2025.0,CFS,11011,OpenDART,0.22,-7.96,2025.0,11011,1.0,OpenDART,,,,3,,,전기 통신업,전기 통신업,2,2,2,2026-07-13,4.59,12,10,6,20,0,10,5,5,68,B,87
267270.KS,267270,HD건설기계,60860,,"굴삭기, 지게차, 휠로더 등",KOSPI,주권,KRX,127700.0,125222.0,1.9788854993531488,198100.0,-35.53760726905603,54.35897435896135,-17.35,-21.56,nxt_web_latest,NXT 체결가,2026-07-13 22:38 KST,,,6.37,11.96,18.8,12.0,1.28,5.74,86.64,9.84,-10.24,-10.94,7077 -> 5277 -> 5613,37765.0,1709.0,870.0,4.53,2.3,1660.36,115.1,3378.73,16723.99,-13345.26,,26.5,,263.39,OpenDART,-35.45,3.0,True,,,,,,,,,,KRW,,2025.0,CFS,11011.0,OpenDART,1.88,-10.94,2025.0,11011.0,3.0,OpenDART,,,,3,,,특수 목적용 기계 제조업,특수 목적용 기계 제조업,2,2,2,2026-07-13,4.59,12,6,6,5,0,5,5,5,44,C,88
241560.KS,241560,두산밥캣,59047,,"Compact Equipment, Heavy Equipment, Portable Power",KOSPI,주권,KRX,61900.0,62076.5,-0.28432659702141716,76700.0,-19.295958279009128,47.6439790575567,-9.37,-10.03,nxt_web_latest,NXT 체결가,2026-07-13 22:38 KST,,,-25.84,8.93,38.85,12.0,0.81,5.71,70.77,2.81,-21.26,-32.66,9192 -> 5620 -> 4168,87919.0,6861.0,4023.0,7.8,4.58,,,,,,2.75,40.4,1700.0,1627.3,OpenDART,9.1,5.0,False,,,,,,,,,통화 단위 확인 필요,,,,,,,,-32.66,2025.0,11011.0,5.0,OpenDART,,,,3,,,특수 목적용 기계 제조업,특수 목적용 기계 제조업,2,2,2,2026-07-13,4.59,12,8,6,0,0,0,5,5,36,D,89
138930.KS,138930,BNK금융지주,56355,,금융지주회사,KOSPI,주권,KRX,18440.0,16813.15,9.676057133850579,22650.0,-18.58719646799117,61.538461538323475,2.33,-1.07,nxt_web_latest,NXT 체결가,2026-07-13 22:38 KST,,,13.42,4.79,39.55,7.0,0.52,7.58,1333.0,1.21,3.06,14.16,1972 -> 2266 -> 2570,101525.0,9027.0,8362.0,8.89,8.24,-20237.99,-21985.53,63746.34,1498535.72,-1434789.38,3.99,28.12,735.0,2291.6,OpenDART,7.03,5.0,True,,,,,,,,,,,,,,,,0.52,14.16,2025.0,11011.0,5.0,OpenDART,7.0,1.04,9.04,18,-50.0,0.0,기타 금융업,기타 금융업,17,17,16,2026-07-13,4.59,15,10,6,20,8,5,3,5,72,A,90
353200.KS,353200,대덕전자,56236,,"PCB(Printed Circuit Board, 인쇄회로기판)의 제조 및 판매",KOSPI,주권,KRX,113800.0,77145.5,47.513464816483136,190900.0,-40.38763750654793,36.90944881889254,-32.14,28.59,daily_close,NXT 미확인,2026-07-13 22:42 KST,,,100.43,46.49,16.62,40.0,8.66,5.37,31.28,19.41,334.51,36.9,493 -> 461 -> 924,10653.0,491.0,476.0,4.61,4.47,715.52,44.13,338.68,2807.01,-2468.33,0.44,54.1,500.0,257.67,OpenDART,13.62,5.0,True,,,,,,,,,,,,,,,,0.4,36.9,2025.0,11011.0,5.0,OpenDART,61.0,9.18,6.6,6,-5.66,-34.43,전자부품 제조업,전자부품 제조업,5,5,5,2026-07-13,4.59,0,0,6,20,15,10,5,5,61,B,91
004170.KS,004170,신세계,55821,,"백화점,할인점(E마트)",KOSPI,주권,KRX,603000.0,354041.5,70.31901627351596,776000.0,-22.29381443298969,38.71866295264473,-14.47,74.03,nxt_web_latest,NXT 체결가,2026-07-13 22:38 KST,,,-86.85,63.77,26.84,15.0,1.08,0.32,140.91,5.47,0.63,-74.9,22865 -> 10948 -> 1440,69295.0,4800.0,646.0,6.93,0.93,9905.83,4888.19,8451.28,92609.75,-84158.47,0.86,327.13,5200.0,455.92,OpenDART,11.51,5.0,False,,,,,,,,,,KRW,2026-07-13,2025.0,CFS,11011,OpenDART,,-74.9,2025.0,11011,5.0,OpenDART,,,,1,,,종합 소매업,종합 소매업,0,0,0,2026-07-13,4.59,8,8,0,0,0,0,5,5,26,D,92
001440.KS,001440,대한전선,55465,,"전력선,통신케이블,적산계기,스텐레스압연제품,광케이블,초고압선,알루미늄 제조,도매/전기공사",KOSPI,주권,KRX,28300.0,30916.35,-8.462674280760824,72300.0,-60.85753803596127,36.66666666664528,-29.16,-11.98,daily_close,NXT 미확인,2026-07-13 22:42 KST,,,10.51,31.98,13.95,70.0,4.32,5.48,114.0,10.47,11.63,-5.86,510 -> 409 -> 452,36360.0,1286.0,899.0,3.54,2.47,-1712.8,-3319.76,4388.57,18609.39,-14220.82,,,,,,,,,,,,,,,,,,KRW,,2025.0,CFS,11011.0,OpenDART,6.66,-5.86,,,,,,,,1,,,절연선 및 케이블 제조업,절연선 및 케이블 제조업,0,0,0,2026-07-13,4.59,0,0,6,0,0,5,5,1,17,D,93
029780.KS,029780,삼성카드,55380,,"신용카드업,상품신용판매,현금서비스,카드론,리스,기업대출,여행업무,통신판매",KOSPI,주권,KRX,48000.0,53175.25,-9.732441314333267,67400.0,-28.783382789317507,54.01929260445298,-7.16,-11.6,nxt_web_latest,NXT 체결가,2026-07-13 22:38 KST,,,-2.81,7.69,5.45,9.0,0.59,7.45,263.01,-0.01,-3.58,2.95,5260 -> 5736 -> 5575,43829.0,8537.0,6459.0,19.48,14.74,-15750.26,-16350.07,8143.69,233114.98,-224971.29,5.83,46.3,2800.0,2987.9,OpenDART,5.04,5.0,False,,,,,,,,,,,,,,,,,2.95,2025.0,11011.0,5.0,OpenDART,7.0,1.04,9.04,18,-43.27,28.57,기타 금융업,기타 금융업,17,17,16,2026-07-13,4.59,12,10,6,0,0,0,5,5,38,D,94
009830.KS,009830,한화솔루션,55005,,"합성수지,유화부문(LDPE,LLDPE)제품 제조,플라스틱가공품(PVC),CA,무기화학제품,부동산업",KOSPI,주권,KRX,32000.0,34034.145,-5.976777145422625,55179.0,-42.006922923576,44.8621553884397,-17.31,-19.51,daily_close,NXT 미확인,2026-07-13 22:42 KST,,,,,13.89,14.0,0.55,-7.01,196.32,7.58,,,-,133331.0,-3648.0,-6153.0,-2.74,-4.61,-6550.06,-26725.12,24704.61,219589.72,-194885.11,,,,,,0.0,2.0,False,,,,,,,,,,KRW,,2025.0,CFS,11011.0,OpenDART,,,,,2.0,OpenDART,,,,2,,,기초 화학물질 제조업,기초 화학물질 제조업,0,1,1,2026-07-13,4.59,8,10,0,0,0,0,5,5,28,D,95
000100.KS,000100,유한양행,54240,,"의약품(삐콤씨, 안티푸라민, 렉라자, 로수바미브, 코푸시럽 등), 생활용품(유한락스, 해피홈, 유한젠), 동물약품",KOSPI,주권,KRX,68800.0,102093.5,-32.61079304754955,163700.0,-57.97189981673794,46.76806083647701,-12.8,-26.5,nxt_web_latest,NXT 체결가,2026-07-13 22:38 KST,,,175.23,75.25,19.17,38.0,2.3,8.81,36.35,5.75,90.16,19.5,1673 -> 868 -> 2389,21866.0,1044.0,1853.0,4.77,8.47,1062.27,-282.5,3485.65,8586.41,-5100.76,0.87,23.1,600.0,448.7,OpenDART,10.67,5.0,False,,,,,,,,,,,,,,,,0.22,19.5,2025.0,11011.0,5.0,OpenDART,,,,1,,,의약품 제조업,의약품 제조업,0,0,0,2026-07-13,4.59,0,3,6,20,12,10,5,3,59,B,96
