yf_symbol,symbol,name,market_cap,listing_department,products,krx_market,security_group,krx_source,price,ma200,diff,peak,peak_diff,rsi,price_source,price_basis,price_time,after_market_price,after_market_change_pct,eps_growth,hist_per_avg,foreign_supply,per,pbr,roe,debt_ratio,revenue_growth,operating_growth,eps_cagr,eps3y,revenue,operating_income,net_income,operating_margin,net_margin,operating_cashflow,free_cashflow,cash,total_debt,net_cash,dividend_yield,payout_ratio,dividend_per_share,dividend_total,dividend_source,dividend_growth_3y,dividend_consecutive_years,dividend_cut_flag,analyst_buy_ratio,consensus_revision,target_mean,target_high,target_low,target_upside,earnings_surprise_pct,finnhub_source,peg,cagr,dividend_year,dividend_report_code,dividend_history_years,dividend_history_source,peer_per_avg,peer_pbr_avg,peer_roe_avg,peer_group_count,peer_per_gap,peer_pbr_gap,dart_source,dart_year,dart_fs_div,dart_report_code,sector,industry,data_date,us_10y_bond,score_per,score_pbr,score_roe,score_peg,score_cagr,score_eps3y,score_rsi,score_peak_diff,score,grade,rank
039030.KQ,039030,이오테크닉스,46629,우량기업부,레이저 마커 및 레이저 응용기기,KOSDAQ,주권,KRX,381000.0,361535.0,5.383987719031352,612000.0,-37.745098039215684,29.811866859622526,nxt_web_latest,NXT 체결가,2026-07-10 22:32 KST,,,33.53,50.01,27.12,44.0,7.58,8.9,13.06,18.7,158.97,24.98,2973 -> 3478 -> 4644,3809.0,808.0,576.0,21.21,15.12,1002.88,962.08,2363.05,898.52,1464.53,,,,,,-25.46,3.0,True,,,,,,,,,1.31,24.98,,,3.0,OpenDART,96.1,12.17,7.15,21,-54.21,-37.72,OpenDART,2025.0,CFS,11011,특수 목적용 기계 제조업,특수 목적용 기계 제조업,2026-07-10,4.55,0,0,6,10,12,10,3,5,46,C,12
222800.KQ,222800,심텍,45968,중견기업부,반도체용 인쇄회로기판,KOSDAQ,주권,KRX,123600.0,69569.0,77.66533944716755,157300.0,-21.424030514939606,45.944005742996104,nxt_web_latest,NXT 체결가,2026-07-10 22:32 KST,,,,,13.49,43.0,9.85,-32.1,181.13,14.55,,,-,14106.0,119.0,-1646.0,0.84,-11.67,-1986.12,-2550.05,539.84,10439.64,-9899.8,0.08,,100.0,37.33,OpenDART,-33.13,5.0,True,,,,,,,,,,,2025.0,11011.0,5.0,OpenDART,43.43,5.73,-0.06,8,-0.99,71.9,OpenDART,2025.0,CFS,11011,전자부품 제조업,전자부품 제조업,2026-07-10,4.55,0,0,0,0,0,0,5,5,10,D,13
298380.KQ,298380,에이비엘바이오,45797,기술성장기업부,항체의약품 연구개발,KOSDAQ,주권,KRX,82200.0,148408.5,-44.61233689445012,245500.0,-66.51731160896131,39.949431099866516,nxt_web_latest,NXT 체결가,2026-07-10 22:32 KST,,,,,12.9,-100.0,31.46,-23.48,79.29,137.43,,,-,793.0,-404.0,-379.0,-50.95,-47.79,-412.53,-419.05,1119.82,1242.37,-122.55,,,,,,,,,,,,,,,,,,,,,,,97.08,22.77,-33.24,8,,38.16,OpenDART,2025.0,CFS,11011,기초 의약물질 제조업,기초 의약물질 제조업,2026-07-10,4.55,0,0,0,0,0,0,5,1,6,D,14
141080.KQ,141080,리가켐바이오,44534,기술성장기업부,ADC 신약연구개발,KOSDAQ,주권,KRX,121400.0,168959.5,-28.148461613581954,213500.0,-43.13817330210773,44.266441821242665,nxt_web_latest,NXT 체결가,2026-07-10 22:32 KST,,,,483.55,9.44,-129.0,11.81,-13.22,29.7,12.47,,,-,1416.0,-1065.0,-916.0,-75.21,-64.69,-1245.33,-1305.74,986.5,1606.95,-620.45,,,,,,,,,,,,,,,,,,,,,,,229.93,38.95,-26.84,8,,-69.68,OpenDART,2025.0,CFS,11011,자연과학 및 공학 연구개발업,자연과학 및 공학 연구개발업,2026-07-10,4.55,0,0,0,0,0,0,5,5,10,D,15
347850.KQ,347850,디앤디파마텍,38641,기술성장기업부,대사성질환 치료제 등,KOSDAQ,주권,KRX,84300.0,78868.985,6.886122599396962,111200.0,-24.190647482014388,37.13968957870819,daily_close,NXT 미확인,2026-07-10 22:42 KST,,,,,6.89,,54.29,-31.49,23.5,-62.28,,,-,43.0,-340.0,-240.0,-790.7,-558.14,-211.39,-212.03,328.84,185.6,143.24,,,,,,,,,,,,,,,,,,,,,,,229.93,38.95,-26.84,8,,39.38,OpenDART,2025.0,CFS,11011,자연과학 및 공학 연구개발업,자연과학 및 공학 연구개발업,2026-07-10,4.55,0,0,0,0,0,0,5,5,10,D,16
440110.KQ,440110,파두,38477,기술성장기업부,SSD 컨트롤러,KOSDAQ,주권,KRX,76800.0,50451.95,52.224046840607755,128300.0,-40.14029618082619,26.12942612942166,daily_close,NXT 미확인,2026-07-10 22:42 KST,,,,,27.45,,123.65,-131.08,518.5,112.41,,,-,924.0,-655.0,-762.0,-70.89,-82.47,-37.04,-78.42,408.04,1026.33,-618.29,,,,,,,,,,,,,,,,,,,,,,,26.33,29.39,-19.3,5,,320.72,OpenDART,2025.0,CFS,11011,반도체 제조업,반도체 제조업,2026-07-10,4.55,0,0,0,0,0,0,3,5,8,D,17
084370.KQ,084370,유진테크,37971,우량기업부,실리콘질화막증착용LP-CVD,KOSDAQ,주권,KRX,165900.0,111044.5,49.399565039241025,206500.0,-19.661016949152543,44.24307036247004,nxt_web_latest,NXT 체결가,2026-07-10 22:32 KST,,,-32.89,30.03,36.77,51.0,9.75,9.81,18.16,3.61,-15.52,31.84,1066 -> 2761 -> 1853,3503.0,517.0,445.0,14.76,12.7,664.77,452.3,549.25,892.21,-342.96,0.14,12.3,230.0,52.02,OpenDART,-3.93,5.0,True,,,,,,,,,,31.84,2025.0,11011.0,5.0,OpenDART,96.1,12.17,7.15,21,-46.93,-19.88,,,,,특수 목적용 기계 제조업,특수 목적용 기계 제조업,2026-07-10,4.55,0,0,6,0,15,0,5,5,31,D,18
403870.KQ,403870,HPSP,36541,우량기업부,고압 수소 어닐링 장비,KOSDAQ,주권,KRX,44400.0,41475.75,7.050505415815265,83500.0,-46.82634730538922,32.39277652369179,daily_close,NXT 미확인,2026-07-10 22:42 KST,,,-16.35,35.96,31.72,35.0,13.93,24.79,19.95,-4.63,-4.26,-6.21,989 -> 1040 -> 870,1730.0,899.0,727.0,51.97,42.02,1002.05,977.76,939.41,614.76,324.65,1.13,55.66,500.0,404.37,OpenDART,49.38,4.0,True,,,,,,,,,,-6.21,2025.0,11011.0,4.0,OpenDART,96.1,12.17,7.15,21,-63.58,14.46,,,,,특수 목적용 기계 제조업,특수 목적용 기계 제조업,2026-07-10,4.55,0,0,20,0,0,0,3,3,26,D,19
095610.KQ,095610,테스,34402,우량기업부,반도체장비(화학증착장비),KOSDAQ,주권,KRX,178800.0,76460.25,133.846998930817,213000.0,-16.056338028169016,48.6265060240931,nxt_web_latest,NXT 체결가,2026-07-10 22:32 KST,,,33.69,92.12,9.44,42.0,9.21,15.76,24.43,46.23,50.13,504.31,79 -> 2158 -> 2885,3511.0,578.0,569.0,16.46,16.21,824.23,492.84,121.43,957.15,-835.72,0.48,26.4,850.0,150.74,OpenDART,11.0,5.0,True,,,,,,,,,1.25,504.31,2025.0,11011.0,5.0,OpenDART,96.1,12.17,7.15,21,-56.3,-24.32,,,,,특수 목적용 기계 제조업,특수 목적용 기계 제조업,2026-07-10,4.55,0,0,16,10,15,10,5,5,61,B,20
214450.KQ,214450,파마리서치,33194,우량기업부,재생의약품,KOSDAQ,주권,KRX,323000.0,394772.5,-18.18072434123451,711000.0,-54.57102672292545,55.882352941172925,nxt_web_latest,NXT 체결가,2026-07-10 22:32 KST,,,65.07,24.5,8.1,20.0,6.08,26.88,44.21,53.18,70.02,37.82,7481 -> 8608 -> 14209,5363.0,2144.0,1683.0,39.98,31.38,1831.62,1473.8,1756.63,3200.1,-1443.47,1.15,25.9,3700.0,427.91,OpenDART,57.58,5.0,False,,,,,,,,,0.31,37.82,2025.0,11011.0,5.0,OpenDART,21.42,7.81,-4.21,3,-6.63,-22.15,,,,,의료용품 및 기타 의약 관련제품 제조업,의료용품 및 기타 의약 관련제품 제조업,2026-07-10,4.55,4,0,20,20,15,10,3,3,75,A,21
214370.KQ,214370,케어젠,32819,벤처기업부,"성장인자, 바이오미메틱펩타이드 기반 안면, 두피, 바디 코스메슈티컬 제품",KOSDAQ,주권,KRX,61500.0,85102.0,-27.733778289581913,150100.0,-59.02731512325117,39.42652329748115,nxt_web_latest,NXT 체결가,2026-07-10 22:32 KST,,,-37.87,92.25,3.65,175.17,17.37,9.23,8.85,-11.86,-40.35,-29.05,743 -> 602 -> 374,728.0,204.0,201.0,28.02,27.61,185.89,136.68,88.59,187.99,-99.4,0.71,106.3,437.0,213.57,OpenDART,-45.5,4.0,True,,,,,,,,,,-29.05,2025.0,11011.0,4.0,OpenDART,97.08,22.77,-33.24,8,80.44,-23.72,,,,,기초 의약물질 제조업,기초 의약물질 제조업,2026-07-10,4.55,0,0,6,0,0,0,5,3,14,D,22
095340.KQ,095340,ISC,32049,우량기업부,반도체테스트소켓,KOSDAQ,주권,KRX,150900.0,154542.0,-2.3566409131498234,271000.0,-44.31734317343173,27.788279773153235,nxt_web_latest,NXT 체결가,2026-07-10 22:32 KST,,,2.68,60.46,24.79,40.0,6.44,10.6,15.85,26.19,34.15,91.78,720 -> 2579 -> 2648,2202.0,601.0,563.0,27.29,25.57,417.12,353.78,798.71,851.6,-52.89,0.56,31.0,850.0,173.95,OpenDART,43.58,5.0,True,,,,,,,,,14.93,91.78,2025.0,11011.0,5.0,OpenDART,21.95,4.03,13.58,2,,,,,,,기계장비 및 관련 물품 도매업,기계장비 및 관련 물품 도매업,2026-07-10,4.55,0,0,12,0,15,2,3,5,37,D,23
108490.KQ,108490,로보티즈,31961,기술성장기업부,"솔루션(로봇 엑츄에이터 모듈과 구동 소프트웨어), 에듀테인먼트 로봇, 로봇 플랫폼",KOSDAQ,주권,KRX,218500.0,254281.495,-14.071607924123617,405000.0,-46.04938271604938,30.07856341189438,nxt_web_latest,NXT 체결가,2026-07-10 22:32 KST,,,,691.83,7.25,440.0,10.33,2.49,1.79,29.67,,,-,389.0,33.0,53.0,8.48,13.62,70.75,46.35,310.38,56.29,254.09,,,,,,,,,,,,,,,,,,,,,,,96.1,12.17,7.15,21,357.86,-15.12,OpenDART,2025.0,CFS,11011,특수 목적용 기계 제조업,특수 목적용 기계 제조업,2026-07-10,4.55,0,0,0,0,0,0,3,3,6,D,24
214150.KQ,214150,클래시스,31639,우량기업부,미용의료기기,KOSDAQ,주권,KRX,48550.0,54014.5,-10.116727915652278,75600.0,-35.78042328042328,54.69728601249412,nxt_web_latest,NXT 체결가,2026-07-10 22:32 KST,,,32.76,30.47,70.5,18.0,5.99,26.21,27.73,38.66,39.38,32.57,1146 -> 1517 -> 2014,3368.0,1706.0,1320.0,50.65,39.19,1639.36,1446.82,375.21,1529.75,-1154.54,2.06,49.4,1000.0,651.53,OpenDART,97.29,5.0,False,,,,,,,,,0.55,32.57,2025.0,11011.0,5.0,OpenDART,22.0,13.09,19.41,3,-18.18,-54.24,,,,,의료용 기기 제조업,의료용 기기 제조업,2026-07-10,4.55,8,0,20,20,15,10,5,5,83,A,25
080220.KQ,080220,제주반도체,30688,우량기업부,"모바일용 LP DDR SDRAM, CRAM, SRAM",KOSDAQ,주권,KRX,89100.0,45701.1,94.96248449162056,134000.0,-33.507462686567166,26.14240170031492,daily_close,NXT 미확인,2026-07-10 22:42 KST,,,102.29,22.3,1.59,31.42,11.4,19.21,47.94,86.2,273.96,53.63,486 -> 567 -> 1147,3022.0,359.0,395.0,11.88,13.07,255.55,228.3,772.3,1088.84,-316.54,,,,,,,,,,,,,,,,,0.31,53.63,,,,,26.33,29.39,-19.3,5,19.33,-61.21,OpenDART,2025.0,CFS,11011,반도체 제조업,반도체 제조업,2026-07-10,4.55,0,0,16,20,15,10,3,5,69,B,26
310210.KQ,310210,보로노이,30615,기술성장기업부,표적치료제,KOSDAQ,주권,KRX,168400.0,233184.0,-27.78235213393715,363500.0,-53.6726272352132,38.709677419351266,nxt_web_latest,NXT 체결가,2026-07-10 22:32 KST,,,,,6.53,,37.57,-50.18,64.97,-23.47,,,-,75.0,-544.0,-427.0,-725.33,-569.33,-720.95,-737.78,357.37,674.39,-317.02,,,,,,,,,,,,,,,,,,,,,,,229.93,38.95,-26.84,8,,-3.54,OpenDART,2025.0,CFS,11011,자연과학 및 공학 연구개발업,자연과학 및 공학 연구개발업,2026-07-10,4.55,0,0,0,0,0,0,5,3,8,D,27
178320.KQ,178320,서진시스템,30138,중견기업부,"통신장비부품,휴대폰부품(메탈케이스 등)",KOSDAQ,주권,KRX,47350.0,40562.25,16.73415552638229,80800.0,-41.398514851485146,29.31596091204321,daily_close,NXT 미확인,2026-07-10 22:42 KST,,,,15.93,17.17,,4.05,-12.63,212.62,-12.15,-98.99,,-,10663.0,11.0,-1024.0,0.1,-9.6,-397.57,-3355.74,320.69,15686.76,-15366.07,,,,,,,,,,,,,,,,,,,,,,,,4.05,-12.63,1,,,OpenDART,2025.0,CFS,11011,기타 전기장비 제조업,기타 전기장비 제조업,2026-07-10,4.55,0,0,0,0,0,0,3,5,8,D,28
131290.KQ,131290,티에스이,29810,우량기업부,"Probe Card, Test Interface Board, OLED Test Equipment, Test Socket",KOSDAQ,주권,KRX,270000.0,112939.25,139.06657782834577,276000.0,-2.1739130434782608,52.127659574464985,nxt_web_latest,NXT 체결가,2026-07-10 22:32 KST,,,-10.0,1517.12,10.87,42.38,7.17,10.42,30.88,23.21,23.31,1672.52,11 -> 3840 -> 3456,4289.0,492.0,400.0,11.47,9.33,485.7,-22.4,758.17,1434.62,-676.45,0.17,12.4,450.0,49.78,OpenDART,-3.45,4.0,True,,,,,,,,,,1672.52,2025.0,11011.0,4.0,OpenDART,39.19,7.64,13.56,2,,,,,,,"측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외","측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외",2026-07-10,4.55,0,0,12,0,15,0,5,0,32,D,29
145020.KQ,145020,휴젤,29591,우량기업부,"보툴리눔톡신, 필러",KOSDAQ,주권,KRX,241000.0,254242.5,-5.208609890163919,388000.0,-37.88659793814433,45.05928853754441,nxt_web_latest,NXT 체결가,2026-07-10 22:32 KST,,,3.3,21.91,57.97,19.0,2.95,16.06,9.86,13.97,20.88,22.87,7517 -> 10985 -> 11348,4251.0,2009.0,1470.0,47.26,34.58,1500.59,1205.36,2096.98,966.76,1130.22,,,,,,,,,,,,,,,,,5.76,22.87,,,,,97.08,22.77,-33.24,8,-80.43,-87.04,OpenDART,2025.0,CFS,11011,기초 의약물질 제조업,기초 의약물질 제조업,2026-07-10,4.55,4,3,16,0,12,2,5,5,47,C,30
031980.KQ,031980,피에스케이홀딩스,29367,우량기업부,"Descum, Reflow",KOSDAQ,주권,KRX,137000.0,82795.0,65.46892928316927,166500.0,-17.71771771771772,52.92022792022263,nxt_web_latest,NXT 체결가,2026-07-10 22:32 KST,,,-4.32,11.02,6.77,27.0,7.04,19.55,15.5,-3.57,-17.06,46.54,1980 -> 4444 -> 4252,2078.0,734.0,917.0,35.32,44.13,814.17,792.28,1827.79,785.01,1042.78,0.79,25.4,1080.0,232.87,OpenDART,39.25,4.0,False,,,,,,,,,,46.54,2025.0,11011.0,4.0,OpenDART,96.1,12.17,7.15,21,-71.9,-42.15,,,,,특수 목적용 기계 제조업,특수 목적용 기계 제조업,2026-07-10,4.55,0,0,16,0,15,0,5,5,41,C,31
067310.KQ,067310,하나마이크론,26425,중견기업부,"반도체패키징,IOT",KOSDAQ,주권,KRX,39750.0,32810.95,21.148579971015785,56800.0,-30.01760563380282,25.18195050945117,daily_close,NXT 미확인,2026-07-10 22:42 KST,,,,44.79,20.98,21.0,7.24,9.89,209.16,22.68,19.57,,-,15344.0,1277.0,656.0,8.32,4.28,1749.19,118.91,955.88,13651.63,-12695.75,0.18,12.19,70.0,46.46,OpenDART,11.87,4.0,False,,,,,,,,,,,2025.0,11011.0,4.0,OpenDART,26.33,29.39,-19.3,5,-20.24,-75.37,,,,,반도체 제조업,반도체 제조업,2026-07-10,4.55,4,0,6,0,0,0,3,5,18,D,32
087010.KQ,087010,펩트론,26022,기술성장기업부,약효지속성 의약품 및 펩타이드 소재,KOSDAQ,주권,KRX,111600.0,267131.5,-58.22282284193365,386000.0,-71.0880829015544,29.97427101200506,nxt_web_latest,NXT 체결가,2026-07-10 22:32 KST,,,,,5.34,,31.06,-9.41,26.03,75.0,,,-,56.0,-213.0,-138.0,-380.36,-246.43,-205.86,-235.83,43.78,369.71,-325.93,,,,,,,,,,,,,,,,,,,,,,,97.08,22.77,-33.24,8,,36.41,OpenDART,2025.0,OFS,11011,기초 의약물질 제조업,기초 의약물질 제조업,2026-07-10,4.55,0,0,0,0,0,0,3,1,4,D,33
064760.KQ,064760,티씨케이,25936,우량기업부,반도체 제조공정용 고순도 흑연제품,KOSDAQ,주권,KRX,234000.0,212034.0,10.359659299923598,348500.0,-32.85509325681492,38.04713804713446,nxt_web_latest,NXT 체결가,2026-07-10 22:32 KST,,,-2.77,18.81,67.26,29.0,6.09,13.5,9.3,9.29,3.97,6.91,5246 -> 6167 -> 5996,3013.0,839.0,699.0,27.85,23.2,541.11,495.32,362.27,483.14,-45.27,0.61,22.9,1430.0,159.87,OpenDART,0.0,5.0,True,,,,,,,,,,6.91,2025.0,11011.0,5.0,OpenDART,24.52,3.68,9.4,2,,,,,,,기타 비금속 광물제품 제조업,기타 비금속 광물제품 제조업,2026-07-10,4.55,0,0,12,0,4,0,5,5,26,D,34
319400.KQ,319400,현대무벡스,25894,우량기업부,"물류자동화, IT서비스",KOSDAQ,주권,KRX,23250.0,23706.8,-1.9268733021749005,46350.0,-49.83818770226537,30.079155672801008,daily_close,NXT 미확인,2026-07-10 22:42 KST,,,-56.77,99.75,1.54,282.78,18.05,6.79,76.81,15.38,-26.02,65.83,36 -> 229 -> 99,3939.0,182.0,113.0,4.62,2.87,-14.32,-43.28,361.19,1231.33,-870.14,0.22,48.8,50.0,55.07,OpenDART,13.62,5.0,False,,,,,,,,,,65.83,2025.0,11011.0,5.0,OpenDART,152.39,14.14,25.58,2,,,,,,,일반 목적용 기계 제조업,일반 목적용 기계 제조업,2026-07-10,4.55,0,0,6,0,15,0,3,3,27,D,35
237690.KQ,237690,에스티팜,25802,우량기업부,원료의약품,KOSDAQ,주권,KRX,124400.0,127066.0,-2.09812223568854,168700.0,-26.259632483698876,54.10628019322452,nxt_web_latest,NXT 체결가,2026-07-10 22:32 KST,,,52.02,53.05,12.63,40.0,4.48,10.03,31.97,21.15,98.19,61.23,1041 -> 1780 -> 2706,3317.0,549.0,546.0,16.55,16.46,139.89,-332.97,305.46,1895.63,-1590.17,0.4,18.3,500.0,100.76,OpenDART,0.0,5.0,False,,,,,,,,,0.77,61.23,2025.0,11011.0,5.0,OpenDART,108.15,6.76,1.96,7,-63.01,-33.73,,,,,의약품 제조업,의약품 제조업,2026-07-10,4.55,0,0,12,16,15,10,5,5,63,B,36
089970.KQ,089970,브이엠,25614,우량기업부,300mm Poly Etch System,KOSDAQ,주권,KRX,103800.0,42414.95,144.7250320936368,119700.0,-13.283208020050125,50.28680688335847,nxt_web_latest,NXT 체결가,2026-07-10 22:32 KST,,,,29.68,13.24,37.0,15.23,17.34,40.37,105.41,,,-,1444.0,247.0,261.0,17.11,18.07,183.11,93.34,1305.19,715.3,589.89,,,,,,,1.0,False,,,,,,,,,,,,,1.0,OpenDART,96.1,12.17,7.15,21,-61.5,25.14,OpenDART,2025.0,CFS,11011,특수 목적용 기계 제조업,특수 목적용 기계 제조업,2026-07-10,4.55,0,0,16,0,0,0,5,5,26,D,37
226950.KQ,226950,올릭스,25037,기술성장기업부,siRNA 신약 개발,KOSDAQ,주권,KRX,123600.0,141624.0,-12.726656498898492,207000.0,-40.28985507246377,47.272727272722456,nxt_web_latest,NXT 체결가,2026-07-10 22:32 KST,,,,,8.46,,25.72,-18.83,30.18,157.89,,,-,147.0,-300.0,-157.0,-204.08,-106.8,-159.0,-160.1,63.59,452.87,-389.28,,,,,,,,,,,,,,,,,,,,,,,229.93,38.95,-26.84,8,,-33.97,OpenDART,2025.0,CFS,11011,자연과학 및 공학 연구개발업,자연과학 및 공학 연구개발업,2026-07-10,4.55,0,0,0,0,0,0,5,5,10,D,38
257720.KQ,257720,실리콘투,24656,우량기업부,화장품 유통,KOSDAQ,주권,KRX,38100.0,41676.0,-8.580477972934062,61800.0,-38.349514563106794,57.03883495141755,nxt_web_latest,NXT 체결가,2026-07-10 22:32 KST,,,31.11,14.49,7.77,11.0,4.73,46.89,55.09,61.43,49.27,103.34,631 -> 1990 -> 2609,11163.0,2054.0,1686.0,18.4,15.1,11.41,-58.98,773.23,2520.18,-1746.95,0.8,11.9,306.0,200.28,OpenDART,,1.0,False,,,,,,,,,0.35,103.34,2025.0,11011.0,1.0,OpenDART,11.0,4.73,46.89,1,,,,,,,상품 종합 도매업,상품 종합 도매업,2026-07-10,4.55,12,0,20,20,15,10,3,5,85,S,39
357780.KQ,357780,솔브레인,24230,우량기업부,반도체 및 디스플레이 관련 화학재료 제조ㆍ판매 등,KOSDAQ,주권,KRX,314500.0,349067.5,-9.902812493285683,501000.0,-37.22554890219561,34.845360824740254,nxt_web_latest,NXT 체결가,2026-07-10 22:32 KST,,,-33.25,18.26,27.69,18.0,2.38,7.66,30.15,6.95,-20.43,-22.12,16759 -> 15226 -> 10164,9234.0,1336.0,840.0,14.47,9.1,1469.22,268.78,2476.57,3351.74,-875.17,0.75,22.77,2350.0,179.98,OpenDART,6.42,4.0,False,,,,,,,,,,-22.12,2025.0,11011.0,4.0,OpenDART,35.49,4.18,10.92,3,-49.28,-43.06,,,,,기타 화학제품 제조업,기타 화학제품 제조업,2026-07-10,4.55,8,3,6,0,0,0,3,5,25,D,40
005290.KQ,005290,동진쎄미켐,24032,우량기업부,"반도체,LCD용재료(감광제,봉지제),발포제",KOSDAQ,주권,KRX,47850.0,47181.0,1.4179436637629554,66000.0,-27.500000000000004,24.810892586978895,nxt_web_latest,NXT 체결가,2026-07-10 22:32 KST,,,-35.98,13.86,15.39,22.38,2.56,9.52,82.11,7.31,-1.71,-11.78,2476 -> 3010 -> 1927,11941.0,1724.0,941.0,14.44,7.88,1912.57,1098.48,3719.12,9045.5,-5326.38,1.36,33.71,650.0,334.0,OpenDART,55.91,5.0,True,,,,,,,,,,-11.78,2025.0,11011.0,5.0,OpenDART,52.39,2.06,6.15,2,,,,,,,기초 화학물질 제조업,기초 화학물질 제조업,2026-07-10,4.55,4,3,6,0,0,0,1,5,19,D,41
263750.KQ,263750,펄어비스,23283,우량기업부,게임 개발 서비스(검은사막 및 붉은사막),KOSDAQ,주권,KRX,37450.0,44545.25,-15.928185384524726,72000.0,-47.986111111111114,45.97701149420355,nxt_web_latest,NXT 체결가,2026-07-10 22:32 KST,,,296.2,96.6,7.88,7.0,2.41,-1.05,43.8,6.78,,,237 -> 939,3656.0,-148.0,-84.0,-4.05,-2.3,239.34,194.65,1338.75,3499.96,-2161.21,,,,,,,,,,,,,,,,,0.02,,,,,,19.45,5.4,-10.03,4,-64.01,-55.37,OpenDART,2025.0,CFS,11011,소프트웨어 개발 및 공급업,소프트웨어 개발 및 공급업,2026-07-10,4.55,15,3,0,20,0,10,5,3,56,B,42
420770.KQ,420770,기가비스,20851,우량기업부,반도체 기판용 광학검사 및 수리장비,KOSDAQ,주권,KRX,165100.0,72497.75,127.73120545120366,192200.0,-14.099895941727366,52.2746781115817,nxt_web_latest,NXT 체결가,2026-07-10 22:32 KST,,,353.16,47.97,1.54,146.44,11.9,7.42,13.4,100.77,,-33.36,2745 -> 269 -> 1219,524.0,121.0,155.0,23.09,29.58,256.54,210.21,397.82,282.74,115.08,0.48,65.63,800.0,101.41,OpenDART,0.0,3.0,False,,,,,,,,,0.41,-33.36,2025.0,11011.0,3.0,OpenDART,96.1,12.17,7.15,21,52.38,-2.22,,,,,특수 목적용 기계 제조업,특수 목적용 기계 제조업,2026-07-10,4.55,0,0,6,20,0,10,5,5,46,C,43
098460.KQ,098460,고영,19642,우량기업부,전자제품및반도체생산용 3차원 납도포검사장비,KOSDAQ,주권,KRX,28800.0,27452.25,4.909433652979264,43500.0,-33.793103448275865,39.47990543732611,daily_close,NXT 미확인,2026-07-10 22:42 KST,,,-29.74,61.63,23.74,49.0,6.47,4.48,22.43,14.86,424.24,-17.9,319 -> 306 -> 215,2326.0,173.0,148.0,7.44,6.36,180.9,46.06,383.51,751.7,-368.19,0.49,62.8,140.0,92.63,OpenDART,3.93,5.0,False,,,,,,,,,,-17.9,2025.0,11011.0,5.0,OpenDART,96.1,12.17,7.15,21,-49.01,-46.84,,,,,특수 목적용 기계 제조업,특수 목적용 기계 제조업,2026-07-10,4.55,0,0,0,0,0,0,5,5,10,D,44
290650.KQ,290650,엘앤씨바이오,19606,우량기업부,"인체조직(피부, 뼈, 연골)",KOSDAQ,주권,KRX,72900.0,68899.0,5.807050900593622,118300.0,-38.37700760777684,36.21621621620709,nxt_web_latest,NXT 체결가,2026-07-10 22:32 KST,,,192.78,8.73,21.98,,11.01,-57.68,118.98,18.75,12.82,,2132 -> 6242,855.0,44.0,-1382.0,5.15,-161.64,125.65,-44.7,308.88,2481.04,-2172.16,0.07,,50.0,11.34,OpenDART,0.0,5.0,True,,,,,,,,,,,2025.0,11011.0,5.0,OpenDART,108.15,6.76,1.96,7,,62.87,OpenDART,2025.0,CFS,11011,의약품 제조업,의약품 제조업,2026-07-10,4.55,0,0,0,0,0,10,5,5,20,D,45
010170.KQ,010170,대한광통신,19591,중견기업부,"광섬유, 광케이블",KOSDAQ,주권,KRX,12600.0,8086.05,55.82391897156214,29100.0,-56.70103092783505,34.72222222217721,daily_close,NXT 미확인,2026-07-10 22:42 KST,,,,,3.83,,18.57,-52.05,228.6,-8.71,,,-,1394.0,-214.0,-280.0,-15.35,-20.09,-122.2,-130.89,97.78,1523.64,-1425.86,,,,,,,,,,,,,,,,,,,,,,,,18.57,-52.05,1,,,OpenDART,2025.0,CFS,11011,절연선 및 케이블 제조업,절연선 및 케이블 제조업,2026-07-10,4.55,0,0,0,0,0,0,3,3,6,D,46
131970.KQ,131970,두산테스나,19307,우량기업부,반도체 테스트,KOSDAQ,주권,KRX,100100.0,81010.0,23.564991976299222,190100.0,-47.343503419253025,22.135416666662636,nxt_web_latest,NXT 체결가,2026-07-10 22:32 KST,,,-95.9,238.23,8.73,51.0,4.89,0.34,61.02,-18.55,-102.37,-83.42,2839 -> 1903 -> 78,3039.0,-9.0,15.0,-0.3,0.49,1472.18,1224.2,1095.47,2666.99,-1571.52,0.16,194.3,160.0,30.78,OpenDART,0.0,5.0,False,,,,,,,,,,-83.42,2025.0,11011.0,5.0,OpenDART,51.0,4.89,0.34,1,,,,,,,"그외 기타 전문, 과학 및 기술 서비스업","그외 기타 전문, 과학 및 기술 서비스업",2026-07-10,4.55,0,0,0,0,0,0,1,3,4,D,47
032820.KQ,032820,우리기술,19236,벤처기업부,"시스템사업, 정보통신사업",KOSDAQ,주권,KRX,11210.0,11510.6,-2.6115059162858616,29300.0,-61.74061433447099,35.17034068131339,daily_close,NXT 미확인,2026-07-10 22:42 KST,,,-84.85,398.75,6.61,62.13,13.01,0.67,172.08,22.16,-1016.67,,33 -> 5,871.0,-55.0,-41.0,-6.31,-4.71,-188.48,-655.92,94.76,2140.61,-2045.85,,,,,,,,,,,,,,,,,,,,,,,126.38,9.88,2.12,2,,,OpenDART,2025.0,CFS,11011,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업","전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업",2026-07-10,4.55,0,0,0,0,0,0,5,1,6,D,48
