yf_symbol,symbol,name,market_cap,listing_department,products,krx_market,security_group,krx_source,price,ma20,ma60,ma120,ma200,diff,peak,peak_diff,rsi,return_20d,return_60d,price_source,price_basis,price_time,after_market_price,after_market_change_pct,eps_growth,hist_per_avg,foreign_supply,per,pbr,roe,debt_ratio,revenue_growth,operating_growth,eps_cagr,eps3y,revenue,operating_income,net_income,operating_margin,net_margin,operating_cashflow,free_cashflow,cash,total_debt,net_cash,dividend_yield,payout_ratio,dividend_per_share,dividend_total,dividend_source,dividend_growth_3y,dividend_consecutive_years,dividend_cut_flag,dividend_history_years,dividend_history_source,analyst_buy_ratio,analyst_opinion_score,analyst_opinion_count,consensus_revision,target_mean,target_high,target_low,target_upside,earnings_surprise_pct,finnhub_source,consensus_source,cashflow_status,financial_currency,fundamental_refreshed_at,dart_year,dart_fs_div,dart_report_code,dart_source,dividend_year,dividend_report_code,peer_group_count,peer_per_count,peer_pbr_count,peer_roe_count,peg,cagr,peer_per_avg,peer_pbr_avg,peer_roe_avg,peer_per_gap,peer_pbr_gap,sector,industry,data_date,us_10y_bond,score_per,score_pbr,score_roe,score_peg,score_cagr,score_eps3y,score_rsi,score_peak_diff,score,grade,rank
007390.KQ,007390,네이처셀,14175,중견기업부,닥터쥬크르,KOSDAQ,주권,KRX,22150.0,23855.0,24987.666666666668,22546.833333333332,22736.0,-2.5774102744546097,37800.0,-41.4021164021164,39.93710691820383,1.37,8.58,nxt_web_latest,NXT 체결가,2026-07-31 22:16 KST,,,,1126.55,6.85,,23.19,-4.45,18.57,-35.91,-700.0,,-,207.0,-36.0,-28.0,-17.39,-13.53,1.57,-164.33,167.67,117.02,50.65,,,,,,,,,,,,,,,,,,,,,,,KRW,2026-07-29,2025.0,CFS,11011.0,OpenDART,,,8,2,7,7,,,,9.81,-23.48,,136.39,기초 의약물질 제조업,기초 의약물질 제조업,2026-07-31,4.7,0,0,0,0,0,0,5,5,10,D,51
096530.KQ,096530,씨젠,14048,우량기업부,"호흡기성 병원체 검사제품, 성감염증원인균 검사제품",KOSDAQ,주권,KRX,26900.0,27682.5,28548.333333333332,26480.0,25934.0,3.724839978406725,35150.0,-23.470839260312946,41.86046511623364,-7.08,9.8,nxt_web_latest,NXT 체결가,2026-07-31 22:16 KST,,,7007.69,906.71,18.3,20.01,1.12,4.81,21.66,14.46,,,13 -> 924,4742.0,346.0,484.0,7.3,10.21,1493.34,1088.69,2255.72,2199.82,55.9,3.72,95.5,1000.0,461.18,OpenDART,7.72,5.0,True,5.0,OpenDART,,4.0,,,44500.0,,,65.43,,,Naver/FnGuide,,KRW,2026-07-30,2025.0,CFS,11011.0,OpenDART,2025.0,11011.0,3,1,2,2,0.0,,,,,,,의료용품 및 기타 의약 관련제품 제조업,의료용품 및 기타 의약 관련제품 제조업,2026-07-31,4.7,4,8,0,0,0,10,5,5,32,D,52
290650.KQ,290650,엘앤씨바이오,13997,우량기업부,"인체조직(피부, 뼈, 연골)",KOSDAQ,주권,KRX,51600.0,65920.0,73071.66666666667,76071.66666666667,69148.5,-25.37799084578841,118300.0,-56.38207945900253,24.384236453193566,-41.16,-17.83,nxt_web_latest,NXT 체결가,2026-07-31 22:16 KST,,,192.78,8.73,22.55,,6.3,-57.68,118.98,18.75,12.82,,2132 -> 6242,855.0,44.0,-1382.0,5.15,-161.64,125.65,-44.7,308.88,2481.04,-2172.16,0.1,,50.0,11.34,OpenDART,0.0,5.0,True,5.0,OpenDART,,,,,,,,,,,,,KRW,2026-07-31,2025.0,CFS,11011,OpenDART,2025.0,11011,7,6,6,6,,,23.54,3.58,9.66,,75.98,의약품 제조업,의약품 제조업,2026-07-31,4.7,0,0,0,0,0,10,1,3,14,D,53
060370.KQ,060370,LS마린솔루션,13764,우량기업부,해저케이블등의 건설 및 유지보수 업무,KOSDAQ,주권,KRX,26100.0,27180.0,31035.0,31140.416666666668,29987.5,-12.963734889537307,50100.0,-47.90419161676647,43.42431761783583,-8.1,-47.33,nxt_web_latest,NXT 체결가,2026-07-31 22:16 KST,,,-51.36,69.69,2.14,94.96,1.99,2.0,17.67,87.41,-43.55,-28.93,390 -> 405 -> 197,2442.0,70.0,84.0,2.87,3.44,199.34,-565.57,735.64,1109.64,-374.0,,97.5,,81.43,OpenDART,,0.0,False,0.0,OpenDART,,4.0,,,44000.0,,,68.58,,,Naver/FnGuide,,KRW,2026-07-29,2025.0,CFS,11011.0,OpenDART,2025.0,11011.0,1,0,0,0,,-28.93,,,,,,전기 및 통신 공사업,전기 및 통신 공사업,2026-07-31,4.7,0,3,0,0,0,0,5,3,11,D,54
010170.KQ,010170,대한광통신,13262,중견기업부,"광섬유, 광케이블",KOSDAQ,주권,KRX,8530.0,10178.0,16543.0,12876.5,8660.345,-1.5050786083002392,29100.0,-70.6872852233677,31.68316831679175,-28.68,-51.81,daily_close,NXT 미확인,2026-07-31 22:23 KST,,,,,4.97,,13.06,-52.05,228.6,-8.71,,,-,1394.0,-214.0,-280.0,-15.35,-20.09,-122.2,-130.89,97.78,1523.64,-1425.86,,,,,,,,,,,,,,,,,,,,,,,KRW,2026-07-27,2025.0,CFS,11011.0,OpenDART,,,1,0,0,0,,,,,,,,절연선 및 케이블 제조업,절연선 및 케이블 제조업,2026-07-31,4.7,0,0,0,0,0,0,3,1,4,D,55
0009K0.KQ,0009K0,에임드바이오,13128,기술성장기업부,ADC 기반 항암제,KOSDAQ,주권,KRX,20050.0,21764.5,28474.833333333332,40857.833333333336,,,72500.0,-72.34482758620689,39.16913946584283,-21.53,-57.07,nxt_web_latest,NXT 체결가,2026-07-31 22:16 KST,,,,626.65,2.36,294.2,6.84,5.13,3.32,300.85,,,-,473.0,208.0,50.0,43.97,10.57,178.6,174.97,1064.08,63.97,1000.11,,,,,,,,,,,,,,,,,,,,,,,KRW,2026-07-31,2025.0,CFS,11011,OpenDART,,,8,1,7,7,,,,21.34,-31.49,,-67.95,자연과학 및 공학 연구개발업,자연과학 및 공학 연구개발업,2026-07-31,4.7,0,0,6,0,0,0,5,1,12,D,56
420770.KQ,420770,기가비스,13119,우량기업부,반도체 기판용 광학검사 및 수리장비,KOSDAQ,주권,KRX,105700.0,136170.0,137126.66666666666,107119.16666666667,78945.75,33.88941139960036,192200.0,-45.00520291363163,25.71656050955127,-39.53,-3.47,nxt_web_latest,NXT 체결가,2026-07-31 22:16 KST,,,353.16,47.97,7.03,46.0,5.3,7.42,13.4,100.77,,-33.36,2745 -> 269 -> 1219,524.0,121.0,155.0,23.09,29.58,256.54,210.21,397.82,282.74,115.08,0.76,65.63,800.0,101.41,OpenDART,0.0,3.0,False,3.0,OpenDART,,4.0,,,203333.0,,,92.37,,,Naver/FnGuide,,KRW,2026-07-30,2025.0,CFS,11011.0,OpenDART,2025.0,11011.0,21,16,20,20,0.13,-33.36,26.98,5.48,7.54,70.5,-3.28,특수 목적용 기계 제조업,특수 목적용 기계 제조업,2026-07-31,4.7,0,0,6,20,0,10,3,3,42,C,57
083650.KQ,083650,비에이치아이,12470,우량기업부,"보일러,열교환기등",KOSDAQ,주권,KRX,40350.0,44155.0,62100.0,77400.0,67631.0,-40.33801067557777,109500.0,-63.15068493150685,38.24817518246611,-26.9,-59.32,nxt_web_latest,NXT 체결가,2026-07-31 22:16 KST,,,232.86,26.53,13.54,16.0,6.82,44.36,367.65,91.28,244.75,180.92,267 -> 633 -> 2107,7741.0,755.0,652.0,9.75,8.42,1122.98,938.15,599.51,6531.11,-5931.6,,,,,,,,,,,,4.0,,,110000.0,,,172.61,,,Naver/FnGuide,,KRW,2026-07-31,2025.0,CFS,11011,OpenDART,,,2,1,1,1,0.07,180.92,,,,,,일반 목적용 기계 제조업,일반 목적용 기계 제조업,2026-07-31,4.7,8,0,20,20,15,10,5,1,79,A,58
082920.KQ,082920,비츠로셀,12413,우량기업부,리튬1차전지,KOSDAQ,주권,KRX,27350.0,30127.5,43056.666666666664,38579.166666666664,29878.93,-8.46392424360578,64100.0,-57.33229329173167,42.49999999997521,-25.78,-52.43,nxt_web_latest,NXT 체결가,2026-07-31 22:16 KST,,,10.56,11.12,31.49,18.0,4.05,18.56,12.21,15.32,33.53,23.31,826 -> 1136 -> 1256,2431.0,693.0,569.0,28.51,23.41,635.86,521.59,243.75,403.47,-159.72,0.95,20.5,260.0,116.83,OpenDART,9.14,5.0,True,5.0,OpenDART,,4.0,,,50333.0,,,84.03,,,Naver/FnGuide,,KRW,2026-07-27,2025.0,CFS,11011.0,OpenDART,2025.0,11011.0,2,1,1,1,1.7,23.31,,,,,,일차전지 및 이차전지 제조업,일차전지 및 이차전지 제조업,2026-07-31,4.7,8,0,16,5,12,5,5,3,54,C,59
131970.KQ,131970,두산테스나,12388,우량기업부,반도체 테스트,KOSDAQ,주권,KRX,65400.0,84225.0,125951.66666666667,106705.83333333333,83611.0,-21.78062695099927,190100.0,-65.59705418200947,31.431535269704966,-35.25,-50.49,nxt_web_latest,NXT 체결가,2026-07-31 22:16 KST,,,-95.9,238.23,15.77,24.0,2.25,0.34,61.02,-18.55,-102.37,-83.42,2839 -> 1903 -> 78,3039.0,-9.0,15.0,-0.3,0.49,1472.18,1224.2,1095.47,2666.99,-1571.52,0.24,194.3,160.0,30.78,OpenDART,0.0,5.0,False,5.0,OpenDART,,3.86,,,185714.0,,,183.97,,,Naver/FnGuide,,KRW,2026-07-30,2025.0,OFS,11011.0,OpenDART,2025.0,11011.0,1,0,0,0,,-83.42,,,,,,"그외 기타 전문, 과학 및 기술 서비스업","그외 기타 전문, 과학 및 기술 서비스업",2026-07-31,4.7,4,3,0,0,0,0,3,1,11,D,60
437730.KQ,437730,삼현,11937,기술성장기업부,"스마트 액추에이터, 스마트 파워유닛",KOSDAQ,주권,KRX,37000.0,32685.0,43315.0,47914.166666666664,46591.0,-20.585520808739886,73200.0,-49.45355191256831,54.28226779250278,5.41,-30.84,nxt_web_latest,NXT 체결가,2026-07-31 22:16 KST,,,19.27,100.86,1.56,221.47,9.39,8.46,53.4,-5.38,-85.45,-5.72,369 -> 275 -> 328,950.0,8.0,97.0,0.84,10.21,0.95,-529.71,208.0,703.51,-495.51,,16.24,,15.73,OpenDART,,0.0,False,1.0,OpenDART,,,,,,,,,,,,,KRW,2026-07-31,2025.0,CFS,11011,OpenDART,2025.0,11011,1,0,0,0,11.49,-5.72,,,,,,자동차 신품 부품 제조업,자동차 신품 부품 제조업,2026-07-31,4.7,0,0,6,0,0,8,5,3,22,D,61
030530.KQ,030530,원익홀딩스,11801,중견기업부,가스캐비닛,KOSDAQ,주권,KRX,15280.0,16808.5,23349.333333333332,27868.833333333332,29607.5,-48.39145486785443,48700.0,-68.62422997946612,40.090344438138835,-17.58,-55.84,daily_close,NXT 미확인,2026-07-31 22:23 KST,,,,137.36,6.04,59.68,1.14,2.78,51.37,-3.49,-101.31,,-,6230.0,-4.0,504.0,-0.06,8.09,1180.86,-266.1,1009.31,6684.79,-5675.48,,,,,,,,,,,,,,,,,,,,,,,KRW,2026-07-28,2025.0,CFS,11011.0,OpenDART,,,2,1,1,1,,,,,,,,기초 화학물질 제조업,기초 화학물질 제조업,2026-07-31,4.7,0,8,0,0,0,0,5,1,14,D,62
039200.KQ,039200,오스코텍,11496,벤처기업부,신약연구개발,KOSDAQ,주권,KRX,30050.0,30757.5,37790.0,45141.25,46467.5,-35.331145424221226,62000.0,-51.532258064516135,46.710526315746456,-14.14,-41.54,nxt_web_latest,NXT 체결가,2026-07-31 22:16 KST,,,5847.83,547.23,13.63,20.08,6.23,33.87,23.02,193.53,,,23 -> 1368,998.0,521.0,544.0,52.2,54.51,83.02,,151.92,430.06,-278.14,,,,,,,,,,,,4.0,,,75000.0,,,149.58,,,Naver/FnGuide,,KRW,2026-07-29,2025.0,CFS,11011.0,OpenDART,,,7,5,6,6,0.0,,27.0,3.58,7.59,-25.63,74.02,의약품 제조업,의약품 제조업,2026-07-31,4.7,4,0,20,0,0,10,5,3,42,C,63
218410.KQ,218410,RFHIC,11347,우량기업부,GaN 트랜지스터,KOSDAQ,주권,KRX,42200.0,46732.5,72019.16666666667,74315.41666666667,57710.0,-26.875758100849072,112500.0,-62.488888888888894,40.67460317459187,-24.91,-56.94,nxt_web_latest,NXT 체결가,2026-07-31 22:16 KST,,,11.66,23.8,28.03,20.0,2.57,8.84,37.77,61.71,1960.0,28.82,652 -> 969 -> 1082,1858.0,309.0,355.0,16.63,19.11,223.86,183.1,283.22,1298.55,-1015.33,0.95,29.9,400.0,101.41,OpenDART,58.74,4.0,False,4.0,OpenDART,,4.0,,,125250.0,,,196.8,,,Naver/FnGuide,,KRW,2026-07-30,2025.0,CFS,11014.0,OpenDART,2025.0,11011.0,1,0,0,0,1.72,28.82,,,,,,통신 및 방송 장비 제조업,통신 및 방송 장비 제조업,2026-07-31,4.7,4,3,6,5,15,5,5,1,44,C,64
183300.KQ,183300,코미코,11176,우량기업부,반도체 부품 세정 및 코팅,KOSDAQ,주권,KRX,54400.0,68535.0,85322.18333333333,73273.73333333334,64252.165,-15.333592261054552,139200.0,-60.91954022988506,23.67941712203404,-31.05,-25.93,daily_close,NXT 미확인,2026-07-31 22:23 KST,,,-10.74,15.48,24.94,26.95,4.58,18.52,178.59,19.13,-1.33,24.61,1563 -> 2719 -> 2427,6041.0,1110.0,772.0,18.37,12.78,382.21,-1815.01,991.19,6604.31,-5613.12,2.57,28.3,1400.0,141.14,OpenDART,11.87,5.0,True,5.0,OpenDART,,4.0,,,170932.0,,,214.21,,,Naver/FnGuide,,KRW,2026-07-27,2025.0,CFS,11011.0,OpenDART,2025.0,11011.0,21,16,20,20,,24.61,27.5,5.48,6.8,-2.0,-16.42,특수 목적용 기계 제조업,특수 목적용 기계 제조업,2026-07-31,4.7,0,0,16,0,12,0,1,1,30,D,65
078600.KQ,078600,대주전자재료,11134,우량기업부,"전도성페이스트,태양전지 페이스트,고분자재료,PIG,이차전지용음극재료",KOSDAQ,주권,KRX,70800.0,75795.0,110553.33333333333,113675.83333333333,96664.5,-26.756979035737004,182800.0,-61.2691466083151,41.008403361334885,-19.18,-55.05,nxt_web_latest,NXT 체결가,2026-07-31 22:16 KST,,,-43.95,667.76,17.08,116.1,4.51,8.6,155.9,16.1,-29.59,444.67,45 -> 2382 -> 1335,2546.0,207.0,209.0,8.13,8.21,109.49,-128.37,870.95,4023.25,-3152.3,0.14,6.7,100.0,15.14,OpenDART,0.0,2.0,False,4.0,OpenDART,,4.0,,,191500.0,,,170.48,,,Naver/FnGuide,,KRW,2026-07-27,2025.0,CFS,11011.0,OpenDART,2025.0,11011.0,9,6,8,8,,444.67,12.79,3.28,6.37,807.74,37.5,전자부품 제조업,전자부품 제조업,2026-07-31,4.7,0,0,6,0,15,0,5,1,27,D,66
950160.KQ,950160,코오롱티슈진,11046,외국기업(소속부없음),골관절염 치료제,KOSDAQ,주식예탁증권,KRX,13000.0,53267.0,88065.66666666667,94712.0,83396.7,-84.41185322680633,138800.0,-90.63400576368876,7.91429820725719,-85.07,-87.6,daily_close,NXT 미확인,2026-07-31 22:23 KST,,,,,5.29,,9.81,-183.43,561.65,1.96,,,-,52.0,-223.0,-1926.0,-428.85,-3703.85,-0.17,-1.0,0.47,2.51,-2.04,,,,,,,,,,,,3.0,,,280000.0,,,2053.85,,,Naver/FnGuide,외화 공시 환산 필요,USD,2026-07-28,2025.0,OFS,11011.0,OpenDART,,,8,2,7,7,,,,12.67,-9.41,,-22.57,기초 의약물질 제조업,기초 의약물질 제조업,2026-07-31,4.7,0,0,0,0,0,0,1,1,2,D,67
003380.KQ,003380,하림지주,10752,우량기업부,지주사업,KOSDAQ,주권,KRX,9600.0,9706.0,10645.0,12759.75,11414.9,-15.899394650851079,19610.0,-51.04538500764916,41.16279069754041,-3.9,-28.89,daily_close,NXT 미확인,2026-07-31 22:23 KST,,,772.77,17.26,9.09,4.19,0.28,7.29,170.94,7.67,15.92,148.93,331 -> 235 -> 2051,132149.0,8874.0,5138.0,6.72,3.89,11410.68,6803.36,14593.4,107306.95,-92713.55,1.25,,120.0,,OpenDART,0.0,3.0,False,3.0,OpenDART,,4.0,,,16500.0,,,71.88,,,Naver/FnGuide,,KRW,2026-07-31,2025.0,CFS,11011,OpenDART,2025.0,11011,2,1,1,1,0.01,148.93,,,,,,기타 금융업,기타 금융업,2026-07-31,4.7,15,10,6,20,15,10,5,3,84,A,68
043260.KQ,043260,성호전자,10718,우량기업부,"전원공급장치,필름콘덴서",KOSDAQ,주권,KRX,14940.0,17979.5,32289.0,35550.666666666664,23779.715,-37.17334291012319,53200.0,-71.9172932330827,33.78317588841777,-31.78,-65.62,daily_close,NXT 미확인,2026-07-31 22:23 KST,,,871.74,6.42,5.05,2.24,1.6,46.27,128.77,11.72,20.63,101.28,331 -> 138 -> 1341,2316.0,76.0,910.0,3.28,39.29,200.87,152.61,295.71,3270.79,-2975.08,,,,,,,,,,,,4.5,,,85000.0,,,468.94,,,Naver/FnGuide,,KRW,2026-07-29,2025.0,CFS,11011.0,OpenDART,,,9,6,8,8,0.0,101.28,16.79,3.7,4.42,-86.66,-56.76,전자부품 제조업,전자부품 제조업,2026-07-31,4.7,15,6,20,0,15,10,3,1,70,A,69
166090.KQ,166090,하나머티리얼즈,10403,우량기업부,"실리콘부품, 세라믹부품, 특수가스",KOSDAQ,주권,KRX,53400.0,52717.5,63524.166666666664,63635.416666666664,56382.5,-5.289761894204762,81100.0,-34.1553637484587,45.06493506491868,-4.98,-32.75,nxt_web_latest,NXT 체결가,2026-07-31 22:16 KST,,,20.8,21.83,22.06,18.02,1.81,9.39,47.86,8.7,15.44,5.86,1731 -> 1606 -> 1940,2735.0,501.0,384.0,18.32,14.04,685.43,482.22,394.97,2219.26,-1824.29,0.56,15.1,300.0,57.87,OpenDART,-20.63,5.0,True,5.0,OpenDART,,4.0,,,94500.0,,,76.97,,,Naver/FnGuide,,KRW,2026-07-29,2025.0,CFS,11011.0,OpenDART,2025.0,11011.0,5,2,4,4,0.87,5.86,,4.78,2.98,,-62.13,반도체 제조업,반도체 제조업,2026-07-31,4.7,4,3,6,16,4,8,5,5,51,C,70
195940.KQ,195940,HK이노엔,10227,우량기업부,"전문의약품, 숙취해소음료",KOSDAQ,주권,KRX,36400.0,38667.5,42160.833333333336,47023.333333333336,48309.75,-24.652890979564166,57600.0,-36.80555555555556,34.83870967738788,-11.65,-30.0,nxt_web_latest,NXT 체결가,2026-07-31 22:16 KST,,,22.91,20.56,13.38,11.0,0.76,5.87,57.85,18.52,25.74,26.83,1661 -> 2174 -> 2672,10632.0,1109.0,757.0,10.43,7.12,1620.1,756.77,914.06,7685.33,-6771.27,1.13,15.3,410.0,116.15,OpenDART,8.61,5.0,False,5.0,OpenDART,,4.0,,,63231.0,,,73.71,,,Naver/FnGuide,,KRW,2026-07-31,2025.0,OFS,11011,OpenDART,2025.0,11011,7,5,6,6,0.48,26.83,27.0,5.16,9.66,-59.26,-85.27,의약품 제조업,의약품 제조업,2026-07-31,4.7,12,10,6,20,15,8,3,5,79,A,71
127120.KQ,127120,제이에스링크,10060,벤처기업부,"유전체분석(EGIS), 개인유전체분석(DNAGPS)",KOSDAQ,주권,KRX,28850.0,34512.5,36186.666666666664,37302.083333333336,30186.95,-4.42890056796066,48900.0,-41.00204498977505,30.314960629904547,-20.19,-34.58,nxt_web_latest,NXT 체결가,2026-07-31 22:16 KST,,,,,2.71,,11.17,-35.13,79.37,21.38,,,-,193.0,-125.0,-164.0,-64.77,-84.97,-93.87,-534.7,404.31,544.44,-140.13,,,,,,,,,,,,,,,,,,,,,,,KRW,2026-07-31,2025.0,CFS,11011,OpenDART,,,8,2,7,7,,,,21.34,-18.83,,-47.66,자연과학 및 공학 연구개발업,자연과학 및 공학 연구개발업,2026-07-31,4.7,0,0,0,0,0,0,3,5,8,D,72
475830.KQ,475830,오름테라퓨틱,9686,기술성장기업부,항체약물접합체(ADC) 단백질 분해제(TPD) 연구 개발,KOSDAQ,주권,KRX,44200.0,45657.5,59870.833333333336,82477.08333333333,80708.25,-45.234842782491256,143700.0,-69.24147529575505,44.90049751242218,-16.76,-52.93,nxt_web_latest,NXT 체결가,2026-07-31 22:16 KST,,,,,7.31,,8.36,-33.22,29.37,,,,-,0.24,-518.0,-420.0,-215662.5,-174870.83,-359.89,,40.65,384.37,-343.72,,,,,,,,,,,,,,,,,,,,,,,KRW,2026-07-28,2025.0,CFS,11011.0,OpenDART,,,8,2,7,7,,,,12.67,-9.41,,-34.02,기초 의약물질 제조업,기초 의약물질 제조업,2026-07-31,4.7,0,0,0,0,0,0,5,1,6,D,73
323280.KQ,323280,태성,9543,중견기업부,PCB 자동화 설비,KOSDAQ,주권,KRX,31250.0,33737.5,49419.166666666664,58542.916666666664,51344.0,-39.13602368339046,89700.0,-65.16164994425864,40.40150564615895,-17.55,-58.66,nxt_web_latest,NXT 체결가,2026-07-31 22:16 KST,,,,103.42,4.83,,6.97,-3.0,34.71,-35.98,-141.67,,-,379.0,-25.0,-25.0,-6.6,-6.6,-97.49,-498.39,491.19,444.52,46.67,,,,,,,,,,,,,,,,,,,,,,,KRW,2026-07-28,2025.0,CFS,11011.0,OpenDART,,,21,17,20,20,,,27.0,5.36,8.16,,30.04,특수 목적용 기계 제조업,특수 목적용 기계 제조업,2026-07-31,4.7,0,0,0,0,0,0,5,1,6,D,74
491000.KQ,491000,리브스메드,9458,기술성장기업부,"다관절 다자유도 복강경 수술기구인 ArtiSential, ArtiSeal, ArtiStapler, LivsCam, Stark",KOSDAQ,주권,KRX,37450.0,36382.5,45764.166666666664,60190.416666666664,,,91300.0,-58.98138006571742,42.569659442706005,10.8,-46.35,daily_close,NXT 미확인,2026-07-31 22:23 KST,,,,,5.01,,5.35,-20.75,11.65,88.93,,,-,512.0,-226.0,-229.0,-44.14,-44.73,-347.4,-424.63,114.02,210.64,-96.62,,,,,,,,,,,,4.0,,,120000.0,,,220.43,,,Naver/FnGuide,,KRW,2026-07-31,2025.0,CFS,11011,OpenDART,,,3,2,2,2,,,,,,,,의료용 기기 제조업,의료용 기기 제조업,2026-07-31,4.7,0,0,0,0,0,0,5,3,8,D,75
458870.KQ,458870,씨어스,9039,기술성장기업부,심전도검사솔루션 입원환자모니터링솔루션,KOSDAQ,주권,KRX,23700.0,29770.0,32857.5,41449.51666666667,39867.89,-40.55366361249617,63034.0,-62.40124377320176,20.481927710829538,-37.96,-51.43,nxt_web_latest,NXT 체결가,2026-07-31 22:16 KST,,,,102.08,5.27,14.0,16.07,52.78,36.81,495.06,,,-,482.0,163.0,160.0,33.82,33.2,20.86,4.54,110.96,145.84,-34.88,,,,,,,,,,,,4.0,,,64250.0,,,171.1,,,Naver/FnGuide,,KRW,2026-07-29,2025.0,CFS,11011.0,OpenDART,,,3,1,2,2,,,,,,,,의료용 기기 제조업,의료용 기기 제조업,2026-07-31,4.7,8,0,20,0,0,0,1,1,30,D,76
031330.KQ,031330,에스에이엠티,9009,우량기업부,"반도체(메모리,비메모리), CPU, TFT-LCD, 네트웍 장비, PC 및 주변기기, 이동통신수탁사업",KOSDAQ,주권,KRX,9010.0,10270.5,12752.833333333334,9153.5,7033.875,28.094400312772123,18860.0,-52.226935312831394,33.679354094524626,-15.16,21.92,daily_close,NXT 미확인,2026-07-31 22:23 KST,,,39.34,6.2,9.3,2.95,1.22,16.55,183.14,30.01,68.99,51.79,329 -> 544 -> 758,37566.0,1139.0,758.0,3.03,2.02,-145.95,-149.31,494.19,4980.88,-4486.69,2.55,29.6,230.0,224.35,OpenDART,0.0,5.0,True,5.0,OpenDART,,,,,,,,,,,,,KRW,2026-07-31,2025.0,CFS,11014,OpenDART,2025.0,11011,3,2,2,2,0.07,51.79,,,,,,기계장비 및 관련 물품 도매업,기계장비 및 관련 물품 도매업,2026-07-31,4.7,15,6,16,20,15,10,3,3,88,S,77
101490.KQ,101490,에스앤에스텍,8715,우량기업부,블랭크마스크,KOSDAQ,주권,KRX,40450.0,42610.0,59796.666666666664,75499.16666666667,67703.0,-40.2537553727309,105100.0,-61.512844909609896,40.46961325965286,-16.94,-59.55,nxt_web_latest,NXT 체결가,2026-07-31 22:16 KST,,,91.27,24.46,15.57,14.58,2.68,21.24,29.18,38.47,70.85,50.19,1205 -> 1421 -> 2718,2437.0,504.0,581.0,20.68,23.84,468.82,-175.92,800.1,887.84,-87.74,0.49,7.2,200.0,41.66,OpenDART,10.06,5.0,False,5.0,OpenDART,,,,,,,,,,,,,KRW,2026-07-27,2025.0,CFS,11011.0,OpenDART,2025.0,11011.0,9,6,8,8,0.16,50.19,15.0,3.7,4.42,-2.8,-27.57,전자부품 제조업,전자부품 제조업,2026-07-31,4.7,8,3,20,20,15,10,5,1,82,A,78
293490.KQ,293490,카카오게임즈,8507,중견기업부,"모바일, PC게임 퍼블리싱",KOSDAQ,주권,KRX,7970.0,7810.0,8939.0,11197.416666666666,12998.7,-38.68617630993869,23500.0,-66.08510638297872,43.728813559114506,1.92,-32.57,daily_close,NXT 미확인,2026-07-31 22:23 KST,,,,,4.7,,0.62,-7.93,123.44,-25.86,-307.33,,-,4650.0,-396.0,-1431.0,-8.52,-30.77,-442.67,-554.17,4921.59,14788.0,-9866.41,,,,,,,,,,,,3.5,,,13000.0,,,63.11,,,Naver/FnGuide,,KRW,2026-07-27,2025.0,CFS,11011.0,OpenDART,,,3,2,2,2,,,,,,,,소프트웨어 개발 및 공급업,소프트웨어 개발 및 공급업,2026-07-31,4.7,0,10,0,0,0,0,5,1,16,D,79
241710.KQ,241710,코스메카코리아,8415,우량기업부,"화장품 OEM, ODM",KOSDAQ,주권,KRX,78100.0,82285.0,76258.33333333333,79715.0,76203.5,2.488730832573307,103000.0,-24.174757281553397,46.082089552226776,-7.35,-1.64,nxt_web_latest,NXT 체결가,2026-07-31 22:16 KST,,,6.16,15.61,22.12,13.0,3.5,19.29,87.91,22.24,38.25,42.68,2090 -> 4008 -> 4255,6409.0,835.0,578.0,13.03,9.02,550.35,-64.17,688.52,2955.89,-2267.37,0.5,6.83,,39.52,OpenDART,,0.0,False,0.0,OpenDART,,4.0,,,117500.0,,,50.45,,,Naver/FnGuide,,KRW,2026-07-28,2025.0,CFS,11011.0,OpenDART,2025.0,11011.0,3,2,2,2,2.11,42.68,,,,,,기타 화학제품 제조업,기타 화학제품 제조업,2026-07-31,4.7,8,0,16,0,15,5,5,5,54,C,80
036540.KQ,036540,SFA반도체,8009,중견기업부,"반도체패키지(SOP,DIP,QFP)",KOSDAQ,주권,KRX,4870.0,5149.5,6769.0,7003.416666666667,6075.45,-19.841328625863103,11010.0,-55.76748410535877,44.968553458987515,-5.07,-43.5,daily_close,NXT 미확인,2026-07-31 22:23 KST,,,,23.78,5.68,,1.8,-3.93,16.21,-8.26,,,-,3674.0,-196.0,-191.0,-5.33,-5.2,54.56,-166.04,226.3,766.27,-539.97,,,,,,,,,,,,4.0,,,11000.0,,,125.87,,,Naver/FnGuide,,KRW,2026-07-27,2025.0,CFS,11011.0,OpenDART,,,5,3,4,4,,,16.76,4.78,9.64,,-62.34,반도체 제조업,반도체 제조업,2026-07-31,4.7,0,6,0,0,0,0,5,3,14,D,81
