yf_symbol,symbol,name,market_cap,listing_department,products,krx_market,security_group,krx_source,price,ma20,ma60,ma120,ma200,diff,peak,peak_diff,rsi,return_20d,return_60d,price_source,price_basis,price_time,after_market_price,after_market_change_pct,eps_growth,hist_per_avg,foreign_supply,per,pbr,roe,debt_ratio,revenue_growth,operating_growth,eps_cagr,eps3y,revenue,operating_income,net_income,operating_margin,net_margin,operating_cashflow,free_cashflow,cash,total_debt,net_cash,dividend_yield,payout_ratio,dividend_per_share,dividend_total,dividend_source,dividend_growth_3y,dividend_consecutive_years,dividend_cut_flag,dividend_history_years,dividend_history_source,analyst_buy_ratio,analyst_opinion_score,analyst_opinion_count,consensus_revision,target_mean,target_high,target_low,target_upside,earnings_surprise_pct,finnhub_source,consensus_source,cashflow_status,financial_currency,fundamental_refreshed_at,dart_year,dart_fs_div,dart_report_code,dart_source,dividend_year,dividend_report_code,peer_group_count,peer_per_count,peer_pbr_count,peer_roe_count,peg,cagr,peer_per_avg,peer_pbr_avg,peer_roe_avg,peer_per_gap,peer_pbr_gap,sector,industry,data_date,us_10y_bond,score_per,score_pbr,score_roe,score_peg,score_cagr,score_eps3y,score_rsi,score_peak_diff,score,grade,rank
095340.KQ,095340,ISC,27471,우량기업부,반도체테스트소켓,KOSDAQ,주권,KRX,127800.0,140465.0,185265.0,199243.33333333334,158737.5,-19.489723600283487,271000.0,-52.84132841328413,40.80068143100024,-17.07,-48.36,nxt_web_latest,NXT 체결가,2026-07-31 22:16 KST,,,2.68,60.46,31.34,26.0,4.18,10.6,15.85,26.19,34.15,91.78,720 -> 2579 -> 2648,2202.0,601.0,563.0,27.29,25.57,417.12,353.78,798.71,851.6,-52.89,0.67,31.0,850.0,173.95,OpenDART,12.31,5.0,True,5.0,OpenDART,,4.0,,,242600.0,,,89.83,,,Naver/FnGuide,,KRW,2026-07-29,2025.0,CFS,11011.0,OpenDART,2025.0,11011.0,3,2,2,2,9.7,91.78,,,,,,기계장비 및 관련 물품 도매업,기계장비 및 관련 물품 도매업,2026-07-31,4.7,0,0,12,0,15,2,5,3,37,D,21
108490.KQ,108490,로보티즈,26946,기술성장기업부,"솔루션(로봇 엑츄에이터 모듈과 구동 소프트웨어), 에듀테인먼트 로봇, 로봇 플랫폼",KOSDAQ,주권,KRX,182900.0,200555.0,269126.6666666667,269030.0,258681.0,-29.29515503651215,405000.0,-54.839506172839506,42.52622377622117,-19.43,-41.66,nxt_web_latest,NXT 체결가,2026-07-31 22:16 KST,,,,691.83,5.82,388.0,6.51,2.49,1.79,29.67,,,-,389.0,33.0,53.0,8.48,13.62,70.75,46.35,310.38,56.29,254.09,,,,,,,,,,,,4.0,,,398000.0,,,117.61,,,Naver/FnGuide,,KRW,2026-07-30,2025.0,CFS,11011.0,OpenDART,,,21,16,20,20,,,26.98,5.36,8.16,1338.1,21.46,특수 목적용 기계 제조업,특수 목적용 기계 제조업,2026-07-31,4.7,0,0,0,0,0,0,5,3,8,D,22
214150.KQ,214150,클래시스,26844,우량기업부,미용의료기기,KOSDAQ,주권,KRX,40900.0,44772.5,46665.0,52209.583333333336,53382.75,-23.383489985060717,75600.0,-45.8994708994709,30.188679245260232,-14.61,-27.35,nxt_web_latest,NXT 체결가,2026-07-31 22:16 KST,,,32.76,30.47,70.93,15.0,5.0,26.21,27.73,38.66,39.38,32.57,1146 -> 1517 -> 2014,3368.0,1706.0,1320.0,50.65,39.19,1639.36,1446.82,375.21,1529.75,-1154.54,2.44,49.4,1000.0,651.53,OpenDART,105.04,5.0,False,5.0,OpenDART,,4.0,,,72563.0,,,77.42,,,Naver/FnGuide,,KRW,2026-07-29,2025.0,CFS,11011.0,OpenDART,2025.0,11011.0,3,1,2,2,0.46,32.57,,,,,,의료용 기기 제조업,의료용 기기 제조업,2026-07-31,4.7,8,0,20,20,15,10,3,3,79,A,23
084370.KQ,084370,유진테크,25734,우량기업부,실리콘질화막증착용LP-CVD,KOSDAQ,주권,KRX,111500.0,132325.0,145530.0,135146.66666666666,115088.0,-3.1176143472820796,206500.0,-46.00484261501211,31.8119891008144,-36.39,-15.53,nxt_web_latest,NXT 체결가,2026-07-31 22:16 KST,,,-32.89,30.03,36.58,28.0,5.3,9.81,18.16,3.61,-15.52,31.84,1066 -> 2761 -> 1853,3503.0,517.0,445.0,14.76,12.7,664.77,452.3,549.25,892.21,-342.96,0.21,12.3,230.0,52.02,OpenDART,-5.2,5.0,True,5.0,OpenDART,,4.0,,,156667.0,,,40.51,,,Naver/FnGuide,,KRW,2026-07-27,2025.0,CFS,11011.0,OpenDART,2025.0,11011.0,21,16,20,20,,31.84,26.98,5.48,6.8,3.78,-3.28,특수 목적용 기계 제조업,특수 목적용 기계 제조업,2026-07-31,4.7,0,0,6,0,15,0,3,3,27,D,24
095610.KQ,095610,테스,25168,우량기업부,반도체장비(화학증착장비),KOSDAQ,주권,KRX,130000.0,157250.0,147930.0,110052.5,84488.5,53.867094338282726,217500.0,-40.229885057471265,38.03311590566717,-26.88,49.94,nxt_web_latest,NXT 체결가,2026-07-31 22:16 KST,,,33.69,92.12,8.68,27.0,6.15,15.76,24.43,46.23,50.13,504.31,79 -> 2158 -> 2885,3511.0,578.0,569.0,16.46,16.21,655.21,361.46,525.24,853.69,-328.45,0.65,26.4,850.0,150.74,OpenDART,19.35,5.0,True,5.0,OpenDART,,4.0,,,196250.0,,,50.96,,,Naver/FnGuide,,KRW,2026-07-27,2025.0,CFS,11014.0,OpenDART,2025.0,11011.0,21,16,20,20,0.8,504.31,27.48,5.36,6.8,-1.75,14.74,특수 목적용 기계 제조업,특수 목적용 기계 제조업,2026-07-31,4.7,0,0,16,16,15,10,5,5,67,B,25
319400.KQ,319400,현대무벡스,23723,우량기업부,"물류자동화, IT서비스",KOSDAQ,주권,KRX,21300.0,21191.0,30062.833333333332,30018.5,24506.1,-13.082865082571274,46350.0,-54.0453074433657,45.939192003305166,-9.75,-34.36,daily_close,NXT 미확인,2026-07-31 22:23 KST,,,-56.77,99.75,1.63,231.67,14.79,6.79,76.81,15.38,-26.02,65.83,36 -> 229 -> 99,3939.0,182.0,113.0,4.62,2.87,-14.32,-43.28,361.19,1231.33,-870.14,0.23,48.8,50.0,55.07,OpenDART,18.56,5.0,False,5.0,OpenDART,,,,,,,,,,,,,KRW,2026-07-28,2025.0,CFS,11011.0,OpenDART,2025.0,11011.0,2,1,1,1,,65.83,,,,,,일반 목적용 기계 제조업,일반 목적용 기계 제조업,2026-07-31,4.7,0,0,6,0,15,0,5,3,29,D,26
347850.KQ,347850,디앤디파마텍,23102,기술성장기업부,대사성질환 치료제 등,KOSDAQ,주권,KRX,50400.0,67822.5,78609.16666666667,79087.08333333333,79934.27,-36.9481950607668,111200.0,-54.67625899280576,22.705314009656718,-41.87,-32.71,daily_close,NXT 미확인,2026-07-31 22:23 KST,,,,,5.78,,34.67,-31.49,23.5,-62.28,,,-,43.0,-340.0,-240.0,-790.7,-558.14,-211.39,-212.03,328.84,185.6,143.24,,,,,,,,,,,,,,,,,,,,,,,KRW,2026-07-27,2025.0,CFS,11011.0,OpenDART,,,8,2,7,7,,,,14.49,-18.83,,139.27,자연과학 및 공학 연구개발업,자연과학 및 공학 연구개발업,2026-07-31,4.7,0,0,0,0,0,0,1,3,4,D,27
080220.KQ,080220,제주반도체,22422,우량기업부,"모바일용 LP DDR SDRAM, CRAM, SRAM",KOSDAQ,주권,KRX,65100.0,75825.0,89361.66666666667,66795.41666666667,49434.4,31.68967358762319,134000.0,-51.417910447761194,38.52772466538681,-27.42,14.81,daily_close,NXT 미확인,2026-07-31 22:23 KST,,,102.29,22.3,0.58,16.76,6.08,19.21,47.94,86.2,273.96,53.63,486 -> 567 -> 1147,3022.0,359.0,395.0,11.88,13.07,255.55,228.3,772.3,1088.84,-316.54,,,,,,,,,,,,,,,,,,,,,,,KRW,2026-07-29,2025.0,CFS,11011.0,OpenDART,,,5,2,4,4,0.16,53.63,,2.65,2.73,,129.43,반도체 제조업,반도체 제조업,2026-07-31,4.7,8,0,16,20,15,10,5,3,77,A,28
257720.KQ,257720,실리콘투,22263,우량기업부,화장품 유통,KOSDAQ,주권,KRX,33950.0,36085.0,36469.166666666664,39178.333333333336,41033.75,-17.263228440003655,61800.0,-45.06472491909385,40.10840108398041,-2.86,-21.77,nxt_web_latest,NXT 체결가,2026-07-31 22:16 KST,,,31.11,14.49,7.11,11.0,5.11,46.89,55.09,61.43,49.27,103.34,631 -> 1990 -> 2609,11163.0,2054.0,1686.0,18.4,15.1,-26.02,-80.12,1202.03,2495.92,-1293.89,0.9,11.9,306.0,200.28,OpenDART,,1.0,False,1.0,OpenDART,,4.0,,,55500.0,,,63.48,,,Naver/FnGuide,,KRW,2026-07-27,2025.0,CFS,11014.0,OpenDART,2025.0,11011.0,1,0,0,0,0.35,103.34,,,,,,상품 종합 도매업,상품 종합 도매업,2026-07-31,4.7,12,0,20,20,15,10,5,3,85,S,29
031980.KQ,031980,피에스케이홀딩스,21088,우량기업부,"Descum, Reflow",KOSDAQ,주권,KRX,98500.0,121095.0,124861.66666666667,112611.66666666667,87959.75,11.983037696219009,166500.0,-40.84084084084084,36.70360110802969,-29.99,-25.38,nxt_web_latest,NXT 체결가,2026-07-31 22:16 KST,,,-4.32,11.02,7.37,12.0,3.26,19.55,15.5,-3.57,-17.06,46.54,1980 -> 4444 -> 4252,2078.0,734.0,917.0,35.32,44.13,814.17,792.28,1827.79,785.01,1042.78,1.1,25.4,1080.0,232.87,OpenDART,39.25,1.0,False,4.0,OpenDART,,4.0,,,191600.0,,,94.52,,,Naver/FnGuide,,KRW,2026-07-30,2025.0,CFS,11011.0,OpenDART,2025.0,11011.0,21,16,20,20,,46.54,27.5,5.48,6.8,-56.36,-40.51,특수 목적용 기계 제조업,특수 목적용 기계 제조업,2026-07-31,4.7,12,0,16,0,15,0,5,5,53,C,30
178320.KQ,178320,서진시스템,21004,중견기업부,"통신장비부품,휴대폰부품(메탈케이스 등)",KOSDAQ,주권,KRX,33000.0,39415.0,58147.5,51537.916666666664,41581.0,-20.63682932108415,80800.0,-59.15841584158416,34.81481481480449,-36.29,-46.17,daily_close,NXT 미확인,2026-07-31 22:23 KST,,,,15.93,16.48,,2.0,-12.63,212.62,-12.15,-98.99,,-,10663.0,11.0,-1024.0,0.1,-9.6,-397.57,-3355.74,320.69,15686.76,-15366.07,,,,,,,,,,,,4.0,,,72250.0,,,118.94,,,Naver/FnGuide,,KRW,2026-07-30,2025.0,CFS,11011.0,OpenDART,,,1,0,0,0,,,,,,,,기타 전기장비 제조업,기타 전기장비 제조업,2026-07-31,4.7,0,3,0,0,0,0,3,3,9,D,31
058610.KQ,058610,에스피지,20979,우량기업부,소형 Geared Motor,KOSDAQ,주권,KRX,93100.0,73540.0,95186.66666666667,109746.66666666667,91906.5,1.2986023839445522,158100.0,-41.11321948134092,60.25896414341789,25.81,-27.94,nxt_web_latest,NXT 체결가,2026-07-31 22:16 KST,,,-30.29,103.2,4.08,221.55,7.86,3.57,66.09,-12.05,45.53,-8.86,496 -> 591 -> 412,3417.0,179.0,91.0,5.24,2.66,283.71,232.87,420.24,1704.88,-1284.64,0.4,60.7,,55.44,OpenDART,-15.66,0.0,True,4.0,OpenDART,,4.0,,,130000.0,,,39.63,,,Naver/FnGuide,,KRW,2026-07-31,2025.0,CFS,11011,OpenDART,2025.0,11011,2,1,1,1,,-8.86,,,,,,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업","전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업",2026-07-31,4.7,0,0,0,0,0,0,3,5,8,D,32
263750.KQ,263750,펄어비스,20864,우량기업부,게임 개발 서비스(검은사막 및 붉은사막),KOSDAQ,주권,KRX,33450.0,34555.0,40158.333333333336,48356.666666666664,44457.75,-24.760024967525347,72000.0,-53.541666666666664,37.29372937290284,-10.8,-42.82,nxt_web_latest,NXT 체결가,2026-07-31 22:16 KST,,,296.2,96.6,8.3,6.0,2.25,-1.05,43.8,6.78,,,237 -> 939,3656.0,-148.0,-84.0,-4.05,-2.3,239.34,194.65,1338.75,3499.96,-2161.21,,,,,,,,,,,,3.89,,,69111.0,,,106.61,,,Naver/FnGuide,,KRW,2026-07-27,2025.0,CFS,11011.0,OpenDART,,,3,1,2,2,0.02,,,,,,,소프트웨어 개발 및 공급업,소프트웨어 개발 및 공급업,2026-07-31,4.7,15,3,0,20,0,10,5,3,56,B,33
131290.KQ,131290,티에스이,20640,우량기업부,"Probe Card, Test Interface Board, OLED Test Equipment, Test Socket",KOSDAQ,주권,KRX,186600.0,230555.0,223646.66666666666,170105.83333333334,125288.5,48.93625512317571,284500.0,-34.41124780316345,33.41336534613659,-24.15,11.2,nxt_web_latest,NXT 체결가,2026-07-31 22:16 KST,,,-10.0,1517.12,11.16,15.0,4.58,10.42,30.88,23.21,23.31,1672.52,11 -> 3840 -> 3456,4289.0,492.0,400.0,11.47,9.33,485.7,-22.4,758.17,1434.62,-676.45,0.24,12.4,450.0,49.78,OpenDART,-3.45,2.0,True,4.0,OpenDART,,4.0,,,336667.0,,,80.42,,,Naver/FnGuide,,KRW,2026-07-28,2025.0,CFS,11011.0,OpenDART,2025.0,11011.0,2,1,1,1,,1672.52,,,,,,"측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외","측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외",2026-07-31,4.7,8,0,12,0,15,0,3,5,43,C,34
310210.KQ,310210,보로노이,20453,기술성장기업부,표적치료제,KOSDAQ,주권,KRX,109400.0,140990.0,200470.0,245918.33333333334,230910.5,-52.622336359758435,363500.0,-69.90371389270976,22.86555446515878,-39.22,-62.53,nxt_web_latest,NXT 체결가,2026-07-31 22:16 KST,,,,,8.29,,21.34,-50.18,64.97,-23.47,,,-,75.0,-544.0,-427.0,-725.33,-569.33,-720.95,-737.78,357.37,674.39,-317.02,,,,,,,,,,,,4.0,,,450000.0,,,311.33,,,Naver/FnGuide,,KRW,2026-07-29,2025.0,CFS,11011.0,OpenDART,,,8,2,7,7,,,,14.49,-18.83,,47.27,자연과학 및 공학 연구개발업,자연과학 및 공학 연구개발업,2026-07-31,4.7,0,0,0,0,0,0,1,1,2,D,35
226950.KQ,226950,올릭스,19967,기술성장기업부,siRNA 신약 개발,KOSDAQ,주권,KRX,94900.0,117700.0,139333.33333333334,154187.5,142955.0,-33.61547340072051,207000.0,-54.15458937198068,36.26692456479199,-39.48,-45.52,nxt_web_latest,NXT 체결가,2026-07-31 22:16 KST,,,,,7.69,,14.49,-18.83,30.18,157.89,,,-,147.0,-300.0,-157.0,-204.08,-106.8,-159.0,-160.1,63.59,452.87,-389.28,,,,,,,,,,,,,,,,,,,,,,,KRW,2026-07-29,2025.0,CFS,11011.0,OpenDART,,,8,2,7,7,,,,21.34,-31.49,,-32.1,자연과학 및 공학 연구개발업,자연과학 및 공학 연구개발업,2026-07-31,4.7,0,0,0,0,0,0,5,3,8,D,36
005290.KQ,005290,동진쎄미켐,19954,우량기업부,"반도체,LCD용재료(감광제,봉지제),발포제",KOSDAQ,주권,KRX,38850.0,42807.5,52693.333333333336,52288.333333333336,47281.0,-17.831687147056957,66000.0,-41.13636363636364,38.3720930232402,-23.37,-34.04,nxt_web_latest,NXT 체결가,2026-07-31 22:16 KST,,,-35.98,13.86,13.87,16.83,1.92,9.52,82.11,7.31,-1.71,-11.78,2476 -> 3010 -> 1927,11941.0,1724.0,941.0,14.44,7.88,1469.19,937.43,3261.37,8654.98,-5393.61,1.67,33.71,650.0,334.0,OpenDART,71.0,5.0,True,5.0,OpenDART,,,,,,,,,,,,,KRW,2026-07-27,2025.0,CFS,11014.0,OpenDART,2025.0,11011.0,2,1,1,1,,-11.78,,,,,,기초 화학물질 제조업,기초 화학물질 제조업,2026-07-31,4.7,8,3,6,0,0,0,5,5,27,D,37
067310.KQ,067310,하나마이크론,19747,중견기업부,"반도체패키징,IOT",KOSDAQ,주권,KRX,29700.0,35132.5,42929.166666666664,38517.083333333336,33753.25,-12.0084732581307,56800.0,-47.7112676056338,33.10924369746341,-30.12,-29.37,daily_close,NXT 미확인,2026-07-31 22:23 KST,,,,44.79,21.94,10.0,3.49,9.89,209.16,22.68,19.57,,-,15344.0,1277.0,656.0,8.32,4.28,1749.19,118.91,955.88,13651.63,-12695.75,0.24,12.19,70.0,46.46,OpenDART,11.87,4.0,False,4.0,OpenDART,,4.0,,,62000.0,,,108.75,,,Naver/FnGuide,,KRW,2026-07-30,2025.0,CFS,11011.0,OpenDART,2025.0,11011.0,5,2,4,4,,,,3.94,2.73,,-11.42,반도체 제조업,반도체 제조업,2026-07-31,4.7,12,0,6,0,0,0,3,3,24,D,38
357780.KQ,357780,솔브레인,19640,우량기업부,반도체 및 디스플레이 관련 화학재료 제조ㆍ판매 등,KOSDAQ,주권,KRX,251500.0,284275.0,357091.6666666667,391166.6666666667,348730.0,-27.881168812548392,501000.0,-49.800399201596804,33.70165745856093,-17.13,-45.15,nxt_web_latest,NXT 체결가,2026-07-31 22:16 KST,,,-33.25,18.26,30.17,13.0,1.78,7.66,30.15,6.95,-20.43,-22.12,16759 -> 15226 -> 10164,9234.0,1336.0,840.0,14.47,9.1,1469.22,268.78,2476.57,3351.74,-875.17,0.93,22.77,2350.0,179.98,OpenDART,6.42,2.0,False,4.0,OpenDART,,4.0,,,521556.0,,,107.38,,,Naver/FnGuide,,KRW,2026-07-31,2025.0,CFS,11011,OpenDART,2025.0,11011,3,2,2,2,,-22.12,,,,,,기타 화학제품 제조업,기타 화학제품 제조업,2026-07-31,4.7,8,6,6,0,0,0,3,3,26,D,39
098460.KQ,098460,고영,18585,우량기업부,전자제품및반도체생산용 3차원 납도포검사장비,KOSDAQ,주권,KRX,27250.0,26262.5,32243.333333333332,31640.833333333332,28181.35,-3.30484522565455,43500.0,-37.35632183908046,47.102803738293105,-8.09,-30.04,daily_close,NXT 미확인,2026-07-31 22:23 KST,,,-29.74,61.63,24.32,31.0,4.38,4.48,22.43,14.86,424.24,-17.9,319 -> 306 -> 215,2326.0,173.0,148.0,7.44,6.36,180.9,46.06,383.51,751.7,-368.19,0.51,62.8,140.0,92.63,OpenDART,0.0,5.0,False,5.0,OpenDART,,4.0,,,46750.0,,,71.56,,,Naver/FnGuide,,KRW,2026-07-29,2025.0,CFS,11011.0,OpenDART,2025.0,11011.0,21,16,20,20,,-17.9,26.98,5.48,8.16,14.9,-20.07,특수 목적용 기계 제조업,특수 목적용 기계 제조업,2026-07-31,4.7,0,0,0,0,0,0,5,5,10,D,40
064760.KQ,064760,티씨케이,18501,우량기업부,반도체 제조공정용 고순도 흑연제품,KOSDAQ,주권,KRX,165400.0,205625.0,254925.0,248533.33333333334,214571.0,-22.915957888065023,348500.0,-52.53945480631277,29.58870472682372,-34.1,-44.59,nxt_web_latest,NXT 체결가,2026-07-31 22:16 KST,,,-2.77,18.81,68.16,17.0,3.52,13.5,9.3,9.29,3.97,6.91,5246 -> 6167 -> 5996,3013.0,839.0,699.0,27.85,23.2,541.11,495.32,362.27,483.14,-45.27,0.86,22.9,1430.0,159.87,OpenDART,-5.6,5.0,True,5.0,OpenDART,,4.0,,,385000.0,,,132.77,,,Naver/FnGuide,,KRW,2026-07-28,2025.0,OFS,11011.0,OpenDART,2025.0,11011.0,2,1,1,1,,6.91,,,,,,기타 비금속 광물제품 제조업,기타 비금속 광물제품 제조업,2026-07-31,4.7,8,0,12,0,4,0,3,3,30,D,41
237690.KQ,237690,에스티팜,18475,우량기업부,원료의약품,KOSDAQ,주권,KRX,89200.0,114285.0,124775.0,137449.16666666666,128315.5,-30.48384645658553,168700.0,-47.12507409602845,22.706065318813103,-31.23,-42.0,nxt_web_latest,NXT 체결가,2026-07-31 22:16 KST,,,52.02,53.05,11.57,27.0,3.09,10.03,31.97,21.15,98.19,61.23,1041 -> 1780 -> 2706,3317.0,549.0,546.0,16.55,16.46,139.89,-332.97,305.46,1895.63,-1590.17,0.56,18.3,500.0,100.76,OpenDART,0.0,5.0,False,5.0,OpenDART,,4.0,,,200583.0,,,124.87,,,Naver/FnGuide,,KRW,2026-07-29,2025.0,CFS,11011.0,OpenDART,2025.0,11011.0,7,5,6,6,0.52,61.23,20.08,5.16,7.59,34.46,-40.12,의약품 제조업,의약품 제조업,2026-07-31,4.7,0,0,12,20,15,10,1,3,61,B,42
140410.KQ,140410,메지온,18057,투자주의환기종목(소속부없음),"발기부전증치료제, 전립선비대증치료제",KOSDAQ,주권,KRX,59000.0,55105.0,63323.333333333336,86419.16666666667,85475.0,-30.973968996782688,172700.0,-65.83671105964099,52.6086956521579,-2.8,-35.31,daily_close,NXT 미확인,2026-07-31 22:23 KST,,,,,25.26,,118.82,-110.43,470.09,-8.14,,,-,79.0,-168.0,-349.0,-212.66,-441.77,-165.88,-298.6,255.74,808.3,-552.56,,,,,,,,,,,,,,,,,,,,,,,KRW,2026-07-27,2025.0,CFS,11011.0,OpenDART,,,8,2,7,7,,,,14.49,-18.83,,720.01,자연과학 및 공학 연구개발업,자연과학 및 공학 연구개발업,2026-07-31,4.7,0,0,0,0,0,0,5,1,6,D,43
140860.KQ,140860,파크시스템스,17856,우량기업부,연구용 및 산업용 원자현미경,KOSDAQ,주권,KRX,252000.0,257125.0,266591.6666666667,265812.5,253862.5,-0.733664877640455,339500.0,-25.773195876288657,45.42586750788242,-5.08,-19.49,nxt_web_latest,NXT 체결가,2026-07-31 22:16 KST,,,-19.61,42.01,38.18,32.0,6.88,16.69,55.44,17.42,9.61,18.19,3530 -> 6134 -> 4931,2056.0,422.0,345.0,20.53,16.78,244.79,-298.32,750.6,1248.03,-497.43,0.2,10.1,500.0,34.76,OpenDART,7.72,5.0,False,5.0,OpenDART,,4.0,,,361125.0,,,43.3,,,Naver/FnGuide,,KRW,2026-07-30,2025.0,CFS,11011.0,OpenDART,2025.0,11011.0,2,1,1,1,,18.19,,,,,,"측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외","측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외",2026-07-31,4.7,0,0,16,0,12,0,5,5,38,D,44
068760.KQ,068760,셀트리온제약,17849,우량기업부,고덱스 캡슐 외,KOSDAQ,주권,KRX,40450.0,39950.0,44036.666666666664,53108.333333333336,56383.005,-28.25852400027277,93832.0,-56.89103930428851,46.26168224293012,-1.58,-27.25,nxt_web_latest,NXT 체결가,2026-07-31 22:16 KST,,,76.47,119.93,5.05,44.52,4.08,9.3,74.2,12.26,50.81,34.91,478 -> 493 -> 870,5364.0,561.0,388.0,10.46,7.23,864.3,685.07,498.72,3234.77,-2736.05,0.49,,200.0,86.85,OpenDART,,1.0,False,1.0,OpenDART,,,,,,,,,,,,,KRW,2026-07-31,2025.0,OFS,11011,OpenDART,2025.0,11011,7,5,6,6,0.58,34.91,20.08,4.66,7.95,121.71,-12.45,의약품 제조업,의약품 제조업,2026-07-31,4.7,0,0,6,20,15,10,5,3,59,B,45
089970.KQ,089970,브이엠,17244,우량기업부,300mm Poly Etch System,KOSDAQ,주권,KRX,65700.0,86350.0,79235.0,61088.75,47061.1,39.60574657200958,119700.0,-45.11278195488722,32.75705186532794,-33.97,17.53,nxt_web_latest,NXT 체결가,2026-07-31 22:16 KST,,,,29.68,11.31,19.0,8.0,17.34,40.37,105.41,,,-,1444.0,247.0,261.0,17.11,18.07,183.11,93.34,1305.19,715.3,589.89,,,,,,,0.0,False,1.0,OpenDART,,4.0,,,123333.0,,,87.72,,,Naver/FnGuide,,KRW,2026-07-28,2025.0,CFS,11011.0,OpenDART,,,21,16,20,20,,,27.5,5.36,6.8,-30.91,49.25,특수 목적용 기계 제조업,특수 목적용 기계 제조업,2026-07-31,4.7,4,0,16,0,0,0,3,3,26,D,46
041510.KQ,041510,에스엠,15659,우량기업부,"음반(CD,MC),연예 대리",KOSDAQ,주권,KRX,68800.0,72090.0,78051.66666666667,88605.0,98397.5,-30.079524378160016,153000.0,-55.032679738562095,35.275080906132885,-12.47,-28.93,nxt_web_latest,NXT 체결가,2026-07-31 22:16 KST,,,1844.22,43.74,32.41,12.0,1.52,41.65,47.76,18.71,109.62,103.18,3664 -> 778 -> 15126,11749.0,1830.0,3594.0,15.58,30.59,1948.61,1529.18,3646.12,6489.65,-2843.53,2.35,10.7,1620.0,370.89,OpenDART,10.52,5.0,True,5.0,OpenDART,,4.0,,,118167.0,,,71.75,,,Naver/FnGuide,,KRW,2026-07-30,2025.0,CFS,11011.0,OpenDART,2025.0,11011.0,3,2,2,2,0.01,103.18,,,,,,오디오물 출판 및 원판 녹음업,오디오물 출판 및 원판 녹음업,2026-07-31,4.7,12,6,20,20,15,10,5,3,91,S,47
032820.KQ,032820,우리기술,15495,벤처기업부,"시스템사업, 정보통신사업",KOSDAQ,주권,KRX,9030.0,10011.0,13668.666666666666,16726.083333333332,11900.175,-24.11876295936824,29300.0,-69.18088737201366,38.379530916787076,-19.73,-58.1,daily_close,NXT 미확인,2026-07-31 22:23 KST,,,-84.85,398.75,6.9,44.7,9.36,0.67,172.08,22.16,-1016.67,,33 -> 5,871.0,-55.0,-41.0,-6.31,-4.71,-137.75,-490.76,52.61,1965.39,-1912.78,,,,,,,,,,,,,,,,,,,,,,,KRW,2026-07-31,2025.0,CFS,11014,OpenDART,,,2,1,1,1,,,,,,,,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업","전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업",2026-07-31,4.7,0,0,0,0,0,0,5,1,6,D,48
089030.KQ,089030,테크윙,15358,중견기업부,"반도체테스트핸들러,C.O.K(Change Over Kit)",KOSDAQ,주권,KRX,41450.0,43857.5,51434.166666666664,52482.5,52136.75,-20.497537725308923,71100.0,-41.70182841068917,47.38527214512992,-12.64,-32.38,daily_close,NXT 미확인,2026-07-31 22:23 KST,,,,181.67,15.11,259.35,5.58,4.63,198.75,-14.23,-32.48,,-,1591.0,158.0,90.0,9.93,5.66,-160.89,-486.2,421.68,4215.8,-3794.12,0.31,49.4,130.0,46.46,OpenDART,0.0,5.0,True,5.0,OpenDART,,,,,,,,,,,,,KRW,2026-07-30,2025.0,CFS,11011.0,OpenDART,2025.0,11011.0,21,16,20,20,,,26.98,5.36,8.16,861.27,4.1,특수 목적용 기계 제조업,특수 목적용 기계 제조업,2026-07-31,4.7,0,0,0,0,0,0,5,5,10,D,49
035900.KQ,035900,JYP Ent.,15350,우량기업부,오디오물 출판 및 원판 녹음 관련 제품,KOSDAQ,주권,KRX,43150.0,47477.5,53295.833333333336,59112.083333333336,64062.25,-32.64363958493497,85100.0,-49.29494712103408,29.50819672128891,-22.25,-30.96,nxt_web_latest,NXT 체결가,2026-07-31 22:16 KST,,,64.27,25.19,18.69,12.0,2.29,29.21,36.19,36.57,20.97,23.33,2971 -> 2751 -> 4519,8219.0,1552.0,1606.0,18.88,19.54,1243.33,1018.25,2944.72,2261.42,683.3,2.03,18.1,877.0,290.58,OpenDART,64.23,2.0,False,2.0,OpenDART,,4.0,,,78722.0,,,82.44,,,Naver/FnGuide,,KRW,2026-07-31,2025.0,CFS,11011,OpenDART,2025.0,11011,3,2,2,2,0.19,23.33,,,,,,오디오물 출판 및 원판 녹음업,오디오물 출판 및 원판 녹음업,2026-07-31,4.7,12,3,20,20,12,10,3,3,83,A,50
