yf_symbol,symbol,name,market_cap,listing_department,products,krx_market,security_group,krx_source,price,ma20,ma60,ma120,ma200,diff,peak,peak_diff,rsi,return_20d,return_60d,price_source,price_basis,price_time,after_market_price,after_market_change_pct,eps_growth,hist_per_avg,foreign_supply,per,pbr,roe,debt_ratio,revenue_growth,operating_growth,eps_cagr,eps3y,revenue,operating_income,net_income,operating_margin,net_margin,operating_cashflow,free_cashflow,cash,total_debt,net_cash,dividend_yield,payout_ratio,dividend_per_share,dividend_total,dividend_source,dividend_growth_3y,dividend_consecutive_years,dividend_cut_flag,dividend_history_years,dividend_history_source,analyst_buy_ratio,analyst_opinion_score,analyst_opinion_count,consensus_revision,target_mean,target_high,target_low,target_upside,earnings_surprise_pct,finnhub_source,consensus_source,cashflow_status,financial_currency,fundamental_refreshed_at,dart_year,dart_fs_div,dart_report_code,dart_source,peg,dividend_year,dividend_report_code,peer_group_count,peer_per_count,peer_pbr_count,peer_roe_count,cagr,peer_per_avg,peer_pbr_avg,peer_roe_avg,peer_per_gap,peer_pbr_gap,sector,industry,data_date,us_10y_bond,score_per,score_pbr,score_roe,score_peg,score_cagr,score_eps3y,score_rsi,score_peak_diff,score,grade,rank
005930.KS,005930,삼성전자,14001837,,"통신 및 방송 장비 제조(무선) 제품, 반도체 제조(메모리) 제품, 전자부품 제조(디스플레이) 제품, 영상 및 음향기기 제조(영상기기) 제품 등",KOSPI,주권,KRX,233500.0,259050.0,295441.6666666667,245970.0,193909.5,20.416998651432756,362500.0,-35.58620689655172,46.83544303797191,-24.56,-12.22,nxt_web_latest,NXT 체결가,2026-08-03 23:02 KST,,,32.61,21.95,46.71,5.0,3.53,10.85,29.94,10.88,33.23,75.51,2131 -> 4950 -> 6564,3336059.0,436010.0,452068.0,13.07,13.55,853151.48,331619.99,578563.78,1306217.73,-727653.95,0.71,25.1,1668.0,111079.06,OpenDART,4.92,5.0,False,5.0,OpenDART,,4.04,,,513958.0,,,120.11,,,Naver/FnGuide,,KRW,2026-07-27,2025.0,CFS,11011.0,OpenDART,0.15,2025.0,11011.0,2,1,1,1,75.51,,,,,,통신 및 방송 장비 제조업,통신 및 방송 장비 제조업,2026-08-03,4.69,15,0,12,20,15,10,5,5,82,A,1
000660.KS,000660,SK하이닉스,11446815,,"반도체,컴퓨터,통신기기 제조,도매",KOSPI,주권,KRX,1521000.0,1857500.0,2105800.0,1560733.3333333333,1181007.5,28.78834385048359,2919000.0,-47.89311408016444,42.979797979797674,-37.28,-5.0,nxt_web_latest,NXT 체결가,2026-08-03 23:02 KST,,,116.89,8.72,52.39,5.0,6.68,44.15,45.95,46.76,101.16,,27182 -> 58955,971467.0,472063.0,429479.0,48.59,44.21,533731.26,247937.83,149237.66,554409.08,-405171.42,0.2,4.9,3000.0,20951.33,OpenDART,35.72,5.0,True,5.0,OpenDART,,4.0,,,3632609.0,,,138.83,,,Naver/FnGuide,,KRW,2026-07-28,2025.0,CFS,11011.0,OpenDART,0.04,2025.0,11011.0,1,0,0,0,,,,,,,반도체 제조업,반도체 제조업,2026-08-03,4.69,15,0,20,20,0,10,5,3,73,A,2
005935.KS,005935,삼성전자우,1428220,,,KOSPI,주권,KRX,178000.0,180830.0,195601.66666666666,166222.5,134720.5,32.125400365942824,235000.0,-24.25531914893617,50.34744156664115,-14.42,-5.97,daily_close,NXT 미확인,2026-08-03 23:06 KST,,,32.61,21.95,46.7,4.0,2.48,10.85,29.94,10.88,33.23,75.51,2131 -> 4950 -> 6564,3336059.0,436010.0,452068.0,13.07,13.55,,,,,,,,,,,,,,,,,4.04,,,493542.0,,,177.27,,,Naver/FnGuide,,,2026-08-03,,,,,0.12,,,3,2,2,2,75.51,,,,,,,,2026-08-03,4.69,15,3,12,20,15,10,5,5,85,S,3
402340.KS,402340,SK스퀘어,1352573,,지주회사,KOSPI,주권,KRX,989000.0,1176250.0,1312033.3333333333,962675.0,712425.0,38.821630347054075,1970000.0,-49.796954314720814,44.3708609271518,-37.76,-9.18,nxt_web_latest,NXT 체결가,2026-08-03 23:02 KST,,,143.06,4.22,46.16,3.0,3.75,37.82,9.01,77.76,124.39,,27346 -> 66468,104556.0,87974.0,88187.0,84.14,84.34,3872.02,3485.68,13107.18,25213.83,-12106.65,,,,,,,,,,,,4.0,,,1900000.0,,,92.11,,,Naver/FnGuide,,KRW,2026-08-03,2025.0,CFS,11011,OpenDART,0.02,,,18,17,17,16,,8.0,0.87,8.82,-62.5,331.03,기타 금융업,기타 금융업,2026-08-03,4.69,15,0,20,20,0,10,5,3,73,A,4
009150.KS,009150,삼성전기,882132,,"수동소자 (MLCC, Inductor, Chip Resistor 등), 모듈(카메라모듈, 통신모듈), 반도체패키지 기판",KOSPI,주권,KRX,1153000.0,1332250.0,1558500.0,1030645.8333333334,718036.0,60.5769070074481,2270000.0,-49.207048458149785,46.0410557184746,-42.03,26.43,nxt_web_latest,NXT 체결가,2026-08-03 23:02 KST,,,3.96,23.43,39.39,64.0,8.58,7.7,48.98,9.91,24.26,29.21,5450 -> 8752 -> 9099,113145.0,9133.0,7310.0,8.07,6.46,14900.91,2437.67,27012.06,47985.51,-20973.45,0.2,25.2,2350.0,1776.79,OpenDART,3.82,5.0,True,5.0,OpenDART,,4.0,,,2503333.0,,,117.11,,,Naver/FnGuide,,KRW,2026-07-28,2025.0,CFS,11011.0,OpenDART,16.16,2025.0,11011.0,6,5,5,5,29.21,23.0,5.43,6.14,178.26,58.01,전자부품 제조업,전자부품 제조업,2026-08-03,4.69,0,0,6,0,15,2,5,3,31,D,5
005380.KS,005380,현대차,804698,,"자동차(승용차,버스,트럭,특장차),자동차부품,자동차전착도료 제조,차량정비사업",KOSPI,주권,KRX,384000.0,418800.0,550750.0,533383.3333333334,447037.5,-14.101166009562958,750000.0,-48.8,38.616071428569015,-21.95,-30.18,nxt_web_latest,NXT 체결가,2026-08-03 23:02 KST,,,-23.26,5.89,24.96,10.0,0.8,8.41,188.95,6.29,-19.46,-9.97,43589 -> 46042 -> 35331,1862545.0,114679.0,103648.0,6.16,5.56,-59912.7,-170611.26,183605.66,2411966.12,-2228360.46,2.6,27.7,10000.0,26182.63,OpenDART,12.62,5.0,True,5.0,OpenDART,,4.0,,,724000.0,,,88.54,,,Naver/FnGuide,,KRW,2026-07-28,2025.0,CFS,11011.0,OpenDART,,2025.0,11011.0,2,1,1,1,-9.97,,,,,,자동차용 엔진 및 자동차 제조업,자동차용 엔진 및 자동차 제조업,2026-08-03,4.69,12,10,6,0,0,0,5,3,36,D,6
373220.KS,373220,LG에너지솔루션,739440,,"2차전지 (소형,ESS,자동차전지)",KOSPI,주권,KRX,313000.0,325275.0,378391.6666666667,393154.1666666667,404777.5,-22.67356757724923,514000.0,-39.10505836575876,46.153846153842174,-13.66,-35.06,nxt_web_latest,NXT 체결가,2026-08-03 23:02 KST,,,,80.86,5.57,-205.0,3.46,-5.19,129.0,-7.6,133.94,,-,236718.0,13461.0,808.0,5.69,0.34,44322.77,-65663.98,37793.07,378262.77,-340469.7,,,,,,,,,,,,3.95,,,547318.0,,,74.86,,,Naver/FnGuide,,KRW,2026-07-31,2025.0,CFS,11011.0,OpenDART,,,,3,2,2,2,,,,,,,일차전지 및 이차전지 제조업,일차전지 및 이차전지 제조업,2026-08-03,4.69,0,0,0,0,0,0,5,5,10,D,7
207940.KS,207940,삼성바이오로직스,658720,,바이오의약품,KOSPI,주권,KRX,1413000.0,1423700.0,1390866.6666666667,1499125.0,1598357.425,-11.596744389009238,1965000.0,-28.091603053435115,51.972555746139406,-0.56,-4.53,nxt_web_latest,NXT 체결가,2026-08-03 23:02 KST,,,74.57,82.79,12.93,38.0,9.04,19.44,48.44,30.31,56.59,48.49,12051 -> 15221 -> 26572,45570.0,20692.0,17844.0,45.41,39.16,22478.07,7727.33,1488.51,36096.31,-34607.8,,,,,,,,,,,,4.0,,,2010909.0,,,42.31,,,Naver/FnGuide,,KRW,2026-07-28,2025.0,CFS,11011.0,OpenDART,0.51,,,2,1,1,1,48.49,,,,,,기초 의약물질 제조업,기초 의약물질 제조업,2026-08-03,4.69,0,0,16,20,15,10,5,5,71,A,8
105560.KS,105560,KB금융,601195,,-,KOSPI,주권,KRX,167900.0,173440.0,162781.66666666666,158679.16666666666,145298.0,15.555616732508362,186200.0,-9.828141783029002,35.06261180678908,-1.29,5.66,nxt_web_latest,NXT 체결가,2026-08-03 23:02 KST,,,18.98,6.51,79.2,9.0,1.01,9.98,1211.73,-4.52,5.87,15.41,11349 -> 12705 -> 15116,812307.0,85177.0,58407.0,10.49,7.19,42263.78,34879.06,290205.64,7370930.44,-7080724.8,2.6,27.0,4367.0,15777.74,OpenDART,14.1,1.0,False,4.0,OpenDART,,4.0,,,224889.0,,,33.94,,,Naver/FnGuide,,KRW,2026-07-31,2025.0,CFS,11011.0,OpenDART,0.47,2025.0,11011.0,18,17,17,16,15.41,8.0,0.87,8.82,12.5,16.09,기타 금융업,기타 금융업,2026-08-03,4.69,12,8,6,20,12,8,5,0,71,A,9
032830.KS,032830,삼성생명,575000,,"생명보험,부동산 임대",KOSPI,주권,KRX,282000.0,320125.0,361341.6666666667,294401.6666666667,241034.0,16.99594248114374,497000.0,-43.25955734406438,41.648590021689444,-26.37,-5.37,nxt_web_latest,NXT 체결가,2026-08-03 23:02 KST,,,9.3,9.99,23.4,22.0,0.69,4.96,440.89,9.92,3.23,10.22,9477 -> 10534 -> 11514,371383.0,25805.0,24515.0,6.95,6.6,52562.61,48930.1,45378.33,2858503.83,-2813125.5,,41.3,,9517.46,OpenDART,,0.0,False,0.0,OpenDART,,3.79,,,408607.0,,,44.9,,,Naver/FnGuide,,KRW,2026-07-27,2025.0,CFS,11011.0,OpenDART,2.37,2025.0,11011.0,3,2,2,2,10.22,,,,,,보험업,보험업,2026-08-03,4.69,4,10,0,0,8,5,5,5,37,D,10
