yf_symbol,symbol,name,market_cap,listing_department,products,krx_market,security_group,krx_source,price,ma20,ma60,ma120,ma200,diff,peak,peak_diff,rsi,return_20d,return_60d,price_source,price_basis,price_time,after_market_price,after_market_change_pct,eps_growth,hist_per_avg,foreign_supply,per,pbr,roe,debt_ratio,revenue_growth,operating_growth,eps_cagr,eps3y,revenue,operating_income,net_income,operating_margin,net_margin,operating_cashflow,free_cashflow,cash,total_debt,net_cash,dividend_yield,payout_ratio,dividend_per_share,dividend_total,dividend_source,dividend_growth_3y,dividend_consecutive_years,dividend_cut_flag,dividend_history_years,dividend_history_source,analyst_buy_ratio,analyst_opinion_score,analyst_opinion_count,consensus_revision,target_mean,target_high,target_low,target_upside,earnings_surprise_pct,finnhub_source,consensus_source,cashflow_status,financial_currency,fundamental_refreshed_at,dart_year,dart_fs_div,dart_report_code,dart_source,dividend_year,dividend_report_code,peer_group_count,peer_per_count,peer_pbr_count,peer_roe_count,peg,peer_per_avg,peer_pbr_avg,peer_roe_avg,peer_per_gap,peer_pbr_gap,cagr,sector,industry,data_date,us_10y_bond,score_per,score_pbr,score_roe,score_peg,score_cagr,score_eps3y,score_rsi,score_peak_diff,score,grade,rank
087010.KQ,087010,펩트론,25369,기술성장기업부,약효지속성 의약품 및 펩타이드 소재,KOSDAQ,주권,KRX,108100.0,148320.0,218615.0,250657.5,259647.0,-58.36655151031977,386000.0,-71.99481865284974,25.684210526313265,-49.95,-57.27,nxt_web_latest,NXT 체결가,2026-07-23 22:05 KST,,,,,6.01,,18.6,-9.41,26.03,75.0,,,-,56.0,-213.0,-138.0,-380.36,-246.43,-205.86,-235.83,43.78,369.71,-325.93,,,,,,,,,,,,,,,,,,,,,,,KRW,2026-07-23,2025.0,OFS,11011,OpenDART,,,8,2,7,7,,,14.06,-23.48,,32.29,,기초 의약물질 제조업,기초 의약물질 제조업,2026-07-23,4.25,0,0,0,0,0,0,3,1,4,D,30
237690.KQ,237690,에스티팜,24612,우량기업부,원료의약품,KOSDAQ,주권,KRX,117900.0,123760.0,131025.0,140243.33333333334,128120.0,-7.97689665938183,168700.0,-30.11262596324837,38.697318007652456,-2.56,-20.34,nxt_web_latest,NXT 체결가,2026-07-23 22:05 KST,,,52.02,53.05,12.08,38.0,4.36,10.03,31.97,21.15,98.19,61.23,1041 -> 1780 -> 2706,3317.0,549.0,546.0,16.55,16.46,139.89,-332.97,305.46,1895.63,-1590.17,0.42,18.3,500.0,100.76,OpenDART,0.0,5.0,False,5.0,OpenDART,,4.0,,,204071.0,,,73.09,,,Naver/FnGuide,,KRW,2026-07-14,2025.0,CFS,11011.0,OpenDART,2025.0,11011.0,7,5,6,6,0.73,19.28,5.02,7.59,97.1,-13.15,61.23,의약품 제조업,의약품 제조업,2026-07-23,4.25,0,0,12,16,15,10,5,5,63,B,31
310210.KQ,310210,보로노이,24591,기술성장기업부,표적치료제,KOSDAQ,주권,KRX,133100.0,162100.0,218721.66666666666,251131.66666666666,232215.0,-42.682427922399505,363500.0,-63.38376891334251,26.726726726722973,-32.81,-57.88,nxt_web_latest,NXT 체결가,2026-07-23 22:05 KST,,,,,6.46,,28.92,-50.18,64.97,-23.47,,,-,75.0,-544.0,-427.0,-725.33,-569.33,-720.95,-737.78,357.37,674.39,-317.02,,,,,,,,,,,,4.0,,,450000.0,,,238.09,,,Naver/FnGuide,,KRW,2026-07-14,2025.0,CFS,11011.0,OpenDART,,,9,2,8,8,,,16.52,-16.02,,75.06,,자연과학 및 공학 연구개발업,자연과학 및 공학 연구개발업,2026-07-23,4.25,0,0,0,0,0,0,3,1,4,D,32
067310.KQ,067310,하나마이크론,24036,중견기업부,"반도체패키징,IOT",KOSDAQ,주권,KRX,36150.0,40667.5,43981.666666666664,38760.833333333336,33523.75,7.833998284798091,56800.0,-36.3556338028169,36.402569593125925,-25.08,-4.87,daily_close,NXT 미확인,2026-07-23 22:14 KST,,,,44.79,20.88,15.0,5.17,9.89,209.16,22.68,19.57,,-,15344.0,1277.0,656.0,8.32,4.28,1749.19,118.91,955.88,13651.63,-12695.75,0.19,12.19,70.0,46.46,OpenDART,11.87,4.0,False,4.0,OpenDART,,4.0,,,58750.0,,,62.52,,,Naver/FnGuide,,KRW,2026-07-20,2025.0,CFS,11011.0,OpenDART,2025.0,11011.0,5,2,4,4,,,5.12,2.73,,0.98,,반도체 제조업,반도체 제조업,2026-07-23,4.25,8,0,6,0,0,0,5,5,24,D,33
319400.KQ,319400,현대무벡스,24001,우량기업부,"물류자동화, IT서비스",KOSDAQ,주권,KRX,21550.0,22337.5,31110.0,30574.166666666668,24144.8,-10.746827474238756,46350.0,-53.5059331175836,42.02334630345616,-21.35,-27.44,daily_close,NXT 미확인,2026-07-23 22:14 KST,,,-56.77,99.75,1.76,239.44,15.28,6.79,76.81,15.38,-26.02,65.83,36 -> 229 -> 99,3939.0,182.0,113.0,4.62,2.87,-14.32,-43.28,361.19,1231.33,-870.14,0.23,48.8,50.0,55.07,OpenDART,18.56,5.0,False,5.0,OpenDART,,,,,,,,,,,,,KRW,2026-07-23,2025.0,CFS,11011,OpenDART,2025.0,11011,2,1,1,1,,,,,,,65.83,일반 목적용 기계 제조업,일반 목적용 기계 제조업,2026-07-23,4.25,0,0,6,0,15,0,5,3,29,D,34
226950.KQ,226950,올릭스,23889,기술성장기업부,siRNA 신약 개발,KOSDAQ,주권,KRX,112600.0,133365.0,147446.66666666666,156315.0,142749.5,-21.120564345234133,207000.0,-45.60386473429951,29.04483430798824,-18.64,-34.91,nxt_web_latest,NXT 체결가,2026-07-23 22:05 KST,,,,,7.02,,19.05,-18.83,30.18,157.89,,,-,147.0,-300.0,-157.0,-204.08,-106.8,-159.0,-160.1,63.59,452.87,-389.28,,,,,,,,,,,,,,,,,,,,,,,KRW,2026-07-14,2025.0,CFS,11011.0,OpenDART,,,9,2,8,8,,,21.46,-22.36,,-11.23,,자연과학 및 공학 연구개발업,자연과학 및 공학 연구개발업,2026-07-23,4.25,0,0,0,0,0,0,3,3,6,D,35
257720.KQ,257720,실리콘투,23869,우량기업부,화장품 유통,KOSDAQ,주권,KRX,36600.0,35365.0,37456.666666666664,40031.25,41345.0,-11.47659934695852,61800.0,-40.77669902912621,54.407294832780444,8.93,-23.51,nxt_web_latest,NXT 체결가,2026-07-23 22:05 KST,,,31.11,14.49,6.76,10.0,4.66,46.89,55.09,61.43,49.27,103.34,631 -> 1990 -> 2609,11163.0,2054.0,1686.0,18.4,15.1,11.41,-58.98,773.23,2520.18,-1746.95,0.84,11.9,306.0,200.28,OpenDART,,1.0,False,1.0,OpenDART,,4.0,,,55500.0,,,51.64,,,Naver/FnGuide,,KRW,2026-07-22,2025.0,CFS,11011.0,OpenDART,2025.0,11011.0,1,0,0,0,0.32,,,,,,103.34,상품 종합 도매업,상품 종합 도매업,2026-07-23,4.25,12,0,20,20,15,10,5,5,87,S,36
005290.KQ,005290,동진쎄미켐,23140,우량기업부,"반도체,LCD용재료(감광제,봉지제),발포제",KOSDAQ,주권,KRX,45600.0,48125.0,54857.5,52839.166666666664,47391.5,-3.7802137514111185,66000.0,-30.909090909090907,39.88549618318479,-20.56,-24.38,nxt_web_latest,NXT 체결가,2026-07-23 22:05 KST,,,-35.98,13.86,14.39,16.75,1.91,9.52,82.11,7.31,-1.71,-11.78,2476 -> 3010 -> 1927,11941.0,1724.0,941.0,14.44,7.88,1912.57,1098.48,3719.12,9045.5,-5326.38,1.43,33.71,650.0,334.0,OpenDART,71.0,5.0,True,5.0,OpenDART,,,,,,,,,,,,,KRW,2026-07-22,2025.0,CFS,11011.0,OpenDART,2025.0,11011.0,2,1,1,1,,,,,,,-11.78,기초 화학물질 제조업,기초 화학물질 제조업,2026-07-23,4.25,8,3,6,0,0,0,5,5,27,D,37
357780.KQ,357780,솔브레인,23024,우량기업부,반도체 및 디스플레이 관련 화학재료 제조ㆍ판매 등,KOSDAQ,주권,KRX,296000.0,310475.0,379208.3333333333,399187.5,349880.0,-15.399565565336687,501000.0,-40.91816367265469,47.311827956984494,-12.3,-35.65,nxt_web_latest,NXT 체결가,2026-07-23 22:05 KST,,,-33.25,18.26,29.89,15.0,2.05,7.66,30.15,6.95,-20.43,-22.12,16759 -> 15226 -> 10164,9234.0,1336.0,840.0,14.47,9.1,1469.22,268.78,2476.57,3351.74,-875.17,0.79,22.77,2350.0,179.98,OpenDART,6.42,2.0,False,4.0,OpenDART,,4.0,,,549250.0,,,85.56,,,Naver/FnGuide,,KRW,2026-07-16,2025.0,CFS,11011.0,OpenDART,2025.0,11011.0,3,2,2,2,,,,,,,-22.12,기타 화학제품 제조업,기타 화학제품 제조업,2026-07-23,4.25,8,3,6,0,0,0,5,5,27,D,38
064760.KQ,064760,티씨케이,22314,우량기업부,반도체 제조공정용 고순도 흑연제품,KOSDAQ,주권,KRX,202500.0,234725.0,268858.3333333333,250982.5,214593.0,-5.63531895262194,348500.0,-41.89383070301291,24.999999999996604,-21.51,-31.93,nxt_web_latest,NXT 체결가,2026-07-23 22:05 KST,,,-2.77,18.81,67.8,21.0,4.23,13.5,9.3,9.29,3.97,6.91,5246 -> 6167 -> 5996,3013.0,839.0,699.0,27.85,23.2,541.11,495.32,362.27,483.14,-45.27,0.71,22.9,1430.0,159.87,OpenDART,-5.6,5.0,True,5.0,OpenDART,,4.0,,,385000.0,,,90.12,,,Naver/FnGuide,,KRW,2026-07-23,2025.0,OFS,11011,OpenDART,2025.0,11011,2,1,1,1,,,,,,,6.91,기타 비금속 광물제품 제조업,기타 비금속 광물제품 제조업,2026-07-23,4.25,4,0,12,0,4,0,1,5,26,D,39
263750.KQ,263750,펄어비스,21524,우량기업부,게임 개발 서비스(검은사막 및 붉은사막),KOSDAQ,주권,KRX,34300.0,35457.5,42747.5,49400.416666666664,44526.5,-22.96722176681302,72000.0,-52.361111111111114,35.426008968565384,-5.51,-38.31,nxt_web_latest,NXT 체결가,2026-07-23 22:05 KST,,,296.2,96.6,8.02,6.0,2.11,-1.05,43.8,6.78,,,237 -> 939,3656.0,-148.0,-84.0,-4.05,-2.3,239.34,194.65,1338.75,3499.96,-2161.21,,,,,,,,,,,,3.89,,,70778.0,,,106.35,,,Naver/FnGuide,,KRW,2026-07-22,2025.0,CFS,11011.0,OpenDART,,,3,1,2,2,0.02,,,,,,,소프트웨어 개발 및 공급업,소프트웨어 개발 및 공급업,2026-07-23,4.25,15,3,0,20,0,10,5,3,56,B,40
089970.KQ,089970,브이엠,21482,우량기업부,300mm Poly Etch System,KOSDAQ,주권,KRX,83300.0,99245.0,78418.33333333333,59301.666666666664,45667.0,82.40742768300962,119700.0,-30.409356725146196,40.91370558375052,-10.72,45.88,nxt_web_latest,NXT 체결가,2026-07-23 22:05 KST,,,,29.68,10.09,24.0,10.38,17.34,40.37,105.41,,,-,1444.0,247.0,261.0,17.11,18.07,183.11,93.34,1305.19,715.3,589.89,,,,,,,0.0,False,1.0,OpenDART,,4.0,,,123333.0,,,48.06,,,Naver/FnGuide,,KRW,2026-07-23,2025.0,CFS,11011,OpenDART,,,20,14,19,19,,31.0,6.77,7.42,-22.58,53.32,,특수 목적용 기계 제조업,특수 목적용 기계 제조업,2026-07-23,4.25,4,0,16,0,0,0,5,5,30,D,41
089030.KQ,089030,테크윙,18823,중견기업부,"반도체테스트핸들러,C.O.K(Change Over Kit)",KOSDAQ,주권,KRX,50800.0,47800.0,53532.5,52738.333333333336,52734.25,-3.6679198054395385,71100.0,-28.551336146272853,54.94830132937166,1.8,-7.64,daily_close,NXT 미확인,2026-07-23 22:14 KST,,,,181.67,15.35,394.72,8.5,4.63,198.75,-14.23,-32.48,,-,1591.0,158.0,90.0,9.93,5.66,-160.89,-486.2,421.68,4215.8,-3794.12,0.26,49.4,130.0,46.46,OpenDART,0.0,5.0,True,5.0,OpenDART,,,,,,,,,,,,,KRW,2026-07-20,2025.0,CFS,11011.0,OpenDART,2025.0,11011.0,20,14,19,19,,30.0,6.77,8.9,1215.73,25.55,,특수 목적용 기계 제조업,특수 목적용 기계 제조업,2026-07-23,4.25,0,0,0,0,0,0,5,5,10,D,42
098460.KQ,098460,고영,18790,우량기업부,전자제품및반도체생산용 3차원 납도포검사장비,KOSDAQ,주권,KRX,27550.0,28090.0,33854.166666666664,32022.5,27880.6,-1.1857707509881372,43500.0,-36.666666666666664,45.37444933917906,-11.27,-15.36,daily_close,NXT 미확인,2026-07-23 22:14 KST,,,-29.74,61.63,24.69,37.0,4.86,4.48,22.43,14.86,424.24,-17.9,319 -> 306 -> 215,2326.0,173.0,148.0,7.44,6.36,180.9,46.06,383.51,751.7,-368.19,0.51,62.8,140.0,92.63,OpenDART,0.0,5.0,False,5.0,OpenDART,,4.0,,,48417.0,,,75.74,,,Naver/FnGuide,,KRW,2026-07-14,2025.0,CFS,11011.0,OpenDART,2025.0,11011.0,20,14,19,19,,30.0,7.56,8.9,23.33,-35.71,-17.9,특수 목적용 기계 제조업,특수 목적용 기계 제조업,2026-07-23,4.25,0,0,0,0,0,0,5,5,10,D,43
032820.KQ,032820,우리기술,18670,벤처기업부,"시스템사업, 정보통신사업",KOSDAQ,주권,KRX,10880.0,10904.5,14997.333333333334,16715.75,11755.675,-7.4489555044691125,29300.0,-62.86689419795222,47.78972520900011,-14.33,-53.5,daily_close,NXT 미확인,2026-07-23 22:14 KST,,,-84.85,398.75,6.51,48.76,10.21,0.67,172.08,22.16,-1016.67,,33 -> 5,871.0,-55.0,-41.0,-6.31,-4.71,-188.48,-655.92,94.76,2140.61,-2045.85,,,,,,,,,,,,,,,,,,,,,,,KRW,2026-07-16,2025.0,CFS,11011.0,OpenDART,,,2,1,1,1,,,,,,,,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업","전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업",2026-07-23,4.25,0,0,0,0,0,0,5,1,6,D,44
058610.KQ,058610,에스피지,18562,우량기업부,소형 Geared Motor,KOSDAQ,주권,KRX,83700.0,73455.0,100286.66666666667,112962.5,90376.75,-7.38768543900948,158100.0,-47.05882352941176,57.784911717483006,4.36,-26.45,nxt_web_latest,NXT 체결가,2026-07-23 22:05 KST,,,-30.29,103.2,8.34,154.57,5.48,3.57,66.09,-12.05,45.53,-8.86,496 -> 591 -> 412,3417.0,179.0,91.0,5.24,2.66,283.71,232.87,420.24,1704.88,-1284.64,0.4,60.7,,55.44,OpenDART,-15.66,0.0,True,4.0,OpenDART,,4.0,,,160000.0,,,91.16,,,Naver/FnGuide,,KRW,2026-07-16,2025.0,CFS,11011.0,OpenDART,2025.0,11011.0,2,1,1,1,,,,,,,-8.86,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업","전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업",2026-07-23,4.25,0,0,0,0,0,0,3,3,6,D,45
140860.KQ,140860,파크시스템스,18241,우량기업부,연구용 및 산업용 원자현미경,KOSDAQ,주권,KRX,258500.0,258350.0,270983.3333333333,267733.3333333333,254357.5,1.628613270691841,339500.0,-23.85861561119293,48.12030075187464,6.38,-9.46,nxt_web_latest,NXT 체결가,2026-07-23 22:05 KST,,,-19.61,42.01,37.56,34.0,7.64,16.69,55.44,17.42,9.61,18.19,3530 -> 6134 -> 4931,2056.0,422.0,345.0,20.53,16.78,244.79,-298.32,750.6,1248.03,-497.43,0.19,10.1,500.0,34.76,OpenDART,7.72,5.0,False,5.0,OpenDART,,4.0,,,364143.0,,,40.87,,,Naver/FnGuide,,KRW,2026-07-20,2025.0,CFS,11011.0,OpenDART,2025.0,11011.0,2,1,1,1,,,,,,,18.19,"측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외","측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외",2026-07-23,4.25,0,0,16,0,12,0,5,5,38,D,46
950160.KQ,950160,코오롱티슈진,17886,외국기업(소속부없음),골관절염 치료제,KOSDAQ,주식예탁증권,KRX,21050.0,77435.0,97091.66666666667,99030.83333333333,84425.0,-75.06662718389103,138800.0,-84.8342939481268,17.18827620466726,-79.18,-78.97,daily_close,NXT 미확인,2026-07-23 22:14 KST,,,,,5.77,,14.18,-183.43,561.65,1.96,,,-,52.0,-223.0,-1926.0,-428.85,-3703.85,-0.17,-1.0,0.47,2.51,-2.04,,,,,,,,,,,,3.0,,,280000.0,,,1230.17,,,Naver/FnGuide,외화 공시 환산 필요,USD,2026-07-23,2025.0,OFS,11011.0,OpenDART,,,8,2,7,7,,,14.06,-9.41,,0.85,,기초 의약물질 제조업,기초 의약물질 제조업,2026-07-23,4.25,0,0,0,0,0,0,1,1,2,D,47
068760.KQ,068760,셀트리온제약,17339,우량기업부,고덱스 캡슐 외,KOSDAQ,주권,KRX,39200.0,40342.5,45785.833333333336,54722.916666666664,56804.82,-30.991771472913744,95047.0,-58.757246414931565,38.1502890172793,-5.31,-30.99,nxt_web_latest,NXT 체결가,2026-07-23 22:05 KST,,,76.47,119.93,5.08,44.08,4.04,9.3,74.2,12.26,50.81,34.91,478 -> 493 -> 870,5364.0,561.0,388.0,10.46,7.23,864.3,685.07,498.72,3234.77,-2736.05,0.51,,200.0,86.85,OpenDART,,1.0,False,1.0,OpenDART,,,,,,,,,,,,,KRW,2026-07-16,2025.0,OFS,11011.0,OpenDART,2025.0,11011.0,7,5,6,6,0.58,19.28,5.18,7.95,128.63,-22.01,34.91,의약품 제조업,의약품 제조업,2026-07-23,4.25,0,0,6,20,15,10,5,3,59,B,48
290650.KQ,290650,엘앤씨바이오,17017,우량기업부,"인체조직(피부, 뼈, 연골)",KOSDAQ,주권,KRX,62900.0,77210.0,74500.0,77265.83333333333,69190.0,-9.090909090909092,118300.0,-46.83009298393914,24.999999999992895,-33.23,-10.14,nxt_web_latest,NXT 체결가,2026-07-23 22:05 KST,,,192.78,8.73,21.74,,8.62,-57.68,118.98,18.75,12.82,,2132 -> 6242,855.0,44.0,-1382.0,5.15,-161.64,125.65,-44.7,308.88,2481.04,-2172.16,0.08,,50.0,11.34,OpenDART,0.0,5.0,True,5.0,OpenDART,,,,,,,,,,,,,KRW,2026-07-16,2025.0,CFS,11011.0,OpenDART,2025.0,11011.0,7,6,6,6,,28.64,4.2,9.66,,105.24,,의약품 제조업,의약품 제조업,2026-07-23,4.25,0,0,0,0,0,10,1,3,14,D,49
010170.KQ,010170,대한광통신,16854,중견기업부,"광섬유, 광케이블",KOSDAQ,주권,KRX,10840.0,11615.5,17228.666666666668,12614.5,8445.98,28.345082512627318,29100.0,-62.74914089347079,44.666666666607114,-24.57,-24.3,daily_close,NXT 미확인,2026-07-23 22:14 KST,,,,,4.87,,13.53,-52.05,228.6,-8.71,,,-,1394.0,-214.0,-280.0,-15.35,-20.09,-122.2,-130.89,97.78,1523.64,-1425.86,,,,,,,,,,,,,,,,,,,,,,,KRW,2026-07-22,2025.0,CFS,11011.0,OpenDART,,,1,0,0,0,,,,,,,,절연선 및 케이블 제조업,절연선 및 케이블 제조업,2026-07-23,4.25,0,0,0,0,0,0,5,1,6,D,50
420770.KQ,420770,기가비스,16491,우량기업부,반도체 기판용 광학검사 및 수리장비,KOSDAQ,주권,KRX,130800.0,158740.0,137466.66666666666,104690.0,77043.75,69.7736675590168,192200.0,-31.94588969823101,30.54830287205894,-16.05,42.79,nxt_web_latest,NXT 체결가,2026-07-23 22:05 KST,,,353.16,47.97,2.32,89.0,8.99,7.42,13.4,100.77,,-33.36,2745 -> 269 -> 1219,524.0,121.0,155.0,23.09,29.58,256.54,210.21,397.82,282.74,115.08,0.61,65.63,800.0,101.41,OpenDART,0.0,3.0,False,3.0,OpenDART,,4.0,,,185000.0,,,41.44,,,Naver/FnGuide,,KRW,2026-07-20,2025.0,CFS,11011.0,OpenDART,2025.0,11011.0,20,14,19,19,0.25,30.0,6.77,8.9,196.67,32.79,-33.36,특수 목적용 기계 제조업,특수 목적용 기계 제조업,2026-07-23,4.25,0,0,6,20,0,10,3,5,44,C,51
041510.KQ,041510,에스엠,16369,우량기업부,"음반(CD,MC),연예 대리",KOSDAQ,주권,KRX,71400.0,72910.0,80666.66666666667,90890.83333333333,100276.0,-28.796521600382942,153000.0,-53.333333333333336,39.589442815233014,1.13,-22.98,nxt_web_latest,NXT 체결가,2026-07-23 22:05 KST,,,1844.22,43.74,31.95,11.0,1.54,41.65,47.76,18.71,109.62,103.18,3664 -> 778 -> 15126,11749.0,1830.0,3594.0,15.58,30.59,1948.61,1529.18,3646.12,6489.65,-2843.53,2.27,10.7,1620.0,370.89,OpenDART,10.52,5.0,True,5.0,OpenDART,,4.0,,,124176.0,,,73.92,,,Naver/FnGuide,,KRW,2026-07-20,2025.0,CFS,11011.0,OpenDART,2025.0,11011.0,2,1,1,1,0.01,,,,,,103.18,오디오물 출판 및 원판 녹음업,오디오물 출판 및 원판 녹음업,2026-07-23,4.25,12,6,20,20,15,10,5,3,91,S,52
035900.KQ,035900,JYP Ent.,16220,우량기업부,오디오물 출판 및 원판 녹음 관련 제품,KOSDAQ,주권,KRX,45600.0,49757.5,55209.166666666664,60517.083333333336,64986.25,-29.8313104695224,85100.0,-46.4159811985899,23.872679045075117,-10.59,-27.62,nxt_web_latest,NXT 체결가,2026-07-23 22:05 KST,,,64.27,25.19,18.99,12.0,2.47,29.21,36.19,36.57,20.97,23.33,2971 -> 2751 -> 4519,8219.0,1552.0,1606.0,18.88,19.54,1243.33,1018.25,2944.72,2261.42,683.3,1.92,18.1,877.0,290.58,OpenDART,64.23,2.0,False,2.0,OpenDART,,4.0,,,87000.0,,,90.79,,,Naver/FnGuide,,KRW,2026-07-16,2025.0,CFS,11011.0,OpenDART,2025.0,11011.0,2,1,1,1,0.19,,,,,,23.33,오디오물 출판 및 원판 녹음업,오디오물 출판 및 원판 녹음업,2026-07-23,4.25,12,3,20,20,12,10,1,3,81,A,53
060370.KQ,060370,LS마린솔루션,16194,우량기업부,해저케이블등의 건설 및 유지보수 업무,KOSDAQ,주권,KRX,31300.0,27000.0,32287.5,31325.416666666668,29850.75,4.854986893126639,50100.0,-37.5249500998004,56.40394088666061,23.23,-17.41,nxt_web_latest,NXT 체결가,2026-07-23 22:05 KST,,,-51.36,69.69,2.21,101.94,2.14,2.0,17.67,87.41,-43.55,-28.93,390 -> 405 -> 197,2442.0,70.0,84.0,2.87,3.44,199.34,-565.57,735.64,1109.64,-374.0,,97.5,,81.43,OpenDART,,0.0,False,0.0,OpenDART,,4.0,,,51000.0,,,62.94,,,Naver/FnGuide,,KRW,2026-07-14,2025.0,CFS,11011.0,OpenDART,2025.0,11011.0,1,0,0,0,,,,,,,-28.93,전기 및 통신 공사업,전기 및 통신 공사업,2026-07-23,4.25,0,3,0,0,0,0,3,5,11,D,54
140410.KQ,140410,메지온,16159,투자주의환기종목(소속부없음),"발기부전증치료제, 전립선비대증치료제",KOSDAQ,주권,KRX,52800.0,56340.0,66941.66666666667,91795.0,85753.0,-38.42781010576889,172700.0,-69.42675159235668,36.14035087717522,-11.26,-41.98,daily_close,NXT 미확인,2026-07-23 22:14 KST,,,,,25.47,,100.59,-110.43,470.09,-8.14,,,-,79.0,-168.0,-349.0,-212.66,-441.77,-165.88,-298.6,255.74,808.3,-552.56,,,,,,,,,,,,,,,,,,,,,,,KRW,2026-07-22,2025.0,CFS,11011.0,OpenDART,,,9,2,8,8,,,16.52,-16.02,,508.9,,자연과학 및 공학 연구개발업,자연과학 및 공학 연구개발업,2026-07-23,4.25,0,0,0,0,0,0,5,1,6,D,55
131970.KQ,131970,두산테스나,16099,우량기업부,반도체 테스트,KOSDAQ,주권,KRX,84400.0,98540.0,132181.66666666666,106639.16666666667,82858.0,1.8610152308769219,190100.0,-55.60231457127828,38.339920948609524,-29.43,-32.86,nxt_web_latest,NXT 체결가,2026-07-23 22:05 KST,,,-95.9,238.23,11.6,36.0,3.5,0.34,61.02,-18.55,-102.37,-83.42,2839 -> 1903 -> 78,3039.0,-9.0,15.0,-0.3,0.49,1472.18,1224.2,1095.47,2666.99,-1571.52,0.19,194.3,160.0,30.78,OpenDART,0.0,5.0,False,5.0,OpenDART,,3.86,,,190857.0,,,126.13,,,Naver/FnGuide,,KRW,2026-07-20,2025.0,OFS,11011.0,OpenDART,2025.0,11011.0,1,0,0,0,,,,,,,-83.42,"그외 기타 전문, 과학 및 기술 서비스업","그외 기타 전문, 과학 및 기술 서비스업",2026-07-23,4.25,0,0,0,0,0,0,5,3,8,D,56
007390.KQ,007390,네이처셀,15496,중견기업부,닥터쥬크르,KOSDAQ,주권,KRX,24000.0,23972.5,24667.166666666668,22595.166666666668,22650.75,5.9567563987947425,37800.0,-36.507936507936506,53.88692579502635,-7.34,17.07,nxt_web_latest,NXT 체결가,2026-07-23 22:05 KST,,,,1126.55,7.85,,25.54,-4.45,18.57,-35.91,-700.0,,-,207.0,-36.0,-28.0,-17.39,-13.53,1.57,-164.33,167.67,117.02,50.65,,,,,,,,,,,,,,,,,,,,,,,KRW,2026-07-14,2025.0,CFS,11011.0,OpenDART,,,8,2,7,7,,,14.06,-23.48,,81.65,,기초 의약물질 제조업,기초 의약물질 제조업,2026-07-23,4.25,0,0,0,0,0,0,5,5,10,D,57
082920.KQ,082920,비츠로셀,14599,우량기업부,리튬1차전지,KOSDAQ,주권,KRX,31350.0,33392.5,45796.666666666664,38213.333333333336,29483.095,6.332120152243172,64100.0,-51.09204368174727,37.98449612400352,-22.5,-39.83,nxt_web_latest,NXT 체결가,2026-07-23 22:05 KST,,,10.56,11.12,31.91,20.67,3.87,18.56,12.21,15.32,33.53,23.31,826 -> 1136 -> 1256,2431.0,693.0,569.0,28.51,23.41,635.86,521.59,243.75,403.47,-159.72,0.83,20.5,260.0,116.83,OpenDART,9.14,5.0,True,5.0,OpenDART,,4.0,,,61500.0,,,96.17,,,Naver/FnGuide,,KRW,2026-07-22,2025.0,CFS,11011.0,OpenDART,2025.0,11011.0,2,1,1,1,1.96,,,,,,23.31,일차전지 및 이차전지 제조업,일차전지 및 이차전지 제조업,2026-07-23,4.25,4,0,16,5,12,5,5,3,50,C,58
083650.KQ,083650,비에이치아이,14574,우량기업부,"보일러,열교환기등",KOSDAQ,주권,KRX,47400.0,48600.0,67948.33333333333,79004.16666666667,67867.5,-30.158028511437728,109500.0,-56.71232876712329,36.3175675675504,-16.55,-53.25,nxt_web_latest,NXT 체결가,2026-07-23 22:05 KST,,,232.86,26.53,14.65,17.0,7.22,44.36,367.65,91.28,244.75,180.92,267 -> 633 -> 2107,7741.0,755.0,652.0,9.75,8.42,1122.98,938.15,599.51,6531.11,-5931.6,,,,,,,,,,,,4.0,,,110000.0,,,132.07,,,Naver/FnGuide,,KRW,2026-07-16,2025.0,CFS,11011.0,OpenDART,,,2,1,1,1,0.07,,,,,,180.92,일반 목적용 기계 제조업,일반 목적용 기계 제조업,2026-07-23,4.25,8,0,20,20,15,10,5,3,81,A,59
