yf_symbol,symbol,name,market_cap,listing_department,products,krx_market,security_group,krx_source,price,ma200,diff,peak,peak_diff,rsi,price_source,price_basis,price_time,after_market_price,after_market_change_pct,eps_growth,hist_per_avg,foreign_supply,per,pbr,roe,debt_ratio,revenue_growth,operating_growth,eps_cagr,eps3y,revenue,operating_income,net_income,operating_margin,net_margin,operating_cashflow,free_cashflow,cash,total_debt,net_cash,dividend_yield,payout_ratio,dividend_per_share,dividend_total,dividend_source,dividend_growth_3y,dividend_consecutive_years,dividend_cut_flag,analyst_buy_ratio,consensus_revision,target_mean,target_high,target_low,target_upside,earnings_surprise_pct,finnhub_source,dividend_year,dividend_report_code,dividend_history_years,dividend_history_source,peer_per_avg,peer_pbr_avg,peer_roe_avg,peer_group_count,peer_per_gap,peer_pbr_gap,peg,cagr,dart_source,dart_year,dart_fs_div,dart_report_code,sector,industry,data_date,us_10y_bond,score_per,score_pbr,score_roe,score_peg,score_cagr,score_eps3y,score_rsi,score_peak_diff,score,grade,rank
440110.KQ,440110,파두,35972,기술성장기업부,SSD 컨트롤러,KOSDAQ,주권,KRX,71800.0,50153.2,43.16135361253121,128300.0,-44.03741231488698,33.80743982494012,daily_close,NXT 미확인,2026-07-09 23:14 KST,,,,,27.45,,123.65,-131.08,518.5,112.41,,,-,924.0,-655.0,-762.0,-70.89,-82.47,-37.04,-78.42,408.04,1026.33,-618.29,,,,,,,,,,,,,,,,,,,,,26.33,29.39,-19.3,5,,320.72,,,OpenDART,2025.0,CFS,11011,반도체 제조업,반도체 제조업,2026-07-09,4.56,0,0,0,0,0,0,3,5,8,D,18
084370.KQ,084370,유진테크,33686,우량기업부,실리콘질화막증착용LP-CVD,KOSDAQ,주권,KRX,148600.0,110471.5,34.51433175072304,206500.0,-28.03874092009685,44.53870625662448,nxt_web_latest,NXT 체결가,2026-07-09 23:06 KST,,,-32.89,30.03,36.77,51.0,9.75,9.81,18.16,3.61,-15.52,31.84,1066 -> 2761 -> 1853,3503.0,517.0,445.0,14.76,12.7,664.77,452.3,549.25,892.21,-342.96,0.15,12.3,230.0,52.02,OpenDART,-3.93,5.0,True,,,,,,,,,2025.0,11011.0,5.0,OpenDART,96.1,12.17,7.15,21,-46.93,-19.88,,31.84,,,,,특수 목적용 기계 제조업,특수 목적용 기계 제조업,2026-07-09,4.56,0,0,6,0,15,0,5,5,31,D,19
214150.KQ,214150,클래시스,32683,우량기업부,미용의료기기,KOSDAQ,주권,KRX,49100.0,54048.5,-9.155665744655263,75600.0,-35.05291005291005,57.45614035084191,nxt_web_latest,NXT 체결가,2026-07-09 23:06 KST,,,32.76,30.47,70.5,18.0,5.99,26.21,27.73,38.66,39.38,32.57,1146 -> 1517 -> 2014,3368.0,1706.0,1320.0,50.65,39.19,1639.36,1446.82,375.21,1529.75,-1154.54,2.04,49.4,1000.0,651.53,OpenDART,97.29,5.0,False,,,,,,,,,2025.0,11011.0,5.0,OpenDART,22.0,13.09,19.41,3,-18.18,-54.24,0.55,32.57,,,,,의료용 기기 제조업,의료용 기기 제조업,2026-07-09,4.56,8,0,20,20,15,10,3,5,81,A,20
403870.KQ,403870,HPSP,32343,우량기업부,고압 수소 어닐링 장비,KOSDAQ,주권,KRX,39300.0,41391.75,-5.053543278551886,83500.0,-52.93413173652694,29.694835680741406,daily_close,NXT 미확인,2026-07-09 23:14 KST,,,-16.35,35.96,31.72,35.0,13.93,24.79,19.95,-4.63,-4.26,-6.21,989 -> 1040 -> 870,1730.0,899.0,727.0,51.97,42.02,1002.05,977.76,939.41,614.76,324.65,1.27,55.66,500.0,404.37,OpenDART,49.38,4.0,True,,,,,,,,,2025.0,11011.0,4.0,OpenDART,96.1,12.17,7.15,21,-63.58,14.46,,-6.21,,,,,특수 목적용 기계 제조업,특수 목적용 기계 제조업,2026-07-09,4.56,0,0,20,0,0,0,3,3,26,D,21
214450.KQ,214450,파마리서치,32104,우량기업부,재생의약품,KOSDAQ,주권,KRX,311500.0,396440.0,-21.425688628796287,711000.0,-56.18846694796061,53.5545023696647,nxt_web_latest,NXT 체결가,2026-07-09 23:06 KST,,,65.07,24.5,8.1,20.0,6.08,26.88,44.21,53.18,70.02,37.82,7481 -> 8608 -> 14209,5363.0,2144.0,1683.0,39.98,31.38,1831.62,1473.8,1756.63,3200.1,-1443.47,1.19,25.9,3700.0,427.91,OpenDART,57.58,5.0,False,,,,,,,,,2025.0,11011.0,5.0,OpenDART,21.42,7.81,-4.21,3,-6.63,-22.15,0.31,37.82,,,,,의료용품 및 기타 의약 관련제품 제조업,의료용품 및 기타 의약 관련제품 제조업,2026-07-09,4.56,4,0,20,20,15,10,5,3,77,A,22
214370.KQ,214370,케어젠,31745,벤처기업부,"성장인자, 바이오미메틱펩타이드 기반 안면, 두피, 바디 코스메슈티컬 제품",KOSDAQ,주권,KRX,58100.0,85067.5,-31.70129602962353,150100.0,-61.29247168554297,39.09909909908924,nxt_web_latest,NXT 체결가,2026-07-09 23:06 KST,,,-37.87,92.25,3.65,175.17,17.37,9.23,8.85,-11.86,-40.35,-29.05,743 -> 602 -> 374,728.0,204.0,201.0,28.02,27.61,185.89,136.68,88.59,187.99,-99.4,0.75,106.3,437.0,213.57,OpenDART,-45.5,4.0,True,,,,,,,,,2025.0,11011.0,4.0,OpenDART,97.08,22.77,-33.24,8,80.44,-23.72,,-29.05,,,,,기초 의약물질 제조업,기초 의약물질 제조업,2026-07-09,4.56,0,0,6,0,0,0,5,1,12,D,23
310210.KQ,310210,보로노이,31131,기술성장기업부,표적치료제,KOSDAQ,주권,KRX,162000.0,233112.5,-30.50565713979302,363500.0,-55.43328748280605,41.62895927601433,nxt_web_latest,NXT 체결가,2026-07-09 23:06 KST,,,,,6.53,,37.57,-50.18,64.97,-23.47,,,-,75.0,-544.0,-427.0,-725.33,-569.33,-720.95,-737.78,357.37,674.39,-317.02,,,,,,,,,,,,,,,,,,,,,229.93,38.95,-26.84,8,,-3.54,,,OpenDART,2025.0,CFS,11011,자연과학 및 공학 연구개발업,자연과학 및 공학 연구개발업,2026-07-09,4.56,0,0,0,0,0,0,5,3,8,D,24
095340.KQ,095340,ISC,30057,우량기업부,반도체테스트소켓,KOSDAQ,주권,KRX,143800.0,154131.0,-6.702739877117517,271000.0,-46.93726937269373,29.65009208102748,nxt_web_latest,NXT 체결가,2026-07-09 23:06 KST,,,2.68,60.46,24.79,40.0,6.44,10.6,15.85,26.19,34.15,91.78,720 -> 2579 -> 2648,2202.0,601.0,563.0,27.29,25.57,417.12,353.78,798.71,851.6,-52.89,0.59,31.0,850.0,173.95,OpenDART,43.58,5.0,True,,,,,,,,,2025.0,11011.0,5.0,OpenDART,21.95,4.03,13.58,2,,,14.93,91.78,,,,,기계장비 및 관련 물품 도매업,기계장비 및 관련 물품 도매업,2026-07-09,4.56,0,0,12,0,15,2,3,3,35,D,25
108490.KQ,108490,로보티즈,29908,기술성장기업부,"솔루션(로봇 엑츄에이터 모듈과 구동 소프트웨어), 에듀테인먼트 로봇, 로봇 플랫폼",KOSDAQ,주권,KRX,206500.0,253675.97,-18.596940813905235,405000.0,-49.01234567901235,25.030084235858297,nxt_web_latest,NXT 체결가,2026-07-09 23:06 KST,,,,691.83,7.25,440.0,10.33,2.49,1.79,29.67,,,-,389.0,33.0,53.0,8.48,13.62,70.75,46.35,310.38,56.29,254.09,,,,,,,,,,,,,,,,,,,,,96.1,12.17,7.15,21,357.86,-15.12,,,OpenDART,2025.0,CFS,11011,특수 목적용 기계 제조업,특수 목적용 기계 제조업,2026-07-09,4.56,0,0,0,0,0,0,3,3,6,D,26
145020.KQ,145020,휴젤,29037,우량기업부,"보툴리눔톡신, 필러",KOSDAQ,주권,KRX,240000.0,254645.0,-5.751143749140961,388000.0,-38.144329896907216,47.74436090225061,nxt_web_latest,NXT 체결가,2026-07-09 23:06 KST,,,3.3,21.91,57.97,19.0,2.95,16.06,9.86,13.97,20.88,22.87,7517 -> 10985 -> 11348,4251.0,2009.0,1470.0,47.26,34.58,1500.59,1205.36,2096.98,966.76,1130.22,,,,,,,,,,,,,,,,,,,,,97.08,22.77,-33.24,8,-80.43,-87.04,5.76,22.87,OpenDART,2025.0,CFS,11011,기초 의약물질 제조업,기초 의약물질 제조업,2026-07-09,4.56,4,3,16,0,12,2,5,5,47,C,27
095610.KQ,095610,테스,28072,우량기업부,반도체장비(화학증착장비),KOSDAQ,주권,KRX,148000.0,75737.25,95.41242915474221,213000.0,-30.51643192488263,44.47916666666342,nxt_web_latest,NXT 체결가,2026-07-09 23:06 KST,,,33.69,92.12,9.44,42.0,9.21,15.76,24.43,46.23,50.13,504.31,79 -> 2158 -> 2885,3511.0,578.0,569.0,16.46,16.21,824.23,492.84,121.43,957.15,-835.72,0.57,26.4,850.0,150.74,OpenDART,11.0,5.0,True,,,,,,,,,2025.0,11011.0,5.0,OpenDART,96.1,12.17,7.15,21,-56.3,-24.32,1.25,504.31,,,,,특수 목적용 기계 제조업,특수 목적용 기계 제조업,2026-07-09,4.56,0,0,16,10,15,10,5,5,61,B,28
080220.KQ,080220,제주반도체,26762,우량기업부,"모바일용 LP DDR SDRAM, CRAM, SRAM",KOSDAQ,주권,KRX,77700.0,45346.7,71.34653679319555,134000.0,-42.014925373134325,32.12890624999561,daily_close,NXT 미확인,2026-07-09 23:14 KST,,,102.29,22.3,1.59,31.42,11.4,19.21,47.94,86.2,273.96,53.63,486 -> 567 -> 1147,3022.0,359.0,395.0,11.88,13.07,255.55,228.3,772.3,1088.84,-316.54,,,,,,,,,,,,,,,,,,,,,26.33,29.39,-19.3,5,19.33,-61.21,0.31,53.63,OpenDART,2025.0,CFS,11011,반도체 제조업,반도체 제조업,2026-07-09,4.56,0,0,16,20,15,10,3,5,69,B,29
178320.KQ,178320,서진시스템,26542,중견기업부,"통신장비부품,휴대폰부품(메탈케이스 등)",KOSDAQ,주권,KRX,41700.0,40429.25,3.1431451238892634,80800.0,-48.39108910891089,18.915662650596033,daily_close,NXT 미확인,2026-07-09 23:14 KST,,,,15.93,17.17,,4.05,-12.63,212.62,-12.15,-98.99,,-,10663.0,11.0,-1024.0,0.1,-9.6,-397.57,-3355.74,320.69,15686.76,-15366.07,,,,,,,,,,,,,,,,,,,,,,4.05,-12.63,1,,,,,OpenDART,2025.0,CFS,11011,기타 전기장비 제조업,기타 전기장비 제조업,2026-07-09,4.56,0,0,0,0,0,0,1,3,4,D,30
319400.KQ,319400,현대무벡스,25338,우량기업부,"물류자동화, IT서비스",KOSDAQ,주권,KRX,22750.0,23632.15,-3.732838527175908,46350.0,-50.916936353829556,26.262626262607697,daily_close,NXT 미확인,2026-07-09 23:14 KST,,,-56.77,99.75,1.54,282.78,18.05,6.79,76.81,15.38,-26.02,65.83,36 -> 229 -> 99,3939.0,182.0,113.0,4.62,2.87,-14.32,-43.28,361.19,1231.33,-870.14,0.22,48.8,50.0,55.07,OpenDART,13.62,5.0,False,,,,,,,,,2025.0,11011.0,5.0,OpenDART,152.39,14.14,25.58,2,,,,65.83,,,,,일반 목적용 기계 제조업,일반 목적용 기계 제조업,2026-07-09,4.56,0,0,6,0,15,0,3,3,27,D,31
064760.KQ,064760,티씨케이,25265,우량기업부,반도체 제조공정용 고순도 흑연제품,KOSDAQ,주권,KRX,228000.0,211474.0,7.814672252853779,348500.0,-34.576757532281206,39.273927392735644,nxt_web_latest,NXT 체결가,2026-07-09 23:06 KST,,,-2.77,18.81,67.26,29.0,6.09,13.5,9.3,9.29,3.97,6.91,5246 -> 6167 -> 5996,3013.0,839.0,699.0,27.85,23.2,541.11,495.32,362.27,483.14,-45.27,0.63,22.9,1430.0,159.87,OpenDART,0.0,5.0,True,,,,,,,,,2025.0,11011.0,5.0,OpenDART,24.52,3.68,9.4,2,,,,6.91,,,,,기타 비금속 광물제품 제조업,기타 비금속 광물제품 제조업,2026-07-09,4.56,0,0,12,0,4,0,5,5,26,D,32
237690.KQ,237690,에스티팜,24880,우량기업부,원료의약품,KOSDAQ,주권,KRX,117700.0,126905.0,-7.2534573105866595,168700.0,-30.23117960877297,47.8688524590054,nxt_web_latest,NXT 체결가,2026-07-09 23:06 KST,,,52.02,53.05,12.63,40.0,4.48,10.03,31.97,21.15,98.19,61.23,1041 -> 1780 -> 2706,3317.0,549.0,546.0,16.55,16.46,139.89,-332.97,305.46,1895.63,-1590.17,0.42,18.3,500.0,100.76,OpenDART,0.0,5.0,False,,,,,,,,,2025.0,11011.0,5.0,OpenDART,108.15,6.76,1.96,7,-63.01,-33.73,0.77,61.23,,,,,의약품 제조업,의약품 제조업,2026-07-09,4.56,0,0,12,16,15,10,5,5,63,B,33
031980.KQ,031980,피에스케이홀딩스,24839,우량기업부,"Descum, Reflow",KOSDAQ,주권,KRX,118300.0,82307.25,43.72974434208408,166500.0,-28.94894894894895,51.00074128983903,nxt_web_latest,NXT 체결가,2026-07-09 23:06 KST,,,-4.32,11.02,6.77,27.0,7.04,19.55,15.5,-3.57,-17.06,46.54,1980 -> 4444 -> 4252,2078.0,734.0,917.0,35.32,44.13,814.17,792.28,1827.79,785.01,1042.78,0.91,25.4,1080.0,232.87,OpenDART,39.25,4.0,False,,,,,,,,,2025.0,11011.0,4.0,OpenDART,96.1,12.17,7.15,21,-71.9,-42.15,,46.54,,,,,특수 목적용 기계 제조업,특수 목적용 기계 제조업,2026-07-09,4.56,0,0,16,0,15,0,5,5,41,C,34
131290.KQ,131290,티에스이,24777,우량기업부,"Probe Card, Test Interface Board, OLED Test Equipment, Test Socket",KOSDAQ,주권,KRX,229500.0,111794.5,105.2873799694976,276000.0,-16.847826086956523,45.121951219509114,nxt_web_latest,NXT 체결가,2026-07-09 23:06 KST,,,-10.0,1517.12,10.87,42.38,7.17,10.42,30.88,23.21,23.31,1672.52,11 -> 3840 -> 3456,4289.0,492.0,400.0,11.47,9.33,485.7,-22.4,758.17,1434.62,-676.45,0.2,12.4,450.0,49.78,OpenDART,-3.45,4.0,True,,,,,,,,,2025.0,11011.0,4.0,OpenDART,39.19,7.64,13.56,2,,,,1672.52,,,,,"측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외","측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외",2026-07-09,4.56,0,0,12,0,15,0,5,5,37,D,35
226950.KQ,226950,올릭스,24671,기술성장기업부,siRNA 신약 개발,KOSDAQ,주권,KRX,117700.0,141438.5,-16.783619735786225,207000.0,-43.14009661835749,46.13138686130916,nxt_web_latest,NXT 체결가,2026-07-09 23:06 KST,,,,,8.46,,25.72,-18.83,30.18,157.89,,,-,147.0,-300.0,-157.0,-204.08,-106.8,-159.0,-160.1,63.59,452.87,-389.28,,,,,,,,,,,,,,,,,,,,,229.93,38.95,-26.84,8,,-33.97,,,OpenDART,2025.0,CFS,11011,자연과학 및 공학 연구개발업,자연과학 및 공학 연구개발업,2026-07-09,4.56,0,0,0,0,0,0,5,5,10,D,36
067310.KQ,067310,하나마이크론,23401,중견기업부,"반도체패키징,IOT",KOSDAQ,주권,KRX,35200.0,32697.75,7.652667232454832,56800.0,-38.028169014084504,31.648936170200983,daily_close,NXT 미확인,2026-07-09 23:14 KST,,,,44.79,20.98,21.0,7.24,9.89,209.16,22.68,19.57,,-,15344.0,1277.0,656.0,8.32,4.28,1749.19,118.91,955.88,13651.63,-12695.75,0.2,12.19,70.0,46.46,OpenDART,11.87,4.0,False,,,,,,,,,2025.0,11011.0,4.0,OpenDART,26.33,29.39,-19.3,5,-20.24,-75.37,,,,,,,반도체 제조업,반도체 제조업,2026-07-09,4.56,4,0,6,0,0,0,3,5,18,D,37
257720.KQ,257720,실리콘투,23312,우량기업부,화장품 유통,KOSDAQ,주권,KRX,35600.0,41699.25,-14.626761872215926,61800.0,-42.394822006472495,55.86034912714304,nxt_web_latest,NXT 체결가,2026-07-09 23:06 KST,,,31.11,14.49,7.77,11.0,4.73,46.89,55.09,61.43,49.27,103.34,631 -> 1990 -> 2609,11163.0,2054.0,1686.0,18.4,15.1,11.41,-58.98,773.23,2520.18,-1746.95,0.86,11.9,306.0,200.28,OpenDART,,1.0,False,,,,,,,,,2025.0,11011.0,1.0,OpenDART,11.0,4.73,46.89,1,,,0.35,103.34,,,,,상품 종합 도매업,상품 종합 도매업,2026-07-09,4.56,12,0,20,20,15,10,3,5,85,S,38
357780.KQ,357780,솔브레인,22946,우량기업부,반도체 및 디스플레이 관련 화학재료 제조ㆍ판매 등,KOSDAQ,주권,KRX,299000.0,348672.5,-14.24617656970366,501000.0,-40.31936127744511,35.51020408163062,nxt_web_latest,NXT 체결가,2026-07-09 23:06 KST,,,-33.25,18.26,27.69,18.0,2.38,7.66,30.15,6.95,-20.43,-22.12,16759 -> 15226 -> 10164,9234.0,1336.0,840.0,14.47,9.1,1469.22,268.78,2476.57,3351.74,-875.17,0.79,22.77,2350.0,179.98,OpenDART,6.42,4.0,False,,,,,,,,,2025.0,11011.0,4.0,OpenDART,35.49,4.18,10.92,3,-49.28,-43.06,,-22.12,,,,,기타 화학제품 제조업,기타 화학제품 제조업,2026-07-09,4.56,8,3,6,0,0,0,5,5,27,D,39
263750.KQ,263750,펄어비스,22906,우량기업부,게임 개발 서비스(검은사막 및 붉은사막),KOSDAQ,주권,KRX,36200.0,44528.5,-18.703751529919042,72000.0,-49.72222222222222,39.130434782569,nxt_web_latest,NXT 체결가,2026-07-09 23:06 KST,,,296.2,96.6,7.88,7.0,2.41,-1.05,43.8,6.78,,,237 -> 939,3656.0,-148.0,-84.0,-4.05,-2.3,239.34,194.65,1338.75,3499.96,-2161.21,,,,,,,,,,,,,,,,,,,,,19.45,5.4,-10.03,4,-64.01,-55.37,0.02,,OpenDART,2025.0,CFS,11011,소프트웨어 개발 및 공급업,소프트웨어 개발 및 공급업,2026-07-09,4.56,15,3,0,20,0,10,5,3,56,B,40
005290.KQ,005290,동진쎄미켐,21968,우량기업부,"반도체,LCD용재료(감광제,봉지제),발포제",KOSDAQ,주권,KRX,44050.0,47113.25,-6.501886411996625,66000.0,-33.25757575757576,23.5384615384514,nxt_web_latest,NXT 체결가,2026-07-09 23:06 KST,,,-35.98,13.86,15.39,22.38,2.56,9.52,82.11,7.31,-1.71,-11.78,2476 -> 3010 -> 1927,11941.0,1724.0,941.0,14.44,7.88,1912.57,1098.48,3719.12,9045.5,-5326.38,1.48,33.71,650.0,334.0,OpenDART,55.91,5.0,True,,,,,,,,,2025.0,11011.0,5.0,OpenDART,52.39,2.06,6.15,2,,,,-11.78,,,,,기초 화학물질 제조업,기초 화학물질 제조업,2026-07-09,4.56,4,3,6,0,0,0,1,5,19,D,41
089970.KQ,089970,브이엠,21452,우량기업부,300mm Poly Etch System,KOSDAQ,주권,KRX,88600.0,41966.9,111.11876264389315,119700.0,-25.98162071846282,49.1193737769013,nxt_web_latest,NXT 체결가,2026-07-09 23:06 KST,,,,29.68,13.24,37.0,15.23,17.34,40.37,105.41,,,-,1444.0,247.0,261.0,17.11,18.07,183.11,93.34,1305.19,715.3,589.89,,,,,,,1.0,False,,,,,,,,,,,1.0,OpenDART,96.1,12.17,7.15,21,-61.5,25.14,,,OpenDART,2025.0,CFS,11011,특수 목적용 기계 제조업,특수 목적용 기계 제조업,2026-07-09,4.56,0,0,16,0,0,0,5,5,26,D,42
140860.KQ,140860,파크시스템스,20202,우량기업부,연구용 및 산업용 원자현미경,KOSDAQ,주권,KRX,284000.0,254827.5,11.44794027332215,339500.0,-16.347569955817377,68.13186813185764,nxt_web_latest,NXT 체결가,2026-07-09 23:06 KST,,,-19.61,42.01,36.14,36.0,8.11,16.69,55.44,17.42,9.61,18.19,3530 -> 6134 -> 4931,2056.0,422.0,345.0,20.53,16.78,244.79,-298.32,750.6,1248.03,-497.43,0.18,10.1,500.0,34.76,OpenDART,18.92,5.0,False,,,,,,,,,2025.0,11011.0,5.0,OpenDART,39.19,7.64,13.56,2,,,,18.19,,,,,"측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외","측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외",2026-07-09,4.56,0,0,16,0,12,0,1,5,34,D,43
420770.KQ,420770,기가비스,19203,우량기업부,반도체 기판용 광학검사 및 수리장비,KOSDAQ,주권,KRX,154000.0,71826.25,114.40629296392335,192200.0,-19.87513007284079,55.052546483421416,nxt_web_latest,NXT 체결가,2026-07-09 23:06 KST,,,353.16,47.97,1.54,146.44,11.9,7.42,13.4,100.77,,-33.36,2745 -> 269 -> 1219,524.0,121.0,155.0,23.09,29.58,256.54,210.21,397.82,282.74,115.08,0.52,65.63,800.0,101.41,OpenDART,0.0,3.0,False,,,,,,,,,2025.0,11011.0,3.0,OpenDART,96.1,12.17,7.15,21,52.38,-2.22,0.41,-33.36,,,,,특수 목적용 기계 제조업,특수 목적용 기계 제조업,2026-07-09,4.56,0,0,6,20,0,10,3,5,44,C,44
290650.KQ,290650,엘앤씨바이오,18824,우량기업부,"인체조직(피부, 뼈, 연골)",KOSDAQ,주권,KRX,69700.0,68782.5,1.3339148766037872,118300.0,-41.081994928148774,36.89839572191593,nxt_web_latest,NXT 체결가,2026-07-09 23:06 KST,,,192.78,8.73,21.98,,11.01,-57.68,118.98,18.75,12.82,,2132 -> 6242,855.0,44.0,-1382.0,5.15,-161.64,125.65,-44.7,308.88,2481.04,-2172.16,0.07,,50.0,11.34,OpenDART,0.0,5.0,True,,,,,,,,,2025.0,11011.0,5.0,OpenDART,108.15,6.76,1.96,7,,62.87,,,OpenDART,2025.0,CFS,11011,의약품 제조업,의약품 제조업,2026-07-09,4.56,0,0,0,0,0,10,5,5,20,D,45
007390.KQ,007390,네이처셀,18202,중견기업부,닥터쥬크르,KOSDAQ,주권,KRX,28250.0,22547.5,25.2910522230846,37800.0,-25.264550264550266,48.222222222192215,nxt_web_latest,NXT 체결가,2026-07-09 23:06 KST,,,,1126.55,8.75,,23.65,-4.45,18.57,-35.91,-700.0,,-,207.0,-36.0,-28.0,-17.39,-13.53,1.57,-164.33,167.67,117.02,50.65,,,,,,,,,,,,,,,,,,,,,97.08,22.77,-33.24,8,,3.86,,,OpenDART,2025.0,CFS,11011,기초 의약물질 제조업,기초 의약물질 제조업,2026-07-09,4.56,0,0,0,0,0,0,5,5,10,D,46
068760.KQ,068760,셀트리온제약,17894,우량기업부,고덱스 캡슐 외,KOSDAQ,주권,KRX,40250.0,57446.085,-29.934302746653668,95047.0,-57.652529801045794,44.66666666662497,nxt_web_latest,NXT 체결가,2026-07-09 23:06 KST,,,76.47,119.93,5.2,45.74,4.19,9.3,74.2,12.26,50.81,34.91,478 -> 493 -> 870,5364.0,561.0,388.0,10.46,7.23,864.3,685.07,498.72,3234.77,-2736.05,0.5,,200.0,86.85,OpenDART,,1.0,False,,,,,,,,,2025.0,11011.0,1.0,OpenDART,108.15,6.76,1.96,7,-57.71,-38.02,0.6,34.91,OpenDART,2025.0,OFS,11011,의약품 제조업,의약품 제조업,2026-07-09,4.56,0,0,6,20,15,10,5,3,59,B,47
035900.KQ,035900,JYP Ent.,17570,우량기업부,오디오물 출판 및 원판 녹음 관련 제품,KOSDAQ,주권,KRX,49950.0,66326.75,-24.6910183297086,85100.0,-41.30434782608695,40.6654343807553,nxt_web_latest,NXT 체결가,2026-07-09 23:06 KST,,,64.27,25.19,18.95,14.0,2.82,29.21,36.19,36.57,20.97,23.33,2971 -> 2751 -> 4519,8219.0,1552.0,1606.0,18.88,19.54,1243.33,1018.25,2944.72,2261.42,683.3,1.76,18.1,877.0,290.58,OpenDART,64.23,2.0,False,,,,,,,,,2025.0,11011.0,2.0,OpenDART,13.33,2.03,26.09,3,5.03,38.92,0.22,23.33,,,,,오디오물 출판 및 원판 녹음업,오디오물 출판 및 원판 녹음업,2026-07-09,4.56,8,3,20,20,12,10,5,5,83,A,48
131970.KQ,131970,두산테스나,17529,우량기업부,반도체 테스트,KOSDAQ,주권,KRX,93500.0,80706.25,15.852241926740493,190100.0,-50.81536033666492,21.212121212117296,nxt_web_latest,NXT 체결가,2026-07-09 23:06 KST,,,-95.9,238.23,8.73,51.0,4.89,0.34,61.02,-18.55,-102.37,-83.42,2839 -> 1903 -> 78,3039.0,-9.0,15.0,-0.3,0.49,1472.18,1224.2,1095.47,2666.99,-1571.52,0.17,194.3,160.0,30.78,OpenDART,0.0,5.0,False,,,,,,,,,2025.0,11011.0,5.0,OpenDART,51.0,4.89,0.34,1,,,,-83.42,,,,,"그외 기타 전문, 과학 및 기술 서비스업","그외 기타 전문, 과학 및 기술 서비스업",2026-07-09,4.56,0,0,0,0,0,0,1,3,4,D,49
098460.KQ,098460,고영,17289,우량기업부,전자제품및반도체생산용 3차원 납도포검사장비,KOSDAQ,주권,KRX,25350.0,27385.8,-7.433779549985757,43500.0,-41.724137931034484,28.49162011170955,daily_close,NXT 미확인,2026-07-09 23:14 KST,,,-29.74,61.63,23.74,49.0,6.47,4.48,22.43,14.86,424.24,-17.9,319 -> 306 -> 215,2326.0,173.0,148.0,7.44,6.36,180.9,46.06,383.51,751.7,-368.19,0.55,62.8,140.0,92.63,OpenDART,3.93,5.0,False,,,,,,,,,2025.0,11011.0,5.0,OpenDART,96.1,12.17,7.15,21,-49.01,-46.84,,-17.9,,,,,특수 목적용 기계 제조업,특수 목적용 기계 제조업,2026-07-09,4.56,0,0,0,0,0,0,3,5,8,D,50
032820.KQ,032820,우리기술,17246,벤처기업부,"시스템사업, 정보통신사업",KOSDAQ,주권,KRX,10050.0,11474.325,-12.41314848585865,29300.0,-65.69965870307168,25.68306010925032,daily_close,NXT 미확인,2026-07-09 23:14 KST,,,-84.85,398.75,6.61,62.13,13.01,0.67,172.08,22.16,-1016.67,,33 -> 5,871.0,-55.0,-41.0,-6.31,-4.71,-188.48,-655.92,94.76,2140.61,-2045.85,,,,,,,,,,,,,,,,,,,,,126.38,9.88,2.12,2,,,,,OpenDART,2025.0,CFS,11011,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업","전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업",2026-07-09,4.56,0,0,0,0,0,0,3,1,4,D,51
041510.KQ,041510,에스엠,17079,우량기업부,"음반(CD,MC),연예 대리",KOSDAQ,주권,KRX,75300.0,103583.5,-27.305024448874583,153000.0,-50.78431372549019,48.03493449780191,nxt_web_latest,NXT 체결가,2026-07-09 23:06 KST,,,1844.22,43.74,32.81,12.0,1.68,41.65,47.76,18.71,109.62,103.18,3664 -> 778 -> 15126,11749.0,1830.0,3594.0,15.58,30.59,1948.61,1529.18,3646.12,6489.65,-2843.53,2.15,10.7,1620.0,370.89,OpenDART,68.7,5.0,True,,,,,,,,,2025.0,11011.0,5.0,OpenDART,13.33,2.03,26.09,3,-9.98,-17.24,0.01,103.18,,,,,오디오물 출판 및 원판 녹음업,오디오물 출판 및 원판 녹음업,2026-07-09,4.56,12,6,20,20,15,10,5,3,91,S,52
140410.KQ,140410,메지온,16624,투자주의환기종목(소속부없음),"발기부전증치료제, 전립선비대증치료제",KOSDAQ,주권,KRX,54700.0,85981.5,-36.38166349738025,172700.0,-68.326577880718,34.93449781657253,daily_close,NXT 미확인,2026-07-09 23:14 KST,,,,,25.57,,120.78,-110.43,470.09,-8.14,,,-,79.0,-168.0,-349.0,-212.66,-441.77,-165.88,-298.6,255.74,808.3,-552.56,,,,,,,,,,,,,,,,,,,,,229.93,38.95,-26.84,8,,210.09,,,OpenDART,2025.0,CFS,11011,자연과학 및 공학 연구개발업,자연과학 및 공학 연구개발업,2026-07-09,4.56,0,0,0,0,0,0,3,1,4,D,53
