yf_symbol,symbol,name,market_cap,price,ma200,diff,peak,peak_diff,rsi,price_source,eps_growth,hist_per_avg,foreign_supply,per,pbr,roe,debt_ratio,revenue_growth,operating_growth,eps_cagr,eps3y,revenue,operating_income,net_income,operating_margin,net_margin,operating_cashflow,free_cashflow,cash,total_debt,net_cash,peg,cagr,data_date,us_10y_bond,score_per,score_pbr,score_roe,score_peg,score_cagr,score_eps3y,score_rsi,score_peak_diff,score,grade,rank
047050.KS,047050,포스코인터내셔널,88489,50300.0,61366.5,-18.033454735075328,87300.0,-42.38258877434135,34.81012658226305,daily_close,19.35,14.68,7.89,11.0,1.39,9.27,140.03,0.35,0.65,-4.58,3834 -> 2925 -> 3491,,,,,,,,,,,0.57,-4.58,2026-06-23,4.51,12,6,6,20,0,8,3,5,60,B,71
028050.KS,028050,삼성E&A,87906,44850.0,34735.5,29.11862503778555,64400.0,-30.357142857142854,43.7057991513264,daily_close,-18.44,6.49,37.52,13.0,1.98,13.76,125.8,-9.41,-18.47,-9.5,3846 -> 3862 -> 3150,,,,,,,,,,,,-9.5,2026-06-23,4.51,8,3,12,0,0,0,5,5,33,D,72
039490.KS,039490,키움증권,84324,321500.0,346950.0,-7.335350915117451,495500.0,-35.11604439959637,39.85680190930521,daily_close,38.22,5.91,27.45,6.0,1.31,18.12,1107.51,51.78,35.51,64.21,15021 -> 29304 -> 40504,,,,,,,,,,,0.16,64.21,2026-06-23,4.51,15,6,16,20,15,10,5,5,92,S,73
352820.KS,352820,하이브,84092,195100.0,296845.0,-34.275463625797975,404500.0,-51.76761433868974,41.90140845069905,daily_close,-95.0,455.33,18.97,48.0,2.86,-7.33,54.46,17.48,-73.21,,4504 -> 225,,,,,,,,,,,,,2026-06-23,4.51,0,3,0,0,0,0,5,3,11,D,74
003230.KS,003230,삼양식품,80753,1072000.0,1286830.0,-16.69451287271823,1630000.0,-34.23312883435583,39.03225806451437,regularMarketPrice,43.18,19.3,15.49,15.0,5.98,37.59,72.74,36.1,52.12,75.62,16761 -> 36106 -> 51697,,,,,,,,,,,0.35,75.62,2026-06-23,4.51,8,0,20,20,15,10,5,5,83,A,75
047040.KS,047040,대우건설,79633,19380.0,11397.65,70.0350510850921,37150.0,-47.83310901749663,41.50099403575641,daily_close,-54.26,4.44,9.91,22.0,2.43,-23.89,284.46,-23.32,-302.28,,1231 -> 563,,,,,,,,,,,,,2026-06-23,4.51,4,3,0,0,0,0,5,3,15,D,76
007660.KS,007660,이수페타시스,79355,108100.0,112662.0,-4.0492801476984255,161400.0,-33.02354399008674,33.333333333327815,daily_close,102.24,38.82,22.59,32.0,10.61,29.64,70.53,30.0,100.88,77.17,719 -> 1116 -> 2257,,,,,,,,,,,0.31,77.17,2026-06-23,4.51,0,0,20,20,15,10,3,5,73,A,77
064400.KS,064400,LG씨엔에스,77508,80000.0,69150.5,15.68969132544233,143700.0,-44.32846207376478,10.608203677508513,daily_close,8.8,13.5,5.64,17.0,2.84,17.35,79.68,2.46,7.58,9.24,3811 -> 4180 -> 4548,,,,,,,,,,,1.93,9.24,2026-06-23,4.51,8,3,16,5,8,5,1,5,51,C,78
161390.KS,161390,한국타이어앤테크놀로지,76307,61600.0,57101.25,7.878549068540532,75900.0,-18.84057971014493,37.26708074532541,regularMarketPrice,-2.26,6.24,39.13,6.0,0.64,9.39,87.63,125.27,4.47,22.99,5814 -> 8998 -> 8795,,,,,,,,,,,,22.99,2026-06-23,4.51,15,10,6,0,12,0,5,5,53,C,79
005387.KS,005387,현대차2우B,74997,214500.0,229714.0,-6.6230181878335666,323500.0,-33.69397217928903,23.529411764703298,daily_close,-23.26,5.89,25.28,6.0,0.53,8.41,188.95,6.29,-19.46,-9.97,43589 -> 46042 -> 35331,,,,,,,,,,,,-9.97,2026-06-23,4.51,15,10,6,0,0,0,1,5,37,D,80
000880.KS,000880,한화,74667,105900.0,106951.0,-0.982693008948023,150900.0,-29.82107355864811,40.947075208905666,daily_close,-50.24,10.25,21.18,12.0,0.83,3.3,497.35,34.39,71.64,0.68,3886 -> 7916 -> 3939,,,,,,,,,,,,0.68,2026-06-23,4.51,12,8,0,0,0,0,5,5,30,D,81
180640.KS,180640,한진칼,73171,109600.0,114514.0,-4.291178371203521,173000.0,-36.64739884393063,46.32237871673476,regularMarketPrice,-68.82,25.59,19.69,48.67,2.38,4.75,20.93,2.12,-115.24,-36.56,5723 -> 7385 -> 2303,,,,,,,,,,,,-36.56,2026-06-23,4.51,0,3,0,0,0,0,5,5,13,D,82
353200.KS,353200,대덕전자,69381,140400.0,69842.0,101.02517110048394,190900.0,-26.45364064955474,41.23076923076331,daily_close,100.43,46.49,14.43,40.0,8.76,5.37,31.28,19.41,334.51,36.9,493 -> 461 -> 924,,,,,,,,,,,0.4,36.9,2026-06-23,4.51,0,0,6,20,15,10,5,5,61,B,83
001440.KS,001440,대한전선,68009,34700.0,29775.15,16.540134978329238,72300.0,-52.00553250345782,29.581151832439048,regularMarketPrice,10.51,31.98,12.85,73.0,4.49,5.48,114.0,10.47,11.63,-5.86,510 -> 409 -> 452,,,,,,,,,,,6.95,-5.86,2026-06-23,4.51,0,0,6,0,0,5,3,3,17,D,84
062040.KS,062040,산일전기,67967,222000.0,164169.5,35.22609254459568,333500.0,-33.43328335832084,48.61111111110481,regularMarketPrice,52.18,23.98,16.93,34.0,12.1,29.21,16.48,50.27,63.55,-25.48,8807 -> 3214 -> 4891,,,,,,,,,,,0.65,-25.48,2026-06-23,4.51,0,0,20,20,0,10,5,5,60,B,85
000990.KS,000990,DB하이텍,65735,151100.0,93015.25,62.44648055023235,220500.0,-31.473922902494333,43.00441826214579,regularMarketPrice,12.18,9.33,23.22,23.14,2.89,12.52,33.36,23.51,45.34,-1.28,5934 -> 5155 -> 5783,,,,,,,,,,,1.9,-1.28,2026-06-23,4.51,4,3,12,5,0,5,5,5,39,D,86
326030.KS,326030,SK바이오팜,64373,82200.0,109415.0,-24.873189233651694,140700.0,-41.57782515991471,42.5480769230626,regularMarketPrice,10.9,36.34,12.52,20.0,7.31,39.28,45.03,29.05,111.73,,3074 -> 3409,,,,,,,,,,,1.83,,2026-06-23,4.51,4,0,20,5,0,5,5,5,44,C,87
004170.KS,004170,신세계,63471,672000.0,317412.0,111.71222260027976,767000.0,-12.385919165580182,59.84703632887029,regularMarketPrice,-86.85,63.77,24.38,18.0,1.3,0.32,140.91,5.47,0.63,-74.9,22865 -> 10948 -> 1440,,,,,,,,,,,,-74.9,2026-06-23,4.51,8,6,0,0,0,0,3,5,22,D,88
034220.KS,034220,LG디스플레이,60900,12180.0,12884.25,-5.465975900809127,16690.0,-27.022168963451172,18.461538461502315,daily_close,,26.09,31.06,16.0,1.05,3.44,243.36,-3.03,,,-,,,,,,,,,,,,,2026-06-23,4.51,8,8,0,0,0,0,1,5,22,D,89
021240.KS,021240,코웨이,60859,86000.0,87367.5,-1.5652273442641715,113200.0,-24.02826855123675,33.95522388057928,daily_close,11.66,9.28,54.67,9.0,1.66,18.14,93.71,15.16,10.47,15.76,6386 -> 7664 -> 8558,,,,,,,,,,,0.77,15.76,2026-06-23,4.51,12,6,16,16,12,5,3,5,75,A,90
078930.KS,078930,GS,60382,65000.0,61522.0,5.653262247651247,82100.0,-20.828258221680876,39.94708994707515,daily_close,40.85,5.41,20.84,4.0,0.43,5.55,86.04,-0.26,-4.59,-21.64,13734 -> 5988 -> 8434,,,,,,,,,,,0.1,-21.64,2026-06-23,4.51,15,10,6,20,0,10,5,5,71,A,91
032640.KS,032640,LG유플러스,60268,14200.0,15491.65,-8.337717415510934,17810.0,-20.26951151038742,34.04255319141137,daily_close,40.79,10.47,85.22,9.0,0.71,6.01,117.06,5.65,3.36,-7.96,1426 -> 858 -> 1208,,,,,,,,,,,0.22,-7.96,2026-06-23,4.51,12,10,6,20,0,10,3,5,66,B,92
241560.KS,241560,두산밥캣,59910,62500.0,61473.0,1.6706521562311911,76700.0,-18.513689700130378,44.66403162052865,daily_close,-25.84,8.93,38.4,12.0,0.83,5.71,70.77,2.81,-21.26,-32.66,9192 -> 5620 -> 4168,,,,,,,,,,,,-32.66,2026-06-23,4.51,12,8,6,0,0,0,5,5,36,D,93
009830.KS,009830,한화솔루션,58529,34050.0,33638.695,1.222713901356757,55179.0,-38.29174142336759,40.476804123687,daily_close,,,14.67,18.0,0.68,-7.01,196.32,7.58,,,-,,,,,,,,,,,,,2026-06-23,4.51,8,10,0,0,0,0,5,5,28,D,94
267270.KS,267270,HD건설기계,58416,121900.0,123019.5,-0.91001833042729,198100.0,-38.46542150429077,33.203631647205384,regularMarketPrice,6.37,11.96,18.08,13.0,1.39,5.74,86.64,9.84,-10.24,-10.94,7077 -> 5277 -> 5613,,,,,,,,,,,2.04,-10.94,2026-06-23,4.51,8,6,6,0,0,5,3,5,33,D,95
454910.KS,454910,두산로보틱스,57560,88800.0,88713.0,0.09806905414088127,166700.0,-46.73065386922616,5.485714285713414,daily_close,,,5.63,,19.08,-14.78,14.57,-29.49,,,-,330.0,-595.0,-555.0,-180.3,-168.18,,,,,,,,2026-06-23,4.51,0,0,0,0,0,0,1,3,4,D,96
090430.KS,090430,아모레퍼시픽,56270,96200.0,126749.5,-24.10226470321382,182300.0,-47.22984092155787,29.72136222908928,daily_close,-60.27,34.27,24.18,21.0,1.32,4.41,26.49,9.46,52.29,14.4,2608 -> 8591 -> 3413,,,,,,,,,,,,14.4,2026-06-23,4.51,4,6,0,0,8,0,3,3,24,D,97
000100.KS,000100,유한양행,55594,69800.0,105419.5,-33.788340866727694,163700.0,-57.36102626756261,28.571428571413918,daily_close,175.23,75.25,18.84,41.0,2.49,8.81,36.35,5.75,90.16,19.5,1673 -> 868 -> 2389,,,,,,,,,,,0.23,19.5,2026-06-23,4.51,0,3,6,20,12,10,3,3,57,B,98
000500.KS,000500,가온전선,54840,331500.0,135294.0,145.0219521930019,564000.0,-41.22340425531915,43.47305389221411,daily_close,-0.83,16.69,0.78,98.4,10.94,10.96,184.82,47.4,76.0,8.41,2737 -> 3244 -> 3217,25457.0,792.0,514.0,3.11,2.02,,,,,,,8.41,2026-06-23,4.51,0,0,12,0,8,0,5,5,30,D,99
029780.KS,029780,삼성카드,53932,46550.0,53396.25,-12.821593276681414,67400.0,-30.93471810089021,49.39024390239686,daily_close,-2.81,7.69,5.39,8.0,0.57,7.45,263.01,-0.01,-3.58,2.95,5260 -> 5736 -> 5575,43829.0,8537.0,6459.0,19.48,14.74,,,,,,,2.95,2026-06-23,4.51,15,10,6,0,0,0,5,5,41,C,100
