yf_symbol,symbol,name,market_cap,price,ma20,ma60,ma120,ma200,diff,peak,peak_diff,rsi,return_20d,return_60d,price_source,price_basis,price_time,after_market_price,after_market_change_pct,eps_growth,hist_per_avg,foreign_supply,per,pbr,roe,debt_ratio,revenue_growth,operating_growth,eps_cagr,eps3y,revenue,operating_income,net_income,operating_margin,net_margin,operating_cashflow,free_cashflow,cash,total_debt,net_cash,dividend_yield,payout_ratio,dividend_per_share,dividend_total,dividend_source,dividend_growth_3y,dividend_consecutive_years,dividend_cut_flag,dividend_history_years,dividend_history_source,sector,industry,analyst_buy_ratio,analyst_opinion_score,analyst_opinion_count,consensus_revision,target_mean,target_high,target_low,target_upside,earnings_surprise_pct,finnhub_source,consensus_source,cashflow_status,financial_currency,fundamental_refreshed_at,dart_year,dart_fs_div,dart_report_code,dart_source,peg,cagr,peer_per_avg,peer_pbr_avg,peer_roe_avg,peer_group_count,peer_per_count,peer_pbr_count,peer_roe_count,peer_per_gap,peer_pbr_gap,data_date,us_10y_bond,score_per,score_pbr,score_roe,score_peg,score_cagr,score_eps3y,score_rsi,score_peak_diff,score,grade,rank
NVDA,NVDA,엔비디아,5103.12,197.00999450683594,203.63149795532226,208.68199971516927,197.5907497406006,193.00365028381347,2.0757867621317545,235.74000549316406,-16.42912110114938,44.163521249311344,1.05,-1.28,daily_close,일봉 종가,2026-07-29 13:49 KST,,,214.5,60.85,70.84,30.30368,24.483273,114.29,6.555,85.2,60.08,102.92,1.19 -> 2.94 -> 4.9,215938000000.0,130387000000.0,120067000000.0,60.38,55.6,102718000000.0,96676000000.0,10605000000.0,11040000000.0,-435000000.0,0.51,0.61,1.0,,yfinance,,,,,,Technology,Semiconductors,92.65,,,-0.31,,,,,3.02,Finnhub,,,,2026-07-28,,,,,0.14,102.92,39.0,9.5,34.6,21,19,20,20,-22.3,157.72,2026-07-28,4.25,0,0,20,20,15,10,5,5,75,A,1
GOOGL,GOOGL,알파벳A,4490.91,333.7099914550781,350.653498840332,367.0941665649414,340.6623326619466,324.75139976501464,2.7585998694834855,402.6199951171875,-17.115395285336554,36.88028117359425,-5.64,-13.28,daily_close,일봉 종가,2026-07-29 13:49 KST,335.89,0.6532643914604876,294.0,23.78,81.11,16.393574,6.416221,48.68,18.859,24.2,14.81,36.52,5.8 -> 8.04 -> 10.81,402836000000.0,129039000000.0,132170000000.0,32.03,32.81,164713000000.0,73266000000.0,30708000000.0,59291000000.0,-28583000000.0,0.26,4.26,0.88,,yfinance,,2.0,False,2.0,yfinance dividend history,Communication Services,Internet Content & Information,86.96,4.59,54.0,-0.18,428.12,515.0,340.0,28.29,6.53,Finnhub,yfinance,,,2026-07-28,,,,,0.06,36.52,22.0,6.38,32.93,6,5,5,5,-25.48,0.57,2026-07-28,4.25,8,0,20,20,15,10,5,5,83,A,2
GOOG,GOOG,알파벳C,4483.96,332.6000061035156,349.00549774169923,364.6973322550456,338.97933197021484,324.00024917602536,2.6542439239971447,399.0400085449219,-16.649960159051766,37.47241380422633,-5.32,-12.92,daily_close,일봉 종가,2026-07-29 13:49 KST,334.89,0.688512884684567,82.0,23.92,61.11,26.951181,8.941894,38.88,20.026,21.8,14.81,36.52,5.8 -> 8.04 -> 10.81,402836000000.0,129039000000.0,132170000000.0,32.03,32.81,164713000000.0,73266000000.0,30708000000.0,59291000000.0,-28583000000.0,0.26,6.41,0.88,,yfinance,,,,,,Communication Services,Internet Content & Information,87.14,,,-1.43,,,,,8.28,Finnhub,,,,2026-07-22,,,,,0.33,36.52,20.29,6.38,32.93,6,5,5,5,32.83,40.16,2026-07-28,4.25,0,0,20,20,15,10,5,5,75,A,3
AAPL,AAPL,애플,4376.98,340.0799865722656,319.95899963378906,304.7576665242513,283.55741628011066,276.7926993560791,22.864507396118427,340.0799865722656,0.0,72.29740718483544,20.71,25.33,daily_close,일봉 종가,2026-07-29 13:49 KST,341.2465,0.3430114895886475,21.8,30.46,65.83,35.073936,39.856747,141.47,79.548,16.6,7.98,10.32,6.13 -> 6.08 -> 7.46,416161000000.0,133050000000.0,112010000000.0,31.97,26.92,111482000000.0,98767000000.0,35934000000.0,98657000000.0,-62723000000.0,0.32,12.59,1.08,,yfinance,,,,,,Technology,Consumer Electronics,69.09,,,-3.13,,,,,3.74,Finnhub,,,,2026-07-28,,,,,1.61,10.32,39.0,9.5,34.6,21,19,20,20,-10.07,319.54,2026-07-28,4.25,0,0,20,5,8,8,1,0,42,C,4
MSFT,MSFT,마이크로소프트,2818.35,393.3500061035156,388.93749847412107,400.85216471354164,399.00441563924153,434.7883494567871,-9.530693130357202,542.0700073242188,-27.435570906204344,56.4076327008384,6.72,-3.54,daily_close,일봉 종가,2026-07-29 13:49 KST,,,23.4,33.6,76.44,23.700062,6.9982247,34.01,30.271,18.3,17.45,18.71,9.68 -> 11.8 -> 13.64,281724000000.0,128528000000.0,101832000000.0,45.62,36.15,136162000000.0,71611000000.0,30242000000.0,60588000000.0,-30346000000.0,0.93,20.73,3.64,,yfinance,10.21,10.0,False,10.0,yfinance dividend history,Technology,Software - Infrastructure,92.65,4.67,55.0,0.23,556.75,870.0,400.0,41.54,5.58,Finnhub,yfinance,,,2026-07-28,,,,,1.01,18.71,39.0,9.68,35.48,21,19,20,20,-39.23,-27.7,2026-07-28,4.25,4,0,20,10,12,8,3,5,62,B,5
AMZN,AMZN,아마존,2628.93,230.86000061035156,243.30699996948243,251.5153335571289,236.3137503306071,234.66445014953612,-1.621229605404754,274.989990234375,-16.04785308236539,35.617689852369125,-3.86,-12.9,daily_close,일봉 종가,2026-07-29 13:49 KST,,,74.8,41.19,68.71,27.931406,5.6484075,24.29,53.3,16.6,16.59,57.24,2.9 -> 5.53 -> 7.17,716924000000.0,79975000000.0,77670000000.0,11.16,10.83,139514000000.0,7695000000.0,86810000000.0,152987000000.0,-66177000000.0,,0.0,0.0,,yfinance,,,,,,Consumer Cyclical,Internet Retail,93.33,4.67,62.0,-0.09,313.13,370.0,207.0,35.64,9.72,Finnhub,yfinance,,,2026-07-25,,,,,0.37,57.24,24.64,16.73,38.64,8,7,4,4,13.36,-66.24,2026-07-28,4.25,0,0,20,20,15,10,5,5,75,A,6
AVGO,AVGO,브로드컴,1957.03,380.9100036621094,382.73499908447263,401.87250061035155,373.3320844014486,365.3399002075195,4.261813025553947,481.57000732421875,-20.902465297083932,46.386101849092285,2.27,-8.75,daily_close,일봉 종가,2026-07-29 13:49 KST,384.3404,0.9005792194771514,85.4,63.62,79.86,61.352158,20.040152,37.28,74.018,47.9,73.88,20.26,3.3 -> 1.23 -> 4.77,63887000000.0,26075000000.0,23126000000.0,40.81,36.2,27537000000.0,26914000000.0,16178000000.0,65136000000.0,-48958000000.0,0.68,41.26,2.6,,yfinance,,,,,,Technology,Semiconductors,92.86,,,-0.12,,,,,0.51,Finnhub,,,,2026-07-29,,,,,0.72,20.26,35.07,9.5,34.6,21,19,20,20,74.94,110.95,2026-07-28,4.25,0,0,20,16,12,10,5,5,68,B,7
TSLA,TSLA,테슬라,1504.13,307.44000244140625,379.97899932861327,400.5763326009115,394.8565828959147,413.4324501037598,-25.637186349487674,489.8800048828125,-37.241773622715826,18.055751881456544,-25.35,-19.44,daily_close,일봉 종가,2026-07-29 13:49 KST,,,8.3,176.51,45.6,349.39447,17.392338,4.9,18.738,15.8,-37.51,-49.94,4.31 -> 2.04 -> 1.08,94827000000.0,4849000000.0,3794000000.0,5.11,4.0,14747000000.0,6220000000.0,16513000000.0,14719000000.0,1794000000.0,,0.0,0.0,,yfinance,,,,,,Consumer Cyclical,Auto Manufacturers,48.33,3.62,40.0,0.0,425.61,600.0,125.0,38.44,-0.06,Finnhub,yfinance,,,2026-07-28,,,,,42.1,-49.94,24.64,10.86,42.77,8,7,4,4,1318.0,60.15,2026-07-28,4.25,0,0,0,0,0,5,1,5,11,D,8
META,META,메타 플랫폼스,1465.23,593.4099731445312,624.6904907226562,605.9378285725911,620.8117467244466,636.852998046875,-6.8215153317290556,790.0,-24.884813526008703,47.45877613132666,5.48,-3.02,daily_close,일봉 종가,2026-07-29 13:49 KST,,,62.4,22.36,79.31,22.271437,6.3836145,32.93,35.608,33.1,20.03,25.69,14.87 -> 23.86 -> 23.49,200966000000.0,83276000000.0,60458000000.0,41.44,30.08,115800000000.0,46109000000.0,35873000000.0,83897000000.0,-48024000000.0,0.35,7.64,2.1,,yfinance,,,,,,Communication Services,Internet Content & Information,87.5,,,-0.17,,,,,8.96,Finnhub,,,,2026-07-22,,,,,0.36,25.69,20.29,6.42,38.88,6,5,5,5,9.77,-0.57,2026-07-28,4.25,4,0,20,20,15,10,5,5,79,A,9
BRK-B,BRK-B,버크셔해서웨이,1055.69,512.3699951171875,496.41900024414065,487.5336664835612,486.78433354695636,490.1318000793457,4.537186739208058,539.7999877929688,-5.081510429063138,69.02596701348006,3.3,8.19,daily_close,일봉 종가,2026-07-29 13:49 KST,,,119.6,11.79,67.47,14.743223,0.0009789749,10.5,17.669,4.4,,-16.27,44.27 -> 41.27 -> 31.04,410522000000.0,,66968000000.0,,16.31,45969000000.0,25042000000.0,51877000000.0,129081000000.0,-77204000000.0,,0.0,0.0,,yfinance,,,,,,Financial Services,Insurance - Diversified,10.0,4.0,3.0,0.0,520.33,570.0,481.0,1.55,-3.3,Finnhub,yfinance,,,2026-07-25,,,,,0.12,-16.27,20.06,3.27,16.16,17,16,16,16,-26.5,-99.97,2026-07-28,4.25,8,10,12,20,0,10,1,0,61,B,10
