yf_symbol,symbol,name,market_cap,listing_department,products,krx_market,security_group,krx_source,price,ma200,diff,peak,peak_diff,rsi,return_20d,return_60d,price_source,price_basis,price_time,after_market_price,after_market_change_pct,eps_growth,hist_per_avg,foreign_supply,per,pbr,roe,debt_ratio,revenue_growth,operating_growth,eps_cagr,eps3y,revenue,operating_income,net_income,operating_margin,net_margin,operating_cashflow,free_cashflow,cash,total_debt,net_cash,dividend_yield,payout_ratio,dividend_per_share,dividend_total,dividend_source,dividend_growth_3y,dividend_consecutive_years,dividend_cut_flag,dividend_history_years,dividend_history_source,analyst_buy_ratio,analyst_opinion_score,analyst_opinion_count,consensus_revision,target_mean,target_high,target_low,target_upside,earnings_surprise_pct,finnhub_source,consensus_source,cashflow_status,financial_currency,fundamental_refreshed_at,dart_year,dart_fs_div,dart_report_code,dart_source,dividend_year,dividend_report_code,peer_group_count,peer_per_count,peer_pbr_count,peer_roe_count,peg,peer_per_avg,peer_pbr_avg,peer_roe_avg,peer_per_gap,peer_pbr_gap,cagr,sector,industry,data_date,us_10y_bond,score_per,score_pbr,score_roe,score_peg,score_cagr,score_eps3y,score_rsi,score_peak_diff,score,grade,rank
082920.KQ,082920,비츠로셀,13193,우량기업부,리튬1차전지,KOSDAQ,주권,KRX,29250.0,29119.34,0.44870522477501157,64100.0,-54.36817472698908,28.026905829578823,-33.22,-48.23,nxt_web_latest,NXT 체결가,2026-07-15 21:57 KST,,,10.56,11.12,33.02,24.0,5.52,18.56,12.21,15.32,33.53,23.31,826 -> 1136 -> 1256,2431.0,693.0,569.0,28.51,23.41,635.86,521.59,243.75,403.47,-159.72,0.89,20.5,260.0,116.83,OpenDART,14.74,5.0,True,5.0,OpenDART,,,,,,,,,,,,,,,,,,,2025.0,11011.0,2,1,1,1,2.27,,,,,,23.31,일차전지 및 이차전지 제조업,일차전지 및 이차전지 제조업,2026-07-15,4.25,4,0,16,0,12,5,3,3,43,C,66
078600.KQ,078600,대주전자재료,12908,우량기업부,"전도성페이스트,태양전지 페이스트,고분자재료,PIG,이차전지용음극재료",KOSDAQ,주권,KRX,80800.0,96482.5,-16.25424299743477,182800.0,-55.798687089715536,39.93660855783583,-32.21,-39.02,nxt_web_latest,NXT 체결가,2026-07-15 21:57 KST,,,-43.95,667.76,16.15,146.78,5.7,8.6,155.9,16.1,-29.59,444.67,45 -> 2382 -> 1335,2546.0,207.0,209.0,8.13,8.21,109.49,-128.37,870.95,4023.25,-3152.3,0.12,6.7,100.0,15.14,OpenDART,0.0,4.0,False,4.0,OpenDART,,,,,,,,,,,,,,,,,,,2025.0,11011.0,10,7,9,9,,22.0,4.23,9.7,567.18,34.75,444.67,전자부품 제조업,전자부품 제조업,2026-07-15,4.25,0,0,6,0,15,0,5,3,29,D,67
458870.KQ,458870,씨어스,12312,기술성장기업부,심전도검사솔루션 입원환자모니터링솔루션,KOSDAQ,주권,KRX,32000.0,39561.82,-19.113933585461943,63034.0,-49.23374686677032,48.66412213737858,-8.31,-26.01,nxt_web_latest,NXT 체결가,2026-07-15 21:57 KST,,,,102.08,4.94,20.0,22.15,52.78,36.81,495.06,,,-,482.0,163.0,160.0,33.82,33.2,20.86,4.54,110.96,145.84,-34.88,,,,,,,,,,,,4.0,,,68400.0,,,113.75,,,Naver/FnGuide,,KRW,2026-07-14,2025.0,CFS,11011.0,OpenDART,,,3,1,2,2,,,,,,,,의료용 기기 제조업,의료용 기기 제조업,2026-07-15,4.25,4,0,20,0,0,0,5,3,32,D,68
323280.KQ,323280,태성,11741,중견기업부,PCB 자동화 설비,KOSDAQ,주권,KRX,40650.0,51068.75,-20.401419654877003,89700.0,-54.682274247491634,41.72185430461642,-20.14,-31.22,nxt_web_latest,NXT 체결가,2026-07-15 21:57 KST,,,,103.42,5.1,,8.33,-3.0,34.71,-35.98,-141.67,,-,379.0,-25.0,-25.0,-6.6,-6.6,-97.49,-498.39,491.19,444.52,46.67,,,,,,,,,,,,,,,,,,,,,,,KRW,2026-07-13,2025.0,CFS,11011.0,OpenDART,,,19,15,18,18,,39.0,9.11,8.98,,-8.56,,특수 목적용 기계 제조업,특수 목적용 기계 제조업,2026-07-15,4.25,0,0,0,0,0,0,5,3,8,D,69
039200.KQ,039200,오스코텍,11687,벤처기업부,신약연구개발,KOSDAQ,주권,KRX,30300.0,47237.5,-35.856046573167504,62000.0,-51.12903225806451,34.38320209971225,-27.43,-46.47,nxt_web_latest,NXT 체결가,2026-07-15 21:57 KST,,,5847.83,547.23,13.26,19.28,5.99,33.87,23.02,193.53,,,23 -> 1368,998.0,521.0,544.0,52.2,54.51,83.02,,151.92,430.06,-278.14,,,,,,,,,,,,4.0,,,75000.0,,,147.52,,,Naver/FnGuide,,KRW,2026-07-14,2025.0,CFS,11011.0,OpenDART,,,7,5,6,6,0.0,38.0,4.28,7.59,-49.26,39.95,,의약품 제조업,의약품 제조업,2026-07-15,4.25,4,0,20,0,0,10,3,3,40,C,70
166090.KQ,166090,하나머티리얼즈,11451,우량기업부,"실리콘부품, 세라믹부품, 특수가스",KOSDAQ,주권,KRX,56700.0,55737.75,1.7263883095388672,81100.0,-30.08631319358816,48.225469728587164,-21.25,-21.25,nxt_web_latest,NXT 체결가,2026-07-15 21:57 KST,,,20.8,21.83,22.77,20.98,2.1,9.39,47.86,8.7,15.44,5.86,1731 -> 1606 -> 1940,2735.0,501.0,384.0,18.32,14.04,685.43,482.22,394.97,2219.26,-1824.29,0.53,15.1,300.0,57.87,OpenDART,-20.63,5.0,True,5.0,OpenDART,,4.0,,,106000.0,,,86.95,,,Naver/FnGuide,,KRW,2026-07-14,2025.0,CFS,11011.0,OpenDART,2025.0,11011.0,5,2,4,4,1.01,,6.84,2.98,,-69.3,5.86,반도체 제조업,반도체 제조업,2026-07-15,4.25,4,3,6,10,4,8,5,5,45,C,71
031330.KQ,031330,에스에이엠티,11179,우량기업부,"반도체(메모리,비메모리), CPU, TFT-LCD, 네트웍 장비, PC 및 주변기기, 이동통신수탁사업",KOSDAQ,주권,KRX,11180.0,6682.975,67.29076496620142,18860.0,-40.721102863202546,39.516129032183706,-29.02,68.12,daily_close,NXT 미확인,2026-07-15 22:07 KST,,,39.34,6.2,9.39,3.9,1.61,16.55,183.14,30.01,68.99,51.79,329 -> 544 -> 758,37566.0,1139.0,758.0,3.03,2.02,-1202.55,-1206.28,983.32,8901.87,-7918.55,2.06,29.6,230.0,224.35,OpenDART,3.56,5.0,True,5.0,OpenDART,,,,,,,,,,,,,,,,,,,2025.0,11011.0,2,1,1,1,0.1,,,,,,51.79,기계장비 및 관련 물품 도매업,기계장비 및 관련 물품 도매업,2026-07-15,4.25,15,6,16,20,15,10,5,5,92,S,72
195940.KQ,195940,HK이노엔,11133,우량기업부,"전문의약품, 숙취해소음료",KOSDAQ,주권,KRX,38950.0,48760.75,-20.120178627277063,57600.0,-32.37847222222222,49.065420560715566,-9.94,-26.37,nxt_web_latest,NXT 체결가,2026-07-15 21:57 KST,,,22.91,20.56,14.19,13.0,0.88,5.87,57.85,18.52,25.74,26.83,1661 -> 2174 -> 2672,10632.0,1109.0,757.0,10.43,7.12,1620.1,756.77,914.06,7685.33,-6771.27,1.05,15.3,410.0,116.15,OpenDART,6.39,5.0,False,5.0,OpenDART,,,,,,,,,,,,,,,,,,,2025.0,11011.0,7,5,6,6,0.57,38.0,5.18,9.66,-65.79,-83.01,26.83,의약품 제조업,의약품 제조업,2026-07-15,4.25,8,8,6,20,15,8,5,5,75,A,73
003380.KQ,003380,하림지주,11110,우량기업부,지주사업,KOSDAQ,주권,KRX,9920.0,11318.2,-12.353554452121369,19610.0,-49.41356450790413,55.63063063045522,-10.55,-26.57,daily_close,NXT 미확인,2026-07-15 22:07 KST,,,772.77,17.26,9.2,4.36,0.29,7.29,170.94,7.67,15.92,148.93,331 -> 235 -> 2051,132149.0,8874.0,5138.0,6.72,3.89,11410.68,6803.36,14593.4,107306.95,-92713.55,1.21,,120.0,,OpenDART,0.0,3.0,False,3.0,OpenDART,,,,,,,,,,,,,KRW,,2025.0,CFS,11011.0,OpenDART,2025.0,11011.0,3,2,2,2,0.01,,,,,,148.93,기타 금융업,기타 금융업,2026-07-15,4.25,15,10,6,20,15,10,3,3,82,A,74
347700.KQ,347700,스피어,10568,기술성장기업부,우주항공산업 관련 부품 등 판매 / 디지털헬스 소프트웨어 개발 및 공급,KOSDAQ,주권,KRX,20500.0,26537.15,-22.749805461400342,53100.0,-61.39359698681732,52.6923076922819,-31.67,-55.58,daily_close,NXT 미확인,2026-07-15 22:07 KST,,,-98.98,1590.82,9.9,22.75,9.28,0.43,49.85,11.94,-40.13,,491 -> 5,956.0,91.0,2.0,9.52,0.21,-146.67,-147.13,41.67,317.23,-275.56,,,,,,,,,,,,4.0,,,50000.0,,,143.9,,,Naver/FnGuide,,KRW,2026-07-14,2025.0,CFS,11011.0,OpenDART,,,3,1,2,2,,,,,,,,소프트웨어 개발 및 공급업,소프트웨어 개발 및 공급업,2026-07-15,4.25,4,0,0,0,0,0,5,1,10,D,75
475830.KQ,475830,오름테라퓨틱,10512,기술성장기업부,항체약물접합체(ADC) 단백질 분해제(TPD) 연구 개발,KOSDAQ,주권,KRX,48400.0,80168.25,-39.626972024461054,143700.0,-66.31871955462769,45.30120481926183,-30.86,-44.94,nxt_web_latest,NXT 체결가,2026-07-15 21:57 KST,,,,,7.34,,8.67,-33.22,29.37,,,,-,0.24,-518.0,-420.0,-215662.5,-174870.83,-359.89,,40.65,384.37,-343.72,,,,,,,,,,,,,,,,,,,,,,,KRW,2026-07-13,2025.0,CFS,11011.0,OpenDART,,,8,2,7,7,,,18.5,-9.41,,-53.14,,기초 의약물질 제조업,기초 의약물질 제조업,2026-07-15,4.25,0,0,0,0,0,0,5,1,6,D,76
101490.KQ,101490,에스앤에스텍,10198,우량기업부,블랭크마스크,KOSDAQ,주권,KRX,46750.0,68396.0,-31.648049593543483,105100.0,-55.5185537583254,40.19292604499798,-26.03,-52.78,nxt_web_latest,NXT 체결가,2026-07-15 21:57 KST,,,91.27,24.46,14.54,19.58,3.6,21.24,29.18,38.47,70.85,50.19,1205 -> 1421 -> 2718,2437.0,504.0,581.0,20.68,23.84,468.82,-175.92,800.1,887.84,-87.74,0.43,7.2,200.0,41.66,OpenDART,18.92,5.0,False,5.0,OpenDART,,,,,,,,,,,,,,,,,,,2025.0,11011.0,10,7,9,9,0.21,28.0,4.35,8.6,-30.07,-17.24,50.19,전자부품 제조업,전자부품 제조업,2026-07-15,4.25,4,0,20,20,15,10,5,3,77,A,77
437730.KQ,437730,삼현,9987,기술성장기업부,"스마트 액추에이터, 스마트 파워유닛",KOSDAQ,주권,KRX,31300.0,46041.5,-32.01785345829306,73200.0,-57.240437158469945,43.516873889854025,-37.65,-39.11,nxt_web_latest,NXT 체결가,2026-07-15 21:57 KST,,,19.27,100.86,2.21,213.82,9.06,8.46,53.4,-5.38,-85.45,-5.72,369 -> 275 -> 328,950.0,8.0,97.0,0.84,10.21,0.95,-529.71,208.0,703.51,-495.51,,16.24,,15.73,OpenDART,,1.0,False,1.0,OpenDART,,,,,,,,,,,,,KRW,,2025.0,CFS,11011.0,OpenDART,2025.0,11011.0,1,0,0,0,11.1,,,,,,-5.72,자동차 신품 부품 제조업,자동차 신품 부품 제조업,2026-07-15,4.25,0,0,6,0,0,8,5,3,22,D,78
036540.KQ,036540,SFA반도체,9949,중견기업부,"반도체패키지(SOP,DIP,QFP)",KOSDAQ,주권,KRX,6050.0,6019.925,0.4995909417476101,11010.0,-45.049954586739325,49.999999999816275,-17.46,-17.12,daily_close,NXT 미확인,2026-07-15 22:07 KST,,,,23.78,8.79,,2.0,-3.93,16.21,-8.26,,,-,3674.0,-196.0,-191.0,-5.33,-5.2,54.56,-166.04,226.3,766.27,-539.97,,,,,,,,,,,,,,,,,,,,,,,KRW,,2025.0,CFS,11011.0,OpenDART,,,5,3,4,4,,20.98,6.84,9.64,,-70.76,,반도체 제조업,반도체 제조업,2026-07-15,4.25,0,3,0,0,0,0,5,3,11,D,79
491000.KQ,491000,리브스메드,9839,기술성장기업부,"다관절 다자유도 복강경 수술기구인 ArtiSential, ArtiSeal, ArtiStapler, LivsCam, Stark",KOSDAQ,주권,KRX,39350.0,,,91300.0,-56.90032858707558,52.68414481895787,-9.85,-36.84,daily_close,NXT 미확인,2026-07-15 22:07 KST,,,,,6.72,,5.26,-20.75,11.65,88.93,,,-,512.0,-226.0,-229.0,-44.14,-44.73,-347.4,-424.63,114.02,210.64,-96.62,,,,,,,,,,,,,,,,,,,,,,,KRW,,2025.0,CFS,11011.0,OpenDART,,,3,2,2,2,,,,,,,,의료용 기기 제조업,의료용 기기 제조업,2026-07-15,4.25,0,0,0,0,0,0,5,3,8,D,80
252990.KQ,252990,샘씨엔에스,9448,우량기업부,세라믹 STF(다층 세라믹 기판),KOSDAQ,주권,KRX,15690.0,9773.0,60.54435690166786,16320.0,-3.860294117647059,62.817147856441,8.81,40.09,daily_close,NXT 미확인,2026-07-15 22:07 KST,,,337.29,46.34,8.73,35.08,4.21,9.7,52.36,46.34,182.69,,59 -> 258,780.0,147.0,151.0,18.85,19.36,192.43,99.32,87.94,871.98,-784.04,,,,,,,,,,,,,,,,,,,,,,,KRW,2026-07-14,2025.0,OFS,11011.0,OpenDART,,,10,7,9,9,0.1,22.0,4.35,8.6,59.45,-3.22,,전자부품 제조업,전자부품 제조업,2026-07-15,4.25,0,0,6,20,0,10,3,0,39,D,81
204270.KQ,204270,제이앤티씨,9440,중견기업부,"강화유리, 커넥터",KOSDAQ,주권,KRX,16320.0,20526.85,-20.494376877114604,29450.0,-44.584040747028865,38.88091822090787,-5.23,-14.73,daily_close,NXT 미확인,2026-07-15 22:07 KST,,,,39.18,2.85,,4.03,-31.32,121.3,-32.03,,,-,1857.0,-780.0,-916.0,-42.0,-49.33,-23.26,-375.38,363.68,3004.65,-2640.97,,,,,,,,,,,,,,,,,,,,,,,KRW,2026-07-13,2025.0,CFS,11011.0,OpenDART,,,10,8,9,9,,25.0,4.35,9.7,,-7.36,,전자부품 제조업,전자부품 제조업,2026-07-15,4.25,0,0,0,0,0,0,5,5,10,D,82
388210.KQ,388210,씨엠티엑스,9075,벤처기업부,반도체 장비용 소모성 부품,KOSDAQ,주권,KRX,91200.0,,,164400.0,-44.52554744525548,49.57627118643088,-15.48,-39.96,nxt_web_latest,NXT 체결가,2026-07-15 21:57 KST,,,247.81,,7.99,13.0,4.23,-35.89,51.01,47.75,119.49,,891 -> 3099,1606.0,518.0,-215.0,32.25,-13.39,361.94,350.56,929.82,930.4,-0.58,,,,,,,,,,,,,,,,,,,,,,,KRW,,2025.0,CFS,11011.0,OpenDART,,,10,7,9,9,0.05,28.0,4.35,9.7,-53.57,-2.76,,전자부품 제조업,전자부품 제조업,2026-07-15,4.25,8,0,0,20,0,10,5,5,48,C,83
083450.KQ,083450,GST,8910,우량기업부,"GasScrubber,Chiller",KOSDAQ,주권,KRX,47700.0,35121.25,35.81521158842581,66500.0,-28.270676691729324,48.53723404253512,-18.32,14.25,nxt_web_latest,NXT 체결가,2026-07-15 21:57 KST,,,0.82,8.6,22.55,18.21,3.15,16.15,26.8,4.14,1.02,13.24,1916 -> 2437 -> 2457,3472.0,592.0,456.0,17.05,13.13,415.92,286.86,718.89,816.55,-97.66,1.36,25.68,650.0,116.27,OpenDART,21.32,5.0,True,5.0,OpenDART,,,,,,,,,,,,,,,,,,,2025.0,11011.0,19,14,18,18,22.21,40.5,9.11,8.16,-55.04,-65.42,13.24,특수 목적용 기계 제조업,특수 목적용 기계 제조업,2026-07-15,4.25,4,0,16,0,8,2,5,5,40,C,84
232140.KQ,232140,와이씨,8901,우량기업부,메모리 웨이퍼 테스터,KOSDAQ,주권,KRX,10850.0,16400.75,-33.84448881910888,23700.0,-54.219409282700425,38.21339950365571,-30.45,-45.72,daily_close,NXT 미확인,2026-07-15 22:07 KST,,,75.37,55.92,8.34,24.0,2.17,5.56,27.51,29.07,60.38,19.34,165 -> 134 -> 235,2726.0,170.0,290.0,6.24,10.64,411.93,245.48,982.3,1309.93,-327.63,,,,,,,,,,,,,,,,,,,,,,,KRW,2026-07-13,2025.0,CFS,11011.0,OpenDART,,,19,14,18,18,0.32,40.5,9.11,8.98,-40.74,-76.18,19.34,특수 목적용 기계 제조업,특수 목적용 기계 제조업,2026-07-15,4.25,4,3,6,20,12,10,5,3,63,B,85
019210.KQ,019210,와이지-원,8889,우량기업부,"엔드밀, 탭, 드릴",KOSDAQ,주권,KRX,23900.0,10631.0,124.81422255667387,26700.0,-10.486891385767791,61.34380453748435,17.73,67.13,daily_close,NXT 미확인,2026-07-15 22:07 KST,,,50.78,9.18,27.17,17.94,1.82,6.14,170.78,11.2,19.18,-0.37,685 -> 451 -> 680,6394.0,665.0,253.0,10.4,3.96,383.09,-187.32,563.85,7419.77,-6855.92,0.79,27.9,190.0,70.67,OpenDART,1.36,5.0,True,5.0,OpenDART,,,,,,,,,,,,,,,,,,,2025.0,11011.0,1,0,0,0,0.35,,,,,,-0.37,기타 금속 가공제품 제조업,기타 금속 가공제품 제조업,2026-07-15,4.25,8,3,6,20,0,10,3,5,55,B,86
085660.KQ,085660,차바이오텍,8860,중견기업부,"세포치료제 개발, 제대혈 보관 등",KOSDAQ,주권,KRX,9490.0,15009.9,-36.775061792550254,23850.0,-60.20964360587002,36.328124999900666,-24.56,-47.51,nxt_web_latest,NXT 체결가,2026-07-15 21:57 KST,,,,,8.35,,1.95,-37.19,214.81,21.37,,,-,12683.0,-488.0,-1467.0,-3.85,-11.57,-725.23,-2245.89,2375.58,17383.27,-15007.69,,,,,,,,,,,,,,,,,,,,,,,KRW,,2025.0,CFS,11011.0,OpenDART,,,8,2,7,7,,,18.5,-9.41,,-89.46,,기초 의약물질 제조업,기초 의약물질 제조업,2026-07-15,4.25,0,3,0,0,0,0,5,1,9,D,87
099320.KQ,099320,쎄트렉아이,8837,우량기업부,"인공위성시스템, 위성지상국, 위성부분품 개발 및 제조",KOSDAQ,주권,KRX,80800.0,118380.75,-31.7456596617271,214000.0,-62.24299065420561,47.54098360654958,-29.86,-53.59,nxt_web_latest,NXT 체결가,2026-07-15 21:57 KST,,,93.35,37.02,11.29,73.56,3.58,6.31,73.42,20.78,,-45.98,4784 -> 722 -> 1396,2069.0,102.0,141.0,4.93,6.81,-740.17,-991.2,759.46,1739.99,-980.53,0.12,,100.0,10.95,OpenDART,-10.61,3.0,True,4.0,OpenDART,,4.0,,,200000.0,,,147.52,,,Naver/FnGuide,,KRW,2026-07-15,2025.0,CFS,11011,OpenDART,2025.0,11011,1,0,0,0,0.79,,,,,,-45.98,"항공기,우주선 및 부품 제조업","항공기,우주선 및 부품 제조업",2026-07-15,4.25,0,0,6,16,0,10,5,1,38,D,88
241710.KQ,241710,코스메카코리아,8768,우량기업부,"화장품 OEM, ODM",KOSDAQ,주권,KRX,82200.0,75558.5,8.7898780415175,103000.0,-20.19417475728155,67.23484848483065,17.26,-2.38,nxt_web_latest,NXT 체결가,2026-07-15 21:57 KST,,,6.16,15.61,21.66,14.0,3.73,19.29,87.91,22.24,38.25,42.68,2090 -> 4008 -> 4255,6409.0,835.0,578.0,13.03,9.02,550.35,-64.17,688.52,2955.89,-2267.37,0.5,6.83,,39.52,OpenDART,,0.0,False,0.0,OpenDART,,,,,,,,,,,,,KRW,2026-07-13,2025.0,CFS,11011.0,OpenDART,2025.0,11011.0,3,2,2,2,2.27,,,,,,42.68,기타 화학제품 제조업,기타 화학제품 제조업,2026-07-15,4.25,8,0,16,0,15,5,1,5,50,C,89
086450.KQ,086450,동국제약,8620,우량기업부,"인사돌, 복합마데카솔, 파미레이",KOSDAQ,주권,KRX,19290.0,19693.55,-2.0491480713228407,29900.0,-35.48494983277592,57.53086419743143,-2.08,-27.62,nxt_web_latest,NXT 체결가,2026-07-15 21:57 KST,,,7.91,13.15,15.63,11.68,1.28,10.42,39.17,14.12,20.15,18.31,1043 -> 1353 -> 1460,9269.0,966.0,739.0,10.42,7.97,687.6,227.63,561.79,2991.58,-2429.79,1.04,13.67,200.0,90.22,OpenDART,3.57,5.0,False,5.0,OpenDART,,,,,,,,,,,,,KRW,2026-07-13,2025.0,CFS,11011.0,OpenDART,2025.0,11011.0,7,5,6,6,1.48,38.0,5.18,7.59,-69.26,-75.29,18.31,의약품 제조업,의약품 제조업,2026-07-15,4.25,12,6,12,10,12,5,3,5,65,B,90
356860.KQ,356860,티엘비,8603,우량기업부,SSD Module / DRAM Module PCB,KOSDAQ,주권,KRX,86100.0,68473.655,25.741790766098294,125061.0,-31.15359704464222,56.08695652172774,-6.41,7.09,nxt_web_latest,NXT 체결가,2026-07-15 21:57 KST,,,426.79,64.27,15.4,22.0,6.98,15.99,95.41,43.61,664.71,175.03,234 -> 336 -> 1770,2585.0,260.0,190.0,10.06,7.35,81.85,-286.99,245.12,1202.53,-957.41,,22.97,,43.75,OpenDART,,0.0,,1.0,OpenDART,,4.0,,,127972.0,,,48.63,,,Naver/FnGuide,,KRW,2026-07-15,2025.0,CFS,11011,OpenDART,2025.0,11011,10,7,9,9,0.05,28.0,4.23,8.6,-21.43,65.01,175.03,전자부품 제조업,전자부품 제조업,2026-07-15,4.25,4,0,16,20,15,10,3,5,73,A,91
038500.KQ,038500,삼표시멘트,8579,우량기업부,시멘트 제품,KOSDAQ,주권,KRX,7950.0,9334.825,-14.835039757038837,20200.0,-60.64356435643564,41.02564102550714,-26.8,-51.52,daily_close,NXT 미확인,2026-07-15 22:07 KST,,,-38.34,9.33,4.16,16.75,1.06,5.29,84.0,-14.4,-26.28,9.89,313 -> 613 -> 378,6769.0,766.0,408.0,11.32,6.03,938.53,485.75,822.95,6604.66,-5781.71,1.52,31.84,121.0,129.9,OpenDART,10.37,5.0,False,5.0,OpenDART,,,,,,,,,,,,,KRW,2026-07-14,2025.0,CFS,11011.0,OpenDART,2025.0,11011.0,2,1,1,1,,,,,,,9.89,기타 비금속 광물제품 제조업,기타 비금속 광물제품 제조업,2026-07-15,4.25,8,8,6,0,8,0,5,1,36,D,92
376900.KQ,376900,로킷헬스케어,8444,기술성장기업부,장기 재생 플랫폼,KOSDAQ,주권,KRX,51300.0,63874.05,-19.685693955526542,147900.0,-65.31440162271805,65.60283687941092,-0.19,-50.29,nxt_web_latest,NXT 체결가,2026-07-15 21:57 KST,,,,,1.57,,77.89,8.69,376.27,100.0,,,-,262.0,5.0,-28.0,1.91,-10.69,-172.3,-177.66,310.55,434.75,-124.2,,,,,,,,,,,,,,,,,,,,,,,KRW,2026-07-15,2025.0,CFS,11011,OpenDART,,,4,2,3,3,,,6.08,4.81,,1181.09,,의료용품 및 기타 의약 관련제품 제조업,의료용품 및 기타 의약 관련제품 제조업,2026-07-15,4.25,0,0,6,0,0,0,1,1,8,D,93
074600.KQ,074600,원익QnC,8399,우량기업부,반도체용 석영유리,KOSDAQ,주권,KRX,31600.0,28778.05,9.805911102385327,42150.0,-25.029655990510086,44.62242562926202,-21.49,-12.47,nxt_web_latest,NXT 체결가,2026-07-15 21:57 KST,,,-55.74,18.02,11.3,35.94,1.65,4.73,170.93,5.84,-34.22,-23.19,1451 -> 1934 -> 856,9436.0,596.0,10.0,6.32,0.11,848.49,-44.64,605.54,9752.88,-9147.34,0.41,15.2,130.0,34.17,OpenDART,-4.66,1.0,True,4.0,OpenDART,,4.0,,,55000.0,,,74.05,,,Naver/FnGuide,,KRW,2026-07-15,2025.0,CFS,11011,OpenDART,2025.0,11011,1,0,0,0,,,,,,,-23.19,유리 및 유리제품 제조업,유리 및 유리제품 제조업,2026-07-15,4.25,0,6,0,0,0,0,5,5,16,D,94
417200.KQ,417200,LS머트리얼즈,8388,중견기업부,울트라커패시터(셀 및 모듈),KOSDAQ,주권,KRX,12400.0,16111.7,-23.037295878150665,31250.0,-60.31999999999999,37.73035887482752,-29.9,-45.49,daily_close,NXT 미확인,2026-07-15 22:07 KST,,,-92.86,746.84,8.35,,4.35,0.24,33.22,8.09,-101.61,-83.26,214 -> 84 -> 6,1536.0,-1.0,-10.0,-0.07,-0.65,56.41,-180.83,574.27,684.56,-110.29,0.18,,22.0,14.88,OpenDART,0.0,1.0,False,2.0,OpenDART,,,,,,,,,,,,,KRW,2026-07-14,2025.0,CFS,11011.0,OpenDART,2025.0,11011.0,10,8,9,9,,25.0,4.23,9.7,,2.84,-83.26,전자부품 제조업,전자부품 제조업,2026-07-15,4.25,0,0,0,0,0,0,5,1,6,D,95
293490.KQ,293490,카카오게임즈,8365,중견기업부,"모바일, PC게임 퍼블리싱",KOSDAQ,주권,KRX,7800.0,13458.35,-42.04341542611093,23500.0,-66.80851063829788,52.06611570227853,-14.47,-37.25,daily_close,NXT 미확인,2026-07-15 22:07 KST,,,,,5.12,,0.61,-7.93,123.44,-25.86,-307.33,,-,4650.0,-396.0,-1431.0,-8.52,-30.77,-442.67,-554.17,4921.59,14788.0,-9866.41,,,,,,,,,,,,,,,,,,,,,,,KRW,,2025.0,CFS,11011.0,OpenDART,,,3,2,2,2,,,,,,,,소프트웨어 개발 및 공급업,소프트웨어 개발 및 공급업,2026-07-15,4.25,0,10,0,0,0,0,5,1,16,D,96
281740.KQ,281740,레이크머티리얼즈,8328,우량기업부,"LED, 반도체 소재 및 석유화학촉매",KOSDAQ,주권,KRX,12670.0,17528.8,-27.71895395007074,27550.0,-54.010889292196005,40.766550522581795,-25.78,-41.88,daily_close,NXT 미확인,2026-07-15 22:07 KST,,,-63.09,69.3,10.33,67.75,5.99,5.8,161.94,1.8,-40.09,-43.54,367 -> 317 -> 117,1412.0,133.0,78.0,9.42,5.52,154.78,18.13,206.47,2199.93,-1993.46,0.24,25.6,30.0,19.72,OpenDART,-40.0,2.0,True,2.0,OpenDART,,,,,,,,,,,,,KRW,2026-07-15,2025.0,CFS,11011,OpenDART,2025.0,11011,3,2,2,2,,,,,,,-43.54,기타 화학제품 제조업,기타 화학제품 제조업,2026-07-15,4.25,0,0,6,0,0,0,5,3,14,D,97
090710.KQ,090710,휴림로봇,8273,중견기업부,제조업용로봇및서비스로봇,KOSDAQ,주권,KRX,6920.0,9518.7,-27.300996984882396,21500.0,-67.81395348837209,40.07561436662362,-36.92,-40.03,daily_close,NXT 미확인,2026-07-15 22:07 KST,,,,,6.74,,6.65,-13.42,36.13,26.45,,,-,1683.0,-173.0,-301.0,-10.28,-17.88,-230.17,-245.91,160.03,734.47,-574.44,,,,,,,,,,,,,,,,,,,,,,,KRW,2026-07-15,2025.0,CFS,11011,OpenDART,,,19,15,18,18,,39.0,9.11,8.98,,-27.0,,특수 목적용 기계 제조업,특수 목적용 기계 제조업,2026-07-15,4.25,0,0,0,0,0,0,5,1,6,D,98
100790.KQ,100790,미래에셋벤처투자,8260,우량기업부,중소기업 창업투자 관련 고유계정/투자조합 관련 수익,KOSDAQ,주권,KRX,15550.0,22958.9,-32.270274272722126,67400.0,-76.92878338278932,35.034013605408816,-42.83,-59.82,daily_close,NXT 미확인,2026-07-15 22:07 KST,,,263.75,20.88,7.87,17.73,1.99,8.47,190.79,2.52,123.57,12.85,457 -> 160 -> 582,2398.0,351.0,309.0,14.64,12.89,488.15,486.97,724.58,7218.06,-6493.48,,,,,,2.41,0.0,False,2.0,OpenDART,,,,,,,,,,,,,KRW,2026-07-14,2025.0,CFS,11011.0,OpenDART,,,3,2,2,2,0.07,,,,,,12.85,기타 금융업,기타 금융업,2026-07-15,4.25,8,3,6,20,8,10,5,1,61,B,99
