yf_symbol,symbol,name,market_cap,listing_department,products,krx_market,security_group,krx_source,price,ma20,ma60,ma120,ma200,diff,peak,peak_diff,rsi,return_20d,return_60d,price_source,price_basis,price_time,after_market_price,after_market_change_pct,eps_growth,hist_per_avg,foreign_supply,per,pbr,roe,debt_ratio,revenue_growth,operating_growth,eps_cagr,eps3y,revenue,operating_income,net_income,operating_margin,net_margin,operating_cashflow,free_cashflow,cash,total_debt,net_cash,dividend_yield,payout_ratio,dividend_per_share,dividend_total,dividend_source,dividend_growth_3y,dividend_consecutive_years,dividend_cut_flag,dividend_history_years,dividend_history_source,analyst_buy_ratio,analyst_opinion_score,analyst_opinion_count,consensus_revision,target_mean,target_high,target_low,target_upside,earnings_surprise_pct,finnhub_source,consensus_source,cashflow_status,financial_currency,fundamental_refreshed_at,dart_year,dart_fs_div,dart_report_code,dart_source,dividend_year,dividend_report_code,peer_group_count,peer_per_count,peer_pbr_count,peer_roe_count,peg,peer_pbr_avg,peer_roe_avg,peer_pbr_gap,peer_per_avg,peer_per_gap,cagr,sector,industry,data_date,us_10y_bond,score_per,score_pbr,score_roe,score_peg,score_cagr,score_eps3y,score_rsi,score_peak_diff,score,grade,rank
319400.KQ,319400,현대무벡스,25505,우량기업부,"물류자동화, IT서비스",KOSDAQ,주권,KRX,22900.0,23592.5,26740.333333333332,29175.583333333332,25544.4,-10.352171121654848,46350.0,-50.5933117583603,49.00398406369035,19.15,-37.94,daily_close,NXT 미확인,2026-08-24 21:09 KST,,,-56.77,99.75,1.72,278.89,17.8,6.79,76.81,15.38,-26.02,65.83,36 -> 229 -> 99,3939.0,182.0,113.0,4.62,2.87,-14.32,-43.28,361.19,1231.33,-870.14,0.22,48.8,50.0,55.07,OpenDART,18.56,5.0,False,5.0,OpenDART,,,,,,,,,,,,,KRW,2026-08-12,2025.0,CFS,11011.0,OpenDART,2025.0,11011.0,2,1,1,1,,,,,,,65.83,일반 목적용 기계 제조업,일반 목적용 기계 제조업,2026-08-24,4.25,0,0,6,0,15,0,5,3,29,D,30
064760.KQ,064760,티씨케이,25433,우량기업부,반도체 제조공정용 고순도 흑연제품,KOSDAQ,주권,KRX,227500.0,197035.0,231140.0,247745.0,216846.0,4.9131641810317,348500.0,-34.720229555236735,71.40718562873504,23.51,-20.73,nxt_web_latest,NXT 체결가,2026-08-24 20:59 KST,,,-2.77,18.81,68.2,24.0,4.85,13.5,9.3,9.29,3.97,6.91,5246 -> 6167 -> 5996,3013.0,839.0,699.0,27.85,23.2,541.11,495.32,362.27,483.14,-45.27,0.63,22.9,1430.0,159.87,OpenDART,-5.6,5.0,True,5.0,OpenDART,,4.0,,,334286.0,,,46.94,,,Naver/FnGuide,,KRW,2026-08-12,2025.0,OFS,11011.0,OpenDART,2025.0,11011.0,2,1,1,1,,,,,,,6.91,기타 비금속 광물제품 제조업,기타 비금속 광물제품 제조업,2026-08-24,4.25,4,0,12,0,4,0,1,5,26,D,31
080220.KQ,080220,제주반도체,25074,우량기업부,"모바일용 LP DDR SDRAM, CRAM, SRAM",KOSDAQ,주권,KRX,72800.0,73705.0,88148.33333333333,70894.58333333333,53656.15,35.67876189402333,134000.0,-45.67164179104478,57.16945996274114,3.56,-30.73,daily_close,NXT 미확인,2026-08-24 21:09 KST,,,102.29,22.3,2.79,23.05,8.37,19.21,47.94,86.2,273.96,53.63,486 -> 567 -> 1147,3022.0,359.0,395.0,11.88,13.07,255.55,228.3,772.3,1088.84,-316.54,,,,,,,,,,,,,,,,,,,,,,,KRW,2026-08-18,2025.0,CFS,11011.0,OpenDART,,,5,2,4,4,0.23,3.56,2.73,135.11,,,53.63,반도체 제조업,반도체 제조업,2026-08-24,4.25,4,0,16,20,15,10,3,3,71,A,32
178320.KQ,178320,서진시스템,24282,중견기업부,"통신장비부품,휴대폰부품(메탈케이스 등)",KOSDAQ,주권,KRX,38150.0,35787.5,49935.0,51575.416666666664,42413.75,-10.05275411865256,80800.0,-52.78465346534653,62.755102040771504,-2.18,-51.59,daily_close,NXT 미확인,2026-08-24 21:09 KST,,,,15.93,14.05,,2.74,-12.63,212.62,-12.15,-98.99,,-,10663.0,11.0,-1024.0,0.1,-9.6,-397.57,-3355.74,320.69,15686.76,-15366.07,,,,,,,,,,,,4.0,,,67750.0,,,77.59,,,Naver/FnGuide,,KRW,2026-08-24,2025.0,CFS,11011,OpenDART,,,1,0,0,0,,,,,,,,기타 전기장비 제조업,기타 전기장비 제조업,2026-08-24,4.25,0,3,0,0,0,0,3,3,9,D,33
031980.KQ,031980,피에스케이홀딩스,23761,우량기업부,"Descum, Reflow",KOSDAQ,주권,KRX,109900.0,102935.0,119901.66666666667,116175.83333333333,91988.75,19.471130980690575,166500.0,-33.993993993993996,61.31260794471747,3.78,-8.95,nxt_web_latest,NXT 체결가,2026-08-24 20:59 KST,,,-4.32,11.02,5.52,17.0,4.66,19.55,15.5,-3.57,-17.06,46.54,1980 -> 4444 -> 4252,2078.0,734.0,917.0,35.32,44.13,814.17,792.28,1827.79,785.01,1042.78,0.98,25.4,1080.0,232.87,OpenDART,39.25,1.0,False,4.0,OpenDART,,4.0,,,195000.0,,,77.43,,,Naver/FnGuide,,KRW,2026-08-24,2025.0,CFS,11011,OpenDART,2025.0,11011,19,16,18,18,,6.66,8.16,-30.03,29.0,-41.38,46.54,특수 목적용 기계 제조업,특수 목적용 기계 제조업,2026-08-24,4.25,8,0,16,0,15,0,3,5,47,C,34
237690.KQ,237690,에스티팜,23006,우량기업부,원료의약품,KOSDAQ,주권,KRX,107400.0,100845.0,115831.66666666667,131579.16666666666,128981.5,-16.732244546698556,168700.0,-36.33669235328986,63.34459459457961,-7.97,-23.12,nxt_web_latest,NXT 체결가,2026-08-24 20:59 KST,,,52.02,53.05,12.45,30.0,3.42,10.03,31.97,21.15,98.19,61.23,1041 -> 1780 -> 2706,3317.0,549.0,546.0,16.55,16.46,139.89,-332.97,305.46,1895.63,-1590.17,0.47,18.3,500.0,100.76,OpenDART,0.0,5.0,False,5.0,OpenDART,,4.0,,,184786.0,,,72.05,,,Naver/FnGuide,,KRW,2026-08-18,2025.0,CFS,11011.0,OpenDART,2025.0,11011.0,7,5,6,6,0.58,5.42,7.59,-36.9,25.21,19.0,61.23,의약품 제조업,의약품 제조업,2026-08-24,4.25,0,0,12,20,15,10,3,5,65,B,35
067310.KQ,067310,하나마이크론,22939,중견기업부,"반도체패키징,IOT",KOSDAQ,주권,KRX,34500.0,33002.5,39776.666666666664,38449.583333333336,34368.75,0.3818876159301691,56800.0,-39.26056338028169,61.917808219130585,3.92,-26.6,daily_close,NXT 미확인,2026-08-24 21:09 KST,,,,44.79,19.79,10.0,4.87,9.89,209.16,22.68,19.57,,-,15344.0,1277.0,656.0,8.32,4.28,1749.19,118.91,955.88,13651.63,-12695.75,0.2,12.19,70.0,46.46,OpenDART,11.87,4.0,False,4.0,OpenDART,,4.0,,,64333.0,,,86.47,,,Naver/FnGuide,,KRW,2026-08-24,2025.0,CFS,11011,OpenDART,2025.0,11011,5,2,4,4,,5.31,2.73,-8.29,,,,반도체 제조업,반도체 제조업,2026-08-24,4.25,12,0,6,0,0,0,3,5,26,D,36
214150.KQ,214150,클래시스,21788,우량기업부,미용의료기기,KOSDAQ,주권,KRX,33500.0,40627.5,43866.666666666664,48827.083333333336,52794.0,-36.54581960071221,75600.0,-55.68783068783068,27.845036319593717,-24.63,-30.71,nxt_web_latest,NXT 체결가,2026-08-24 20:59 KST,,,32.76,30.47,69.88,15.0,4.33,26.21,27.73,38.66,39.38,32.57,1146 -> 1517 -> 2014,3368.0,1706.0,1320.0,50.65,39.19,1639.36,1446.82,375.21,1529.75,-1154.54,2.99,49.4,1000.0,651.53,OpenDART,105.04,5.0,False,5.0,OpenDART,,4.0,,,62067.0,,,85.27,,,Naver/FnGuide,,KRW,2026-08-18,2025.0,CFS,11011.0,OpenDART,2025.0,11011.0,5,2,4,4,0.46,8.9,-5.19,-51.35,,,32.57,의료용 기기 제조업,의료용 기기 제조업,2026-08-24,4.25,8,0,20,20,15,10,3,3,79,A,37
226950.KQ,226950,올릭스,21526,기술성장기업부,siRNA 신약 개발,KOSDAQ,주권,KRX,101900.0,110940.0,127618.33333333333,151486.66666666666,144458.0,-29.46046601780448,207000.0,-50.77294685990338,48.237885462547624,-6.94,-42.49,nxt_web_latest,NXT 체결가,2026-08-24 20:59 KST,,,,,7.53,,16.4,-18.83,30.18,157.89,,,-,147.0,-300.0,-157.0,-204.08,-106.8,-159.0,-160.1,63.59,452.87,-389.28,,,,,,,,,,,,,,,,,,,,,,,KRW,2026-08-18,2025.0,CFS,11011.0,OpenDART,,,10,2,9,9,,31.32,-31.49,-47.64,,,,자연과학 및 공학 연구개발업,자연과학 및 공학 연구개발업,2026-08-24,4.25,0,0,0,0,0,0,5,3,8,D,38
005290.KQ,005290,동진쎄미켐,21407,우량기업부,"반도체,LCD용재료(감광제,봉지제),발포제",KOSDAQ,주권,KRX,42100.0,40627.5,48412.5,50892.083333333336,47153.75,-10.717599342576147,66000.0,-36.21212121212121,60.526315789417936,2.06,-30.64,nxt_web_latest,NXT 체결가,2026-08-24 20:59 KST,,,-35.98,13.86,12.59,16.28,1.86,9.52,82.11,7.31,-1.71,-11.78,2476 -> 3010 -> 1927,11941.0,1724.0,941.0,14.44,7.88,1912.57,1098.48,3719.12,9045.5,-5326.38,1.54,33.71,650.0,334.0,OpenDART,71.0,5.0,True,5.0,OpenDART,,,,,,,,,,,,,KRW,2026-08-21,2025.0,CFS,11011.0,OpenDART,2025.0,11011.0,2,1,1,1,,,,,,,-11.78,기초 화학물질 제조업,기초 화학물질 제조업,2026-08-24,4.25,8,3,6,0,0,0,3,5,25,D,39
058610.KQ,058610,에스피지,20846,우량기업부,소형 Geared Motor,KOSDAQ,주권,KRX,93800.0,99975.0,90373.33333333333,105536.66666666667,97571.25,-3.865124204107255,158100.0,-40.67046173308032,36.94493783302811,31.01,-23.05,nxt_web_latest,NXT 체결가,2026-08-24 20:59 KST,,,-30.29,103.2,3.81,242.15,8.59,3.57,66.09,-12.05,45.53,-8.86,496 -> 591 -> 412,3417.0,179.0,91.0,5.24,2.66,283.71,232.87,420.24,1704.88,-1284.64,0.4,60.7,,55.44,OpenDART,-15.66,0.0,True,4.0,OpenDART,,4.0,,,130000.0,,,38.59,,,Naver/FnGuide,,KRW,2026-08-20,2025.0,CFS,11011.0,OpenDART,2025.0,11011.0,3,2,2,2,,,,,,,-8.86,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업","전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업",2026-08-24,4.25,0,0,0,0,0,0,5,5,10,D,40
010170.KQ,010170,대한광통신,20446,중견기업부,"광섬유, 광케이블",KOSDAQ,주권,KRX,13150.0,11324.0,13590.166666666666,13962.375,9465.21,38.92982828695825,29100.0,-54.81099656357389,69.26877470346149,32.56,-52.36,daily_close,NXT 미확인,2026-08-24 21:09 KST,,,,,2.26,,16.25,-52.05,228.6,-8.71,,,-,1394.0,-214.0,-280.0,-15.35,-20.09,-122.2,-130.89,97.78,1523.64,-1425.86,,,,,,,,,,,,,,,,,,,,,,,KRW,2026-08-21,2025.0,CFS,11011.0,OpenDART,,,1,0,0,0,,,,,,,,절연선 및 케이블 제조업,절연선 및 케이블 제조업,2026-08-24,4.25,0,0,0,0,0,0,1,3,4,D,41
032820.KQ,032820,우리기술,20388,벤처기업부,"시스템사업, 정보통신사업",KOSDAQ,주권,KRX,11800.0,10825.5,12024.333333333334,16575.916666666668,12434.3,-5.101211970114918,29300.0,-59.72696245733788,66.61538461524114,17.76,-24.79,daily_close,NXT 미확인,2026-08-24 21:09 KST,,,-84.85,398.75,7.57,60.35,12.63,0.67,172.08,22.16,-1016.67,,33 -> 5,871.0,-55.0,-41.0,-6.31,-4.71,-188.48,-655.92,94.76,2140.61,-2045.85,,,,,,,,,,,,,,,,,,,,,,,KRW,2026-08-20,2025.0,CFS,11011.0,OpenDART,,,3,2,2,2,,,,,,,,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업","전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업",2026-08-24,4.25,0,0,0,0,0,0,1,3,4,D,42
263750.KQ,263750,펄어비스,20235,우량기업부,게임 개발 서비스(검은사막 및 붉은사막),KOSDAQ,주권,KRX,32100.0,33340.0,36245.0,45984.166666666664,44296.0,-27.532960086689545,72000.0,-55.41666666666667,43.629343629296464,-2.43,-27.54,nxt_web_latest,NXT 체결가,2026-08-24 20:59 KST,,,296.2,96.6,5.18,6.0,2.06,-1.05,43.8,6.78,,,237 -> 939,3656.0,-148.0,-84.0,-4.05,-2.3,239.34,194.65,1338.75,3499.96,-2161.21,,,,,,,,,,,,3.29,,,52833.0,,,64.59,,,Naver/FnGuide,,KRW,2026-08-21,2025.0,CFS,11011.0,OpenDART,,,3,1,2,2,0.02,,,,,,,소프트웨어 개발 및 공급업,소프트웨어 개발 및 공급업,2026-08-24,4.25,15,3,0,20,0,10,5,3,56,B,43
140410.KQ,140410,메지온,19802,투자주의환기종목(소속부없음),"발기부전증치료제, 전립선비대증치료제",KOSDAQ,주권,KRX,64700.0,60510.0,59721.666666666664,76194.16666666667,85399.0,-24.23798873523109,172700.0,-62.53618992472496,49.20634920633099,20.04,-9.13,daily_close,NXT 미확인,2026-08-24 21:09 KST,,,,,24.69,,123.14,-110.43,470.09,-8.14,,,-,79.0,-168.0,-349.0,-212.66,-441.77,-165.88,-298.6,255.74,808.3,-552.56,,,,,,,,,,,,,,,,,,,,,,,KRW,2026-08-21,2025.0,CFS,11011.0,OpenDART,,,10,2,9,9,,18.84,-18.83,553.61,,,,자연과학 및 공학 연구개발업,자연과학 및 공학 연구개발업,2026-08-24,4.25,0,0,0,0,0,0,5,1,6,D,44
068760.KQ,068760,셀트리온제약,19004,우량기업부,고덱스 캡슐 외,KOSDAQ,주권,KRX,42950.0,42215.0,42025.0,49452.083333333336,55411.37,-22.48883216567286,75700.0,-43.26287978863937,58.01282051276846,6.31,-12.26,nxt_web_latest,NXT 체결가,2026-08-24 20:59 KST,,,76.47,119.93,4.97,47.56,4.38,9.3,74.2,12.26,50.81,34.91,478 -> 493 -> 870,5364.0,561.0,388.0,10.46,7.23,864.3,685.07,498.72,3234.77,-2736.05,0.47,,200.0,86.85,OpenDART,,1.0,False,1.0,OpenDART,,,,,,,,,,,,,KRW,2026-08-20,2025.0,OFS,11011.0,OpenDART,2025.0,11011.0,7,5,6,6,0.62,4.94,7.95,-11.34,25.21,88.66,34.91,의약품 제조업,의약품 제조업,2026-08-24,4.25,0,0,6,20,15,10,3,5,59,B,45
098460.KQ,098460,고영,18585,우량기업부,전자제품및반도체생산용 3차원 납도포검사장비,KOSDAQ,주권,KRX,27250.0,28957.5,30092.5,31377.083333333332,29217.0,-6.73238183249478,43500.0,-37.35632183908046,48.90965732082961,5.62,-26.35,daily_close,NXT 미확인,2026-08-24 21:09 KST,,,-29.74,61.63,25.69,35.0,5.83,4.48,22.43,14.86,424.24,-17.9,319 -> 306 -> 215,2326.0,173.0,148.0,7.44,6.36,180.9,46.06,383.51,751.7,-368.19,0.51,62.8,140.0,92.63,OpenDART,0.0,5.0,False,5.0,OpenDART,,4.0,,,44083.0,,,61.77,,,Naver/FnGuide,,KRW,2026-08-18,2025.0,CFS,11011.0,OpenDART,2025.0,11011.0,19,16,18,18,,6.66,8.98,-12.46,25.0,40.0,-17.9,특수 목적용 기계 제조업,특수 목적용 기계 제조업,2026-08-24,4.25,0,0,0,0,0,0,5,5,10,D,46
140860.KQ,140860,파크시스템스,18556,우량기업부,연구용 및 산업용 원자현미경,KOSDAQ,주권,KRX,264500.0,261225.0,261575.0,265741.6666666667,255445.0,3.5447943784376283,339500.0,-22.091310751104565,65.12820512819577,6.01,-5.37,nxt_web_latest,NXT 체결가,2026-08-24 20:59 KST,,,-19.61,42.01,38.91,40.0,8.03,16.69,55.44,17.42,9.61,18.19,3530 -> 6134 -> 4931,2056.0,422.0,345.0,20.53,16.78,244.79,-298.32,750.6,1248.03,-497.43,0.19,10.1,500.0,34.76,OpenDART,7.72,5.0,False,5.0,OpenDART,,4.0,,,358625.0,,,35.59,,,Naver/FnGuide,,KRW,2026-08-24,2025.0,CFS,11011,OpenDART,2025.0,11011,2,1,1,1,,,,,,,18.19,"측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외","측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외",2026-08-24,4.25,0,0,16,0,12,0,1,5,34,D,47
950160.KQ,950160,코오롱티슈진,17291,외국기업(소속부없음),골관절염 치료제,KOSDAQ,주식예탁증권,KRX,20350.0,19157.0,64779.0,85309.5,81615.45,-75.0659954702204,138800.0,-85.3386167146974,62.297077922042526,35.67,-81.6,daily_close,NXT 미확인,2026-08-24 21:09 KST,,,,,5.09,,14.39,-183.43,561.65,1.96,,,-,52.0,-223.0,-1926.0,-428.85,-3703.85,-0.17,-1.0,0.47,2.51,-2.04,,,,,,,,,,,,3.0,,,280000.0,,,1275.92,,,Naver/FnGuide,외화 공시 환산 필요,USD,2026-08-12,2025.0,OFS,11011.0,OpenDART,,,7,2,6,6,,17.84,-6.93,-19.34,,,,기초 의약물질 제조업,기초 의약물질 제조업,2026-08-24,4.25,0,0,0,0,0,0,3,1,4,D,48
089030.KQ,089030,테크윙,17285,중견기업부,"반도체테스트핸들러,C.O.K(Change Over Kit)",KOSDAQ,주권,KRX,46650.0,45495.0,49762.5,52817.083333333336,50982.0,-8.497116629398612,71100.0,-34.38818565400844,50.90439276482105,3.55,-14.09,daily_close,NXT 미확인,2026-08-24 21:09 KST,,,,181.67,16.82,379.27,8.16,4.63,198.75,-14.23,-32.48,,-,1591.0,158.0,90.0,9.93,5.66,-160.89,-486.2,421.68,4215.8,-3794.12,0.28,49.4,130.0,46.46,OpenDART,0.0,5.0,True,5.0,OpenDART,,,,,,,,,,,,,KRW,2026-08-24,2025.0,CFS,11011,OpenDART,2025.0,11011,19,16,18,18,,6.32,8.98,29.11,25.0,1417.08,,특수 목적용 기계 제조업,특수 목적용 기계 제조업,2026-08-24,4.25,0,0,0,0,0,0,5,5,10,D,49
083650.KQ,083650,비에이치아이,17266,우량기업부,"보일러,열교환기등",KOSDAQ,주권,KRX,59300.0,50890.0,54791.666666666664,74236.66666666667,67881.5,-12.641883281895655,109500.0,-45.84474885844749,67.79431664408798,32.37,-24.07,nxt_web_latest,NXT 체결가,2026-08-24 20:59 KST,,,232.86,26.53,10.61,30.09,10.13,44.36,367.65,91.28,244.75,180.92,267 -> 633 -> 2107,7741.0,755.0,652.0,9.75,8.42,1122.98,938.15,599.51,6531.11,-5931.6,,,,,,,,,,,,4.0,,,110000.0,,,85.5,,,Naver/FnGuide,,KRW,2026-08-20,2025.0,CFS,11011.0,OpenDART,,,2,1,1,1,0.13,,,,,,180.92,일반 목적용 기계 제조업,일반 목적용 기계 제조업,2026-08-24,4.25,0,0,20,20,15,10,1,3,69,B,50
096530.KQ,096530,씨젠,16790,우량기업부,"호흡기성 병원체 검사제품, 성감염증원인균 검사제품",KOSDAQ,주권,KRX,32300.0,29285.0,28860.0,26860.416666666668,26304.25,22.793845101076823,35150.0,-8.108108108108109,71.71314741027857,17.88,3.19,nxt_web_latest,NXT 체결가,2026-08-24 20:59 KST,,,7007.69,906.71,19.14,25.58,1.43,4.81,21.66,14.46,,,13 -> 924,4742.0,346.0,484.0,7.3,10.21,1493.34,1088.69,2255.72,2199.82,55.9,3.1,95.5,1000.0,461.18,OpenDART,7.72,5.0,True,5.0,OpenDART,,4.0,,,45500.0,,,40.87,,,Naver/FnGuide,,KRW,2026-08-24,2025.0,CFS,11011,OpenDART,2025.0,11011,3,1,2,2,0.0,,,,,,,의료용품 및 기타 의약 관련제품 제조업,의료용품 및 기타 의약 관련제품 제조업,2026-08-24,4.25,0,6,0,0,0,10,1,0,17,D,51
0009K0.KQ,0009K0,에임드바이오,16782,기술성장기업부,ADC 기반 항암제,KOSDAQ,주권,KRX,25550.0,24061.5,24985.666666666668,37454.5,,,72500.0,-64.75862068965517,69.72111553777083,21.38,-33.64,nxt_web_latest,NXT 체결가,2026-08-24 20:59 KST,,,,626.65,2.58,42.32,8.37,5.13,3.32,300.85,,,-,473.0,208.0,50.0,43.97,10.57,178.6,174.97,1064.08,63.97,1000.11,,,,,,,,,,,,,,,,,,,,,,,KRW,2026-08-20,2025.0,CFS,11011.0,OpenDART,,,10,1,9,9,,31.32,-31.49,-73.28,,,,자연과학 및 공학 연구개발업,자연과학 및 공학 연구개발업,2026-08-24,4.25,0,0,6,0,0,0,1,1,8,D,52
041510.KQ,041510,에스엠,16461,우량기업부,"음반(CD,MC),연예 대리",KOSDAQ,주권,KRX,71600.0,72630.0,74336.66666666667,83595.83333333333,94854.5,-24.515969194924857,153000.0,-53.20261437908497,50.561797752782475,2.58,-14.35,nxt_web_latest,NXT 체결가,2026-08-24 20:59 KST,,,1844.22,43.74,32.47,14.0,1.65,41.65,47.76,18.71,109.62,103.18,3664 -> 778 -> 15126,11749.0,1830.0,3594.0,15.58,30.59,1948.61,1529.18,3646.12,6489.65,-2843.53,2.26,10.7,1620.0,370.89,OpenDART,10.52,5.0,True,5.0,OpenDART,,4.0,,,113412.0,,,58.4,,,Naver/FnGuide,,KRW,2026-08-24,2025.0,CFS,11011,OpenDART,2025.0,11011,2,1,1,1,0.01,,,,,,103.18,오디오물 출판 및 원판 녹음업,오디오물 출판 및 원판 녹음업,2026-08-24,4.25,8,6,20,20,15,10,5,3,87,S,53
060370.KQ,060370,LS마린솔루션,15985,우량기업부,해저케이블등의 건설 및 유지보수 업무,KOSDAQ,주권,KRX,30750.0,30050.0,29070.0,31242.916666666668,30465.5,0.9338431996848895,50100.0,-38.622754491017965,62.897526501704554,0.33,-10.22,nxt_web_latest,NXT 체결가,2026-08-24 20:59 KST,,,-51.36,69.69,2.36,121.12,2.54,2.0,17.67,87.41,-43.55,-28.93,390 -> 405 -> 197,2442.0,70.0,84.0,2.87,3.44,199.34,-565.57,735.64,1109.64,-374.0,,97.5,,81.43,OpenDART,,0.0,False,0.0,OpenDART,,4.0,,,44000.0,,,43.09,,,Naver/FnGuide,,KRW,2026-08-18,2025.0,CFS,11011.0,OpenDART,2025.0,11011.0,1,0,0,0,,,,,,,-28.93,전기 및 통신 공사업,전기 및 통신 공사업,2026-08-24,4.25,0,3,0,0,0,0,3,5,11,D,54
475830.KQ,475830,오름테라퓨틱,15746,기술성장기업부,항체약물접합체(ADC) 단백질 분해제(TPD) 연구 개발,KOSDAQ,주권,KRX,71200.0,59145.0,57118.333333333336,75812.5,82873.25,-14.08566696732661,143700.0,-50.45233124565066,70.2270815811441,56.48,-3.13,nxt_web_latest,NXT 체결가,2026-08-24 20:59 KST,,,,,5.53,,12.59,-33.22,29.37,,,,-,0.24,-518.0,-420.0,-215662.5,-174870.83,-359.89,,40.65,384.37,-343.72,,,,,,,,,,,,,,,,,,,,,,,KRW,2026-08-12,2025.0,CFS,11011.0,OpenDART,,,7,2,6,6,,18.74,-6.93,-32.82,,,,기초 의약물질 제조업,기초 의약물질 제조업,2026-08-24,4.25,0,0,0,0,0,0,1,3,4,D,55
089970.KQ,089970,브이엠,15401,우량기업부,300mm Poly Etch System,KOSDAQ,주권,KRX,57900.0,64445.0,80931.66666666667,65000.0,50271.0,15.175747448827357,119700.0,-51.62907268170426,42.93059125962465,-21.01,-9.53,nxt_web_latest,NXT 체결가,2026-08-24 20:59 KST,,,,29.68,11.47,21.0,8.69,17.34,40.37,105.41,,,-,1444.0,247.0,261.0,17.11,18.07,183.11,93.34,1305.19,715.3,589.89,,,,,,,0.0,False,1.0,OpenDART,,4.0,,,118750.0,,,105.09,,,Naver/FnGuide,,KRW,2026-08-12,2025.0,CFS,11011.0,OpenDART,,,19,16,18,18,,6.32,8.16,37.5,29.0,-27.59,,특수 목적용 기계 제조업,특수 목적용 기계 제조업,2026-08-24,4.25,4,0,16,0,0,0,5,3,28,D,56
007390.KQ,007390,네이처셀,15206,중견기업부,닥터쥬크르,KOSDAQ,주권,KRX,23800.0,22825.0,25582.5,22486.833333333332,22695.05,4.868682818500073,37800.0,-37.03703703703704,69.91869918683271,-1.24,-25.62,nxt_web_latest,NXT 체결가,2026-08-24 20:59 KST,,,,1126.55,7.44,,23.08,-4.45,18.57,-35.91,-700.0,,-,207.0,-36.0,-28.0,-17.39,-13.53,1.57,-164.33,167.67,117.02,50.65,,,,,,,,,,,,,,,,,,,,,,,KRW,2026-08-18,2025.0,CFS,11011.0,OpenDART,,,7,2,6,6,,13.49,-16.44,71.09,,,,기초 의약물질 제조업,기초 의약물질 제조업,2026-08-24,4.25,0,0,0,0,0,0,1,5,6,D,57
241710.KQ,241710,코스메카코리아,14952,우량기업부,"화장품 OEM, ODM",KOSDAQ,주권,KRX,140200.0,104760.0,84623.33333333333,81790.0,79596.0,76.13950449771345,140000.0,0.14285714285714285,92.6760563380099,73.73,104.08,nxt_web_latest,NXT 체결가,2026-08-24 20:59 KST,,,6.16,15.61,22.27,18.0,5.19,19.29,87.91,22.24,38.25,42.68,2090 -> 4008 -> 4255,6409.0,835.0,578.0,13.03,9.02,550.35,-64.17,688.52,2955.89,-2267.37,0.5,6.83,,39.52,OpenDART,,0.0,False,0.0,OpenDART,,4.0,,,131875.0,,,-5.94,,,Naver/FnGuide,,KRW,2026-08-12,2025.0,CFS,11011.0,OpenDART,2025.0,11011.0,2,1,1,1,2.92,,,,,,42.68,기타 화학제품 제조업,기타 화학제품 제조업,2026-08-24,4.25,8,0,16,0,15,5,1,0,45,C,58
030530.KQ,030530,원익홀딩스,14868,중견기업부,가스캐비닛,KOSDAQ,주권,KRX,19250.0,18790.0,20874.0,25776.583333333332,29308.2,-34.318723087736544,48700.0,-60.47227926078029,46.75876726879335,17.38,-35.62,daily_close,NXT 미확인,2026-08-24 21:09 KST,,,,137.36,5.61,80.4,1.54,2.78,51.37,-3.49,-101.31,,-,6230.0,-4.0,504.0,-0.06,8.09,1180.86,-266.1,1009.31,6684.79,-5675.48,,,,,,,,,,,,,,,,,,,,,,,KRW,2026-08-12,2025.0,CFS,11011.0,OpenDART,,,2,1,1,1,,,,,,,,기초 화학물질 제조업,기초 화학물질 제조업,2026-08-24,4.25,0,6,0,0,0,0,5,1,12,D,59
039200.KQ,039200,오스코텍,14633,벤처기업부,신약연구개발,KOSDAQ,주권,KRX,38400.0,34860.0,35625.833333333336,43175.833333333336,46111.0,-16.722690898050356,62000.0,-38.064516129032256,68.40796019895733,23.67,-12.53,nxt_web_latest,NXT 체결가,2026-08-24 20:59 KST,,,5847.83,547.23,11.9,25.21,7.83,33.87,23.02,193.53,,,23 -> 1368,998.0,521.0,544.0,52.2,54.51,83.02,,151.92,430.06,-278.14,,,,,,,,,,,,4.0,,,67000.0,,,74.48,,,Naver/FnGuide,,KRW,2026-08-18,2025.0,CFS,11011.0,OpenDART,,,7,5,6,6,0.0,3.9,7.59,100.77,30.0,-15.97,,의약품 제조업,의약품 제조업,2026-08-24,4.25,0,0,20,0,0,10,1,5,36,D,60
