yf_symbol,symbol,name,market_cap,price,ma200,diff,peak,peak_diff,rsi,price_source,price_basis,price_time,after_market_price,after_market_change_pct,eps_growth,hist_per_avg,foreign_supply,per,pbr,roe,debt_ratio,revenue_growth,operating_growth,eps_cagr,eps3y,revenue,operating_income,net_income,operating_margin,net_margin,operating_cashflow,free_cashflow,cash,total_debt,net_cash,dividend_yield,payout_ratio,dividend_per_share,dividend_total,dividend_source,dividend_growth_3y,dividend_consecutive_years,dividend_cut_flag,sector,industry,analyst_buy_ratio,consensus_revision,target_mean,target_high,target_low,target_upside,earnings_surprise_pct,finnhub_source,peg,cagr,peer_per_avg,peer_pbr_avg,peer_roe_avg,peer_group_count,peer_per_gap,peer_pbr_gap,data_date,us_10y_bond,score_per,score_pbr,score_roe,score_peg,score_cagr,score_eps3y,score_rsi,score_peak_diff,score,grade,rank
NVDA,NVDA,엔비디아,5103.12,194.97000122070312,190.72840049743652,2.2238957135928006,235.74000549316406,-17.29447837551831,37.50229131906357,daily_close,일봉 종가,2026-06-30 21:30 KST,196.6369,0.8549514124534305,214.5,60.85,70.87,29.48392,23.857498,114.29,6.555,85.2,60.08,102.92,1.19 -> 2.94 -> 4.9,215938000000.0,130387000000.0,120067000000.0,60.38,55.6,102718000000.0,96676000000.0,10605000000.0,11040000000.0,-435000000.0,,,,,,,,,,,,,,,,,,,0.14,102.92,33.11,10.98,32.66,41,-10.95,117.28,2026-06-29,4.37,0,0,20,20,15,10,5,5,75,A,1
GOOGL,GOOGL,알파벳A,4490.91,353.6499938964844,314.424949798584,12.475169073900577,402.6199951171875,-12.162833891657518,44.4032395962165,daily_close,일봉 종가,2026-06-30 21:30 KST,,,82.0,23.78,80.76,25.715702,8.538493,38.88,20.026,21.8,14.81,36.52,5.8 -> 8.04 -> 10.81,402836000000.0,129039000000.0,132170000000.0,32.03,32.81,164713000000.0,73266000000.0,30708000000.0,59291000000.0,-28583000000.0,,,,,,,,,,,,,,,,,,,0.31,36.52,33.11,10.98,32.66,41,-22.33,-22.24,2026-06-29,4.37,0,0,20,20,15,10,5,5,75,A,2
GOOG,GOOG,알파벳C,4483.96,351.2799987792969,313.8996494293213,11.908375628304823,399.0400085449219,-11.968727130840671,44.60092894874059,daily_close,일봉 종가,2026-06-30 21:30 KST,,,82.0,23.92,61.11,26.815266,8.890014,38.88,20.026,21.8,14.81,36.52,5.8 -> 8.04 -> 10.81,402836000000.0,129039000000.0,132170000000.0,32.03,32.81,164713000000.0,73266000000.0,30708000000.0,59291000000.0,-28583000000.0,25.0,6.41,0.88,,yfinance,,,,Communication Services,Internet Content & Information,,,,,,,,,0.33,36.52,18.95,6.43,35.3,4,41.51,38.26,2026-06-29,4.37,0,0,20,20,15,10,5,5,75,A,3
AAPL,AAPL,애플,4376.98,281.739990234375,269.733599319458,4.451203315126226,315.20001220703125,-10.61548879340743,35.346351323211465,daily_close,일봉 종가,2026-06-30 21:30 KST,281.25,-0.1739157561435936,21.8,30.46,65.82,34.150303,38.80716,141.47,79.548,16.6,7.98,10.32,6.13 -> 6.08 -> 7.46,416161000000.0,133050000000.0,112010000000.0,31.97,26.92,111482000000.0,98767000000.0,35934000000.0,98657000000.0,-62723000000.0,38.0,12.59,1.08,,yfinance,,,,Technology,Consumer Electronics,,,,,,,,,1.57,10.32,66.6,16.01,46.66,12,-48.72,142.39,2026-06-29,4.37,0,0,20,5,8,8,5,5,51,C,4
MSFT,MSFT,마이크로소프트,2818.35,368.57000732421875,447.3284992980957,-17.606410523241227,542.0700073242188,-32.00693594106702,31.467343026069585,daily_close,일봉 종가,2026-06-30 21:30 KST,368.5,-0.018994308497046773,23.4,33.6,75.78,22.227055,6.686806,34.01,30.271,18.3,17.45,18.71,9.68 -> 11.8 -> 13.64,281724000000.0,128528000000.0,101832000000.0,45.62,36.15,136162000000.0,71611000000.0,30242000000.0,60588000000.0,-30346000000.0,,,,,,,,,,,,,,,,,,,0.95,18.71,33.11,10.98,32.66,41,-32.87,-39.1,2026-06-29,4.37,4,0,20,16,12,8,3,5,68,B,5
AMZN,AMZN,아마존,2628.93,240.13999938964844,232.81665008544923,3.1455436290795227,274.989990234375,-12.673185236678536,46.373500772732385,daily_close,일봉 종가,2026-06-30 21:30 KST,238.51,-0.6787704646420142,74.8,41.19,68.02,31.638998,5.8438177,24.29,53.3,16.6,16.59,57.24,2.9 -> 5.53 -> 7.17,716924000000.0,79975000000.0,77670000000.0,11.16,10.83,139514000000.0,7695000000.0,86810000000.0,152987000000.0,-66177000000.0,,0.0,0.0,,yfinance,,,,Consumer Cyclical,Internet Retail,,,,,,,,,0.42,57.24,117.5,13.57,30.15,4,-73.07,-56.94,2026-06-29,4.37,0,0,20,20,15,10,5,5,75,A,6
AVGO,AVGO,브로드컴,1957.03,372.45001220703125,361.3307504272461,3.077308467833833,481.57000732421875,-22.659217446596934,42.583385329426925,daily_close,일봉 종가,2026-06-30 21:30 KST,375.555,0.833665644033543,85.4,63.62,79.91,62.075,20.208899,37.28,74.018,47.9,73.88,20.26,3.3 -> 1.23 -> 4.77,63887000000.0,26075000000.0,23126000000.0,40.81,36.2,27537000000.0,26914000000.0,16178000000.0,65136000000.0,-48958000000.0,70.0,41.26,2.6,,yfinance,,,,Technology,Semiconductors,,,,,,,,,0.73,20.26,66.6,16.01,46.66,12,-6.79,26.23,2026-06-29,4.37,0,0,20,16,12,10,5,5,68,B,7
TSLA,TSLA,테슬라,1504.13,411.8399963378906,418.28495010375974,-1.54080460324245,489.8800048828125,-15.930433528020876,50.98292106813645,daily_close,일봉 종가,2026-06-30 21:30 KST,,,8.3,176.51,44.93,384.8972,18.808056,4.9,18.738,15.8,-37.51,-49.94,4.31 -> 2.04 -> 1.08,94827000000.0,4849000000.0,3794000000.0,5.11,4.0,14747000000.0,6220000000.0,16513000000.0,14719000000.0,1794000000.0,,0.0,0.0,,yfinance,,,,Consumer Cyclical,Auto Manufacturers,,,,,,,,,46.37,-49.94,117.5,13.57,30.15,4,227.57,38.6,2026-06-29,4.37,0,0,0,0,0,5,5,5,15,D,8
META,META,메타 플랫폼스,1465.23,562.5999755859375,649.0725991821289,-13.322488686959238,790.0,-28.784813216969933,42.30014170612115,daily_close,일봉 종가,2026-06-30 21:30 KST,560.0,-0.46213574453672407,62.4,22.36,79.34,20.450745,5.859623,32.93,35.608,33.1,20.03,25.69,14.87 -> 23.86 -> 23.49,200966000000.0,83276000000.0,60458000000.0,41.44,30.08,115800000000.0,46109000000.0,35873000000.0,83897000000.0,-48024000000.0,37.0,7.64,2.1,,yfinance,,,,Communication Services,Internet Content & Information,,,,,,,,,0.33,25.69,18.95,6.43,35.3,4,7.92,-8.87,2026-06-29,4.37,4,0,20,20,15,10,5,5,79,A,9
BRK-B,BRK-B,버크셔해서웨이,1055.69,496.0,490.1187498474121,1.1999643258738586,539.7999877929688,-8.11411426147855,58.97129665276672,daily_close,일봉 종가,2026-06-30 21:30 KST,,,119.6,11.79,67.33,14.770696,0.0009810914,10.5,17.669,4.4,,-16.27,44.27 -> 41.27 -> 31.04,410522000000.0,,66968000000.0,,16.31,45969000000.0,25042000000.0,51877000000.0,129081000000.0,-77204000000.0,,0.0,0.0,,yfinance,,,,Financial Services,Insurance - Diversified,,,,,,,,,0.12,-16.27,21.08,11.66,42.42,11,-29.93,-99.99,2026-06-29,4.37,8,10,12,20,0,10,3,0,63,B,10
