yf_symbol,symbol,name,market_cap,price,ma200,diff,peak,peak_diff,rsi,price_source,eps_growth,hist_per_avg,foreign_supply,per,pbr,roe,debt_ratio,revenue_growth,operating_growth,eps_cagr,eps3y,revenue,operating_income,net_income,operating_margin,net_margin,operating_cashflow,free_cashflow,cash,total_debt,net_cash,peg,cagr,data_date,us_10y_bond,score_per,score_pbr,score_roe,score_peg,score_cagr,score_eps3y,score_rsi,score_peak_diff,score,grade,rank
138040.KS,138040,메리츠금융지주,176886,105700.0,114187.5,-7.432950191570881,146200.0,-27.70177838577291,49.37888198755617,daily_close,6.73,7.76,14.19,8.0,1.66,22.53,1102.87,16.25,-9.92,10.07,10480 -> 11897 -> 12698,,,,,,,,,,,1.19,10.07,2026-06-22,4.45,15,6,20,10,8,5,5,5,74,A,46
307950.KS,307950,현대오토에버,171125,624000.0,370040.0,68.63041833315317,938000.0,-33.47547974413646,18.089430894308435,daily_close,6.84,37.41,1.71,87.0,9.97,10.27,92.31,14.5,13.77,15.08,5024 -> 6228 -> 6654,,,,,,,,,,,12.72,15.08,2026-06-22,4.45,0,0,12,0,12,5,1,5,35,D,47
003670.KS,003670,포스코퓨처엠,170776,192000.0,204051.5,-5.906107036703969,296000.0,-35.13513513513514,30.919765166336276,daily_close,7.52,726.86,9.48,950.0,4.28,0.92,102.65,-20.57,4585.71,,359 -> 386,,,,,,,,,,,126.33,,2026-06-22,4.45,0,0,0,0,0,5,3,5,13,D,48
096770.KS,096770,SK이노베이션,169390,100200.0,115249.0,-13.057813950663347,149800.0,-33.11081441922563,29.166666666656027,daily_close,,53.47,14.47,10.0,0.73,-14.42,190.2,8.11,26.15,,-,,,,,,,,,,,,,2026-06-22,4.45,12,10,0,0,0,0,3,5,30,D,49
272210.KS,272210,한화시스템,169082,89500.0,86675.5,3.258706324163114,162700.0,-44.99078057775046,39.27958833618268,regularMarketPrice,-46.69,20.41,9.56,77.0,3.45,6.6,106.5,30.69,-45.33,-16.73,1849 -> 2405 -> 1282,,,,,,,,,,,,-16.73,2026-06-22,4.45,0,0,6,0,0,0,5,5,16,D,50
003550.KS,003550,LG,166160,109900.0,90042.5,22.05347474803565,165800.0,-33.715319662243665,15.78947368420782,daily_close,29.09,16.15,35.84,15.0,0.56,2.64,12.03,1.07,-5.65,-23.3,7867 -> 3585 -> 4628,,,,,,,,,,,0.52,-23.3,2026-06-22,4.45,8,10,0,20,0,8,1,5,52,C,51
024110.KS,024110,기업은행,163871,20550.0,21260.15,-3.340286874739837,28550.0,-28.021015761821367,53.90624999988208,daily_close,2.53,4.67,13.68,6.0,0.46,7.7,1258.51,-9.91,1.71,0.77,3348 -> 3316 -> 3400,,,,,,,,,,,2.37,0.77,2026-06-22,4.45,15,10,6,0,0,2,5,5,43,C,52
035720.KS,035720,카카오,162930,36800.0,54883.5,-32.94888263321399,70400.0,-47.72727272727273,29.794520547916633,daily_close,795.16,180.5,28.25,24.0,1.45,4.59,82.49,2.99,47.79,,124 -> 1110,,,,,,,,,,,0.03,,2026-06-22,4.45,4,6,0,20,0,10,3,3,46,C,53
018260.KS,018260,삼성에스디에스,161332,208500.0,176237.5,18.30626285552167,362000.0,-42.40331491712707,14.385150812064026,daily_close,0.34,16.5,17.9,23.0,1.65,7.89,31.09,0.74,5.05,4.66,8962 -> 9783 -> 9816,,,,,,,,,,,67.65,4.66,2026-06-22,4.45,4,6,6,0,4,2,1,5,28,D,54
086280.KS,086280,현대글로비스,153000,204000.0,207549.0,-1.7099576485552808,290500.0,-29.776247848537007,37.619461337962406,daily_close,58.5,7.56,44.87,10.0,1.61,18.13,78.92,4.08,18.26,27.83,14148 -> 14585 -> 23117,,,,,,,,,,,0.17,27.83,2026-06-22,4.45,12,6,16,20,15,10,5,5,89,S,55
047810.KS,047810,한국항공우주,144848,148600.0,140995.5,5.393434542237164,202000.0,-26.435643564356436,41.1980440097729,daily_close,8.05,37.62,26.2,41.0,7.66,10.51,446.57,1.73,11.84,-8.9,2298 -> 1765 -> 1907,,,,,,,,,,,5.09,-8.9,2026-06-22,4.45,0,0,12,0,0,5,5,5,27,D,56
000720.KS,000720,현대건설,142312,127800.0,106535.5,19.96001332889037,188700.0,-32.273449920508746,45.324347093507704,daily_close,-30.35,14.22,25.1,27.0,1.58,4.58,174.81,-4.92,,,4767 -> 3320,,,,,,,,,,,,,2026-06-22,4.45,0,6,0,0,0,0,5,5,16,D,57
278470.KS,278470,에이피알,139644,373000.0,295987.5,26.018835254867184,459000.0,-18.736383442265794,38.24175824175589,daily_close,171.08,23.78,37.45,27.0,28.49,75.3,73.11,111.3,197.88,85.08,2249 -> 2842 -> 7704,,,,,,,,,,,0.16,85.08,2026-06-22,4.45,0,0,20,20,15,10,5,5,75,A,58
030200.KS,030200,KT,131807,52300.0,55223.0,-5.293084403237781,68900.0,-24.092888243831638,47.69230769227345,regularMarketPrice,271.3,13.4,100.0,9.0,0.71,10.22,120.72,6.86,205.02,32.94,3887 -> 1850 -> 6869,,,,,,,,,,,0.03,32.94,2026-06-22,4.45,12,10,12,20,15,10,5,5,89,S,59
071050.KS,071050,한국금융지주,123154,221000.0,198337.0,11.426511442645598,292500.0,-24.444444444444443,39.75409836065118,daily_close,94.33,4.83,35.02,5.0,1.06,18.66,1025.35,6.14,95.49,69.05,11480 -> 16883 -> 32808,,,,,,,,,,,0.05,69.05,2026-06-22,4.45,15,8,16,20,15,10,5,5,94,S,60
006260.KS,006260,LS,122928,394000.0,265818.5,48.221436807445684,553000.0,-28.75226039783002,35.542168674696796,regularMarketPrice,14.75,14.43,18.5,23.0,2.22,5.64,225.47,15.7,-1.89,-20.96,13539 -> 7371 -> 8458,,,,,,,,,,,1.56,-20.96,2026-06-22,4.45,4,3,6,5,0,5,5,5,33,D,61
010950.KS,010950,S-Oil,120463,107000.0,93330.5,14.646337478102014,141300.0,-24.27459306440198,53.20334261836365,daily_close,-81.34,31.62,79.28,5.0,1.28,2.01,198.82,-6.52,-44.2,,8137 -> 1518,,,,,,,,,,,,,2026-06-22,4.45,15,6,0,0,0,0,5,5,31,D,62
005940.KS,005940,NH투자증권,109754,30800.0,26363.55,16.827968919208534,39200.0,-21.428571428571427,48.33333333327694,daily_close,46.15,6.96,13.52,8.0,1.2,11.76,783.5,36.52,57.65,34.9,1587 -> 1976 -> 2888,,,,,,,,,,,0.17,34.9,2026-06-22,4.45,15,8,12,20,15,10,5,5,90,S,63
259960.KS,259960,크래프톤,103808,225000.0,263482.5,-14.605334320116137,386000.0,-41.70984455958549,34.394904458592606,regularMarketPrice,-43.16,14.43,43.57,10.0,1.45,10.6,31.31,22.76,-10.83,12.39,12221 -> 27162 -> 15438,,,,,,,,,,,,12.39,2026-06-22,4.45,12,6,12,0,8,0,3,5,46,C,64
0126Z0.KS,0126Z0,삼성에피스홀딩스,102642,412500.0,522232.5,-21.012192845140813,743000.0,-44.48183041722746,29.411764705879932,daily_close,,35.03,7.05,40.0,1.71,,30.64,,,,-,,,853.0,,,,,,,,,,2026-06-22,4.45,0,6,0,0,0,0,3,5,14,D,65
016360.KS,016360,삼성증권,101802,114000.0,91970.0,23.953463085788844,149500.0,-23.745819397993312,41.75824175823258,daily_close,12.03,5.76,25.98,7.0,1.3,13.09,887.64,10.45,14.09,35.65,6130 -> 10068 -> 11279,,,,,,,,,,,0.58,35.65,2026-06-22,4.45,15,6,12,20,15,5,5,5,83,A,66
323410.KS,323410,카카오뱅크,100195,21000.0,23487.0,-10.588836377570571,37000.0,-43.24324324324324,43.42857142850195,regularMarketPrice,9.1,27.52,16.87,18.0,1.59,7.23,1032.02,4.78,7.0,16.34,744 -> 923 -> 1007,,,,,,,,,,,1.98,16.34,2026-06-22,4.45,8,6,6,5,12,5,5,5,52,C,67
003490.KS,003490,대한항공,99603,27050.0,23925.0,13.061650992685475,30000.0,-9.833333333333332,54.98007968121356,regularMarketPrice,-40.82,8.45,44.43,53.0,0.95,7.28,339.88,41.16,-47.23,-14.28,2873 -> 3567 -> 2111,,,,,,,,,,,,-14.28,2026-06-22,4.45,0,8,6,0,0,0,5,0,19,D,68
028050.KS,028050,삼성E&A,97804,49900.0,34655.75,43.98764995707783,64400.0,-22.51552795031056,49.36102236419517,daily_close,-18.44,6.49,37.52,13.0,1.98,13.76,125.8,-9.41,-18.47,-9.5,3846 -> 3862 -> 3150,,,,,,,,,,,,-9.5,2026-06-22,4.45,8,3,12,0,0,0,5,5,33,D,69
443060.KS,443060,HD현대마린솔루션,93926,209500.0,206300.5,1.5508929934731133,280500.0,-25.311942959001783,40.48582995950958,daily_close,13.41,31.31,28.59,28.0,11.91,33.73,54.27,13.59,28.86,26.16,3778 -> 5302 -> 6013,,,,,,,,,,,2.09,26.16,2026-06-22,4.45,0,0,20,0,15,5,5,5,50,C,70
047050.KS,047050,포스코인터내셔널,93590,53200.0,61374.0,-13.318343272395477,87300.0,-39.06071019473082,36.184210526299125,regularMarketPrice,19.35,14.68,7.89,11.0,1.39,9.27,140.03,0.35,0.65,-4.58,3834 -> 2925 -> 3491,,,,,,,,,,,0.57,-4.58,2026-06-22,4.45,12,6,6,20,0,8,5,5,62,B,71
005830.KS,005830,DB손해보험,92551,141300.0,147862.0,-4.437921846045637,205500.0,-31.24087591240876,50.29585798815179,daily_close,-3.4,4.18,46.49,6.0,0.76,17.75,576.91,5.55,-1.69,1.43,24556 -> 26152 -> 25263,,,,,,,,,,,,1.43,2026-06-22,4.45,15,10,16,0,0,0,5,5,51,C,72
352820.KS,352820,하이브,91807,213000.0,297337.0,-28.364112101756593,404500.0,-47.3423980222497,48.47250509164278,regularMarketPrice,-95.0,455.33,18.97,48.0,2.86,-7.33,54.46,17.48,-73.21,,4504 -> 225,,,,,,,,,,,,,2026-06-22,4.45,0,3,0,0,0,0,5,3,11,D,73
047040.KS,047040,대우건설,89577,21800.0,11322.25,92.54123517852018,37150.0,-41.318977119784655,43.60313315923705,daily_close,-54.26,4.44,9.91,22.0,2.43,-23.89,284.46,-23.32,-302.28,,1231 -> 563,,,,,,,,,,,,,2026-06-22,4.45,4,3,0,0,0,0,5,5,17,D,74
039490.KS,039490,키움증권,88389,337000.0,346367.5,-2.704497390777137,495500.0,-31.987891019172555,39.573459715637185,daily_close,38.22,5.91,27.45,6.0,1.31,18.12,1107.51,51.78,35.51,64.21,15021 -> 29304 -> 40504,,,,,,,,,,,0.16,64.21,2026-06-22,4.45,15,6,16,20,15,10,5,5,92,S,75
064400.KS,064400,LG씨엔에스,86712,89500.0,69095.0,29.531804037918807,143700.0,-37.717466945024356,10.838150289015132,daily_close,8.8,13.5,5.64,17.0,2.84,17.35,79.68,2.46,7.58,9.24,3811 -> 4180 -> 4548,,,,,,,,,,,1.93,9.24,2026-06-22,4.45,8,3,16,5,8,5,1,5,51,C,76
007660.KS,007660,이수페타시스,86549,117900.0,112437.5,4.8582545858810455,161400.0,-26.95167286245353,36.20025673940299,regularMarketPrice,102.24,38.82,22.59,32.0,10.61,29.64,70.53,30.0,100.88,77.17,719 -> 1116 -> 2257,,,,,,,,,,,0.31,77.17,2026-06-22,4.45,0,0,20,20,15,10,5,5,75,A,77
005387.KS,005387,현대차2우B,82340,235500.0,229496.0,2.6161676020497087,323500.0,-27.202472952086552,24.999999999997087,daily_close,-23.26,5.89,25.28,6.0,0.53,8.41,188.95,6.29,-19.46,-9.97,43589 -> 46042 -> 35331,,,,,,,,,,,,-9.97,2026-06-22,4.45,15,10,6,0,0,0,1,5,37,D,78
003230.KS,003230,삼양식품,80603,1070000.0,1288625.0,-16.965758075468038,1630000.0,-34.355828220858896,35.628742514968565,regularMarketPrice,43.18,19.3,15.49,15.0,5.98,37.59,72.74,36.1,52.12,75.62,16761 -> 36106 -> 51697,,,,,,,,,,,0.35,75.62,2026-06-22,4.45,8,0,20,20,15,10,5,5,83,A,79
161390.KS,161390,한국타이어앤테크놀로지,79899,64500.0,56994.5,13.168814534735807,75900.0,-15.019762845849801,43.092105263138045,daily_close,-2.26,6.24,39.13,6.0,0.64,9.39,87.63,125.27,4.47,22.99,5814 -> 8998 -> 8795,,,,,,,,,,,,22.99,2026-06-22,4.45,15,10,6,0,12,0,5,5,53,C,80
