yf_symbol,symbol,name,market_cap,price,ma20,ma60,ma120,ma200,diff,peak,peak_diff,rsi,return_20d,return_60d,price_source,price_basis,price_time,after_market_price,after_market_change_pct,eps_growth,hist_per_avg,foreign_supply,per,pbr,roe,debt_ratio,revenue_growth,operating_growth,eps_cagr,eps3y,revenue,operating_income,net_income,operating_margin,net_margin,operating_cashflow,free_cashflow,cash,total_debt,net_cash,dividend_yield,payout_ratio,dividend_per_share,dividend_total,dividend_source,dividend_growth_3y,dividend_consecutive_years,dividend_cut_flag,dividend_history_years,dividend_history_source,sector,industry,analyst_buy_ratio,analyst_opinion_score,analyst_opinion_count,consensus_revision,target_mean,target_high,target_low,target_upside,earnings_surprise_pct,finnhub_source,consensus_source,cashflow_status,financial_currency,fundamental_refreshed_at,dart_year,dart_fs_div,dart_report_code,dart_source,peg,cagr,peer_per_avg,peer_pbr_avg,peer_roe_avg,peer_group_count,peer_per_count,peer_pbr_count,peer_roe_count,peer_per_gap,peer_pbr_gap,data_date,us_10y_bond,score_per,score_pbr,score_roe,score_peg,score_cagr,score_eps3y,score_rsi,score_peak_diff,score,grade,rank
NVDA,NVDA,엔비디아,5103.12,195.0399932861328,203.00049743652343,208.48399963378907,197.91558291117352,193.05025016784668,1.0306866303235322,235.74000549316406,-17.264788011643386,37.44874639898924,-1.29,-1.73,daily_close,일봉 종가,2026-07-31 14:02 KST,196.839,0.9223783715106876,214.5,60.85,70.84,30.30368,24.483273,114.29,6.555,85.2,60.08,102.92,1.19 -> 2.94 -> 4.9,215938000000.0,130387000000.0,120067000000.0,60.38,55.6,102718000000.0,96676000000.0,10605000000.0,11040000000.0,-435000000.0,0.51,0.61,1.0,,yfinance,,,,,,Technology,Semiconductors,92.65,,,-0.31,,,,,3.02,Finnhub,,,,2026-07-28,,,,,0.14,102.92,39.0,9.5,34.6,21,19,20,20,-22.3,157.72,2026-07-30,4.25,0,0,20,20,15,10,5,5,75,A,1
GOOGL,GOOGL,알파벳A,4490.91,333.6600036621094,348.2429992675781,365.45133310953776,340.7129992167155,325.712749710083,2.4399578951392633,402.6199951171875,-17.12781091137972,39.193165761081715,-7.63,-12.94,daily_close,일봉 종가,2026-07-31 14:02 KST,,,294.0,23.78,81.11,16.393574,6.416221,48.68,18.859,24.2,14.81,36.52,5.8 -> 8.04 -> 10.81,402836000000.0,129039000000.0,132170000000.0,32.03,32.81,164713000000.0,73266000000.0,30708000000.0,59291000000.0,-28583000000.0,0.26,4.26,0.88,,yfinance,,2.0,False,2.0,yfinance dividend history,Communication Services,Internet Content & Information,86.96,4.59,54.0,-0.18,428.12,515.0,340.0,28.31,6.53,Finnhub,yfinance,,,2026-07-28,,,,,0.06,36.52,21.15,5.05,25.48,7,6,6,6,-22.49,27.05,2026-07-30,4.25,8,0,20,20,15,10,5,5,83,A,2
GOOG,GOOG,알파벳C,4483.96,333.67999267578125,346.9164978027344,363.14033203125,339.01908213297526,324.94894912719724,2.6868969947541985,399.0400085449219,-16.379313970915458,39.907342189508036,-6.76,-12.11,daily_close,일봉 종가,2026-07-31 14:02 KST,335.6519,0.5909576143316322,82.0,23.92,61.11,26.951181,8.941894,38.88,20.026,21.8,14.81,36.52,5.8 -> 8.04 -> 10.81,402836000000.0,129039000000.0,132170000000.0,32.03,32.81,164713000000.0,73266000000.0,30708000000.0,59291000000.0,-28583000000.0,0.26,6.41,0.88,,yfinance,,,,,,Communication Services,Internet Content & Information,87.14,,,-1.43,,,,,8.28,Finnhub,,,,2026-07-22,,,,,0.33,36.52,18.34,5.05,25.48,7,6,6,6,46.95,77.07,2026-07-30,4.25,0,0,20,20,15,10,5,5,75,A,3
AAPL,AAPL,애플,4376.98,333.42999267578125,324.3529998779297,306.6684997558594,284.5509162902832,277.6542493438721,20.088200869863666,340.0799865722656,-1.9554205360659407,64.42567891346488,13.27,20.45,daily_close,일봉 종가,2026-07-31 14:02 KST,,,21.8,30.46,65.83,35.073936,39.856747,141.47,79.548,16.6,7.98,10.32,6.13 -> 6.08 -> 7.46,416161000000.0,133050000000.0,112010000000.0,31.97,26.92,111482000000.0,98767000000.0,35934000000.0,98657000000.0,-62723000000.0,0.32,12.59,1.08,,yfinance,,,,,,Technology,Consumer Electronics,69.09,,,-3.13,,,,,3.74,Finnhub,,,,2026-07-28,,,,,1.61,10.32,39.0,9.5,34.6,21,19,20,20,-10.07,319.54,2026-07-30,4.25,0,0,20,5,8,8,3,0,44,C,4
MSFT,MSFT,마이크로소프트,2818.35,451.1000061035156,393.15449981689454,401.0784983317057,399.285915629069,433.8297494506836,3.9808834398055146,542.0700073242188,-16.781965427261287,73.61866053073038,17.39,9.06,daily_close,일봉 종가,2026-07-31 14:02 KST,,,23.4,33.6,76.44,23.700062,6.9982247,34.01,30.271,18.3,17.45,18.71,9.68 -> 11.8 -> 13.64,281724000000.0,128528000000.0,101832000000.0,45.62,36.15,136162000000.0,71611000000.0,30242000000.0,60588000000.0,-30346000000.0,0.81,20.73,3.64,,yfinance,10.21,10.0,False,10.0,yfinance dividend history,Technology,Software - Infrastructure,92.65,4.67,55.0,0.23,556.75,870.0,400.0,23.42,5.58,Finnhub,yfinance,,,2026-07-28,,,,,1.01,18.71,39.0,9.68,35.48,21,19,20,20,-39.23,-27.7,2026-07-30,4.25,4,0,20,10,12,8,1,5,60,B,5
AMZN,AMZN,아마존,2628.93,235.5,242.4125,250.2126668294271,236.3676668802897,234.7546501159668,0.3175016484934406,274.989990234375,-14.360519159521964,40.592746498579736,-2.57,-13.44,daily_close,일봉 종가,2026-07-31 14:02 KST,257.95,9.532908704883223,74.8,41.19,68.71,27.931406,5.6484075,24.29,53.3,16.6,16.59,57.24,2.9 -> 5.53 -> 7.17,716924000000.0,79975000000.0,77670000000.0,11.16,10.83,139514000000.0,7695000000.0,86810000000.0,152987000000.0,-66177000000.0,,0.0,0.0,,yfinance,,,,,,Consumer Cyclical,Internet Retail,93.33,4.67,62.0,-0.09,313.13,370.0,207.0,32.96,9.72,Finnhub,yfinance,,,2026-07-30,,,,,0.37,57.24,24.64,16.73,38.64,8,7,4,4,13.36,-66.24,2026-07-30,4.25,0,0,20,20,15,10,5,5,75,A,6
AVGO,AVGO,브로드컴,1957.03,387.8399963378906,383.2884994506836,400.5455006917318,374.4954177856445,365.78245025634766,6.030236296488417,481.57000732421875,-19.463423710111595,45.03641678817406,5.01,-6.88,daily_close,일봉 종가,2026-07-31 14:02 KST,390.7,0.7374184429441094,85.4,63.62,79.86,61.352158,20.040152,37.28,74.018,47.9,73.88,20.26,3.3 -> 1.23 -> 4.77,63887000000.0,26075000000.0,23126000000.0,40.81,36.2,27537000000.0,26914000000.0,16178000000.0,65136000000.0,-48958000000.0,0.67,41.26,2.6,,yfinance,,,,,,Technology,Semiconductors,92.86,,,-0.12,,,,,0.51,Finnhub,,,,2026-07-29,,,,,0.72,20.26,35.07,9.5,34.6,21,19,20,20,74.94,110.95,2026-07-30,4.25,0,0,20,16,12,10,5,5,68,B,7
TSLA,TSLA,테슬라,1504.13,308.8500061035156,368.0425003051758,397.6403325398763,393.22283299763996,412.22315017700197,-25.076986585809063,489.8800048828125,-36.95394728809197,15.056861734392939,-27.38,-21.31,daily_close,일봉 종가,2026-07-31 14:02 KST,309.0996,0.08081395225899053,8.3,176.51,45.6,349.39447,17.392338,4.9,18.738,15.8,-37.51,-49.94,4.31 -> 2.04 -> 1.08,94827000000.0,4849000000.0,3794000000.0,5.11,4.0,14747000000.0,6220000000.0,16513000000.0,14719000000.0,1794000000.0,,0.0,0.0,,yfinance,,,,,,Consumer Cyclical,Auto Manufacturers,48.33,3.62,40.0,0.0,425.61,600.0,125.0,37.8,-0.06,Finnhub,yfinance,,,2026-07-28,,,,,42.1,-49.94,24.64,10.86,42.77,8,7,4,4,1318.0,60.15,2026-07-30,4.25,0,0,0,0,0,5,1,5,11,D,8
META,META,메타 플랫폼스,1465.23,539.030029296875,622.1124938964844,604.3624959309896,619.0237467447917,635.2821481323242,-15.151081943420305,790.0,-31.768350721914558,13.705817668765121,-12.05,-11.69,daily_close,일봉 종가,2026-07-31 14:02 KST,,,62.4,22.36,79.31,22.271437,6.3836145,32.93,35.608,33.1,20.03,25.69,14.87 -> 23.86 -> 23.49,200966000000.0,83276000000.0,60458000000.0,41.44,30.08,115800000000.0,46109000000.0,35873000000.0,83897000000.0,-48024000000.0,0.39,7.64,2.1,,yfinance,,,,,,Communication Services,Internet Content & Information,87.5,,,-0.17,,,,,8.96,Finnhub,,,,2026-07-22,,,,,0.36,25.69,18.34,5.06,28.45,7,6,6,6,21.44,26.16,2026-07-30,4.25,4,0,20,20,15,10,1,5,75,A,9
BRK-B,BRK-B,버크셔해서웨이,1055.69,509.67999267578125,497.35449981689453,488.8221664428711,486.8770001729329,490.29665008544924,3.953390786364513,539.7999877929688,-5.579843608432893,66.79993911202618,1.99,8.79,daily_close,일봉 종가,2026-07-31 14:02 KST,,,119.6,11.79,67.47,14.743223,0.0009789749,10.5,17.669,4.4,,-16.27,44.27 -> 41.27 -> 31.04,410522000000.0,,66968000000.0,,16.31,45969000000.0,25042000000.0,51877000000.0,129081000000.0,-77204000000.0,,0.0,0.0,,yfinance,,,,,,Financial Services,Insurance - Diversified,10.0,4.0,3.0,0.0,520.33,570.0,481.0,2.09,-3.3,Finnhub,yfinance,,,2026-07-30,,,,,0.12,-16.27,19.66,3.27,16.16,17,16,16,16,-25.01,-99.97,2026-07-30,4.25,8,10,12,20,0,10,1,0,61,B,10
