yf_symbol,symbol,name,market_cap,market_cap_as_of,market_cap_source,price,ma20,ma60,ma120,ma200,diff,peak,peak_diff,rsi,return_20d,return_60d,price_source,price_basis,price_time,after_market_price,after_market_change_pct,eps_growth,hist_per_avg,foreign_supply,per,pbr,roe,debt_ratio,revenue_growth,operating_growth,eps_cagr,eps3y,revenue,operating_income,net_income,operating_margin,net_margin,operating_cashflow,free_cashflow,cash,total_debt,net_cash,dividend_yield,payout_ratio,dividend_per_share,dividend_total,dividend_source,dividend_growth_3y,dividend_consecutive_years,dividend_cut_flag,dividend_history_years,dividend_history_source,sector,industry,analyst_buy_ratio,analyst_opinion_score,analyst_opinion_count,consensus_revision,target_mean,target_high,target_low,target_upside,earnings_surprise_pct,finnhub_source,consensus_source,cashflow_status,financial_currency,fundamental_refreshed_at,dart_year,dart_fs_div,dart_report_code,dart_source,peg,cagr,peer_per_avg,peer_pbr_avg,peer_roe_avg,peer_group_count,peer_per_count,peer_pbr_count,peer_roe_count,peer_per_gap,peer_pbr_gap,data_date,us_10y_bond,score_per,score_pbr,score_roe,score_peg,score_cagr,score_eps3y,score_rsi,score_peak_diff,score,grade,rank
TSLA,TSLA,테슬라,1482.265136968,2026-09-21,Naver exchange listing (USD),375.29998779296875,360.22249908447264,359.0293314615885,377.99799931844075,397.0559495544434,-5.47931891862799,489.8800048828125,-23.38940474152506,53.452958586254105,3.43,0.05,daily_close,일봉 종가,2026-09-22 15:37 KST,,,-3.0,176.51,43.66,333.25232,16.211864,4.67,18.373,25.5,-37.51,-49.94,4.31 -> 2.04 -> 1.08,94827000000.0,4849000000.0,3794000000.0,5.11,4.0,14747000000.0,6220000000.0,16513000000.0,14719000000.0,1794000000.0,,0.0,0.0,,yfinance,,,,,,Consumer Cyclical,Auto Manufacturers,49.18,3.59,39.0,0.0,390.09,600.0,125.0,3.94,-7.04,Finnhub,yfinance,,,2026-09-16,,,,,,-49.94,21.21,10.28,21.48,6,5,4,4,1471.2,57.7,2026-09-21,4.25,0,0,0,0,0,0,5,5,10,D,11
SKHY,SKHY,SK하이닉스 ADR,1376.5353833,2026-09-21,Naver exchange listing (USD),188.86000061035156,173.69100036621094,,,,,198.6300048828125,-4.918695077425504,64.17892518795742,15.57,,daily_close,일봉 종가,2026-09-22 15:37 KST,,,1272.4,,0.18,11.44606,406.1796,92.68,8.037,256.8,,,-,,,,,,,,,,,1985.6,0.0,3750.0,,yfinance,,,,,,Technology,Semiconductors,,4.53,14.0,,248.43,355.0,152.0,31.54,,,yfinance,,,2026-09-22,,,,,0.01,,40.16,13.44,34.82,32,30,30,30,-71.5,2922.17,2026-09-21,4.25,12,0,20,20,0,10,3,0,65,B,12
MU,MU,마이크론 테크놀로지,1179.041273918,2026-09-21,Naver exchange listing (USD),1043.9599609375,963.4594970703125,945.1686686197917,834.2441683451335,644.1687005615235,62.063130361266786,1213.56005859375,-13.975418559241257,61.27231807482852,7.98,-13.98,daily_close,일봉 종가,2026-09-22 15:37 KST,1044.26,0.028740476045704753,1368.5,53.12,79.96,23.255056,10.955669,66.64,6.33,345.7,651.65,-1.04,7.75 -> 0.7 -> 7.59,37378000000.0,9809000000.0,8539000000.0,26.24,22.84,17525000000.0,1668000000.0,9642000000.0,15278000000.0,-5636000000.0,0.05,1.12,0.53,,yfinance,1.11,5.0,False,5.0,yfinance dividend history,Technology,Semiconductors,91.38,4.65,45.0,0.31,1513.11,2200.0,361.0,44.94,16.21,Finnhub,yfinance,,,2026-09-16,,,,,0.02,-1.04,40.16,14.87,34.82,32,30,30,30,-42.09,-26.32,2026-09-21,4.25,4,0,20,20,0,10,3,5,62,B,13
LLY,LLY,일라이 릴리,1096.577431448,2026-09-21,Naver exchange listing (USD),1164.8900146484375,1158.7884948730468,1182.407002766927,1096.4532526652017,1066.9407037353515,9.180389366547384,1280.3399658203125,-9.017132500265767,54.0055150883844,-7.21,3.3,daily_close,일봉 종가,2026-09-22 15:37 KST,1165.75,0.07382545482820047,26.2,66.51,85.43,37.735214,29.551077,102.29,162.071,47.7,74.27,98.92,5.8 -> 11.71 -> 22.95,65179000000.0,29696000000.0,20640000000.0,45.56,31.67,16813000000.0,5964000000.0,7268000000.0,42503000000.0,-35235000000.0,0.59,21.69,6.92,,yfinance,15.24,10.0,False,10.0,yfinance dividend history,Healthcare,Drug Manufacturers - General,78.95,4.3,29.0,0.0,1315.56,1600.0,850.0,12.93,24.79,Finnhub,yfinance,,,2026-09-16,,,,,1.44,98.92,27.8,6.34,14.15,11,10,9,9,35.74,366.11,2026-09-21,4.25,0,0,20,10,15,8,5,0,58,B,14
AMD,AMD,AMD(어드밴스드 마이크로 디바이시스),1004.821037852,2026-09-21,Naver exchange listing (USD),615.52001953125,497.86700134277345,504.0140014648438,451.84716771443686,356.62550048828126,72.59562725842596,615.52001953125,0.0,78.46360355408247,30.06,15.58,daily_close,일봉 종가,2026-09-22 15:37 KST,619.9809,0.7247336117754885,159.5,135.05,75.43,116.36735,11.074264,10.2,6.361,50.1,77.09,123.61,0.53 -> 1.0 -> 2.65,34639000000.0,3694000000.0,4335000000.0,10.66,12.51,7709000000.0,6735000000.0,5539000000.0,3847000000.0,1692000000.0,,0.0,0.0,,yfinance,,,,,,Technology,Semiconductors,83.05,4.52,49.0,0.29,613.84,1250.0,365.0,-0.27,5.88,Finnhub,yfinance,,,2026-09-19,,,,,0.73,123.61,37.91,14.87,36.64,32,30,30,30,206.96,-25.53,2026-09-21,4.25,0,0,12,16,15,10,1,0,54,C,15
JPM,JPM,제이피모간체이스,935.787868088,2026-09-21,Naver exchange listing (USD),352.0400085449219,354.49400329589844,350.15550028483074,329.7642506917318,320.7566508483887,9.752988009380301,365.17999267578125,-3.5982212592148994,44.60705824616621,0.13,5.05,daily_close,일봉 종가,2026-09-22 15:37 KST,351.96,-0.022727117083252205,46.9,11.94,75.95,15.2591,2.6788063,17.79,,30.4,,11.06,16.23 -> 19.75 -> 20.02,181847000000.0,,57048000000.0,,31.37,-147782000000.0,-147782000000.0,343338000000.0,499982000000.0,-156644000000.0,1.7,25.71,6.0,,yfinance,11.53,10.0,False,10.0,yfinance dividend history,Financial Services,Banks - Diversified,60.0,3.91,20.0,3.33,373.65,420.0,305.0,6.14,4.8,Finnhub,yfinance,,,2026-09-16,,,,,0.33,11.06,16.44,2.63,13.1,18,17,17,17,-7.18,1.86,2026-09-21,4.25,8,3,16,20,8,10,5,0,70,A,16
WMT,WMT,월마트,852.401696133,2026-09-21,Naver exchange listing (USD),107.44000244140625,106.2379997253418,110.24216626485189,117.43424943288167,118.67599960327148,-9.467792307987006,134.1999969482422,-19.940383841556006,60.15811252169517,3.61,-7.2,daily_close,일봉 종가,2026-09-22 15:37 KST,,,-9.1,35.93,38.25,39.245422,9.042876,22.31,71.653,5.9,1.63,19.45,1.91 -> 2.41 -> 2.73,713163000000.0,29825000000.0,21893000000.0,4.18,3.07,41565000000.0,14923000000.0,10727000000.0,67095000000.0,-56368000000.0,0.92,34.96,0.99,,yfinance,7.98,10.0,False,10.0,yfinance dividend history,Consumer Defensive,Discount Stores,87.5,4.47,40.0,-2.08,127.72,155.0,81.0,18.88,2.67,Finnhub,yfinance,,,2026-09-15,,,,,,19.45,25.37,9.26,36.83,6,5,4,4,54.69,-2.34,2026-09-21,4.25,0,0,20,0,12,0,3,5,40,C,17
V,V,비자,690.714133837,2026-09-21,Naver exchange listing (USD),369.95001220703125,374.9830032348633,364.3888366699219,342.078084564209,336.1430500793457,10.05731402737778,384.1400146484375,-3.6939662363455814,38.71046316400027,-0.29,11.93,daily_close,일봉 종가,2026-09-22 15:37 KST,369.94,-0.0027063675363927942,10.2,28.2,90.32,31.251915,19.459988,61.19,67.821,14.4,10.39,10.99,8.28 -> 9.73 -> 10.2,40000000000.0,26556000000.0,20058000000.0,66.39,50.14,23059000000.0,21577000000.0,17164000000.0,25171000000.0,-8007000000.0,0.72,22.13,2.68,,yfinance,15.71,10.0,False,10.0,yfinance dividend history,Financial Services,Credit Services,88.24,4.55,37.0,-3.92,419.36,466.0,330.0,13.36,0.78,Finnhub,yfinance,,,2026-09-16,,,,,3.06,10.99,15.53,2.63,13.1,18,17,17,17,101.24,639.92,2026-09-21,4.25,0,0,20,0,8,5,5,0,38,D,18
ASML,ASML,ASML 홀딩 ADR,657.318012,2026-09-21,Naver exchange listing (USD),1711.3199462890625,1686.7740112304687,1737.393330891927,1654.8679992675782,1512.4822988891601,13.146444592835124,1989.43994140625,-13.979813581132605,51.390775563518346,-2.97,-7.05,daily_close,일봉 종가,2026-09-22 15:37 KST,1717.99,0.3897607648062122,28.5,36.39,20.39,57.511005,1427.3237,53.94,9.092,21.3,25.26,9.55,20.59 -> 19.24 -> 24.71,32667300000.0,11301400000.0,9609400000.0,34.6,29.42,,11027300000.0,12916000000.0,4390900000.0,8525100000.0,0.53,29.72,9.08,,yfinance,3.58,9.0,False,9.0,yfinance dividend history,Technology,Semiconductor Equipment & Materials,85.71,4.6,16.0,0.0,2157.87,2861.32,897.6,26.09,2.58,Finnhub,yfinance,,,2026-09-22,,,,,2.02,9.55,37.91,13.44,34.82,32,30,30,30,51.7,10519.97,2026-09-21,4.25,0,0,20,0,8,8,5,5,46,C,19
XOM,XOM,엑슨모빌 홀딩스,650.915663268,2026-09-21,Naver exchange listing (USD),158.3000030517578,162.31500167846679,154.78266728719075,152.72233352661132,147.1171000289917,7.601361786333709,171.47000122070312,-7.680642721868238,45.84770666687765,-4.12,15.09,daily_close,일봉 종가,2026-09-22 15:37 KST,158.41,0.06948638415769294,112.8,12.12,67.06,21.245817,2.6169941,12.58,15.921,44.1,-14.41,-13.19,8.89 -> 7.84 -> 6.7,323905000000.0,33938000000.0,28844000000.0,10.48,8.91,51970000000.0,23612000000.0,10681000000.0,43537000000.0,-32856000000.0,2.6,52.51,4.12,,yfinance,4.06,10.0,False,10.0,yfinance dividend history,Energy,Oil & Gas Integrated,46.67,3.68,22.0,-3.33,170.91,200.0,142.0,7.97,3.84,Finnhub,yfinance,,,2026-09-15,,,,,0.19,-13.19,11.41,1.58,14.34,4,3,3,3,86.2,65.63,2026-09-21,4.25,4,3,12,20,0,10,5,0,54,C,20
JNJ,JNJ,존슨앤드존슨,649.395374934,2026-09-21,Naver exchange listing (USD),269.4700012207031,269.7255004882812,262.78383280436196,247.4499163309733,238.97909996032715,12.758815003252485,278.42999267578125,-3.2180410482974144,55.872800521203125,-0.28,10.04,daily_close,일봉 종가,2026-09-22 15:37 KST,,,-0.9,19.17,76.88,30.97093,7.5487475,25.74,57.709,6.6,20.46,-10.34,13.72 -> 5.79 -> 11.03,94193000000.0,25596000000.0,26804000000.0,27.17,28.46,24530000000.0,19313000000.0,19709000000.0,47933000000.0,-28224000000.0,1.99,60.79,5.36,,yfinance,4.92,10.0,False,10.0,yfinance dividend history,Healthcare,Drug Manufacturers - General,70.97,4.09,22.0,0.0,275.64,320.0,190.0,2.29,0.4,Finnhub,yfinance,,,2026-09-16,,,,,,-10.34,28.99,6.34,14.15,11,10,9,9,6.83,19.07,2026-09-21,4.25,0,0,20,0,0,0,3,0,23,D,21
INTC,INTC,인텔,643.61576505,2026-09-21,Naver exchange listing (USD),121.77999877929688,97.45350074768066,101.31450004577637,99.94216658274333,77.54744995117187,57.03933379624506,140.94000244140625,-13.594439712085904,78.21296637403698,35.21,-8.35,daily_close,일봉 종가,2026-09-22 15:37 KST,,,98.63,65.53,62.53,,6.2676425,-10.71,48.997,25.4,6.88,,1.94 -> 0.4,52853000000.0,-23000000.0,-267000000.0,-0.04,-0.51,9697000000.0,-4949000000.0,14265000000.0,46585000000.0,-32320000000.0,,0.0,0.0,,yfinance,,0.0,,9.0,yfinance dividend history,Technology,Semiconductors,34.55,3.53,43.0,0.0,116.37,200.0,75.0,-4.44,1086.32,Finnhub,yfinance,,,2026-09-18,,,,,,,39.22,14.87,36.64,32,31,30,30,,-57.85,2026-09-21,4.25,0,0,0,0,0,10,1,5,16,D,22
MA,MA,마스터카드,497.267042441,2026-09-21,Naver exchange listing (USD),567.6500244140625,579.760498046875,559.544660949707,528.8709144592285,531.8060980224609,6.74003673987351,599.8599853515625,-5.369579855976319,31.537727586332977,-2.24,16.1,daily_close,일봉 종가,2026-09-22 15:37 KST,567.0034,-0.11391251409350331,22.1,35.06,91.18,31.2558,88.45059,241.2,439.583,14.1,19.52,18.17,11.83 -> 13.89 -> 16.52,32791000000.0,19514000000.0,14968000000.0,59.51,45.65,17648000000.0,16433000000.0,10566000000.0,19000000000.0,-8434000000.0,0.61,17.93,3.48,,yfinance,15.75,10.0,False,10.0,yfinance dividend history,Financial Services,Credit Services,90.74,4.58,37.0,-1.85,666.71,740.0,550.0,17.45,2.85,Finnhub,yfinance,,,2026-09-18,,,,,1.41,18.17,15.53,2.63,13.1,18,17,17,17,101.26,3263.14,2026-09-21,4.25,0,0,20,10,12,8,3,0,53,C,23
ABBV,ABBV,애브비,467.367179537,2026-09-21,Naver exchange listing (USD),264.4800109863281,259.66149826049804,255.25849990844728,234.27291666666667,229.80419952392577,15.08928537173757,265.9700012207031,-0.560209883647216,61.474941147466524,-0.18,8.78,daily_close,일봉 종가,2026-09-22 15:37 KST,,,290.4,59.9,77.45,70.833336,-75.91545,,,10.2,68.92,-6.85,2.72 -> 2.39 -> 2.36,61160000000.0,20091000000.0,4226000000.0,32.85,6.91,19030000000.0,17816000000.0,5229000000.0,67496000000.0,-62267000000.0,2.62,190.4,6.92,,yfinance,5.17,10.0,False,10.0,yfinance dividend history,Healthcare,Drug Manufacturers - General,82.05,4.32,29.0,0.47,276.79,328.0,200.0,4.65,0.6,Finnhub,yfinance,,,2026-09-16,,,,,0.24,-6.85,27.8,6.95,18.06,11,10,10,10,154.8,,2026-09-21,4.25,0,0,0,20,0,10,3,0,33,D,24
ORCL,ORCL,오라클,449.20622016,2026-09-21,Naver exchange listing (USD),148.55999755859375,149.5154998779297,141.57266680399576,161.95833339691163,165.98849979400634,-10.499825142730712,328.3299865722656,-54.75283902346349,49.57147393219199,1.43,-2.56,daily_close,일봉 종가,2026-09-22 15:37 KST,,,21.9,36.02,45.82,26.06175,11.651841,53.38,388.87,20.6,24.33,25.36,3.71 -> 4.34 -> 5.83,67357000000.0,22444000000.0,17087000000.0,33.32,25.37,31977000000.0,-23686000000.0,31289000000.0,156189000000.0,-124900000000.0,1.35,34.31,2.0,,yfinance,14.07,10.0,False,10.0,yfinance dividend history,Technology,Software - Infrastructure,81.63,4.41,42.0,0.0,244.12,400.0,110.0,64.32,9.27,Finnhub,yfinance,,,2026-09-22,,,,,1.19,25.36,40.16,14.87,34.82,32,30,30,30,-35.11,-21.64,2026-09-21,4.25,0,0,20,10,15,8,5,3,61,B,25
PLTR,PLTR,팔란티어 테크놀로지스,439.975977103,2026-09-21,Naver exchange listing (USD),183.08999633789062,176.05299911499023,153.7424991607666,145.6933744430542,151.81467472076417,20.600987140835883,207.17999267578125,-11.627568872245972,47.484317665811425,1.75,70.68,daily_close,일봉 종가,2026-09-22 15:37 KST,183.02,-0.038230563815970196,215.4,287.86,64.75,153.13794,43.667652,38.1,2.139,92.8,355.54,164.38,0.09 -> 0.19 -> 0.63,4475446000.0,1414015000.0,1625033000.0,31.59,36.31,2134473000.0,2100591000.0,1423796000.0,229338000.0,1194458000.0,,0.0,0.0,,yfinance,,,,,,Technology,Software - Infrastructure,71.79,4.19,27.0,2.56,196.84,255.0,80.0,7.51,15.06,Finnhub,yfinance,,,2026-09-19,,,,,0.71,164.38,37.91,13.44,34.82,32,30,30,30,303.95,224.91,2026-09-21,4.25,0,0,20,16,15,10,5,5,71,A,26
CSCO,CSCO,시스코 시스템즈,439.440732865,2026-09-21,Naver exchange listing (USD),111.45999908447266,110.02649955749511,113.52349967956543,108.53316650390624,96.41199996948242,15.608014686712671,130.0,-14.261539165790266,52.548612837589125,0.38,-6.31,daily_close,일봉 종가,2026-09-22 15:37 KST,111.35,-0.09868929246024528,52.1,18.59,83.38,33.051052,8.636898,27.32,62.017,17.6,28.45,-8.86,3.07 -> 2.54 -> 2.55,63325000000.0,16061000000.0,13267000000.0,25.36,20.95,14177000000.0,12767000000.0,7218000000.0,29533000000.0,-22315000000.0,1.51,49.85,1.68,,yfinance,2.58,10.0,False,10.0,yfinance dividend history,Technology,Communication Equipment,68.57,4.18,24.0,-1.13,137.62,170.0,115.0,23.47,0.56,Finnhub,yfinance,,,2026-09-15,,,,,0.63,-8.86,40.16,14.87,36.64,32,30,30,30,-17.7,-41.92,2026-09-21,4.25,0,0,20,20,0,10,5,5,60,B,27
BAC,BAC,뱅크오브아메리카,405.299695235,2026-09-21,Naver exchange listing (USD),57.959999084472656,61.189999961853026,61.367666498819986,57.12874981562297,55.25984996795654,4.886276596990125,64.80999755859375,-10.569354624536304,25.4925873618013,-6.05,-0.4,daily_close,일봉 종가,2026-09-22 15:37 KST,58.0091,0.08471517650609198,34.1,11.79,71.33,14.481482,1.5901582,11.2,,16.8,,11.22,3.08 -> 3.21 -> 3.81,113097000000.0,,30509000000.0,,26.98,12613000000.0,12613000000.0,239319000000.0,365904000000.0,-126585000000.0,2.21,25.87,1.28,,yfinance,7.89,10.0,False,10.0,yfinance dividend history,Financial Services,Banks - Diversified,79.31,4.46,21.0,0.0,69.0,79.0,62.0,19.05,6.52,Finnhub,yfinance,,,2026-09-16,,,,,0.42,11.22,16.44,2.68,13.11,18,17,17,17,-11.91,-40.67,2026-09-21,4.25,8,6,12,20,8,10,3,5,72,A,28
