yf_symbol,symbol,name,market_cap,listing_department,products,krx_market,security_group,krx_source,price,ma20,ma60,ma120,ma200,diff,peak,peak_diff,rsi,return_20d,return_60d,price_source,price_basis,price_time,after_market_price,after_market_change_pct,eps_growth,hist_per_avg,foreign_supply,per,pbr,roe,debt_ratio,revenue_growth,operating_growth,eps_cagr,eps3y,revenue,operating_income,net_income,operating_margin,net_margin,operating_cashflow,free_cashflow,cash,total_debt,net_cash,dividend_yield,payout_ratio,dividend_per_share,dividend_total,dividend_source,dividend_growth_3y,dividend_consecutive_years,dividend_cut_flag,dividend_history_years,dividend_history_source,analyst_buy_ratio,analyst_opinion_score,analyst_opinion_count,consensus_revision,target_mean,target_high,target_low,target_upside,earnings_surprise_pct,finnhub_source,consensus_source,cashflow_status,financial_currency,fundamental_refreshed_at,dart_year,dart_fs_div,dart_report_code,dart_source,peg,dividend_year,dividend_report_code,peer_per_avg,peer_pbr_avg,peer_roe_avg,peer_group_count,peer_per_count,peer_pbr_count,peer_roe_count,peer_per_gap,peer_pbr_gap,cagr,sector,industry,data_date,us_10y_bond,score_per,score_pbr,score_roe,score_peg,score_cagr,score_eps3y,score_rsi,score_peak_diff,score,grade,rank
196170.KQ,196170,알테오젠,163706,우량기업부,바이오시밀러 및 바이오베터,KOSDAQ,주권,KRX,307500.0,289812.5,266377.0833333333,272657.95,305950.96,0.506303363127208,430123.0,-28.508821895132325,59.277108433730945,28.09,8.16,nxt_web_latest,NXT 체결가,2026-08-25 20:56 KST,,,124.86,217.49,14.93,79.0,42.51,39.42,53.76,109.82,320.87,,901 -> 2026,2159.0,1069.0,1452.0,49.51,67.25,1241.27,907.09,663.81,2443.0,-1779.19,0.12,14.1,371.0,200.03,OpenDART,,1.0,False,1.0,OpenDART,,4.0,,,455000.0,,,47.97,,,Naver/FnGuide,,KRW,2026-08-25,2025.0,CFS,11011,OpenDART,0.63,2025.0,11011,,25.08,-33.31,11,1,10,10,,69.5,,자연과학 및 공학 연구개발업,자연과학 및 공학 연구개발업,2026-08-25,4.25,0,0,20,20,0,10,3,5,58,B,1
086520.KQ,086520,에코프로,115681,중견기업부,"환경소재,화학필터,이차전지소재등",KOSDAQ,주권,KRX,86200.0,83905.0,94895.0,121925.83333333333,118531.5,-27.276715472258427,185000.0,-53.4054054054054,53.75586854458327,6.95,-40.43,nxt_web_latest,NXT 체결가,2026-08-25 20:56 KST,,,,336.78,19.08,192.7,5.36,-8.39,117.92,9.11,,,-,34130.0,2138.0,-1055.0,6.26,-3.09,3390.76,-4729.89,11867.67,52913.98,-41046.31,0.17,-13.56,150.0,203.1,OpenDART,-29.61,2.0,True,4.0,OpenDART,,,,,,,,,,,,,KRW,2026-08-18,2025.0,CFS,11011.0,OpenDART,,2025.0,11011.0,,,,3,2,2,2,,,,기타 금융업,기타 금융업,2026-08-25,4.25,0,0,0,0,0,0,5,3,8,D,2
247540.KQ,247540,에코프로비엠,110059,중견기업부,양극활물질,KOSDAQ,주권,KRX,113800.0,107160.0,133195.0,167951.66666666666,169608.5,-32.90430609314981,246000.0,-53.73983739837398,57.96178343947752,2.99,-47.92,nxt_web_latest,NXT 체결가,2026-08-25 20:56 KST,,,,364.17,14.92,776.0,6.13,2.29,142.16,-8.5,,,-,25316.0,1433.0,916.0,5.66,3.62,2147.07,-2234.95,5185.48,28660.15,-23474.67,0.09,24.85,100.0,97.82,OpenDART,-67.03,1.0,True,3.0,OpenDART,,3.79,,,175143.0,,,53.9,,,Naver/FnGuide,,KRW,2026-08-25,2025.0,CFS,11011,OpenDART,,2025.0,11011,,,,2,1,1,1,,,,일차전지 및 이차전지 제조업,일차전지 및 이차전지 제조업,2026-08-25,4.25,0,0,0,0,0,0,3,3,6,D,3
277810.KQ,277810,레인보우로보틱스,88172,기술성장기업부,"협동로봇, 천문마운트시스템, 이족보행로봇 등",KOSDAQ,주권,KRX,456000.0,459750.0,510800.0,593783.3333333334,565250.0,-19.327731092436977,880000.0,-48.18181818181818,46.630727762799715,2.24,-34.86,nxt_web_latest,NXT 체결가,2026-08-25 20:56 KST,,,-33.64,3949.62,5.2,,71.52,1.07,7.08,76.68,,,110 -> 73,341.0,-25.0,14.0,-7.33,4.11,-92.86,-274.67,101.1,94.75,6.35,,,,,,,,,,,,4.0,,,915000.0,,,100.66,,,Naver/FnGuide,,KRW,2026-08-12,2025.0,CFS,11011.0,OpenDART,,,,25.0,6.32,8.98,19,17,18,18,,1031.65,,특수 목적용 기계 제조업,특수 목적용 기계 제조업,2026-08-25,4.25,0,0,0,0,0,0,5,3,8,D,4
036930.KQ,036930,주성엔지니어링,83108,우량기업부,"ALG, ALD",KOSDAQ,주권,KRX,178800.0,150775.0,178936.66666666666,141578.33333333334,98774.25,81.01883841183304,250500.0,-28.622754491017965,68.77192982455296,19.28,-14.04,daily_close,NXT 미확인,2026-08-25 21:03 KST,,,-66.22,32.8,7.73,887.5,13.96,6.17,50.37,-24.11,-67.8,3.49,705 -> 2235 -> 755,3107.0,313.0,357.0,10.07,11.49,-306.78,,1643.84,2974.36,-1330.52,0.03,6.79,53.0,24.22,OpenDART,-41.52,2.0,True,3.0,OpenDART,,3.0,,,190000.0,,,6.26,,,Naver/FnGuide,,KRW,2026-08-18,2025.0,CFS,11011.0,OpenDART,,2025.0,11011.0,25.0,6.32,8.98,19,16,18,18,3450.0,120.89,3.49,특수 목적용 기계 제조업,특수 목적용 기계 제조업,2026-08-25,4.25,0,0,6,0,4,0,1,5,16,D,5
240810.KQ,240810,원익IPS,55121,우량기업부,반도체 제조용 기계,KOSDAQ,주권,KRX,112300.0,101440.0,123145.0,122143.33333333333,104999.5,6.952890251858341,183300.0,-38.73431533006001,61.12676056336824,5.94,3.69,daily_close,NXT 미확인,2026-08-25 21:03 KST,,,304.73,46.26,15.83,24.0,5.35,9.05,20.06,21.6,596.23,,423 -> 1712,9098.0,738.0,840.0,8.11,9.23,1566.07,1245.35,1072.74,1946.21,-873.47,0.18,11.6,200.0,97.31,OpenDART,-12.64,2.0,True,4.0,OpenDART,,3.86,,,154714.0,,,37.77,,,Naver/FnGuide,,KRW,2026-08-21,2025.0,CFS,11011.0,OpenDART,0.08,2025.0,11011.0,29.0,6.66,8.16,19,16,18,18,-17.24,-19.67,,특수 목적용 기계 제조업,특수 목적용 기계 제조업,2026-08-25,4.25,4,0,6,20,0,10,3,5,48,C,6
058470.KQ,058470,리노공업,51366,우량기업부,"리노핀, 반도체 소켓 등",KOSDAQ,주권,KRX,67700.0,66150.0,77925.0,94457.5,85142.0,-20.485776702450025,127000.0,-46.69291338582677,56.637168141557844,-3.01,-31.69,nxt_web_latest,NXT 체결가,2026-08-25 20:56 KST,,,34.19,27.95,31.67,26.0,6.31,22.45,8.3,33.9,42.51,17.07,1455 -> 1486 -> 1994,3725.0,1770.0,1520.0,47.52,40.81,1794.69,1192.33,852.03,607.09,244.94,1.18,39.96,800.0,607.16,OpenDART,-35.63,5.0,True,5.0,OpenDART,,4.0,,,115750.0,,,70.97,,,Naver/FnGuide,,KRW,2026-08-24,2025.0,OFS,11011.0,OpenDART,0.76,2025.0,11011.0,15.41,4.47,12.5,8,6,7,7,68.72,41.16,17.07,전자부품 제조업,전자부품 제조업,2026-08-25,4.25,0,0,20,16,12,10,3,3,64,B,7
028300.KQ,028300,HLB,51014,중견기업부,"의료기기, 의약외품 등",KOSDAQ,주권,KRX,38450.0,37247.5,42103.333333333336,48257.5,49368.5,-22.11632923827947,92500.0,-58.432432432432435,62.95081967207336,22.26,-23.86,nxt_web_latest,NXT 체결가,2026-08-25 20:56 KST,,,,,20.09,,12.26,-44.32,88.14,23.64,,,-,842.0,-1042.0,-2354.0,-123.75,-279.57,-925.88,-1101.21,409.83,4357.64,-3947.81,,,,,,,,,,,,,,,,,,,,,,,KRW,2026-08-25,2025.0,CFS,11011,OpenDART,,,,,,,3,2,2,2,,,,의료용품 및 기타 의약 관련제품 제조업,의료용품 및 기타 의약 관련제품 제조업,2026-08-25,4.25,0,0,0,0,0,0,3,3,6,D,8
039030.KQ,039030,이오테크닉스,49462,우량기업부,레이저 마커 및 레이저 응용기기,KOSDAQ,주권,KRX,404000.0,348775.0,399033.3333333333,425745.8333333333,377335.0,7.066664899890018,612000.0,-33.98692810457516,75.06775067750108,30.74,-16.62,nxt_web_latest,NXT 체결가,2026-08-25 20:56 KST,,,33.53,50.01,27.65,67.33,7.05,8.9,13.06,18.7,158.97,24.98,2973 -> 3478 -> 4644,3809.0,808.0,576.0,21.21,15.12,1002.88,962.08,2363.05,898.52,1464.53,,,,,,-25.46,0.0,True,3.0,OpenDART,,4.0,,,532500.0,,,31.81,,,Naver/FnGuide,,KRW,2026-08-21,2025.0,CFS,11011.0,OpenDART,2.01,,,25.0,6.32,8.24,19,16,18,18,169.32,11.55,24.98,특수 목적용 기계 제조업,특수 목적용 기계 제조업,2026-08-25,4.25,0,0,6,0,12,10,1,5,34,D,9
222800.KQ,222800,심텍,43795,중견기업부,반도체용 인쇄회로기판,KOSDAQ,주권,KRX,119700.0,100080.0,111211.66666666667,94141.66666666667,77745.5,53.96389501643182,157300.0,-23.903369357914812,63.52459016392228,29.69,3.01,nxt_web_latest,NXT 체결가,2026-08-25 20:56 KST,,,,,10.03,22.0,6.55,-32.1,181.13,14.55,,,-,14106.0,119.0,-1646.0,0.84,-11.67,-1986.12,-2550.05,539.84,10439.64,-9899.8,0.08,,100.0,37.33,OpenDART,-41.52,5.0,True,5.0,OpenDART,,4.0,,,171111.0,,,42.95,,,Naver/FnGuide,,KRW,2026-08-12,2025.0,CFS,11011.0,OpenDART,,2025.0,11011.0,15.41,4.47,15.99,8,6,7,7,42.76,46.53,,전자부품 제조업,전자부품 제조업,2026-08-25,4.25,4,0,0,0,0,0,3,5,12,D,10
214450.KQ,214450,파마리서치,43065,우량기업부,재생의약품,KOSDAQ,주권,KRX,415500.0,392375.0,341766.6666666667,326895.8333333333,365080.0,13.810671633614549,711000.0,-41.561181434599156,57.85340314135702,12.3,39.9,nxt_web_latest,NXT 체결가,2026-08-25 20:56 KST,,,65.07,24.5,9.04,22.0,6.88,26.88,44.21,53.18,70.02,37.82,7481 -> 8608 -> 14209,5363.0,2144.0,1683.0,39.98,31.38,1831.62,1473.8,1756.63,3200.1,-1443.47,0.89,25.9,3700.0,427.91,OpenDART,77.64,5.0,False,5.0,OpenDART,,4.0,,,512667.0,,,23.39,,,Naver/FnGuide,,KRW,2026-08-25,2025.0,CFS,11011,OpenDART,0.34,2025.0,11011,,,,3,1,2,2,,,37.82,의료용품 및 기타 의약 관련제품 제조업,의료용품 및 기타 의약 관련제품 제조업,2026-08-25,4.25,4,0,20,20,15,10,3,5,77,A,11
