yf_symbol,symbol,name,market_cap,price,ma200,diff,peak,peak_diff,rsi,price_source,price_basis,price_time,after_market_price,after_market_change_pct,eps_growth,hist_per_avg,foreign_supply,per,pbr,roe,debt_ratio,revenue_growth,operating_growth,eps_cagr,eps3y,revenue,operating_income,net_income,operating_margin,net_margin,operating_cashflow,free_cashflow,cash,total_debt,net_cash,dividend_yield,payout_ratio,dividend_per_share,dividend_total,dividend_source,dividend_growth_3y,dividend_consecutive_years,dividend_cut_flag,sector,industry,analyst_buy_ratio,consensus_revision,target_mean,target_high,target_low,target_upside,earnings_surprise_pct,finnhub_source,peg,cagr,peer_per_avg,peer_pbr_avg,peer_roe_avg,peer_group_count,peer_per_gap,peer_pbr_gap,data_date,us_10y_bond,score_per,score_pbr,score_roe,score_peg,score_cagr,score_eps3y,score_rsi,score_peak_diff,score,grade,rank
NVDA,NVDA,엔비디아,5103.12,200.08999633789062,190.84300048828126,4.845341891476484,235.74000549316406,-15.122596218106565,43.17722039237511,daily_close,일봉 종가,2026-07-01 15:06 KST,,,214.5,60.85,70.88,30.641653,24.7943,114.29,6.555,85.2,60.08,102.92,1.19 -> 2.94 -> 4.9,215938000000.0,130387000000.0,120067000000.0,60.38,55.6,102718000000.0,96676000000.0,10605000000.0,11040000000.0,-435000000.0,50.0,0.61,1.0,,yfinance,,,,Technology,Semiconductors,92.65,-0.31,,,,,3.02,Finnhub,0.14,102.92,63.34,15.38,42.78,18,-51.62,61.21,2026-06-30,4.42,0,0,20,20,15,10,5,5,75,A,1
GOOGL,GOOGL,알파벳A,4490.91,357.3699951171875,315.009949798584,13.447208682039516,402.6199951171875,-11.238885437577295,46.13224496678483,daily_close,일봉 종가,2026-07-01 15:06 KST,,,82.0,23.78,80.76,25.715702,8.538493,38.88,20.026,21.8,14.81,36.52,5.8 -> 8.04 -> 10.81,402836000000.0,129039000000.0,132170000000.0,32.03,32.81,164713000000.0,73266000000.0,30708000000.0,59291000000.0,-28583000000.0,,,,,,,,,,,,,,,,,,,0.31,36.52,32.67,11.69,31.72,24,-21.29,-26.96,2026-06-30,4.42,0,0,20,20,15,10,5,5,75,A,2
GOOG,GOOG,알파벳C,4483.96,353.3299865722656,314.4623993682861,12.360011016280295,399.0400085449219,-11.454997241839337,45.15778966455182,daily_close,일봉 종가,2026-07-01 15:06 KST,353.3758,0.012966187268408213,82.0,23.92,61.11,26.951181,8.941894,38.88,20.026,21.8,14.81,36.52,5.8 -> 8.04 -> 10.81,402836000000.0,129039000000.0,132170000000.0,32.03,32.81,164713000000.0,73266000000.0,30708000000.0,59291000000.0,-28583000000.0,25.0,6.41,0.88,,yfinance,,,,Communication Services,Internet Content & Information,87.14,-1.43,,,,,8.28,Finnhub,0.33,36.52,18.61,5.74,31.85,5,44.82,55.78,2026-06-30,4.42,0,0,20,20,15,10,5,5,75,A,3
AAPL,AAPL,애플,4376.98,289.3599853515625,270.0302492523193,7.158359536668521,315.20001220703125,-8.197977745792844,49.0730624630892,daily_close,일봉 종가,2026-07-01 15:06 KST,,,21.8,30.46,65.83,35.073936,39.856747,141.47,79.548,16.6,7.98,10.32,6.13 -> 6.08 -> 7.46,416161000000.0,133050000000.0,112010000000.0,31.97,26.92,111482000000.0,98767000000.0,35934000000.0,98657000000.0,-62723000000.0,37.0,12.59,1.08,,yfinance,,,,Technology,Consumer Electronics,69.09,-3.13,,,,,3.74,Finnhub,1.61,10.32,63.34,15.38,42.78,18,-44.63,159.15,2026-06-30,4.42,0,0,20,5,8,8,5,0,46,C,4
MSFT,MSFT,마이크로소프트,2818.35,373.0199890136719,446.68854919433596,-16.492153271789803,542.0700073242188,-31.186012143526685,36.50412673865414,daily_close,일봉 종가,2026-07-01 15:06 KST,,,23.4,33.6,75.78,22.190363,6.6877027,34.01,30.271,18.3,17.45,18.71,9.68 -> 11.8 -> 13.64,281724000000.0,128528000000.0,101832000000.0,45.62,36.15,136162000000.0,71611000000.0,30242000000.0,60588000000.0,-30346000000.0,98.0,20.73,3.64,,yfinance,,,,Technology,Software - Infrastructure,92.42,1.51,,,,,5.58,Finnhub,0.95,18.71,63.34,15.38,42.78,18,-64.97,-56.52,2026-06-30,4.42,4,0,20,16,12,8,5,5,70,A,5
AMZN,AMZN,아마존,2628.93,238.33999633789062,232.85860008239746,2.3539591209229824,274.989990234375,-13.327755626758432,45.86922482923885,daily_close,일봉 종가,2026-07-01 15:06 KST,,,74.8,41.19,68.02,31.638998,5.8438177,24.29,53.3,16.6,16.59,57.24,2.9 -> 5.53 -> 7.17,716924000000.0,79975000000.0,77670000000.0,11.16,10.83,139514000000.0,7695000000.0,86810000000.0,152987000000.0,-66177000000.0,,0.0,0.0,,yfinance,,,,Consumer Cyclical,Internet Retail,,,,,,,,,0.42,57.24,85.77,14.07,46.97,6,-63.11,-58.47,2026-06-30,4.42,0,0,20,20,15,10,5,5,75,A,6
AVGO,AVGO,브로드컴,1957.03,377.75,361.42135040283205,4.517898452586825,481.57000732421875,-21.55865310239754,45.59785021111358,daily_close,일봉 종가,2026-07-01 15:06 KST,,,85.4,63.62,79.91,62.075,20.208899,37.28,74.018,47.9,73.88,20.26,3.3 -> 1.23 -> 4.77,63887000000.0,26075000000.0,23126000000.0,40.81,36.2,27537000000.0,26914000000.0,16178000000.0,65136000000.0,-48958000000.0,70.0,41.26,2.6,,yfinance,,,,Technology,Semiconductors,,,,,,,,,0.73,20.26,63.34,15.38,42.78,18,-2.0,31.4,2026-06-30,4.42,0,0,20,16,12,10,5,5,68,B,7
TSLA,TSLA,테슬라,1504.13,420.6000061035156,418.54390014648436,0.4912521616756703,489.8800048828125,-14.142238525507855,58.334501218946535,daily_close,일봉 종가,2026-07-01 15:06 KST,,,8.3,176.51,44.93,384.8972,18.808056,4.9,18.738,15.8,-37.51,-49.94,4.31 -> 2.04 -> 1.08,94827000000.0,4849000000.0,3794000000.0,5.11,4.0,14747000000.0,6220000000.0,16513000000.0,14719000000.0,1794000000.0,,0.0,0.0,,yfinance,,,,Consumer Cyclical,Auto Manufacturers,,,,,,,,,46.37,-49.94,85.77,14.07,46.97,6,348.76,33.67,2026-06-30,4.42,0,0,0,0,0,5,3,5,13,D,8
META,META,메타 플랫폼스,1465.23,563.2899780273438,648.1345489501953,-13.090579889665971,790.0,-28.697471135779274,42.79819849309995,daily_close,일봉 종가,2026-07-01 15:06 KST,561.578,-0.3039248156587425,62.4,22.36,79.34,20.450745,5.859623,32.93,35.608,33.1,20.03,25.69,14.87 -> 23.86 -> 23.49,200966000000.0,83276000000.0,60458000000.0,41.44,30.08,115800000000.0,46109000000.0,35873000000.0,83897000000.0,-48024000000.0,37.0,7.64,2.1,,yfinance,,,,Communication Services,Internet Content & Information,,,,,,,,,0.33,25.69,18.61,5.74,31.85,5,9.89,2.08,2026-06-30,4.42,4,0,20,20,15,10,5,5,79,A,9
BRK-B,BRK-B,버크셔해서웨이,1055.69,500.3900146484375,490.13614990234373,2.092044169387788,539.7999877929688,-7.30084735749314,61.73301032347604,daily_close,일봉 종가,2026-07-01 15:06 KST,499.95,-0.08793433832740558,119.6,11.79,67.33,14.901429,0.0009897748,10.5,17.669,4.4,,-16.27,44.27 -> 41.27 -> 31.04,410522000000.0,,66968000000.0,,16.31,45969000000.0,25042000000.0,51877000000.0,129081000000.0,-77204000000.0,,0.0,0.0,,yfinance,,,,Financial Services,Insurance - Diversified,10.0,0.0,,,,,-3.3,Finnhub,0.12,-16.27,20.92,10.72,40.01,13,-28.77,-99.99,2026-06-30,4.42,8,10,12,20,0,10,3,0,63,B,10
